No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,Fundamental Score
844,CIM,RUT,Real Estate,REIT - Mortgage,USA,1000000000.0,20.23,6.88,-999.0,1.41,0.42,4.53,4.82,0.98,0.0993,3.1097,0.18,0.4489,-0.1281,-0.3515,-0.0254,-0.0793,0.2869,-0.8528,0.0257,0.0,0.5344,-0.0004,0.0125,0.0483,0.0051,-999.0,-999.0,3.0,3.95,0.9333,0.0734,-0.0514,-0.0978,-0.1348,-0.3514,1.73,-0.1024,-0.3716,0.0624,-0.948,0.0624,Feb 14/b,4.43,0.0,False,True,1
1986,HUYA,-999,Communication Services,Entertainment,China,285410000.0,-999.0,220.12,-999.0,0.27,0.51,0.25,-999.0,13.3,-999.0,-999.0,-0.06,0.5517,1.1171,-0.3253,-0.0668,0.2289,-0.3448,-0.8132,0.002,0.0,0.5641,-0.0092,0.0201,-0.0395,-0.0406,5.16,5.13,0.0,0.0,0.0637,-0.0583,0.094,-0.0031,-0.1488,-0.3633,0.53,-0.0192,-0.3731,0.5128,-0.9359,0.9878,Nov 14/b,3.26,0.0,False,True,4
2162,IVR,RUT,Real Estate,REIT - Mortgage,USA,421600000.0,-999.0,1.98,-999.0,1.59,0.86,1.12,1.52,7.76,0.181,-999.0,1.15,0.0316,-0.2125,-999.0,-999.0,-3.4551,6.3744,0.4176,0.0029,0.0,0.4208,-0.0019,0.0328,-0.0085,-0.0372,-999.0,-999.0,0.0,6.35,0.9531,-0.1103,0.0199,-0.0333,0.0916,-0.37,1.8,-0.018,-0.3739,0.3722,-0.9594,0.3722,Feb 22/a,8.7,0.0,False,False,1
1681,GCI,RUT,Communication Services,Publishing,USA,334980000.0,16.56,129.46,-999.0,0.12,1.03,3.05,7.96,0.74,-999.0,-999.0,0.06,0.9763,7.3874,-1.0116,-999.0,0.2268,-0.0906,0.9537,0.1518,0.0116,0.6092,0.0045,0.1211,0.0871,0.0182,0.83,0.77,3.69,4.05,0.3065,0.0102,0.0,-0.0088,0.2295,-0.1697,2.37,-0.037,-0.375,0.3889,-0.9127,2.5714,Feb 22/b,2.25,490600.0,True,False,2
969,CPS,RUT,Consumer Cyclical,Auto Parts,USA,243550000.0,-999.0,-999.0,-999.0,0.09,-999.0,1.5,-999.0,9.42,-999.0,-999.0,-0.9,0.5042,0.4468,-999.0,-0.085,-0.0397,0.0374,0.3814,0.0255,0.0,0.6939,-0.1101,0.0648,-15.2944,-0.1942,1.38,1.15,-999.0,-999.0,0.0963,-0.0717,-0.2089,-0.1454,-0.2164,-0.2271,2.94,-0.1945,-0.3773,0.4354,-0.9035,3.017,Feb 15/a,14.16,0.0,False,False,3
1291,EFXT,-999,Energy,Oil & Gas Equipment & Services,Canada,644440000.0,-999.0,-999.0,-999.0,0.28,0.56,5.0,-999.0,1.04,0.0141,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0972,0.9292,1.1225,0.0079,0.0,0.5587,-999.0,0.0016,-0.0437,-0.0216,1.31,0.93,0.93,0.98,0.1777,-0.0209,0.0058,0.0256,0.1479,-0.2145,1.66,0.0906,-0.378,0.3198,-0.7301,0.7333,Feb 28/a,5.2,0.0,False,True,3
846,CINT,-999,Technology,Software - Infrastructure,Brazil,592450000.0,18.6,14.24,-999.0,1.29,2.07,12.7,11.49,0.35,-999.0,0.0,0.06,0.6443,0.0203,-999.0,-0.0554,0.3688,0.0169,-0.0706,0.8592,0.0,0.1122,-0.0021,0.0167,0.1341,0.079,1.6,1.6,0.45,0.62,0.3151,0.0718,0.0518,-0.0469,-0.1873,-0.2266,1.04,-0.074,-0.3792,0.3384,-0.8013,0.3384,Mar 07/b,4.47,0.0,False,True,3
2707,MUX,-999,Basic Materials,Other Precious Metals & Mining,Canada,294440000.0,-999.0,-999.0,-999.0,2.17,0.84,3.27,-999.0,1.89,-999.0,-999.0,-0.2,-0.1813,0.8218,-0.3822,-999.0,-0.02,0.4778,-0.8742,0.1744,0.0,0.1867,-0.0204,0.0284,-0.3395,-0.3083,2.35,1.84,0.12,0.12,-0.1359,-0.8875,-0.0962,-0.052,-0.1565,0.042,1.47,-0.1157,-0.38,0.1503,-0.9821,4.8997,Nov 09/b,6.2,0.0,False,False,3
4021,TRVG,-999,Communication Services,Internet Content & Information,Germany,59000000.0,-999.0,69.0,-999.0,0.11,5.57,0.42,2.25,6.35,-999.0,-999.0,-0.03,-1.259,1.9824,-0.4814,0.3771,-0.0147,-0.0783,-0.7413,0.0083,0.0,0.1175,0.007,0.0132,-0.4279,-0.6397,5.22,1.64,0.18,0.19,0.966,-0.3412,0.0769,0.0857,-0.1815,-0.3405,1.68,0.0755,-0.3803,0.2114,-0.9535,0.2127,Feb 06/a,2.66,0.0,False,True,2
1234,DSX,-999,Industrials,Marine Shipping,Greece,324510000.0,4.55,7.78,0.91,1.17,0.63,1.87,-999.0,1.53,0.1988,0.636,0.04,-0.7438,0.1155,-999.0,0.05,0.0901,-0.1592,-0.8426,0.2782,0.0,0.1146,-0.1451,0.0304,0.1446,0.0528,1.07,1.03,1.35,1.35,0.4703,0.2173,-0.0171,-0.0621,-0.0831,-0.2698,1.21,-0.0417,-0.3812,0.0232,-0.925,1.6096,Feb 23/b,2.87,0.0,False,True,4
1024,CSTE,-999,Industrials,Building Products & Equipment,Israel,131520000.0,-999.0,-999.0,-999.0,0.22,0.36,1.66,3.34,2.29,-999.0,-999.0,-0.17,-4.9032,0.6198,-999.0,0.146,0.0589,-0.2121,-0.9179,0.4064,0.0,0.3433,-0.0495,0.0054,-0.3068,-0.2732,2.68,1.47,0.33,0.34,0.1671,-0.2199,-0.0797,-0.0281,-0.0863,-0.3805,0.38,-0.0509,-0.3835,0.0885,-0.9459,0.0885,Feb 21/b,3.81,0.0,False,True,4
2439,LTRX,-999,Technology,Communication Equipment,USA,160040000.0,-999.0,8.9,-999.0,1.16,2.08,7.23,8.08,0.59,-999.0,-999.0,0.1,0.7217,0.2121,-999.0,0.2,0.265,0.1756,0.0334,0.1882,0.0051,0.4292,0.1496,0.0068,-0.1177,-0.0911,2.08,1.19,0.31,0.38,0.3714,-0.0667,0.0893,-0.3157,-0.1321,-0.1943,2.19,-0.2756,-0.3856,0.2131,-0.9425,4.3375,Feb 08/a,4.27,134037.0,True,False,4
3338,QIPT,RUT,Healthcare,Medical Devices,USA,187770000.0,-999.0,28.47,-999.0,0.76,1.7,10.24,4.64,0.44,-999.0,-999.0,0.01,1.6429,2.4815,0.0876,-999.0,0.3325,0.6014,-2.7529,0.0386,0.0,0.4611,-999.0,0.0121,-0.0387,-0.02,1.13,0.79,0.67,0.88,0.5475,-0.015,-0.045,-0.0283,-0.1098,-0.2932,1.22,-0.0631,-0.3857,0.0348,-0.864,3.46,Feb 14/a,4.46,0.0,False,True,3
3786,SSYS,-999,Technology,Computer Hardware,USA,920250000.0,-999.0,50.61,-999.0,1.46,1.04,4.98,-999.0,2.67,-999.0,-999.0,0.02,-0.2766,1.4234,0.1041,0.3,0.0026,-0.0004,-3.4465,0.1916,0.0,0.6285,-0.198,0.0349,-0.1207,-0.1234,2.91,1.93,0.01,0.02,0.4072,-0.1753,0.0262,-0.0015,0.2358,-0.0827,1.33,0.0044,-0.3872,0.3377,-0.9036,20.296,Nov 16/b,13.31,0.0,False,False,4
3890,TCX,RUT,Technology,Software - Infrastructure,Canada,238060000.0,-999.0,-999.0,-999.0,0.72,7.91,2.09,5.03,10.45,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.29,-0.0174,0.1143,-1.8282,0.2587,0.0007,0.6125,0.0265,0.1076,-1.2724,-0.1443,1.41,1.37,18.89,19.07,0.1832,-0.2604,-0.0233,-0.0263,0.0341,-0.3932,0.99,-0.0725,-0.3875,0.3955,-0.7682,53.6,Feb 22/a,21.84,-420.0,False,True,2
3005,OPAD,-999,Real Estate,Real Estate Services,USA,252970000.0,-999.0,-999.0,-999.0,0.14,2.2,2.23,0.38,4.16,-999.0,-999.0,-0.43,0.6522,0.648,-999.0,-999.0,0.9272,-0.715,-1.2628,0.6141,0.0,0.1527,-0.2497,0.0865,-1.2516,-1.9347,1.36,0.41,0.0,0.02,0.0049,-0.1273,-0.0096,0.0765,0.074,-0.2445,2.16,-0.0126,-0.3886,0.5483,-0.9705,0.6507,Feb 26/a,9.29,0.0,False,True,2
2590,MLCO,-999,Consumer Cyclical,Resorts & Casinos,Hong Kong,3860000000.0,-999.0,21.22,-999.0,1.28,-999.0,2.72,-999.0,3.24,-999.0,-999.0,-0.04,1.0005,454.7306,-999.0,0.08,-0.1894,3.2062,0.9293,0.0006,0.0,0.4051,0.0191,0.0112,-999.0,-0.0541,1.65,1.63,-999.0,-999.0,0.1898,-0.1236,-0.0045,0.1292,0.1965,-0.328,1.16,0.0473,-0.3891,0.2985,-0.7806,3.4162,Nov 07/b,8.83,0.0,False,False,3
4405,YTRA,-999,Consumer Cyclical,Travel Services,India,104120000.0,-999.0,11.63,-999.0,1.97,1.53,1.72,-999.0,0.95,-999.0,-999.0,0.01,0.1758,4.3544,0.4988,-999.0,-0.0041,0.2165,0.8732,0.275,0.0,0.4548,0.0183,0.0024,-0.1001,-0.0525,2.6,2.6,0.07,0.19,0.4612,-0.0725,0.0,-0.1283,0.0382,-0.2974,1.21,-0.0149,-0.3891,0.1643,-0.8732,2.0035,Feb 14/b,1.63,0.0,False,False,3
334,ASUR,RUT,Technology,Software - Application,USA,258690000.0,-999.0,15.69,-999.0,2.12,1.35,7.89,23.89,1.32,-999.0,-999.0,0.05,3.0333,0.0966,-0.0648,0.27,0.1165,0.3393,0.5647,0.0955,0.0013,0.7392,-0.0455,0.0441,-0.0398,-0.0336,1.16,1.16,0.04,0.05,0.6187,-0.0548,0.0601,0.2588,0.4893,-0.0179,0.76,0.186,-0.3926,0.6511,-0.9399,14.615,Feb 26/a,10.41,23490.0,False,True,4
211,AMPY,RUT,Energy,Oil & Gas E&P,USA,242030000.0,0.66,5.79,0.04,0.74,0.7,37.88,2.52,0.16,-999.0,0.0,0.14,5.5109,-0.88,-999.0,0.15,0.2776,-0.3922,-1.2933,0.0259,0.0208,0.4355,0.0224,0.0297,2.3235,0.7657,0.72,0.72,0.36,0.37,0.4055,1.102,0.0215,0.0803,0.0049,-0.2811,2.15,0.035,-0.3949,0.1327,-0.7524,11.5685,Nov 06/a,6.19,149064.0,True,True,5
439,BATL,-999,Energy,Oil & Gas E&P,USA,98920000.0,-999.0,-999.0,-999.0,0.4,2.42,2.3,-999.0,2.61,-999.0,0.0,-999.0,-999.0,-999.0,-0.21,-999.0,0.2104,-0.4586,-1.5454,0.156,0.0,0.7169,0.0082,0.0035,-0.6565,-0.1845,0.53,0.53,5.41,6.52,0.2807,-0.1949,-0.0796,-0.3733,-0.0244,-0.3996,1.2,-0.2326,-0.3954,0.3326,-0.7423,2.005,Nov 15/a,6.01,0.0,False,True,1
4215,VOXX,RUT,Technology,Consumer Electronics,USA,201370000.0,-999.0,-999.0,-999.0,0.4,0.64,19.38,20.08,0.46,-999.0,-999.0,-999.0,-999.0,-999.0,-1.0406,0.1,0.032,-0.0545,-0.7296,0.5784,0.0028,0.4255,-0.0792,0.0339,-0.114,-0.1058,1.81,0.84,0.15,0.16,0.2052,-0.0787,-0.01,0.0148,-0.1143,-0.1506,1.32,-0.0812,-0.3959,0.2298,-0.8771,7.91,Jan 09/a,8.91,31387500.0,True,True,4
3716,SOHU,-999,Communication Services,Electronic Gaming & Multimedia,China,322220000.0,-999.0,-999.0,-999.0,0.52,0.3,0.35,-999.0,27.67,-999.0,-999.0,-999.0,-24.1264,0.2565,0.4892,-999.0,-0.1307,-0.2151,0.3448,0.0046,0.0,0.3326,-0.0533,0.0043,-0.0556,-0.0565,3.07,3.07,0.0,0.0,0.7616,-0.0973,0.0138,0.0214,0.0647,-0.389,1.38,-0.0096,-0.3975,0.2244,-0.9127,17.3654,Nov 13/b,9.55,0.0,False,True,4
3472,ROOT,-999,Financial,Insurance - Property & Casualty,USA,130090000.0,-999.0,-999.0,-999.0,0.39,0.73,-999.0,-999.0,-999.0,-999.0,-999.0,-2.84,0.4706,0.1487,-0.4402,0.413,1.4482,0.5645,0.3041,0.6095,0.0021,0.2691,0.0457,0.1684,-0.5213,-0.3292,4.33,-999.0,1.0,1.0,-999.0,-0.5756,0.1755,-0.0241,-0.0908,0.3045,1.6,-0.0721,-0.398,1.6918,-0.9832,1.6918,Feb 21/a,8.91,57338.0,False,False,3
4276,WBD,"NDX, S&P 500",Communication Services,Entertainment,USA,23970000000.0,-999.0,-999.0,-999.0,0.57,0.54,9.77,4.49,1.01,-999.0,-999.0,-0.1,0.6991,0.8251,-0.3819,0.2,0.483,0.016,0.8201,0.0933,0.0,0.6099,-0.0,0.0374,-0.1035,-0.0547,0.88,0.88,0.97,1.0,0.1988,-0.1148,0.0197,-0.0438,-0.0691,-0.3596,1.55,-0.0933,-0.3984,0.0604,-0.8742,0.9204,Feb 23/b,9.83,0.0,False,True,2
384,AVNS,RUT,Healthcare,Medical Devices,USA,890990000.0,-999.0,13.87,-999.0,1.19,0.73,8.32,26.44,2.31,-999.0,0.0,0.37,-0.3778,0.3474,-0.0878,0.063,0.0593,-0.1524,-1.2368,0.0196,0.0,0.9537,-0.0042,0.0262,0.0027,-0.0367,3.07,2.16,0.24,0.25,0.553,-0.0739,0.0095,0.0016,-0.1049,-0.3644,0.96,-0.0514,-0.4001,0.1134,-0.737,0.1134,Feb 20/b,19.19,0.0,False,True,4
2286,KRNT,-999,Industrials,Specialty Industrial Machinery,Israel,958000000.0,-999.0,50.64,-999.0,4.49,1.17,2.88,-999.0,6.65,-999.0,-999.0,-0.14,1.2857,2.1528,-999.0,-0.028,0.1095,-0.0393,0.3288,0.0009,0.0,0.9077,0.0214,0.0187,-0.0773,-0.079,10.58,9.21,0.02,0.03,0.3352,-0.3019,0.0764,0.2119,0.0329,-0.2033,1.92,0.0799,-0.4001,0.4417,-0.8944,1.3654,Feb 14/b,19.16,0.0,False,True,3
1776,GOCO,RUT,Financial,Insurance Brokers,USA,130830000.0,-999.0,-999.0,-999.0,0.25,0.57,4.96,-999.0,2.76,-999.0,-999.0,2.12,0.775,0.483,-999.0,-999.0,0.4542,-0.0076,0.2312,0.1837,0.0043,0.5584,-0.0809,0.0289,-0.4465,-0.1547,-999.0,-999.0,2.58,2.6,0.5373,-0.2391,0.0547,0.1522,-0.061,-0.2131,1.83,0.0288,-0.4004,0.9433,-0.9652,1.7761,Nov 09/b,13.7,100275.0,True,False,3
3059,PACK,RUT,Consumer Cyclical,Packaging & Containers,USA,385790000.0,-999.0,-999.0,-999.0,1.19,0.67,7.4,-999.0,0.63,-999.0,-999.0,-0.05,0.4879,0.2152,-3.7924,-999.0,0.0626,0.0643,0.6221,0.1232,0.0182,0.8622,-0.0538,0.0174,-0.0422,-0.0253,2.69,2.28,0.72,0.72,0.2435,-0.0772,0.0021,0.0152,0.2795,-0.4013,2.23,-0.0373,-0.4013,0.7757,-0.8913,0.7757,Oct 31/b,4.67,622531.0,True,False,5
4175,VFC,S&P 500,Consumer Cyclical,Apparel Manufacturing,USA,6470000000.0,-999.0,12.31,-999.0,0.6,3.07,6.54,5.78,2.54,0.0468,5.9286,0.02,-0.4832,0.2457,-0.3444,0.002,0.0021,-0.162,-1.0835,0.057,0.0053,0.88,0.0046,0.0791,-0.282,-0.0957,1.23,0.7,2.79,3.48,0.5134,-0.0708,0.0882,0.0868,-0.063,-0.4019,1.52,-0.0424,-0.402,0.2957,-0.8339,36.4253,Feb 06/a,16.65,1802148.0,True,True,2
2448,LVLU,-999,Consumer Cyclical,Apparel Retail,USA,82130000.0,-999.0,-999.0,-999.0,0.22,1.27,6.38,9.17,0.32,-999.0,0.0,-0.1,-5.125,0.7273,-999.0,-999.0,0.1179,-0.2105,-5.0586,0.6552,0.0004,0.319,0.024,0.0195,-0.2636,-0.1692,1.09,0.35,0.58,0.67,0.4118,-0.0467,-0.0333,-0.0146,0.3097,-0.3715,0.22,-0.0147,-0.4029,0.4097,-0.9047,0.4097,Mar 06/a,2.03,21000.0,False,True,3
3487,RRGB,RUT,Consumer Cyclical,Restaurants,USA,152320000.0,-999.0,-999.0,-999.0,0.12,-999.0,2.5,-999.0,3.93,-999.0,-999.0,-0.46,0.6217,0.4568,-999.0,0.1,0.0177,-0.0325,0.3469,0.0603,0.4819,0.7623,-0.1342,0.167,-2.4035,-0.0916,0.55,0.42,-999.0,-999.0,0.0947,-0.0401,-0.0529,-0.0787,-0.002,-0.0493,2.93,-0.1032,-0.4036,0.4168,-0.8964,1.4356,Feb 28/a,9.84,2996123.0,True,False,4
2836,NOAH,-999,Financial,Asset Management,China,775010000.0,0.81,4.93,-999.0,1.62,0.54,1.03,-999.0,11.8,0.0488,0.1714,-999.0,0.0496,0.1348,0.0121,-999.0,0.0026,0.0362,-0.8794,0.0503,0.0,0.3883,-0.0077,0.0067,0.0968,0.0932,-999.0,-999.0,0.01,0.01,0.963,0.2761,0.0351,0.0017,-0.1161,-0.4095,1.02,-0.0361,-0.4054,0.1126,-0.826,1.9512,Nov 29/a,12.1,0.0,False,True,5
3208,PLTK,-999,Communication Services,Electronic Gaming & Multimedia,Israel,2810000000.0,9.85,8.83,1.11,1.1,-999.0,3.2,6.3,2.4,-999.0,0.0,0.17,0.0478,0.2004,0.0178,0.089,0.1561,-0.0273,-0.3759,0.8209,0.0,0.1352,-0.0347,0.0617,-999.0,0.129,2.92,2.92,-999.0,-999.0,0.7155,0.1114,0.0422,0.0493,-0.0613,-0.2684,0.87,-0.0341,-0.406,0.0927,-0.7876,0.0927,Feb 26/b,7.66,0.0,False,True,6
892,CMLS,-999,Communication Services,Broadcasting,USA,72770000.0,-999.0,-999.0,-999.0,0.08,0.17,0.88,3.87,4.45,-999.0,0.0,-0.59,-3.0741,0.8234,-999.0,0.1,-0.0318,-0.1116,-0.6348,0.3277,0.0,0.4356,-0.1941,0.0108,-0.0501,-0.0144,2.15,2.15,2.6,2.67,0.5456,-0.0227,-0.0051,-0.1988,-0.2211,-0.3871,1.53,-0.192,-0.4067,0.5214,-0.8496,0.5214,Feb 27/b,3.91,0.0,False,True,2
1206,DOMO,RUT,Technology,Software - Application,USA,395130000.0,-999.0,-999.0,-999.0,1.24,-999.0,6.88,-999.0,1.57,-999.0,-999.0,-0.07,0.5913,0.4078,0.1432,-999.0,0.2133,0.0082,0.3444,0.1756,0.026,0.6377,0.0071,0.0367,-999.0,-999.0,0.56,0.56,-999.0,-999.0,0.7516,-0.2409,-0.0933,0.117,0.1346,-0.3928,2.37,0.0539,-0.4068,0.3869,-0.8903,0.416,Nov 30/a,10.79,1749437.0,True,False,5
1653,FVRR,-999,Communication Services,Internet Content & Information,Israel,1070000000.0,-999.0,12.75,-999.0,3.02,3.31,2.67,17.2,10.42,-999.0,-999.0,0.48,1.5735,0.1935,-0.2548,-999.0,0.473,0.121,1.2396,0.1383,0.0,0.5225,-0.0152,0.1484,-0.0082,-0.003,2.71,2.71,1.42,1.43,0.8154,-0.0066,-0.0502,0.1255,0.1232,-0.348,1.79,0.02,-0.407,0.3872,-0.9173,0.6248,Feb 22/b,27.8,0.0,False,False,2
3675,SLQT,RUT,Financial,Insurance Brokers,USA,294040000.0,-999.0,-999.0,-999.0,0.25,0.87,27.1,72.6,0.06,-999.0,-999.0,0.04,0.4571,0.8421,-999.0,-0.097,0.3806,0.2702,-0.1553,0.21,0.0187,0.3497,0.0169,0.0075,-0.1399,-0.0496,2.11,2.11,2.01,2.15,0.4596,-0.0433,0.2168,0.6893,0.3182,-0.2596,0.58,0.3366,-0.4082,1.035,-0.9473,2.4118,Feb 07/b,1.74,759170.0,True,True,4
507,BGS,RUT,Consumer Defensive,Packaged Foods,USA,774410000.0,-999.0,11.64,-999.0,0.37,0.92,2.15,4.11,4.58,0.0772,-999.0,0.29,-0.098,-0.1313,-999.0,0.012,0.0646,-0.0486,-0.3371,0.0238,0.0,0.669,-0.0314,0.0829,-0.0529,-0.0157,1.52,0.76,2.36,3.04,0.238,-0.0211,0.0144,0.0051,0.0707,-0.2244,0.69,-0.0443,-0.4095,0.3681,-0.7984,3.1934,Feb 27/a,9.85,0.0,False,True,2
2244,KGEI,-999,Energy,Oil & Gas E&P,USA,105820000.0,6.23,3.32,-999.0,2.26,0.64,211.64,-999.0,0.01,-999.0,0.0,0.12,0.2391,0.5702,-999.0,-999.0,0.338,0.2939,-0.7539,0.1445,0.0,0.4321,-999.0,0.0003,0.1105,0.0912,0.35,0.35,0.15,0.15,0.5763,0.3685,-0.0067,-0.089,-0.3311,-0.4649,1.99,-0.1344,-0.4107,0.0458,-0.9587,14.3093,Nov 14/b,2.97,0.0,False,True,4
2725,MYO,-999,Healthcare,Medical Devices,USA,86460000.0,-999.0,-999.0,-999.0,4.67,7.84,7.77,-999.0,0.42,-999.0,-999.0,-0.06,0.8306,0.3689,0.5558,-0.0047,0.624,0.2801,0.8565,0.2422,0.0393,0.4189,-0.0051,0.0291,-0.8336,-0.6966,2.78,2.52,0.02,0.06,0.6858,-0.424,-0.1141,-0.1891,0.0516,4.3303,1.54,-0.2054,-0.4158,7.7871,-0.9953,7.8347,Nov 07/a,3.26,297497.0,True,False,5
4052,TV,-999,Communication Services,Telecom Services,Mexico,1860000000.0,-999.0,17.09,-999.0,0.45,0.27,0.98,-999.0,3.56,0.022,-999.0,-0.04,0.8531,2.126,-999.0,0.111,-0.0762,0.1288,-3.9273,0.0015,0.0,0.4316,-0.0261,0.0192,-0.1134,-0.0654,1.69,1.65,0.69,0.78,0.3352,-0.1966,0.1528,0.345,0.4163,-0.4017,1.79,0.1174,-0.4178,0.6524,-0.9134,0.6524,Oct 26/a,3.47,0.0,False,True,3
2512,MCHX,-999,Communication Services,Advertising Agencies,USA,55450000.0,-999.0,-999.0,-999.0,1.11,1.46,4.04,-999.0,0.32,-999.0,-999.0,-0.02,-0.75,0.5357,-0.0482,0.15,-0.1003,-0.0317,-0.0112,0.1829,0.0034,0.6125,-0.0165,0.0028,-0.2864,-0.3162,2.44,2.44,0.05,0.07,0.4922,-0.2478,-0.0857,-0.0154,-0.0448,-0.4047,1.98,-0.0651,-0.4182,0.0492,-0.9432,0.1636,Nov 08/a,1.28,37714.0,False,False,3
3134,PESI,-999,Industrials,Waste Management,USA,109700000.0,-999.0,23.71,-999.0,1.31,2.82,55.12,-999.0,0.15,-999.0,-999.0,0.06,1.3333,3.25,0.015,-999.0,0.1452,0.1843,-0.5061,0.2294,0.0023,0.257,-0.0005,0.0159,-0.0278,-0.0299,1.17,1.14,0.11,0.15,0.1672,-0.0154,0.0126,0.04,0.0164,0.2535,0.48,0.0056,-0.4188,0.2958,-0.8046,3.4778,Nov 02/b,8.06,52270.0,False,True,5
3837,SWIM,RUT,Industrials,Building Products & Equipment,USA,315590000.0,-999.0,29.35,-999.0,0.54,0.8,4.04,4.14,0.68,-999.0,-999.0,-0.07,-0.9968,57.205,-999.0,-0.057,0.3117,-0.1511,-0.4881,0.6768,0.0003,0.262,-0.0216,0.0264,-0.0545,-0.03,3.03,1.84,0.83,0.85,0.2134,-0.0369,-0.0108,0.2443,0.0223,-0.3073,1.41,0.0673,-0.4235,0.3514,-0.9208,0.3514,Mar 12/a,2.75,22832.0,False,True,5
885,CMCL,RUT,Basic Materials,Gold,United Kingdom,194010000.0,-999.0,10.15,-999.0,1.44,0.8,18.0,-999.0,0.56,0.0518,0.4013,-999.0,-0.77,0.9703,0.1004,-999.0,0.203,0.145,-0.6265,0.4893,0.0,0.2813,-0.0095,0.0219,-0.0427,-0.0364,1.52,1.0,0.03,0.09,0.3129,-0.0674,0.001,-0.0682,-0.1468,-0.2058,0.68,-0.1219,-0.4249,0.0665,-0.9782,9.4917,Nov 14/b,10.11,0.0,False,True,4
2455,LX,-999,Financial,Credit Services,China,256710000.0,1.74,1.46,0.74,0.14,0.2,0.39,-999.0,4.77,0.0533,0.0,-999.0,2.3734,0.2124,0.5728,0.0236,0.0792,0.2318,0.3869,0.0004,0.0,0.2517,-0.075,0.0081,0.153,0.1278,-999.0,-999.0,0.12,0.68,0.6946,0.1077,0.0511,0.0278,-0.0842,-0.4127,0.61,0.0111,-0.4255,0.142,-0.9075,0.4683,Nov 22/a,1.85,0.0,False,True,5
853,CLAR,RUT,Consumer Cyclical,Leisure,USA,228520000.0,-999.0,-999.0,-999.0,0.59,0.78,28.49,5.28,0.21,0.0167,-999.0,-0.08,0.9295,0.6038,-1.4265,0.061,0.2301,-0.1279,-1.4849,0.242,0.0,0.7505,0.1973,0.0895,-0.2548,-0.2009,3.61,1.41,0.42,0.48,0.2977,-0.217,-0.0292,0.0454,0.1791,-0.3925,0.9,-0.0249,-0.426,0.2558,-0.9582,1.4067,Mar 07/a,5.99,0.0,False,True,4
3831,SVM,-999,Basic Materials,Silver,Canada,424370000.0,13.9,9.23,2.78,2.05,0.83,2.14,14.01,1.12,0.0104,0.2161,0.03,0.7708,0.2235,-0.1609,0.05,0.0466,-0.0024,-0.1201,0.0455,0.0,0.3114,-0.0962,0.0153,0.0622,0.0606,3.73,3.53,0.0,0.0,0.365,0.1501,0.0084,0.0345,0.0573,-0.2258,1.17,-0.0423,-0.4279,0.1538,-0.8529,23.4068,Feb 08/a,2.4,0.0,False,True,5
2905,NVEI,-999,Technology,Software - Infrastructure,Canada,3480000000.0,-999.0,11.65,-999.0,3.2,1.74,28.76,14.66,0.87,0.0026,0.0,0.45,-0.0953,0.2758,-999.0,0.165,0.5655,0.5463,-2.7472,0.5488,0.0,0.2603,-999.0,0.0337,-0.0059,-0.0036,1.03,1.02,0.61,0.62,0.6912,-0.0107,-0.0671,0.118,0.2455,-0.2803,2.78,0.0124,-0.4291,0.8776,-0.8217,0.8776,Nov 08/b,25.01,0.0,False,True,3
888,CMCT,-999,Real Estate,REIT - Office,USA,75430000.0,-999.0,-999.0,-999.0,0.65,-999.0,1.75,9.98,1.9,0.1027,-999.0,-0.48,-1.7928,0.4548,-999.0,-999.0,-0.1678,0.1346,-1.0036,0.5423,0.0,0.265,-0.003,0.0045,-0.1012,-0.0813,-999.0,-999.0,1.26,1.26,-0.0339,-0.5914,-0.0265,-0.0831,-0.1887,-0.3938,0.48,-0.0809,-0.4293,0.0376,-0.9025,0.0376,Nov 14/a,3.31,0.0,False,True,1
994,CRK,RUT,Energy,Oil & Gas E&P,USA,2120000000.0,10.0,4.16,0.5,1.36,0.9,127.44,-999.0,0.06,0.0218,0.6542,0.11,0.253,2.1179,-999.0,0.2,0.5225,-0.5593,-0.7921,0.6732,0.0,0.3676,0.0343,0.2613,0.0911,0.0419,0.68,0.68,1.14,1.15,0.1668,0.1353,0.0367,-0.0522,-0.3289,-0.4158,0.68,-0.0925,-0.4342,0.0792,-0.9832,1.8902,Feb 13/a,7.63,0.0,False,True,3
