No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price
21,ABOS,-999,Healthcare,Biotechnology,USA,242060000.0,-999,-999,-999,-999,0.86,1.12,-999,3.72,-999,-999,-0.27,-0.0116,-0.2997,-999,0.2289,-0.3846,-999,0.0964,0.2835,-0.0021,0.5773,0.0436,0.0186,-0.2044,-0.1739,35.85,35.85,0.0,0.0,-999,-999,-0.0435,0.327,0.4364,0.017,0.1,0.1322,-0.6304,1.3093,-0.8451,1.3093,Nov 13/b,4.18
22,ABR,RUT,Real Estate,REIT - Mortgage,USA,2440000000.0,7.39,7.01,0.92,1.51,0.98,1.59,9.72,8.15,0.134,0.9574,0.41,-0.2504,0.0954,0.0318,0.08,0.268,0.0465,-0.0278,0.0917,0.0014,0.5956,0.0003,0.406,0.1227,0.0243,-999,-999,3.36,3.87,0.9903,0.2041,0.0078,0.0173,-0.129,0.2311,1.97,-0.0371,-0.2259,0.4054,-0.5697,25.4701,Feb 16/b,12.96
23,ABSI,-999,Healthcare,Biotechnology,USA,549490000.0,-999,-999,-999,79.18,2.32,4.24,-999,1.15,-999,-999,-0.21,0.058,0.2954,-999,0.233,0.5075,-0.6859,0.2029,0.2694,0.0074,0.3033,0.0326,0.1296,-0.4352,-0.5117,4.82,4.82,0.06,0.09,-1.0327,-15.3513,-0.0239,0.0426,1.0082,1.8488,2.35,0.1135,-0.2344,3.41,-0.8446,3.41,Nov 14/a,4.9
24,ABT,S&P 500,Healthcare,Medical Devices,USA,200400000000.0,35.37,22.44,4.53,5.0,5.19,27.53,39.61,4.19,0.0183,0.6381,0.96,0.0404,0.114,0.1965,0.078,0.061,0.0149,0.5485,0.0073,-0.0097,0.7712,0.0027,0.0087,0.1515,0.1073,1.64,1.16,0.38,0.41,0.4997,0.1422,-0.0452,0.0306,0.0768,0.1809,0.74,0.0026,-0.0506,0.2879,-0.1901,151.4092,Jan 24/b,115.49
25,ABUS,RUT,Healthcare,Biotechnology,USA,470260000.0,-999,-999,-999,25.92,4.2,3.73,-999,0.7,-999,-999,-0.11,-0.0182,-0.183,0.1841,-999,0.5533,-0.6565,0.1923,0.2534,-0.0007,0.4384,0.0456,0.0303,-0.5999,-0.6373,5.87,5.87,0.08,0.08,0.9226,-4.0157,-0.0403,-0.0997,0.2243,-0.1353,2.05,0.0078,-0.1669,0.5503,-0.9168,2.1897,Feb 29/b,2.62
26,ABVX,-999,Healthcare,Biotechnology,France,877320000.0,-999,-999,-999,-999,154.9,30.5,-999,0.46,-999,-999,-999,0.3822,-0.1959,-0.2075,-999,0.0,-999,0.3103,0.0469,0.0,0.3129,-999,0.0017,-2.2293,-2.3638,1.72,1.28,0.44,0.57,-999,-999,-0.0106,0.1606,0.3401,-999,-999,0.1064,-0.1103,0.7448,-0.1103,0.7448,Sep 21/a,13.95
27,ACA,RUT,Industrials,Engineering & Construction,USA,3960000000.0,25.09,20.8,6.12,1.72,1.7,37.81,68.91,2.16,0.0025,0.0614,0.52,0.0285,0.1812,0.1604,0.041,0.0972,0.1637,-0.8258,0.0171,0.0,0.913,-0.0105,0.0109,0.0702,0.0542,2.12,1.18,0.25,0.26,0.1923,0.0687,-0.0368,0.0032,0.0293,0.3721,0.65,0.0085,-0.0839,0.4711,-0.0839,2.8857,Feb 22/a,81.6
28,ACAB,-999,Financial,Shell Companies,USA,115960000.0,75.93,-999,-999,-999,5.39,122.07,-999,0.09,-999,0.0,-999,-999,-999,-999,-999,0.0,-999,-1.2356,0.7133,0.0,0.2009,0.1255,0.0001,0.027,0.1992,0.19,0.19,0.0,0.0,-999,-999,-0.0112,-0.0112,0.0066,0.0632,-0.01,-0.0073,-0.0702,0.0827,-0.0702,0.0827,-999,10.6
29,ACAC,-999,Financial,Shell Companies,USA,60380000.0,86.31,-999,-999,-999,1.92,1207.51,-999,0.01,-999,0.0,-999,-999,-999,-999,-999,-999,-999,2.7313,0.4675,0.0,0.7008,-999,0.0003,0.0163,0.0306,0.04,0.04,0.0,0.04,-999,-999,0.0009,0.0015,0.0173,-999,0.04,0.0084,-0.0287,0.1296,-0.0287,0.1296,-999,11.16
30,ACAD,RUT,Healthcare,Biotechnology,USA,3040000000.0,-999,14.5,-999,4.19,7.05,6.94,182.88,2.66,-999,-999,0.06,2.8036,0.9101,0.2803,-999,0.2773,0.6927,2.0675,0.0076,-0.0715,0.9715,0.0091,0.0661,-0.1473,-0.1278,2.42,2.28,0.11,0.13,0.9427,-0.0844,-0.2116,-0.277,-0.3509,-0.069,0.4,-0.2877,-0.4563,0.0435,-0.6853,27.4308,Feb 27/a,18.48
31,ACB,-999,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,50020000.0,0.35,-999,-999,0.25,0.39,0.32,-999,10.09,-999,-999,-0.13,0.7533,0.7886,-999,-999,0.6452,0.041,0.7429,0.0088,0.0,0.3039,-999,0.2279,0.786,0.682,3.79,2.45,0.15,0.2,0.026,1.5092,0.0,-0.203,-0.3375,-0.5516,2.31,-0.1666,-0.7235,0.1197,-0.9979,274.0478,Feb 08/b,3.18
32,ACCD,RUT,Healthcare,Health Information Services,USA,714490000.0,-999,-999,-999,1.84,1.63,3.11,-999,2.97,-999,-999,-999,-999,-999,-0.3843,-0.009,0.4186,0.0926,0.5059,0.1093,-0.0166,0.7717,0.0152,0.0349,-0.2666,-0.1833,2.31,2.31,0.54,0.56,0.3334,-0.3159,-0.0284,-0.2922,-0.0951,-0.2321,2.08,-0.2094,-0.4572,0.4581,-0.8585,1.0022,Jan 08/a,9.23
33,ACCO,RUT,Industrials,Business Equipment & Supplies,USA,498380000.0,-999,4.2,-999,0.27,0.63,7.51,4.34,0.7,0.0571,-999,0.02,-0.0183,0.1682,-999,0.1,-0.004,-0.0216,-4.1684,0.0409,0.0,0.8497,-0.0474,0.0256,-0.0273,-0.0125,1.58,0.97,1.22,1.29,0.3012,-0.0119,-0.0385,-0.186,-0.0642,0.0314,1.63,-0.1291,-0.2069,0.2224,-0.8163,7.0769,Feb 22/a,5.25
34,ACDC,RUT,Energy,Oil & Gas Equipment & Services,USA,1260000000.0,-999,4.76,-999,0.48,1.01,49.9,4.41,0.16,-999,0.0,0.07,3.4414,0.8415,-999,-0.122,1.1919,-0.3841,-1.8109,0.8855,0.0088,0.1071,0.0178,0.2945,-2.4164,-0.0491,0.98,0.62,0.8,0.91,0.1847,-0.0426,0.0154,0.1768,-0.0353,-0.4527,0.7,0.0453,-0.4844,0.226,-0.7067,0.226,Mar 13/b,7.92
35,ACEL,RUT,Consumer Cyclical,Gambling,USA,950290000.0,21.58,12.53,-999,0.81,4.81,3.63,18.71,3.12,-999,0.0,0.19,-0.1164,0.0719,0.2478,-0.042,0.3757,0.0683,0.2163,0.3285,-0.0243,0.5072,-0.0283,0.0405,0.2419,0.0631,2.85,2.78,2.65,2.81,0.2513,0.039,-0.0096,0.1031,0.1217,0.2785,1.4,0.0836,-0.0589,0.3696,-0.2495,1.1724,Feb 28/a,11.34
36,ACET,RUT,Healthcare,Biotechnology,USA,164100000.0,-999,-999,-999,-999,0.44,0.9,-999,2.23,-999,-999,-0.7,-0.9464,0.2401,0.5081,0.291,4.5262,-999,-1.1973,0.2031,0.6001,0.4311,0.0715,0.0865,-0.5584,-0.6705,9.4,9.4,0.1,0.11,0.7996,-999,-0.177,-0.3103,0.3158,-0.7406,1.89,-0.255,-0.7465,0.8182,-0.9865,0.8182,Nov 08/a,2.0
37,ACGL,S&P 500,Financial,Insurance - Diversified,Bermuda,34380000000.0,7.91,10.87,0.4,2.57,1.96,-999,6.03,-999,-999,0.0,2.05,-0.054,0.0579,0.464,0.197,0.205,0.2776,1.6356,0.0305,-0.0462,0.8921,-0.0011,0.0083,0.2842,0.2073,0.54,-999,0.16,0.16,-999,0.3297,0.0487,0.0826,0.1722,0.4645,0.57,0.1023,0.0034,0.4795,0.0034,74.1746,Feb 14/a,91.88
38,ACHC,-999,Healthcare,Medical Care Facilities,USA,7180000000.0,-999,19.31,-999,2.45,2.55,71.74,187.89,1.08,-999,0.0,0.8,0.0297,0.1374,0.3475,0.1012,0.02,0.1,-0.0555,0.0294,-0.0647,1.0114,-0.0802,0.031,-0.0077,-0.0051,0.67,0.67,0.52,0.54,0.2331,-0.0074,-0.0491,-0.0565,-0.0148,0.1363,1.32,-0.0596,-0.1137,0.17,-0.1342,13.326,Feb 27/a,77.79
39,ACHR,RUT,Industrials,Aerospace & Defense,USA,1560000000.0,-999,-999,-999,-999,4.15,3.31,-999,1.52,-999,-999,-0.31,-0.0247,0.1862,-999,-0.1284,0.0,-999,0.0904,0.3696,0.1974,0.3741,-0.0445,0.2396,-1.0644,-1.1817,4.21,4.21,0.06,0.06,-999,-999,0.0961,-0.0806,-0.2336,0.8388,2.45,-0.0024,-0.3298,1.8362,-0.7301,2.0988,Feb 26/a,5.02
40,ACHV,-999,Healthcare,Biotechnology,Canada,157210000.0,-999,-999,-999,-999,24.06,7.89,-999,0.58,-999,-999,-0.31,0.6096,0.1889,0.6098,0.15,0.0,-999,0.7506,0.2465,0.0024,0.1982,0.0144,0.0249,-13.9988,-1.7562,5.36,5.36,4.01,4.03,-999,-999,0.0456,0.0456,0.3825,0.0066,1.31,0.0403,-0.5544,0.5149,-1.0,1.295,Mar 28/a,4.59
41,ACI,-999,Consumer Defensive,Grocery Stores,USA,11980000000.0,8.99,7.96,1.12,0.15,4.74,48.47,30.67,0.43,0.0231,0.2118,-999,-999,-999,0.8796,0.08,0.0648,0.0222,2.0696,0.4217,0.0,0.4582,0.0327,0.0432,0.8108,0.0848,0.85,0.19,5.27,5.83,0.2571,0.017,-0.0029,-0.0193,-0.0727,0.0542,0.49,-0.0327,-0.129,0.0867,-0.2709,1.1456,Jan 09/b,20.8
42,ACIC,RUT,Financial,Insurance - Property & Casualty,USA,472800000.0,1.55,7.18,0.08,1.57,2.99,-999,-999,-999,-999,0.0,0.25,-0.3812,0.2,3.0021,0.2,-0.1476,-0.487,1.0457,0.5641,0.0004,0.2221,-0.1868,0.0602,-2.2838,0.9537,7.51,-999,0.89,0.89,-999,1.0108,0.0727,-0.1418,0.2253,3.2908,-0.17,-0.0633,-0.2442,6.277,-0.6212,35.8709,Feb 29/a,10.77
43,ACIU,-999,Healthcare,Biotechnology,Switzerland,345620000.0,-999,-999,-999,20.72,1.82,2.82,-999,1.24,-999,-999,-0.12,-0.0598,0.6558,0.0328,-999,3.0531,16081.6449,0.7515,0.4241,0.0,0.3073,0.0099,0.011,-0.322,-0.3097,9.22,9.22,0.02,0.02,-999,-3.6051,-0.0741,0.2324,-0.0305,0.5217,1.02,-0.0406,-0.3191,0.9663,-0.8247,1.0833,Mar 14/b,3.5
44,ACIW,RUT,Technology,Software - Infrastructure,USA,3390000000.0,28.66,18.71,2.39,2.33,2.6,20.62,21.22,1.54,-999,0.0,-0.18,0.2698,0.1961,0.1376,0.12,0.0785,0.0548,0.3864,0.0154,-0.0312,1.0265,0.0079,0.0228,0.0965,0.0524,1.35,1.35,0.75,0.82,0.4206,0.0837,-0.0081,0.0163,0.0886,0.4022,1.24,0.0393,-0.0479,0.6273,-0.2636,21.4155,Feb 29/b,31.83
45,ACLS,RUT,Technology,Semiconductor Equipment & Materials,USA,3510000000.0,14.49,12.72,0.72,3.11,4.07,6.94,25.78,15.51,-999,0.0,1.24,-0.0825,0.2406,0.4064,0.2,0.2345,0.1663,0.258,0.0171,0.0001,0.9172,0.0197,0.0516,0.3215,0.2636,3.79,2.71,0.08,0.09,0.4345,0.2178,-0.0384,-0.1077,-0.1817,-0.1312,1.64,-0.1082,-0.4646,0.0221,-0.4646,157.25,Feb 07/a,107.61
46,ACLX,RUT,Healthcare,Biotechnology,USA,3690000000.0,-999,-999,-999,33.47,7.61,5.24,19.83,13.46,-999,-999,-0.48,-0.253,-0.0235,-0.2989,-999,0.0,-999,1.4294,0.2924,-0.0448,0.7553,0.1546,0.0927,-0.2048,-0.1318,6.06,6.06,0.1,0.2,0.9764,-0.6408,-0.0239,0.0959,0.3979,1.4111,0.02,0.1373,-0.0597,1.5887,-0.0597,10.7017,Feb 28/a,70.62
47,ACM,-999,Industrials,Engineering & Construction,USA,12460000000.0,205.06,18.01,12.54,0.84,5.54,10.45,20.99,8.77,0.0038,1.8232,1.08,0.2102,0.1324,-0.1403,0.1635,-0.0532,0.153,0.1016,0.0046,-0.0975,0.8711,-0.0086,0.0095,0.0514,0.0127,1.05,1.05,1.17,1.28,0.0654,0.0042,-0.0016,0.0194,-0.0121,0.1062,1.23,0.0254,-0.0258,0.2309,-0.0258,5.3465,Feb 05/a,91.58
48,ACMR,RUT,Technology,Semiconductor Equipment & Materials,USA,1660000000.0,23.28,14.61,0.54,2.97,2.16,5.81,-999,4.67,0.0065,0.0,0.33,-0.1315,0.3108,0.5693,0.4274,0.4974,0.5692,0.4327,0.2497,-0.0336,0.5436,-0.0287,0.1048,0.1073,0.0937,2.35,1.26,0.08,0.13,0.4953,0.1387,-0.1011,0.3706,0.5342,1.2131,1.4,0.2476,-0.2119,2.0983,-0.4384,16.1449,Feb 28/b,27.11
49,ACN,S&P 500,Technology,Information Technology Services,Ireland,234870000000.0,34.71,28.01,4.51,3.64,8.8,32.87,26.01,11.4,0.0131,0.4159,2.66,0.0488,0.0927,0.1118,0.077,0.0959,0.0303,0.0064,0.0026,-0.0501,0.7832,0.0115,0.0119,0.2771,0.2375,1.33,1.33,0.09,0.12,0.3248,0.1065,-0.0094,0.0098,0.0901,0.5217,1.19,0.0213,-0.0333,0.5428,-0.1025,32.1504,Mar 21/b,374.6
50,ACNB,RUT,Financial,Banks - Regional,USA,302620000.0,9.57,10.1,-999,2.63,1.09,-999,7.66,-999,0.034,0.3071,0.8,-0.093,0.0461,0.0373,-999,0.0774,-0.134,-0.5981,0.0449,0.0005,0.325,-0.0423,0.0101,0.1213,0.0803,0.04,-999,0.42,0.92,-999,0.2753,0.0031,-0.0438,-0.1454,0.1113,0.59,-0.0981,-0.2676,0.317,-0.2676,3.9423,Jan 25/b,35.56
51,ACNT,-999,Basic Materials,Steel,USA,108900000.0,-999,12.36,-999,0.39,1.13,149.17,4.99,0.07,-999,0.0,-0.08,-2.0423,1.3919,0.6984,0.124,0.1176,-0.4398,-30.6862,0.1269,0.0,0.4943,-0.0461,0.0012,-0.1871,-0.2111,3.66,1.41,0.85,0.9,0.0396,-0.1341,0.0407,0.1117,0.4182,0.2485,0.74,0.0532,-0.0393,0.4931,-0.7734,6.4423,Nov 08/a,10.75
52,ACP,-999,Financial,Closed-End Fund - Debt,USA,361640000.0,6.67,-999,-999,9.6,1.06,-999,-999,-999,0.1729,-999,-999,-999,-999,-999,-999,-999,0.417,-999,-999,-999,0.2405,-999,0.0084,-999,-999,-999,-999,-999,-999,-999,-999,0.0073,0.0266,0.0436,0.0251,0.99,0.0182,-0.0321,0.2505,-0.6206,0.3372,-999,6.94
53,ACR,-999,Real Estate,REIT - Mortgage,USA,88740000.0,33.03,4.87,6.61,0.4,0.21,0.97,1.95,11.86,0.0349,0.0,0.42,-0.0833,0.0682,-0.1227,0.05,0.3619,0.1256,1.238,0.1163,0.0274,0.3339,-0.0514,0.0021,0.0514,0.0014,-999,-999,3.73,3.95,0.9657,0.0135,0.026,0.1566,0.2751,0.3647,1.96,0.1216,0.0187,0.7296,-0.9494,3.0175,Feb 28/a,11.45
54,ACRE,RUT,Real Estate,REIT - Mortgage,USA,419580000.0,-999,7.68,-999,2.18,0.67,3.8,8.97,2.03,0.1356,2.4501,0.22,-0.2226,0.2185,-999,0.0229,0.1359,-0.096,-14.7434,0.0615,-0.0073,0.4348,0.0101,0.0445,-0.0566,-0.0177,-999,-999,2.5,2.58,0.923,-0.2023,0.0212,-0.0655,-0.2808,-0.1511,1.44,-0.1325,-0.3141,0.0783,-0.5695,1.8184,Feb 22/b,7.71
55,ACRS,RUT,Healthcare,Diagnostics & Research,USA,82980000.0,-999,-999,-999,2.66,0.53,0.7,-999,1.68,-999,-999,-0.28,0.1995,0.1725,0.2067,-999,0.7429,1.2662,0.9493,0.0909,0.0013,0.892,0.004,0.0946,-0.4988,-0.5521,4.16,4.16,0.02,0.02,0.708,-2.8315,-0.1702,-0.041,0.0734,-0.8536,0.23,-0.0223,-0.8948,0.9824,-0.9655,0.9824,Feb 27/b,1.17
56,ACRV,RUT,Healthcare,Biotechnology,USA,136800000.0,-999,-999,-999,-999,0.99,0.96,-999,6.43,-999,-999,-0.73,0.653,-0.1761,-999,-999,0.0,-999,-0.4875,0.4584,0.0,0.5978,-999,0.033,-0.4656,-0.3531,15.54,15.54,0.03,0.03,-999,-999,0.2505,0.8206,0.1904,-0.6951,1.69,0.4341,-0.7327,0.9404,-0.757,0.9404,Nov 09/b,6.19
57,ACT,RUT,Financial,Insurance - Specialty,USA,4670000000.0,7.13,7.59,-999,4.05,1.01,-999,7.38,-999,0.0451,0.1508,0.95,-0.0845,0.0274,0.0671,-0.015,0.0675,0.0699,0.1118,0.8079,-0.0131,0.1824,-0.0021,0.0273,0.1524,0.1235,2.07,-999,0.16,0.16,-999,0.5769,0.022,0.0635,0.0357,0.3698,0.55,0.048,-0.023,0.4434,-0.023,0.7268,Feb 07/b,29.33
