No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price
409,AXP,"DJIA, S&P 500",Financial,Credit Services,USA,158140000000.0,19.48,14.76,1.33,2.35,5.63,3.39,9.31,64.37,0.0127,0.2141,2.97,0.1476,0.1503,0.0725,0.146,0.1054,0.1535,0.2655,0.0013,-0.285,0.8694,-0.0049,0.0115,0.315,0.1259,-999,-999,1.34,1.75,0.6163,0.1225,-0.022,0.0358,0.2515,0.367,1.23,0.0698,-0.0286,0.5504,-0.0286,95.2908,Jan 26/b,218.46
410,AXR,-999,Real Estate,Real Estate - Development,USA,128380000.0,58.39,-999,-999,2.88,1.13,5.57,11.81,4.38,-999,0.0,-999,-999,-999,1.6854,-999,0.4662,0.3918,-0.9945,0.4894,0.0572,0.4424,-0.0056,0.0077,0.0202,0.0196,-999,-999,0.0,0.0,0.3155,0.0501,0.0591,0.12,0.1883,1.0402,0.99,0.1323,0.0087,1.0402,-0.8331,10.2629,-999,24.36
411,AXS,-999,Financial,Insurance - Specialty,Bermuda,5330000000.0,15.74,5.98,0.79,0.95,1.14,-999,4.25,-999,0.0287,0.433,2.61,0.78,0.0496,2.867,0.2,0.0181,-0.0187,-4.6854,0.0943,0.0009,0.8629,-0.0823,0.0133,0.076,0.0511,0.65,-999,0.29,0.29,-999,0.0615,0.0324,0.0378,0.1283,0.1949,0.8,0.0673,0.0017,0.2324,-0.1112,2.6572,Jan 31/a,63.16
412,AXSM,RUT,Healthcare,Biotechnology,USA,3580000000.0,-999,86.33,-999,13.22,18.73,9.27,-999,8.15,-999,-999,-1.2,0.2988,1.2368,-0.3553,-999,0.8816,1.935,-0.4788,0.1814,-0.0037,0.8088,0.1651,0.1926,-1.5921,-0.6361,3.63,3.52,0.97,0.98,0.8743,-0.8841,0.0219,-0.1903,0.0148,0.2198,1.13,-0.1143,-0.2323,0.373,-0.3129,37.9381,Feb 20/b,75.54
413,AXTA,-999,Basic Materials,Specialty Chemicals,USA,7350000000.0,27.69,15.56,2.1,1.42,4.25,10.45,17.46,3.19,0.0025,0.0,0.41,0.1998,0.1386,0.0716,0.132,0.0275,0.049,0.6814,0.004,-0.0444,0.9927,0.0007,0.0307,0.1681,0.0506,1.98,1.46,2.06,2.09,0.2964,0.0516,0.0069,0.0737,0.0033,0.1999,1.51,0.0284,-0.0311,0.3336,-0.1262,1.5836,Feb 08/b,33.38
414,AXTI,-999,Technology,Semiconductor Equipment & Materials,USA,212530000.0,-999,17.85,-999,2.8,1.06,4.07,-999,1.2,-999,0.0,-0.08,0.3338,2.2046,-999,0.15,-0.0123,-0.2376,-3.7796,0.0683,0.0,0.5053,0.0352,0.0197,-0.084,-0.0873,2.09,1.03,0.01,0.27,0.2605,-0.2377,0.0633,1.0723,1.136,0.3198,2.24,0.5611,-0.1031,1.5767,-0.9017,6.3788,Feb 22/a,4.87
415,AY,-999,Utilities,Utilities - Renewable,United Kingdom,2040000000.0,43.27,27.95,-999,1.86,1.43,3.2,4.83,5.49,0.1025,4.7657,-0.11,0.3079,0.2997,-0.0209,-999,0.0148,-0.0095,-0.3402,0.4231,0.0,0.441,-0.0301,0.0338,0.0287,0.0075,1.62,1.57,3.56,3.85,0.3917,0.0443,-0.0466,-0.0553,-0.1528,-0.3605,0.96,-0.0749,-0.4103,0.0752,-0.6375,0.341,Mar 01/b,17.58
416,AYI,-999,Industrials,Electrical Equipment & Parts,USA,7970000000.0,22.13,16.6,1.73,2.05,3.87,15.52,15.37,16.65,0.002,0.0483,3.22,0.0577,0.0479,0.0476,0.1278,0.0176,-0.0633,0.4005,0.0026,-0.0897,1.0012,-0.0272,0.0306,0.1874,0.1413,2.45,1.85,0.27,0.28,0.4337,0.0956,0.0182,0.0657,0.328,0.3943,1.49,0.0851,-0.0218,0.7317,-0.0796,28.0194,Apr 03/b,258.54
417,AYX,-999,Technology,Software - Application,USA,3490000000.0,-999,27.55,-999,3.59,18.35,4.81,697.41,10.03,-999,-999,-0.05,-0.1505,0.3476,-999,0.01,0.329,0.1658,3.276,0.1539,0.0079,0.8031,-0.0157,0.0573,-0.9846,-0.1664,1.45,1.45,4.66,6.87,0.8644,-0.1846,0.0019,0.009,0.0494,-0.1492,0.48,0.0117,-0.1911,0.7282,-0.7402,2.3025,Feb 06/a,48.25
418,AZEK,-999,Industrials,Building Products & Equipment,USA,6930000000.0,59.82,36.0,5.39,4.97,5.1,25.23,26.26,1.88,-999,0.0,0.37,0.5626,0.1418,0.5838,0.111,0.1538,0.1118,2.0088,0.0206,-0.0862,1.0024,-0.0136,0.0311,0.0862,0.0589,2.99,1.67,0.49,0.5,0.3453,0.0857,-0.028,0.056,0.3123,1.1644,1.93,0.1163,-0.0538,1.2273,-0.0738,2.1435,Feb 06/a,47.53
419,AZN,NDX,Healthcare,Drug Manufacturers - General,United Kingdom,205590000000.0,34.74,14.34,2.71,4.49,5.25,34.48,22.18,1.92,0.0234,0.7387,0.97,0.1238,0.1332,0.1772,0.128,0.1624,0.0729,0.0603,0.0003,0.0,0.1595,-0.0211,0.003,0.1563,0.0955,0.82,0.64,0.59,0.73,0.73,0.13,-0.0029,0.0754,0.0062,0.0268,0.51,0.0029,-0.1339,0.0966,-0.1339,14.1405,Feb 08/b,66.31
420,AZO,S&P 500,Consumer Cyclical,Specialty Retail,USA,54020000000.0,22.0,18.74,1.9,3.03,-999,177.64,26.23,17.59,-999,0.0,36.0,0.157,0.0888,0.221,0.116,0.093,0.0456,0.1722,0.0032,-0.5015,0.957,-0.0316,0.0226,-999,0.3915,0.82,0.14,-999,-999,0.5294,0.147,0.0146,0.1458,0.1487,0.2934,0.7,0.1153,-0.009,0.3716,-0.009,475.0884,Feb 27/b,3124.33
421,AZPN,-999,Technology,Software - Application,USA,12400000000.0,-999,26.77,-999,11.73,0.97,94.84,45.33,2.06,-999,-999,1.46,0.1538,0.1034,-0.3952,0.17,0.0412,0.059,0.6705,0.5758,0.0,0.4588,0.1711,0.0482,-0.0066,-0.0067,1.91,1.91,0.01,0.01,0.3921,-0.0817,-0.054,0.0807,-0.0367,-0.0442,0.76,-0.0046,-0.2139,0.2083,-0.2605,329.3729,Feb 06/a,194.92
422,AZTA,-999,Healthcare,Medical Instruments & Supplies,USA,3320000000.0,-999,127.7,-999,5.18,1.36,3.36,102.34,17.73,-999,-999,0.02,-0.1677,0.8062,-999,0.12,0.0669,-0.1348,-0.7902,0.0193,0.0,1.0541,-0.0466,0.0751,-0.0065,-0.0079,5.87,5.33,0.03,0.03,0.3454,-0.0308,-0.0899,-0.093,-0.0157,0.4896,1.54,-0.085,-0.1395,0.6526,-0.5231,22.6151,Feb 07/a,59.51
423,AZUL,-999,Industrials,Airlines,Brazil,894000000.0,-999,10.45,-999,0.25,-999,2.68,2.02,2.99,-999,-999,0.33,0.6611,1.7809,-999,-999,0.2213,0.2068,0.1394,-999,-999,0.2172,-0.0095,0.035,-999,-3.8304,0.42,0.35,-999,-999,0.1695,-0.072,0.0796,0.0899,-0.2165,0.0944,1.85,0.0224,-0.423,0.3782,-0.8204,1.0942,Mar 28/b,8.0
424,AZZ,RUT,Industrials,Specialty Business Services,USA,1820000000.0,25.57,15.92,2.56,1.21,1.98,242.82,21.32,0.3,0.0094,0.2397,-999,-999,-999,0.104,0.1,0.2701,0.0222,0.0981,0.0243,0.0,0.9127,-0.0732,0.0161,0.1028,0.0378,1.96,1.33,1.08,1.09,0.228,0.048,0.0171,0.0387,0.395,0.8567,1.27,0.1035,-0.0266,1.1023,-0.0266,144.42,Jan 09/a,72.71
425,B,RUT,Industrials,Specialty Industrial Machinery,USA,1850000000.0,117.63,17.42,11.76,1.28,1.36,20.64,32.71,1.77,0.0178,2.0487,0.36,0.0271,0.2385,-0.3699,0.1,0.0045,0.3257,-0.5372,0.0658,0.0589,0.9138,0.0187,0.0231,0.0118,0.006,2.29,1.37,0.97,0.98,0.3051,0.011,-0.031,0.0392,0.2359,-0.0356,1.37,0.0764,-0.1623,0.9462,-0.4981,18.7231,Feb 16/b,36.57
426,BA,"DJIA, S&P 500",Industrials,Aerospace & Defense,USA,111370000000.0,-999,22.84,-999,1.43,-999,6.98,25.12,26.17,0.0018,-999,-0.57,1.6268,1.1949,-999,-999,-0.035,0.102,0.9644,0.0014,0.0,0.6511,0.0106,0.0145,-999,-0.0708,1.14,0.31,-999,-999,0.0991,-0.0286,-0.0804,-0.1025,-0.2725,-0.0791,1.53,-0.1234,-0.3177,0.0356,-0.5907,81.1385,Jan 31/b,182.53
427,BABA,-999,Consumer Cyclical,Internet Retail,China,175810000000.0,13.37,8.6,1.22,1.34,1.29,1.91,-999,38.54,0.0128,0.243,1.54,0.1619,-0.0319,0.0129,0.11,0.2891,0.0345,-0.6877,0.0022,0.0,0.1461,-0.105,0.0199,0.1,0.0872,1.8,1.8,0.14,0.16,0.3539,0.1081,-0.0018,0.0004,0.0274,-0.0993,0.46,0.0012,-0.3011,0.1019,-0.7701,0.2836,Feb 07/b,73.42
428,BAC,S&P 500,Financial,Banks - Diversified,USA,278770000000.0,11.52,10.31,0.47,1.58,1.06,-999,-999,-999,0.0282,0.299,0.78,0.0266,0.0859,0.0337,0.2437,0.1208,0.2449,-0.5842,0.0018,0.0018,0.7195,0.0034,0.008,0.0939,0.0432,0.99,-999,0.97,2.15,-999,0.1413,-0.0053,0.0688,0.1052,0.2429,1.39,0.0466,-0.0284,0.4187,-0.3571,23.1089,Jan 12/b,35.41
429,BACA,-999,Financial,Shell Companies,USA,81390000.0,123.79,-999,-999,-999,-999,8138.5,-999,0.0,-999,0.0,-999,-999,-999,-999,-999,0.0,-999,-1.3179,0.885,0.0,0.1529,-0.0698,0.004,0.0278,-999,0.03,0.03,-999,-999,-999,-999,-0.0031,0.0,-0.0163,0.0438,0.01,-0.0026,-0.1224,0.025,-0.1224,0.0622,-999,10.25
430,BAFN,-999,Financial,Banks - Regional,USA,51580000.0,10.96,-999,-999,0.5,0.61,-999,-999,-999,0.0255,0.2857,-999,-999,-999,-999,-999,0.2761,0.466,0.1852,0.1656,0.0013,0.1756,0.0193,0.0056,0.0614,0.0389,0.74,-999,0.21,0.21,-999,0.0462,0.0,-0.0118,0.1067,-0.3292,-999,-0.0071,-0.3004,0.4133,-0.6939,1.3531,Jan 25/a,12.55
431,BAH,-999,Industrials,Consulting Services,USA,18790000000.0,46.72,24.72,3.71,1.82,17.32,31.22,67.83,4.64,0.0133,0.8662,1.24,0.1875,0.0818,0.0002,0.126,0.0849,0.1286,3.8147,0.0169,-0.0284,0.9263,0.0061,0.0104,0.3542,0.0878,1.68,1.68,3.25,3.35,0.2117,0.0393,-0.016,-0.0023,0.1226,0.6045,0.53,0.0352,-0.0385,0.6455,-0.0385,20.5694,Jan 26/b,144.79
432,BALL,S&P 500,Consumer Cyclical,Packaging & Containers,USA,20230000000.0,28.74,18.57,2.34,1.45,5.37,28.49,24.73,2.25,0.0127,0.3587,0.57,0.0392,0.145,0.1157,0.123,0.0416,-0.0319,1.7891,0.0063,0.0043,0.8733,-0.0581,0.0327,0.1956,0.0608,0.79,0.54,2.09,2.39,0.1436,0.0506,-0.0182,0.0335,0.087,0.2299,0.89,0.0703,-0.0349,0.4968,-0.3764,136.6367,Feb 01/b,64.08
433,BALY,RUT,Consumer Cyclical,Resorts & Casinos,USA,607660000.0,-999,-999,-999,0.25,0.68,2.01,-999,6.63,-999,-999,-0.93,0.1192,0.2382,-999,-999,0.827,0.0607,0.424,0.1452,0.0125,0.621,-0.1428,0.0614,-0.2395,-0.0307,0.65,0.64,4.06,4.08,0.4057,-0.0705,0.2542,0.212,-0.0141,-0.2956,2.05,0.1848,-0.3268,0.8297,-0.8246,0.8449,Feb 21/a,13.32
434,BAM,-999,Financial,Asset Management,Canada,15960000000.0,10.62,22.96,0.6,3.93,1.73,5.98,-999,6.84,0.0368,1.1493,0.35,0.1146,0.1671,-0.2991,0.1764,0.1798,0.0116,-0.8119,0.1715,0.0,0.6658,-999,0.0507,0.2123,0.2122,-999,-999,0.02,0.02,0.9739,0.4914,-0.0271,0.0179,0.0909,0.3273,1.69,0.017,-0.0453,0.4434,-0.0453,0.5291,Feb 07/b,40.92
435,BANC,RUT,Financial,Banks - Regional,USA,2340000000.0,-999,6.83,-999,5.52,0.81,-999,18.41,-999,0.0293,0.1268,0.21,1.0567,0.5839,-999,0.1,0.8943,-0.3491,-13.6331,0.1724,-0.0051,0.7158,-0.0076,0.0757,-0.1849,-0.056,0.2,-999,1.17,1.18,-999,-0.9708,-0.0619,0.0403,0.0625,0.0387,1.16,0.012,-0.1331,0.4342,-0.5431,2.1396,Jan 25/b,13.94
436,BAND,RUT,Technology,Software - Infrastructure,USA,480740000.0,-999,11.53,-999,0.8,1.61,3.13,26.14,5.85,-999,-999,0.2,0.6238,0.1781,-999,0.268,0.2524,0.0536,-1.6065,0.1162,-0.0317,0.688,-0.0422,0.0714,-0.0574,-0.0175,2.03,2.03,2.15,2.17,0.3635,-0.0272,-0.0855,0.3184,0.5187,0.1883,1.49,0.2035,-0.1559,0.9604,-0.9079,0.9891,Feb 28/b,18.3
437,BANF,RUT,Financial,Banks - Regional,USA,2810000000.0,13.47,16.23,1.92,3.55,1.96,-999,13.72,-999,0.0207,0.2617,1.39,-0.1396,-0.0348,0.1101,0.07,0.1379,0.1506,-0.1429,0.4004,-0.0024,0.4546,-0.0338,0.0284,0.1583,0.1394,0.52,-999,0.06,0.07,-999,0.268,-0.042,-0.0207,-0.1024,0.0341,1.1,-0.0455,-0.1785,0.2484,-0.2764,65.1471,Jan 18/a,85.44
438,BANR,RUT,Financial,Banks - Regional,USA,1560000000.0,8.54,9.05,1.22,2.08,0.95,-999,7.14,-999,0.0425,0.3602,1.13,-0.1304,0.0849,0.0513,0.07,0.0684,0.1079,-0.217,0.0208,-0.0024,0.8822,-0.0025,0.0243,0.1181,0.0995,0.03,-999,0.12,0.43,-999,0.2446,-0.0228,0.0367,-0.1311,-0.1594,0.99,-0.0287,-0.2172,0.158,-0.8546,3.3546,Jan 18/a,45.52
439,BANX,-999,Financial,Closed-End Fund - Debt,USA,136690000.0,9.56,-999,-999,5.39,0.9,-999,-999,-999,0.0856,2.1966,-999,-999,-999,-0.0189,-999,-999,0.344,-999,0.0001,-999,0.2494,-999,0.0007,-999,-999,-999,-999,-999,-999,-999,-999,0.0295,0.0491,0.0886,0.1304,0.48,0.0402,-0.0041,0.4335,-0.2944,1.1652,-999,19.22
440,BAP,-999,Financial,Banks - Regional,Peru,13730000000.0,10.15,8.24,2.42,2.02,1.57,-999,3.43,-999,0.0516,0.4424,4.47,0.1206,0.1266,0.0134,0.0419,0.0559,0.0768,-999,0.345,0.0,0.7543,0.0009,0.0103,0.159,0.0721,0.33,-999,1.06,1.14,-999,0.191,-0.0184,0.0623,0.3247,0.3554,1.09,0.0866,-0.021,0.4826,-0.3086,31.8309,Feb 09/b,172.6
441,BARK,RUT,Consumer Cyclical,Specialty Retail,USA,242740000.0,-999,-999,-999,0.49,1.68,1.85,14.18,0.74,-999,-999,-0.01,0.4528,0.4355,-999,-999,0.1976,-0.0689,0.5188,0.416,-0.0008,0.2171,-0.0618,0.1737,-0.2837,-0.2023,2.65,1.56,0.59,0.62,0.572,-0.0936,-0.0144,0.181,0.8414,0.2342,1.53,0.2898,-0.1646,0.9544,-0.9299,0.9544,Feb 07/a,1.37
442,BASE,RUT,Technology,Software - Infrastructure,USA,1310000000.0,-999,-999,-999,7.26,9.66,8.51,-999,3.2,-999,-999,-0.15,0.2338,0.5874,-0.2352,-999,0.216,0.2034,-0.2025,0.2887,-0.1188,0.6752,-0.0116,0.0264,-0.5713,-0.6052,1.86,2.16,0.02,0.04,0.8773,-0.4454,-0.0402,-0.0106,0.2484,0.9919,0.71,0.0482,-0.1503,1.0956,-0.4797,1.6683,Mar 05/a,27.19
443,BATL,-999,Energy,Oil & Gas E&P,USA,97440000.0,-999,-999,-999,0.39,2.39,2.27,-999,2.61,-999,0.0,-999,-999,-999,-0.21,-999,0.2104,-0.4586,-1.5454,0.156,0.0,0.7169,0.0082,0.0069,-0.6565,-0.1845,0.53,0.53,5.41,6.52,0.2807,-0.1949,0.0242,-0.1204,0.2677,-0.172,1.16,-0.1739,-0.3891,0.3126,-0.7462,1.96,Nov 15/a,5.92
444,BATRA,RUT,Communication Services,Entertainment,USA,2530000000.0,-999,-999,-999,3.96,4.79,18.4,-999,2.23,-999,-999,-0.62,0.8005,0.1852,-999,0.451,0.0663,-0.724,-0.0797,0.8349,0.0,0.1223,0.0019,0.025,-999,-0.1078,0.93,0.93,1.2,1.28,0.1225,-0.1956,-0.0078,-0.0514,-0.0175,0.248,0.95,-0.0362,-0.2545,0.2991,-0.2545,2.1203,Feb 28/b,40.96
445,BATRK,RUT,Communication Services,Entertainment,USA,2360000000.0,-999,-999,-999,3.69,4.47,17.17,-999,2.23,-999,-999,-0.62,0.8005,0.1852,-999,-999,0.0663,-0.724,-0.0797,0.3965,0.0001,0.6556,-999,0.0234,-999,-0.1078,0.93,0.93,1.2,1.28,0.1225,-0.1956,-0.0065,-0.0483,-0.0073,0.1844,0.94,-0.0346,-0.2381,0.2227,-0.2381,2.0691,Feb 28/b,38.21
446,BAX,S&P 500,Healthcare,Medical Instruments & Supplies,USA,21130000000.0,-999,12.97,-999,1.41,2.51,6.61,20.44,6.3,0.0293,-999,0.61,0.1147,0.1069,-999,0.0407,0.0604,-0.0005,0.3978,0.0073,-0.0171,0.9156,0.007,0.0161,-0.0044,-0.0113,1.48,1.04,1.38,1.71,0.3667,-0.0151,-0.0493,0.0497,0.1058,0.0884,0.62,0.0291,-0.1713,0.3418,-0.5629,15.4811,Feb 08/b,41.61
447,BB,-999,Technology,Software - Infrastructure,Canada,1670000000.0,-999,-999,-999,2.01,2.02,7.94,-999,0.36,-999,-999,-999,-999,-999,-999,-999,-0.0683,0.0355,0.43,0.0175,-0.0611,0.5027,-0.0003,0.0813,-0.5259,-0.6525,0.89,0.89,0.06,0.24,0.5187,-0.6847,0.0326,0.0252,-0.3326,-0.2297,1.41,-0.0369,-0.5043,0.1176,-0.9808,1.4873,Dec 20/a,2.85
448,BBCP,RUT,Industrials,Engineering & Construction,USA,416950000.0,22.14,10.71,-999,0.93,1.35,28.38,9.57,0.27,-999,0.0,0.09,-0.1154,0.5124,-0.2633,-999,0.1299,0.0442,-1.7512,0.2766,0.0,0.3405,-0.0027,0.0175,0.0643,0.026,1.1,1.01,1.19,1.24,0.3676,0.0425,-0.0077,-0.0503,-0.0468,0.1105,1.09,-0.0306,-0.1541,0.2641,-0.4925,3.2527,Mar 07/a,7.74
449,BBD,-999,Financial,Banks - Regional,Brazil,15030000000.0,10.62,6.06,0.38,0.25,0.88,-999,0.41,-999,0.0667,0.1278,0.07,0.1284,0.3421,-0.113,0.277,0.0167,-0.0673,0.9429,0.0,-999,0.1958,-0.0051,0.0066,0.0884,0.0297,0.53,-999,1.79,3.74,-999,0.0463,0.0143,0.0574,-0.1527,0.1779,0.97,-0.0538,-0.2021,0.2937,-0.5504,18.4074,Feb 07/b,2.83
450,BBDC,-999,Financial,Asset Management,USA,979000000.0,7.69,8.1,1.54,3.39,0.82,-999,-999,-999,0.1116,0.8515,0.3,0.008,-0.05,0.1895,0.05,-999,0.195,-999,0.0048,0.0011,0.462,-999,0.0082,-999,-999,-999,-999,-999,-999,-999,-999,-0.0475,0.0453,0.0465,0.1971,0.68,0.0106,-0.0667,0.3261,-0.6399,1.7635,Feb 22/a,9.23
451,BBIO,RUT,Healthcare,Biotechnology,USA,5080000000.0,-999,-999,-999,546.61,-999,11.26,-999,2.45,-999,-999,-0.93,0.1699,0.0784,-0.1329,-999,1.1777,-0.0668,-0.0461,0.2596,-0.0039,0.7152,0.0245,0.0998,-999,-1.6862,3.32,3.32,-999,-999,0.2003,-69.1392,-0.049,-0.1981,-0.217,0.934,1.05,-0.209,-0.3782,1.3455,-0.625,4.5341,Feb 22/b,27.56
452,BBN,-999,Financial,Closed-End Fund - Debt,USA,1010000000.0,-999,-999,-999,-999,-999,-999,-999,-999,0.0666,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.2728,-999,0.0013,-999,-999,-999,-999,-999,-999,-999,-999,-0.0303,-0.0079,0.0118,-0.0562,0.6,-0.0157,-0.1082,0.1396,-0.4044,0.1396,-999,16.33
453,BBSI,RUT,Industrials,Staffing & Employment Services,USA,781830000.0,16.01,13.86,1.07,0.73,3.93,3.13,14.11,38.0,0.0101,0.1624,-0.34,0.0359,0.1217,0.0822,0.15,0.0278,0.0174,0.3208,0.0336,0.0013,0.8456,-0.0185,0.0067,0.2685,0.2368,1.3,1.3,0.07,0.11,0.2202,0.0473,0.0019,0.0706,0.0462,0.3954,1.35,0.0389,-0.0846,0.5612,-0.0846,87.806,Feb 28/a,119.0
454,BBU,-999,Industrials,Conglomerates,Canada,1530000000.0,3.19,-999,1.24,0.03,0.8,0.38,-999,54.64,0.0121,0.0389,-1.58,-1.8891,0.1161,0.4198,0.0257,0.0823,-0.1282,161.9403,0.0399,-0.7069,0.8069,-999,0.0002,0.29,0.011,1.04,0.77,21.94,23.85,0.0399,0.0093,-0.0148,-0.0975,0.151,0.2298,1.42,-0.0351,-0.1301,0.6907,-0.3808,0.7872,Feb 02/b,20.66
455,BBUC,RUT,Financial,Asset Management,USA,2190000000.0,4.23,-999,-999,0.2,2.49,2.63,-999,8.43,0.0113,0.0205,-999,-999,-999,-1.3444,-999,0.0486,-0.3771,1.3402,0.2701,0.0,0.6574,-999,0.0035,-5.4334,0.0565,0.57,0.52,9.43,10.38,0.1178,0.0483,-0.0352,-0.0831,0.0597,0.2517,1.41,-0.0375,-0.1329,0.5843,-0.3648,0.5843,-999,22.18
456,BBW,RUT,Consumer Cyclical,Specialty Retail,USA,428730000.0,8.22,7.79,0.27,0.88,3.86,9.67,8.45,3.1,-999,0.0,0.98,0.0577,0.0629,-999,0.3,0.1095,0.0287,0.1305,0.0852,-0.1145,0.8357,-0.1194,0.1578,0.4245,0.282,1.53,0.77,0.44,0.64,0.5439,0.1086,0.2396,0.3544,0.2509,0.3485,1.67,0.3067,-0.0174,0.6784,-0.0823,32.575,Mar 14/b,29.96
457,BBWI,S&P 500,Consumer Cyclical,Specialty Retail,USA,10310000000.0,11.83,12.25,2.36,1.39,-999,9.51,15.72,4.8,0.0186,0.2087,0.32,0.0068,0.1314,-999,0.0502,-0.0599,0.008,0.3517,0.0053,-0.0102,0.9595,-0.0415,0.0255,-999,0.2331,1.64,1.09,-999,-999,0.4625,0.1182,0.0194,0.0399,0.1362,0.2996,1.87,0.0287,-0.0578,0.6714,-0.4435,250.8728,Feb 29/b,45.63
458,BBY,S&P 500,Consumer Cyclical,Specialty Retail,USA,16810000000.0,13.72,11.61,-999,0.39,6.0,11.61,24.9,6.72,0.0482,0.6479,1.08,-0.0537,0.1152,0.0177,-0.011,0.0058,-0.006,-0.0501,0.1051,-0.0756,0.8356,-0.0344,0.0859,0.4244,0.1938,1.0,0.37,1.1,1.3,0.2359,0.0286,-0.0071,0.0458,0.0781,0.0327,1.51,0.036,-0.0939,0.2523,-0.4504,575.4714,Feb 29/b,78.02
459,BC,-999,Consumer Cyclical,Recreational Vehicles,USA,5960000000.0,14.7,10.01,0.98,0.93,2.86,12.43,13.42,7.04,0.0191,0.2683,1.34,-0.153,0.173,0.1467,0.15,0.101,-0.1395,-0.5472,0.0168,-0.0448,1.0091,-0.0348,0.0552,0.2095,0.1002,1.43,0.59,1.01,1.24,0.2685,0.0657,-0.0307,0.0097,-0.0093,0.0915,1.55,0.0075,-0.1223,0.3161,-0.2562,47.2648,Feb 01/b,87.48
460,BCAB,RUT,Healthcare,Biotechnology,USA,116630000.0,-999,-999,-999,-999,1.23,0.83,-999,2.96,-999,-999,-0.79,-0.0082,0.0781,-0.3447,-999,-0.7114,-999,-0.014,0.1941,0.0093,0.5497,0.116,0.1325,-1.0456,-1.2931,4.14,4.14,0.01,0.03,-999,-999,-0.1191,-0.0431,0.1509,-0.0469,1.0,-0.0018,-0.4002,0.9677,-0.9682,0.9677,Nov 07/a,2.44
461,BCAL,-999,Financial,Banks - Regional,USA,272240000.0,10.66,7.78,-999,2.15,0.95,-999,-999,-999,-999,0.0,0.26,-0.1331,0.5851,0.1425,-999,0.3234,0.146,-0.4783,0.3837,0.0,0.4324,-0.0266,0.0275,0.0945,0.0643,0.08,-999,0.4,0.4,-999,0.2042,-0.0583,-0.008,-0.1155,-0.1128,0.51,-0.0707,-0.1744,0.222,-0.1744,2.1284,Jan 30/b,14.86
462,BCAT,-999,Financial,Closed-End Fund - Equity,USA,1670000000.0,10.83,-999,-999,-999,-999,-999,-999,-999,0.0882,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0031,-999,0.3282,-999,0.0004,-999,-999,-999,-999,-999,-999,-999,-999,-0.0221,-0.0006,0.0327,0.0971,0.72,0.0048,-0.0264,0.1324,-0.3481,0.1745,-999,15.48
463,BCBP,RUT,Financial,Banks - Regional,USA,164850000.0,5.72,5.61,0.57,0.86,0.52,-999,5.28,-999,0.0658,0.3765,0.34,-0.2541,0.2446,0.1098,0.1,0.1242,0.3261,-0.494,0.1289,0.0014,0.3659,0.0144,0.0064,0.0974,0.0345,0.11,-999,1.66,1.67,-999,0.1496,-0.0672,-0.1243,-0.2046,-0.3174,0.57,-0.1653,-0.325,0.034,-0.5307,0.8563,Jan 25/b,9.72
464,BCC,RUT,Basic Materials,Building Materials,USA,5200000000.0,10.86,11.28,-999,0.76,2.37,5.48,11.02,24.02,0.0061,0.0577,2.25,-0.0726,0.0379,0.8773,-999,0.086,0.0098,-0.1728,0.0148,-0.0455,0.9847,-0.0079,0.0317,0.2274,0.1775,3.46,2.26,0.24,0.25,0.1896,0.0707,0.0182,-0.0599,0.1563,1.3254,1.6,-0.012,-0.0837,1.414,-0.0837,11.7574,Feb 20/a,131.55
465,BCE,-999,Communication Services,Telecom Services,Canada,31380000000.0,20.4,14.55,8.87,1.72,2.5,23.35,12.7,1.47,0.0862,1.7005,0.55,-0.045,0.0381,-0.0675,0.023,0.0031,0.002,-0.2791,0.0007,0.0,0.4416,-0.0044,0.0097,0.1058,0.0395,0.6,0.56,1.54,1.79,0.3009,0.0842,-0.0583,-0.0705,-0.1606,-0.2076,0.59,-0.1135,-0.289,0.0256,-0.4203,20.5695,Feb 08/b,34.4
466,BCML,RUT,Financial,Banks - Regional,USA,224190000.0,8.56,8.24,0.86,1.67,0.72,-999,5.36,-999,0.0206,0.1761,0.55,0.0028,0.0348,0.0872,0.1,0.1657,0.1243,-0.0966,0.0558,0.0,0.5686,-0.0692,0.0058,0.0866,0.0682,0.34,-999,0.28,0.28,-999,0.2033,-0.0443,-0.0246,-0.1308,0.1252,0.76,-0.0625,-0.2014,0.2923,-0.2795,2.235,Jan 25/a,19.41
