No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price
1219,DOYU,-999,Communication Services,Internet Content & Information,China,250400000.0,49.81,7.98,1.37,0.32,0.27,0.29,-999,27.14,-999,0.0,-999,1.5101,1.5715,-999,0.3631,0.1464,-0.2411,-2.3534,0.0109,0.0,0.1944,-999,0.0448,0.0053,0.0053,4.86,4.56,0.0,0.0,0.1237,0.0064,0.1882,0.07,-0.1297,-0.325,0.97,0.0395,-0.3582,0.2448,-0.9619,0.2448,Mar 26/b,7.83
1220,DPCS,-999,Financial,Shell Companies,USA,108790000.0,58.34,-999,-999,-999,3.52,265.35,-999,0.04,-999,0.0,-999,-999,-999,-999,-999,0.0,-999,-0.553,0.627,0.0,0.4013,0.2057,0.0,0.0295,0.1065,0.38,0.38,0.15,0.15,-999,-999,0.0109,0.0146,0.0482,0.1135,0.03,0.0168,-0.0186,0.0663,-0.0186,0.1398,-999,11.09
1221,DPG,-999,Financial,Closed-End Fund - Equity,USA,357380000.0,-999,-999,-999,-999,-999,-999,-999,-999,0.0673,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.001,0.0,0.1116,-999,0.0004,-999,-999,-999,-999,-999,-999,-999,-999,-0.0209,0.0,-0.0021,-0.2742,0.92,0.0251,-0.2913,0.1848,-0.6298,0.7626,-999,9.36
1222,DPZ,S&P 500,Consumer Cyclical,Restaurants,USA,17170000000.0,33.62,27.77,2.79,3.83,-999,42.6,35.37,11.58,0.0121,0.3301,3.45,0.0768,0.125,0.1191,0.1204,0.0557,0.0077,0.0099,0.0067,-0.098,0.9561,-0.0944,0.0568,-999,0.4976,1.49,1.34,-999,-999,0.3856,0.1159,-0.0074,0.1028,0.2291,0.4992,0.87,0.1092,-0.03,0.7254,-0.131,203.1842,Feb 26/b,493.2
1223,DQ,-999,Technology,Solar,China,2030000000.0,4.97,4.33,-999,0.88,0.43,0.67,-999,40.65,0.0054,0.0,0.56,-0.3371,0.6776,0.5583,-999,0.7643,-0.4479,-0.8388,0.0058,0.0,0.4531,0.0583,0.0474,0.0881,0.089,4.2,4.0,0.0,0.0,0.3988,0.1824,-0.0394,0.1128,0.1458,-0.4008,0.23,0.1919,-0.4454,0.563,-0.7925,38.7647,Feb 28/b,27.04
1224,DRD,-999,Basic Materials,Gold,South Africa,764150000.0,10.62,12.54,1.06,2.43,2.22,9.14,-999,0.97,0.0358,0.412,-999,0.0256,-0.0029,1.3383,0.1,0.1122,-999,-999,-999,-999,0.1532,0.0088,0.0135,0.2146,0.2096,3.67,3.02,0.0,0.01,0.2809,0.2301,0.0817,0.1285,0.1271,-0.1067,1.34,0.1584,-0.3596,0.3688,-0.9419,7.1654,-999,8.87
1225,DRH,RUT,Real Estate,REIT - Hotel & Motel,USA,1980000000.0,26.18,20.41,-999,1.84,1.21,11.84,13.08,0.8,0.0146,0.333,0.02,0.1401,0.1269,-0.0328,-0.095,0.2276,0.0333,-0.4645,0.0237,0.0,1.0533,0.0045,0.0777,0.0534,0.0269,-999,-999,0.74,0.79,0.2024,0.0712,-0.0177,-0.0094,0.0151,0.164,1.6,0.008,-0.0551,0.2879,-0.5559,3.8344,Feb 22/a,9.44
1226,DRI,S&P 500,Consumer Cyclical,Restaurants,USA,18660000000.0,18.33,16.29,1.82,1.67,8.56,69.61,19.33,2.25,0.0337,0.6058,2.62,0.106,0.0849,0.1105,0.1006,0.0639,0.0677,0.1108,0.0039,-0.0741,0.9465,-0.0113,0.0457,0.4905,0.12,0.39,0.25,2.95,3.12,0.1719,0.0924,-0.0646,-0.1111,-0.0289,0.0213,1.26,-0.066,-0.1158,0.1724,-0.1158,37.8045,Mar 21/b,156.35
1227,DRQ,RUT,Energy,Oil & Gas Equipment & Services,USA,798540000.0,1516.34,25.52,-999,1.88,0.91,3.67,-999,6.31,-999,0.0,0.07,4.5376,0.5117,-999,-999,0.0271,0.305,8.2162,0.0189,-0.05,1.0358,-0.0191,0.0476,0.0007,0.0007,6.11,4.46,0.02,0.02,0.2725,0.0014,0.0297,0.0371,0.0662,-0.1891,0.84,0.0469,-0.2499,0.2256,-0.8084,3.0138,Feb 27/b,23.2
1228,DRS,RUT,Industrials,Aerospace & Defense,USA,5490000000.0,32.95,21.74,3.88,1.94,2.36,11.75,37.84,1.78,0.0048,0.0,0.12,0.0993,0.1979,-999,0.085,0.0416,0.1293,-0.0187,0.7294,-0.0976,0.2732,-0.0042,0.0406,0.0755,0.0613,1.78,1.47,0.18,0.21,0.2215,0.0594,-0.0539,-0.1022,0.0885,0.5667,0.8,-0.0164,-0.1292,0.6102,-0.8624,37.7037,Feb 27/b,20.9
1229,DRVN,-999,Consumer Cyclical,Auto & Truck Dealerships,USA,2440000000.0,-999,11.63,-999,1.06,2.7,10.97,-999,1.36,-999,-999,0.19,0.0305,0.3366,-999,0.182,0.3732,0.026,-1.5729,0.6467,0.0,0.3529,0.0541,0.0805,-0.5701,-0.1416,1.92,1.73,4.68,4.8,0.3296,-0.3166,-0.0564,0.0805,0.1271,-0.5078,1.19,0.0554,-0.5265,0.405,-0.581,0.405,Feb 22/b,14.9
1230,DSAQ,-999,Financial,Shell Companies,USA,125530000.0,-999,-999,-999,-999,2.88,267.09,-999,0.04,-999,-999,-999,-999,-999,-999,-999,0.0,-999,-3.4035,0.5068,0.0,0.4821,0.0301,0.002,-0.0394,-0.1226,0.04,0.04,0.0,0.14,-999,-999,0.0009,0.0055,0.0147,0.1049,-0.0,0.0052,-0.0383,0.0574,-0.0383,0.1309,-999,11.06
1231,DSGN,RUT,Healthcare,Biotechnology,USA,212400000.0,-999,-999,-999,-999,0.76,0.75,-999,4.99,-999,-999,-0.27,0.0084,-0.1547,-1.3868,-999,0.0,-999,0.3206,0.4192,0.0012,0.4466,0.0311,0.0653,-0.221,-0.2388,29.58,29.58,0.01,0.01,-999,-999,-0.067,0.2746,0.4688,-0.325,1.84,0.3332,-0.5561,0.9381,-0.9255,0.9381,Mar 19/a,3.76
1232,DSGR,RUT,Industrials,Industrial Distribution,USA,1660000000.0,-999,26.73,-999,1.06,2.51,16.69,21.43,2.13,-999,-999,0.17,5.8833,0.3618,-999,0.15,0.4131,0.2323,-6.1938,0.8043,0.0,0.1399,-0.0143,0.022,-0.0146,-0.0071,2.72,1.41,0.91,0.98,0.3258,-0.0057,0.002,0.1475,0.1764,0.6581,0.9,0.084,-0.029,0.7621,-0.029,11.7994,Mar 07/b,35.55
1233,DSGX,-999,Technology,Software - Application,Canada,7640000000.0,67.2,44.97,3.32,13.34,6.17,23.81,37.88,3.77,-999,0.0,0.4,0.2881,0.1558,0.2681,0.2025,0.1591,0.1845,0.0658,0.0039,0.0,0.8157,0.0232,0.0052,0.0992,0.0933,2.05,2.05,0.0,0.01,0.653,0.2023,-0.0199,0.0274,0.1208,0.1081,0.93,0.0022,-0.0511,0.2891,-0.0511,118.6133,Mar 06/a,89.71
1234,DSKE,-999,Industrials,Trucking,USA,391290000.0,-999,-999,-999,0.25,9.95,5.11,4.43,1.62,-999,-999,-999,-999,-999,-0.2907,0.25,0.0017,-0.1181,-7.7998,0.1376,0.0,0.6187,-0.0684,0.0208,-0.1028,-0.0342,1.12,1.11,4.22,5.02,0.1273,-0.0172,0.0,0.0048,0.0222,0.0995,2.02,0.0093,-0.0059,1.0419,-0.4291,8.6688,Nov 09/b,8.29
1235,DSL,-999,Financial,Closed-End Fund - Debt,USA,1300000000.0,-999,-999,-999,-999,-999,-999,-999,-999,0.1049,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.2166,-999,0.0087,-999,-999,-999,-999,-999,-999,-999,-999,-0.0094,-0.0195,0.0405,0.1074,0.83,-0.0058,-0.0293,0.2309,-0.4769,0.267,-999,12.58
1236,DSM,-999,Financial,Closed-End Fund - Debt,USA,282730000.0,30.11,-999,-999,13.84,0.88,-999,-999,-999,0.0406,-999,-999,-999,-999,-999,-999,-999,-0.032,-999,-999,-999,0.4203,-999,0.0007,-999,-999,-999,-999,-999,-999,-999,-999,-0.0239,-0.0121,-0.0017,-0.0451,0.55,-0.009,-0.0514,0.2196,-0.4858,0.3985,-999,5.72
1237,DSP,RUT,Technology,Software - Application,USA,173800000.0,-999,220.09,-999,0.78,2.54,0.8,4.75,13.7,-999,-999,-0.08,1.0689,2.1527,0.1219,-999,0.1781,0.1816,1.2459,0.1085,0.0,0.4541,-0.0231,0.0358,-0.054,-0.0383,3.13,3.13,0.32,0.37,0.4482,-0.0154,0.0319,0.1653,0.6012,1.5641,0.6,0.1738,-0.0542,1.9333,-0.8409,2.4921,Mar 04/a,11.0
1238,DSU,-999,Financial,Closed-End Fund - Debt,USA,503860000.0,7.21,-999,-999,8.63,0.99,-999,-999,-999,0.1025,-999,-999,-999,-999,-999,-999,-999,0.217,0.156,-999,-999,0.2903,-999,0.0084,-999,-999,-999,-999,-999,-999,-999,-999,-0.0226,-0.0331,0.0093,0.1363,0.69,-0.0259,-0.0518,0.1733,-0.6507,1.2367,-999,10.81
1239,DSX,-999,Industrials,Marine Shipping,Greece,333560000.0,6.99,3.21,1.4,1.27,0.65,1.83,-999,1.61,0.1864,1.3636,0.03,0.3668,0.8525,0.3339,0.05,0.0529,-0.2072,-0.776,0.4086,0.0,0.1147,-0.142,0.0186,0.1021,0.0389,-999,-999,1.31,1.31,0.4319,0.1682,0.0208,0.0103,-0.0575,-0.207,1.17,-0.0015,-0.2673,0.0517,-0.9229,1.6824,Feb 23/b,2.95
1240,DT,-999,Technology,Software - Application,USA,13610000000.0,69.15,34.84,4.96,9.98,7.11,17.39,39.53,2.64,-999,0.0,0.27,0.2088,0.1254,0.6227,0.1395,0.2808,0.2274,1.7655,0.0716,-0.6279,0.8744,0.0325,0.0144,0.1165,0.0999,1.25,1.25,0.03,0.04,0.7965,0.1444,-0.0099,-0.0073,-0.1099,0.0898,1.06,-0.0925,-0.2513,0.1418,-0.4262,1.6968,Feb 08/b,45.98
1241,DTC,RUT,Consumer Cyclical,Internet Retail,USA,110990000.0,-999,3.49,-999,0.22,0.46,5.59,2.08,0.34,-999,-999,-0.01,-0.1879,0.1625,-0.5672,0.116,1.153,-0.1619,-13.0247,0.5264,-0.0005,0.482,-0.0099,0.1709,-0.3683,-0.2716,2.21,0.9,0.7,0.76,0.5569,-0.225,-0.1198,-0.236,-0.6527,-0.7615,2.61,-0.2393,-0.7843,0.0,-0.9183,0.0,Mar 14/b,1.91
1242,DTE,S&P 500,Utilities,Utilities - Regulated Electric,USA,22580000000.0,16.13,15.21,3.16,1.81,2.04,442.67,-999,0.25,0.0374,0.573,1.98,0.1671,0.0728,0.0184,0.051,0.0069,-0.2539,0.5534,0.0035,-0.0309,0.7671,0.0118,0.0157,0.13,0.0488,0.6,0.42,1.59,1.9,0.1873,0.1117,-0.0271,-0.0238,-0.0129,0.0036,0.66,0.0105,-0.0654,0.2103,-0.222,10.6568,Feb 08/b,109.1
1243,DTF,-999,Financial,Closed-End Fund - Debt,USA,75180000.0,24.31,-999,-999,19.15,0.89,-999,-999,-999,0.033,-999,-999,-999,-999,-999,-999,-999,-0.366,-999,0.0033,0.0,0.4993,-999,0.0017,-999,-999,-999,-999,-999,-999,-999,-999,-0.0051,-0.0079,-0.0097,-0.0313,0.3,-0.0109,-0.0442,0.0394,-0.4216,0.3098,-999,10.69
1244,DTIL,-999,Healthcare,Biotechnology,USA,57940000.0,-999,-999,-999,1.19,3.15,0.5,-999,28.74,-999,-999,-1.9,0.4003,0.5121,0.0797,-999,1.0103,-0.3359,0.4727,0.115,-0.4279,0.656,-0.6679,0.0495,-1.5763,-2.6243,2.73,2.73,0.41,1.66,0.8306,-1.4318,0.0524,0.1416,0.2197,-0.3814,1.54,0.1365,-0.4982,0.7297,-0.9799,0.7297,Mar 27/b,14.27
1245,DTM,-999,Energy,Oil & Gas Midstream,USA,6090000000.0,15.9,14.8,4.3,6.6,1.47,108.67,13.43,0.58,0.0469,0.7008,0.93,-0.0236,0.1019,-999,0.037,0.0705,0.0041,0.4369,0.0021,0.0089,0.8193,0.0131,0.0358,0.0943,0.0531,0.63,0.63,0.75,0.79,0.5369,0.4165,0.027,0.076,0.1403,0.3024,0.75,0.1071,-0.0224,0.3912,-0.0224,0.6422,Feb 16/b,62.75
1246,DUET,-999,Financial,Shell Companies,Malaysia,108030000.0,215.07,-999,-999,-999,6.95,1200.35,-999,0.01,-999,0.0,-999,-999,-999,-999,-999,0.0,-999,9.5385,0.259,0.0,0.4086,0.2208,0.0002,0.0049,0.036,0.02,0.02,0.0,0.38,-999,-999,-0.0027,-0.0009,0.0281,-999,0.06,0.0065,-0.071,0.0618,-0.071,0.1237,-999,10.99
1247,DUK,S&P 500,Utilities,Utilities - Regulated Electric,USA,73990000000.0,26.0,15.12,3.82,2.55,1.57,224.9,-999,0.43,0.0436,0.7471,1.36,0.0739,0.0622,0.0761,0.0681,0.0369,-0.0189,3.067,0.0015,-0.0047,0.6585,0.0018,0.0122,0.0867,0.0232,0.74,0.49,1.49,1.64,0.2926,0.0978,-0.0083,0.0196,-0.0262,-0.0033,0.46,0.0186,-0.0446,0.1547,-0.1755,9.8674,Feb 08/b,95.91
1248,DUOL,RUT,Technology,Software - Application,USA,9220000000.0,665.67,92.12,19.41,17.36,13.95,12.33,61.29,17.43,-999,0.0,0.27,2.5353,0.8862,-999,0.343,0.6867,0.4542,1.7166,0.1597,-0.082,0.7713,-0.001,0.0571,0.0268,0.0237,3.24,3.24,0.03,0.04,0.7229,0.0303,-0.0253,0.013,0.0454,0.5391,0.84,0.0534,-0.1255,0.8405,-0.1255,2.5539,Feb 28/a,215.01
1249,DV,-999,Technology,Software - Application,USA,5610000000.0,79.67,34.51,4.11,9.8,5.22,18.08,54.61,1.81,-999,0.0,0.12,-0.0011,0.2643,0.826,0.194,0.4152,0.2888,0.7934,0.1903,-0.4748,0.8398,0.0214,0.0398,0.0733,0.0622,6.36,6.36,0.07,0.08,0.7423,0.1248,-0.0683,0.1083,-0.0455,0.0585,1.05,-0.1146,-0.2381,0.249,-0.3234,0.9024,Feb 28/a,32.76
1250,DVA,S&P 500,Healthcare,Medical Care Facilities,USA,11720000000.0,18.03,12.78,1.2,0.97,11.24,24.6,7.83,5.43,-999,0.0,1.92,0.0926,0.1299,0.5182,0.15,0.0127,0.0785,1.7311,0.0167,-0.0884,0.9202,-0.0264,0.0394,0.7821,0.0593,1.19,1.13,10.04,10.53,0.2533,0.057,-0.0322,0.0124,0.2583,0.6378,1.05,0.0674,-0.056,0.8684,-0.056,193.3418,Feb 13/a,133.61
1251,DVAX,RUT,Healthcare,Drug Manufacturers - Specialty & Generic,USA,1570000000.0,-999,27.07,-999,6.78,2.51,2.12,16.32,5.68,-999,-999,-0.02,6.156,0.727,0.5452,-999,2.3963,-0.6987,-0.9965,0.003,-0.1914,0.97,-0.0182,0.1332,-0.0106,-0.0073,13.81,12.96,0.41,0.41,0.784,-0.0275,-0.029,-0.0534,-0.1956,0.2234,1.29,-0.0471,-0.2046,0.2391,-0.887,7.0333,Feb 22/a,12.05
1252,DVN,S&P 500,Energy,Oil & Gas E&P,USA,33830000000.0,9.14,10.07,-999,2.24,2.81,38.66,12.87,1.38,0.0177,0.4146,1.09,-0.1315,0.0667,-0.0104,-0.0294,0.3226,-0.122,-0.0095,0.0073,0.0032,0.7092,0.0048,0.0263,0.3217,0.2072,1.07,0.99,0.49,0.54,0.3443,0.2472,0.0616,0.1775,0.1729,0.0447,2.2,0.1804,-0.0194,0.3224,-0.513,14.7617,Feb 27/a,53.27
1253,DWSN,-999,Energy,Oil & Gas Equipment & Services,USA,52990000.0,-999,-999,-999,0.55,1.69,3.3,-999,0.52,-999,-999,-999,-999,-999,0.1568,0.418,0.1579,0.6545,0.4147,0.0,-999,0.8789,0.0012,0.001,-0.3349,-0.3462,1.48,1.48,0.12,0.2,0.0032,-0.1254,0.2113,0.3438,-0.0115,-0.0703,0.87,0.1273,-0.3513,0.3543,-0.9478,13.1179,Nov 09/b,1.72
1254,DX,RUT,Real Estate,REIT - Mortgage,USA,710090000.0,-999,13.04,-999,5.36,0.91,5.94,11.42,2.04,0.1286,-999,-0.11,0.9746,39.5296,-0.003,-0.0588,11.3086,1.298,-0.5417,0.0268,0.0,0.4081,0.0847,0.073,-0.0069,-0.0159,-999,-999,0.0,6.18,1.0,-0.1043,-0.0257,-0.0202,0.0041,0.0456,1.32,-0.0168,-0.0838,0.2751,-0.9335,11.0104,Jan 29/b,12.13
1255,DXC,-999,Technology,Information Technology Services,USA,3740000000.0,-999,5.83,-999,0.27,1.22,2.21,2.88,9.25,0.0098,-999,0.83,-0.1299,0.1621,-999,0.0568,-0.0866,-0.0468,2.2101,0.0139,-0.0188,0.9772,0.0492,0.0812,-0.1202,-0.0618,1.11,1.11,1.42,1.73,0.1234,-0.0335,-0.0354,0.0039,-0.0813,-0.1777,1.86,-0.0428,-0.2918,0.0994,-0.7885,29.6261,Feb 01/a,20.46
1256,DXCM,"NDX, S&P 500",Healthcare,Medical Devices,USA,53560000000.0,106.0,62.35,3.17,14.79,25.88,19.66,104.63,7.07,-999,0.0,0.27,0.1538,0.2705,-999,0.334,0.288,0.269,1.8933,0.0211,-0.0278,0.9893,-0.0036,0.042,0.2578,0.1167,2.84,2.48,1.24,1.25,0.6311,0.1495,0.0017,0.039,0.1404,0.2014,1.21,0.0987,-0.0216,0.8586,-0.1573,407.6176,Feb 08/a,138.93
1257,DXLG,RUT,Consumer Cyclical,Apparel Retail,USA,198910000.0,7.98,11.43,0.53,0.38,1.34,3.31,6.18,1.04,-999,0.0,0.04,-0.48,0.1538,-999,0.15,0.0489,-0.0468,-0.3323,0.1189,-0.0143,0.8287,0.082,0.0838,0.1947,0.1046,1.71,0.8,0.79,1.04,0.4572,0.0534,-0.0472,-0.1021,-0.1614,-0.3853,1.36,-0.1045,-0.3853,0.0619,-0.8642,26.44,Mar 21/b,3.43
1258,DXPE,RUT,Industrials,Industrial Distribution,USA,901710000.0,14.38,13.97,0.72,0.54,2.37,5.21,9.6,10.71,-999,0.0,0.71,-0.1271,0.1176,0.1493,0.2,0.0812,0.0018,1.537,0.1849,-0.007,0.7237,-0.0127,0.0478,0.1844,0.0728,2.89,2.43,1.48,1.54,0.301,0.0409,0.0372,0.5896,0.6914,1.1078,1.71,0.3743,-0.0288,1.5263,-0.5232,444.84,Mar 07/b,55.73
1259,DY,RUT,Industrials,Engineering & Construction,USA,4140000000.0,19.3,16.12,0.97,0.99,3.93,40.41,102.27,3.52,-999,0.0,1.51,0.0641,0.1395,0.3025,0.2,0.0634,0.0381,-0.0481,0.0359,-0.003,0.987,0.0013,0.0589,0.2276,0.1158,3.06,2.85,0.79,0.84,0.1558,0.0524,-0.0084,0.0577,0.3045,0.5936,1.38,0.1156,-0.0273,0.8148,-0.0273,159.11,Feb 28/b,142.32
1260,DYAI,-999,Healthcare,Biotechnology,USA,52440000.0,-999,-999,-999,18.08,8.87,7.22,-999,0.25,-999,-999,-999,-1.75,-0.3636,-0.0279,-999,0.1919,-0.0769,0.0439,0.3019,0.0,0.1557,-0.0244,0.0092,-0.8011,-1.1388,3.58,3.58,0.02,0.02,0.3184,-2.3442,0.0838,0.3022,0.1456,0.1492,0.57,0.2283,-0.2458,0.521,-0.8352,35.2,Mar 28/a,1.81
1261,DYCQU,-999,Financial,Shell Companies,United Kingdom,63230000.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.25,0.0,0.1237,-999,0.0038,-999,-999,-999,-999,-999,-999,-999,-999,0.001,0.002,-999,-999,-999,0.0015,-0.0068,0.0059,-0.0068,0.0059,-999,10.17
1262,DYN,RUT,Healthcare,Biotechnology,USA,2140000000.0,-999,-999,-999,-999,17.8,17.42,-999,1.52,-999,-999,-0.79,0.1612,0.0939,-1.0626,-999,0.0,-999,-0.4668,0.3845,-0.0962,0.5281,-0.0335,0.1367,-1.3731,-2.0699,2.53,2.53,0.25,0.3,-999,-999,-0.0687,-0.0127,0.3636,1.7832,0.97,0.0663,-0.1265,3.1313,-0.1818,5.1488,Mar 05/b,26.44
1263,EA,"NDX, S&P 500",Communication Services,Electronic Gaming & Multimedia,USA,34830000000.0,32.9,17.13,2.81,4.6,4.64,11.22,16.15,11.61,0.006,0.2634,1.54,0.1232,0.0706,-0.0289,0.117,0.1038,0.065,0.4583,0.0956,-0.0027,0.8374,-0.0026,0.0288,0.1431,0.1146,1.33,1.33,0.25,0.26,0.7492,0.1426,-0.0179,-0.0386,-0.0418,0.0403,0.77,-0.048,-0.0985,0.1091,-0.1386,339.2938,Jan 30/a,130.29
1264,EAD,-999,Financial,Closed-End Fund - Debt,USA,388270000.0,24.22,-999,-999,9.12,0.97,-999,-999,-999,0.0826,-999,-999,-999,-999,-999,-999,-999,0.053,-999,-999,-999,0.3365,-999,0.0009,-999,-999,-999,-999,-999,-999,-999,-999,-0.0151,-0.0121,-0.0091,0.0299,0.88,-0.0156,-0.0396,0.1494,-0.5935,0.9939,-999,6.54
1265,EAF,RUT,Industrials,Electrical Equipment & Parts,USA,387810000.0,-999,-999,-999,0.63,4.96,2.19,26.99,0.69,0.0066,-999,-0.14,0.5868,0.8869,-999,-0.0587,-0.1672,-0.4459,-5.315,0.2477,-0.2521,0.7438,0.0119,0.0727,-1.2273,-0.2537,3.54,1.73,11.86,11.89,0.0372,-0.4114,0.0942,-0.1469,-0.2335,-0.676,1.15,0.0138,-0.7159,0.2797,-0.9349,0.2797,Feb 14/b,1.51
1266,EARN,-999,Real Estate,REIT - Mortgage,USA,134970000.0,26.97,6.33,-999,10.37,0.93,3.5,-999,1.94,0.141,3.1321,0.25,0.2269,0.019,-999,-0.0582,0.3098,1.2962,-0.1507,0.0179,0.0,0.2006,0.0593,0.0121,0.0367,0.0335,-999,-999,0.0,5.35,0.8613,0.3505,-0.0145,0.1256,0.1256,-0.0502,1.89,0.0936,-0.1086,0.3379,-0.6569,1.5222,Mar 06/a,6.81
1267,EAT,RUT,Consumer Cyclical,Restaurants,USA,2040000000.0,13.5,11.37,0.82,0.48,-999,89.9,12.79,0.51,-999,0.0,1.14,0.2955,0.1065,-0.0347,0.1645,0.0587,0.0541,0.5055,0.0163,-0.071,1.041,0.0037,0.1436,-999,0.0829,0.36,0.21,-999,-999,0.0951,0.0363,-0.0713,-0.0539,0.1295,0.2363,2.49,0.0036,-0.1079,0.6344,-0.411,60.831,Jan 31/b,46.14
1268,EB,RUT,Technology,Software - Application,USA,564360000.0,-999,-999,-999,1.73,2.93,0.82,34.12,6.79,-999,-999,-0.06,0.3635,0.6616,0.3115,0.464,0.1658,0.2268,-1.2296,0.2207,-0.0018,0.7825,0.0035,0.1174,-0.1478,-0.048,1.99,1.99,1.87,1.88,0.6616,-0.0812,0.0109,0.0512,-0.3075,-0.3459,2.45,-0.2025,-0.5346,0.097,-0.8624,0.097,Feb 27/a,5.54
1269,EBAY,S&P 500,Consumer Cyclical,Internet Retail,USA,26970000000.0,9.99,10.4,1.3,2.68,4.21,2.99,13.69,17.4,0.0206,0.1926,1.2,0.1009,0.0723,0.1528,0.0768,-0.0047,0.0537,0.1252,0.0031,-0.0062,0.9147,-0.0108,0.0374,0.4806,0.2011,2.44,2.44,1.15,1.29,0.7171,0.2752,-0.0136,0.0301,0.2241,0.1744,1.32,0.1079,-0.0164,0.4006,-0.3588,116.5704,Feb 27/a,52.06
1270,EBC,RUT,Financial,Banks - Regional,USA,2310000000.0,9.19,8.73,-999,3.74,0.78,-999,4.4,-999,0.0342,0.2868,0.2,0.174,0.2745,0.196,-999,-0.0067,0.056,6.5107,0.0981,-0.0084,0.6353,0.0015,0.0293,-0.0185,0.0757,0.09,-999,0.03,0.03,-999,0.3764,-0.0515,-0.0015,-0.0611,0.0332,0.86,-0.0281,-0.1327,0.3162,-0.4325,0.3162,Jan 25/a,13.07
1271,EBF,RUT,Industrials,Business Equipment & Supplies,USA,521800000.0,11.75,12.45,2.35,1.23,1.5,5.1,8.78,3.96,0.0496,0.5486,-999,-999,-999,0.0718,0.05,0.0269,-0.051,-0.1287,0.0438,0.0006,0.7547,-0.0002,0.0309,0.1335,0.1262,5.81,4.58,0.02,0.03,0.2963,0.105,-0.0166,0.0187,-0.0614,-0.0261,0.43,-0.0034,-0.1295,0.0649,-0.231,15.4089,Dec 18/b,20.17
1272,EBMT,-999,Financial,Banks - Regional,USA,101450000.0,9.81,7.03,0.98,0.97,0.6,-999,-999,-999,0.0443,0.4304,0.29,0.0853,0.2857,0.0728,0.1,0.217,0.0866,-0.4054,0.0885,-0.0134,0.3576,-999,0.0015,0.0614,0.0411,0.04,-999,0.44,1.4,-999,0.0963,-0.0148,-0.0262,-0.1891,-0.0906,0.53,-0.0454,-0.2833,0.1234,-0.5159,5.0087,Jan 23/b,12.65
1273,EBS,RUT,Healthcare,Drug Manufacturers - Specialty & Generic,USA,119540000.0,-999,-999,-999,0.11,0.18,1.07,-999,2.14,-999,-999,-0.83,0.679,-999,-999,-999,0.1059,-0.1636,0.4591,0.0408,0.0,0.7865,-0.019,0.0981,-0.7434,-0.6824,1.04,0.54,0.71,1.35,0.2746,-0.7211,-0.0949,-0.2975,-0.0297,-0.7682,1.2,-0.0032,-0.8325,0.6127,-0.9834,0.6127,Mar 06/a,2.29
1274,EBTC,RUT,Financial,Banks - Regional,USA,302330000.0,7.92,-999,-999,1.38,0.92,-999,5.89,-999,0.0378,0.296,-999,-999,-999,0.0481,-999,0.1023,0.1745,-0.3631,0.2367,-0.0381,0.3033,-0.1478,0.004,0.1245,0.0912,0.03,-999,0.27,0.33,-999,0.174,-0.052,-0.0709,-0.2109,-0.2058,0.59,-0.0803,-0.278,0.0098,-0.4703,1.9033,Oct 24/a,24.62
1275,ECAT,-999,Financial,Closed-End Fund - Equity,USA,1730000000.0,5.99,-999,-999,29.21,0.88,8661.54,10.46,0.0,0.0876,0.524,-999,1.947,-999,-999,-999,-999,-999,-999,0.0018,-999,0.205,0.2568,0.001,0.165,0.019,-999,-999,0.0,0.0,0.622,-999,-0.0253,-0.0024,0.0457,0.1101,0.94,0.0017,-0.0277,0.2068,-0.1571,0.3358,-999,16.92
1276,ECBK,-999,Financial,Banks - Regional,USA,119290000.0,24.56,-999,-999,2.14,0.73,-999,19.62,-999,-999,0.0,-999,-999,-999,-999,-999,0.3861,0.5287,-0.1203,0.1476,0.0,0.2279,-999,0.0016,0.0272,0.012,0.25,-999,1.24,1.43,-999,0.0798,-0.0054,-0.0076,0.0023,-0.0549,0.7,-0.0085,-0.0549,0.3147,-0.2365,0.3147,-999,12.91
1277,ECC,-999,Financial,Closed-End Fund - Debt,USA,737180000.0,5.89,7.31,-999,5.3,1.11,-999,-999,-999,0.1623,1.0326,0.37,0.013,-0.097,0.0305,-999,-999,0.211,2.089,0.0091,0.0,0.1504,-999,0.0041,-999,-999,-999,-999,-999,-999,-999,-999,0.0129,0.0119,0.0609,-0.0717,0.77,0.019,-0.1126,0.2028,-0.462,2.0779,Feb 22/b,10.24
