No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price
11,AAPL,"DJIA, NDX, S&P 500",Technology,Consumer Electronics,USA,2618640000000.0,26.39,23.73,2.4,6.79,35.38,35.82,24.5,4.73,0.006,0.1532,1.51,0.0717,0.0879,0.1555,0.11,0.0834,0.0207,0.1581,0.0009,-0.0462,0.6175,-0.0048,0.0072,1.5427,0.5965,1.07,1.02,1.28,1.46,0.4503,0.2616,-0.0111,0.0027,-0.0678,0.0238,1.28,-0.055,-0.1505,0.0613,-0.1505,3452.269,Feb 01/a,169.58
12,AAT,RUT,Real Estate,REIT - Diversified,USA,1260000000.0,24.8,25.33,-999,2.87,1.06,15.26,11.96,1.36,0.0705,1.5763,0.14,-0.131,0.1233,0.1484,-999,0.0614,0.0612,0.3785,0.2211,0.0,0.7706,-0.018,0.021,0.0423,0.0178,-999,-999,1.36,1.44,0.3575,0.1142,-0.052,-0.0014,-0.0752,0.1456,1.28,-0.043,-0.1317,0.2175,-0.5784,0.2948,Feb 06/a,20.77
13,AB,-999,Financial,Asset Management,USA,3830000000.0,14.65,9.72,-999,-999,1.89,-999,13.04,0.0,0.0906,1.1201,0.71,0.1353,0.1552,-0.0129,-0.0388,0.0,-999,0.2073,0.0325,0.0,0.1799,0.0264,0.0096,0.1274,0.1273,-999,-999,0.0,0.0,-999,-999,-0.0127,0.0136,0.1047,-0.0147,1.27,0.0196,-0.073,0.3279,-0.6387,13.2545,Feb 06/a,34.3
14,ABBV,S&P 500,Healthcare,Drug Manufacturers - General,USA,300300000000.0,62.49,13.9,16.85,5.53,28.98,23.43,13.64,7.26,0.0366,2.2033,2.32,0.0058,0.0942,-0.0577,0.0371,0.1176,-0.0542,-0.6709,0.0011,-0.1921,0.7194,0.001,0.0083,0.349,0.0761,0.87,0.76,5.11,5.8,0.704,0.0887,-0.0664,-0.0611,0.0529,0.064,0.58,-0.0315,-0.0705,0.2981,-0.0705,4.2292,Feb 02/b,170.0
15,ABCB,RUT,Financial,Banks - Regional,USA,3250000000.0,12.07,9.72,1.51,2.25,0.95,-999,7.1,-999,0.013,0.1541,1.04,0.1138,0.0856,0.0683,0.08,0.2554,0.1537,-0.1936,0.0556,-0.002,0.9284,0.0045,0.0224,0.0812,0.0654,0.12,-999,0.2,0.2,-999,0.1863,-0.0279,-0.0082,-0.0676,0.3561,1.06,-0.0111,-0.1289,0.6601,-0.2142,13.0153,Jan 25/a,47.03
16,ABCL,-999,Healthcare,Biotechnology,Canada,1270000000.0,-999,-999,-999,33.41,1.1,1.61,-999,2.69,-999,-999,-0.12,0.0579,0.0248,-999,0.1,3.8752,-0.574,-0.5605,0.2992,0.0,0.3839,0.1115,0.1123,-0.1227,-0.1197,7.33,7.32,0.06,0.07,-999,-3.8499,-0.0419,-0.1088,-0.2694,-0.3981,0.35,-0.1176,-0.4609,0.1214,-0.9396,0.1214,Feb 20/a,4.34
17,ABEO,-999,Healthcare,Biotechnology,USA,203560000.0,-999,-999,-999,58.16,13.31,3.87,-999,1.92,-999,-999,-0.56,0.2767,0.4772,0.3892,-999,-0.1507,-1.0,-9.2075,0.0582,0.0082,0.5169,0.2275,0.0661,-2.606,-2.8182,4.15,4.15,0.3,0.36,0.0863,-15.4823,0.0262,-0.1429,0.2917,1.6383,1.45,0.1035,-0.1743,1.7437,-1.0,2.3973,Mar 18/b,7.44
18,ABG,RUT,Consumer Cyclical,Auto & Truck Dealerships,USA,4570000000.0,7.84,7.02,-999,0.31,1.4,88.07,171.84,2.54,-999,0.0,7.75,-0.0355,0.0155,0.2823,-0.027,0.1891,0.0283,-0.8306,0.007,-0.0872,1.0792,0.0144,0.0981,0.196,0.0915,1.06,0.45,1.03,1.62,0.1816,0.0407,-0.0497,0.0855,0.0824,0.1012,1.17,0.0424,-0.1261,0.256,-0.1261,139.0375,Feb 08/b,224.06
19,ABM,RUT,Industrials,Specialty Business Services,USA,2790000000.0,11.28,12.18,3.09,0.34,1.53,48.18,10.68,0.92,0.0208,0.2322,0.79,-0.0278,0.0652,0.2081,0.0365,0.0522,0.0393,0.2136,0.0168,-0.0521,0.9272,-0.0324,0.0471,0.1447,0.0801,1.48,1.48,0.76,0.8,0.121,0.0315,-0.0105,0.0824,0.0196,0.0152,1.14,0.0524,-0.1678,0.1739,-0.2042,25.49,Mar 07/b,44.15
20,ABNB,"NDX, S&P 500",Consumer Cyclical,Travel Services,USA,103220000000.0,22.36,32.6,0.94,10.41,12.64,10.23,26.58,15.82,-999,0.0,0.23,-0.4011,0.1446,-999,0.239,0.275,0.1661,-2.1523,0.3495,-0.0181,0.5069,-0.0117,0.0473,0.6983,0.4604,1.66,1.66,0.27,0.28,0.7087,0.4832,-0.0193,-0.0128,0.2098,0.3656,1.26,0.0355,-0.049,0.5622,-0.2645,0.975,Feb 13/a,161.77
21,ABOS,-999,Healthcare,Biotechnology,USA,231310000.0,-999,-999,-999,-999,0.84,0.95,-999,4.05,-999,-999,-0.26,-0.2373,-0.2096,-0.5403,0.2289,-0.2884,-999,0.0953,0.2835,-0.002,0.557,0.042,0.0237,-0.2298,-0.1762,19.01,19.01,0.11,0.12,-999,-999,-0.0494,-0.1348,-0.0423,0.0026,0.1,0.0283,-0.6596,1.127,-0.8573,1.127,Mar 26/b,3.85
22,ABR,RUT,Real Estate,REIT - Mortgage,USA,2440000000.0,7.39,7.01,0.92,1.51,0.98,1.59,9.72,8.15,0.134,0.9574,0.41,-0.2504,0.0954,0.0318,0.08,0.268,0.0465,-0.0278,0.0944,0.002,0.5969,0.0003,0.4039,0.1227,0.0243,-999,-999,3.36,3.87,0.9903,0.2041,-0.0219,0.0125,-0.1249,0.2618,1.96,-0.0044,-0.2259,0.4054,-0.5697,25.4701,Feb 16/b,12.96
23,ABSI,-999,Healthcare,Biotechnology,USA,647360000.0,-999,-999,-999,113.17,3.03,5.69,-999,1.01,-999,-999,-0.21,0.2972,0.0929,-0.4678,0.233,0.3794,-0.7829,-0.1928,0.2855,0.0069,0.3008,0.0317,0.1325,-0.4908,-0.5927,4.08,4.08,0.06,0.09,-1.4482,-19.3365,0.0106,0.0709,0.543,2.2614,2.35,0.2,-0.1031,4.1661,-0.818,4.1661,Mar 21/b,5.74
24,ABT,S&P 500,Healthcare,Medical Devices,USA,192950000000.0,34.05,21.61,4.37,4.81,5.0,26.51,38.14,4.19,0.019,0.6381,0.96,0.0403,0.1139,0.1965,0.078,0.061,0.0149,0.5485,0.0073,-0.0097,0.7712,0.0027,0.0091,0.1515,0.1073,1.64,1.16,0.38,0.41,0.4997,0.1422,-0.0216,-0.0682,0.002,0.0817,0.74,-0.0323,-0.0858,0.24,-0.2202,142.4122,Apr 17/b,111.2
25,ABUS,RUT,Healthcare,Biotechnology,USA,560010000.0,-999,-999,-999,30.87,5.0,4.44,-999,0.7,-999,-999,-0.11,-0.0136,-0.1883,0.1841,-999,0.5533,-0.6565,0.1923,0.2534,-0.0007,0.4384,0.0456,0.0308,-0.5999,-0.6373,5.87,5.87,0.08,0.08,0.9226,-4.0157,0.2093,0.1387,0.248,0.0435,2.05,0.1734,-0.04,0.8462,-0.9009,2.7984,Feb 29/b,3.12
26,ABVX,-999,Healthcare,Biotechnology,France,934550000.0,-999,-999,-999,-999,7.2,7.49,-999,1.98,-999,-999,-0.95,-0.2163,-0.0983,-0.0675,-999,0.0,-999,0.1004,0.0469,0.0,0.3118,-999,0.0024,-1.4582,-1.2574,2.82,2.82,0.18,0.23,-999,-999,0.0392,0.0178,0.3823,-999,-999,0.0989,-0.1269,0.8587,-0.1269,0.8587,Apr 02/b,14.86
27,ACA,RUT,Industrials,Engineering & Construction,USA,4060000000.0,25.71,21.31,6.27,1.76,1.74,38.75,70.62,2.16,0.0024,0.0614,0.52,0.0285,0.1812,0.1604,0.041,0.0972,0.1637,-0.8258,0.017,0.0,0.9126,-0.0105,0.0119,0.0702,0.0542,2.12,1.18,0.25,0.26,0.1923,0.0687,-0.0261,0.0011,0.0658,0.3879,0.66,0.016,-0.0612,0.4527,-0.0612,2.9819,Feb 22/a,83.62
28,ACAB,-999,Financial,Shell Companies,USA,87660000.0,107.52,-999,-999,-999,-999,2.92,-999,3.67,-999,0.0,-999,-999,-999,-999,-999,0.0,-999,-1.0231,0.7133,0.0,0.2771,0.1231,0.0001,0.0195,-999,0.85,0.85,-999,-999,-999,-999,0.0,-0.0019,0.0123,0.073,-0.0,0.0027,-0.0588,0.096,-0.0588,0.096,-999,10.73
29,ACAC,-999,Financial,Shell Companies,USA,60590000.0,81.69,-999,-999,-999,1.92,1211.84,-999,0.01,-999,0.0,-999,-999,-999,-999,-999,0.0,-999,0.3611,0.4675,0.0,0.7042,-999,0.0004,0.015,0.0281,0.02,0.02,0.0,0.05,-999,-999,-0.0009,0.0018,0.0204,-999,0.04,0.0073,-0.0252,0.1336,-0.0252,0.1336,-999,11.2
30,ACAD,RUT,Healthcare,Biotechnology,USA,2970000000.0,-999,14.24,-999,4.09,6.87,6.76,178.23,2.66,-999,-999,0.06,2.792,0.9081,0.2803,-999,0.2773,0.6927,2.0675,0.0078,-0.0872,0.9703,0.0091,0.065,-0.1473,-0.1278,2.42,2.28,0.11,0.13,0.9427,-0.0844,-0.026,-0.2237,-0.3987,-0.0254,0.39,-0.2156,-0.4701,0.0256,-0.6933,26.7077,Feb 27/a,18.01
31,ACB,-999,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,104290000.0,0.73,-999,-999,0.51,0.81,0.66,-999,10.09,-999,-999,-0.13,0.7533,0.7886,-999,-999,0.6452,0.041,0.7429,0.015,0.0,0.2579,-999,0.2468,0.786,0.682,3.79,2.45,0.15,0.2,0.026,1.5092,0.5103,1.2248,0.3946,-0.005,2.22,0.7258,-0.4235,1.3345,-0.9956,572.4487,Feb 08/b,6.63
32,ACCD,RUT,Healthcare,Health Information Services,USA,711400000.0,-999,-999,-999,1.83,1.63,3.09,-999,2.97,-999,-999,-999,-999,-999,-0.3843,-0.009,0.4186,0.0926,0.5059,0.0997,-0.0182,0.7867,0.0152,0.0399,-0.2666,-0.1833,2.31,2.31,0.54,0.56,0.3334,-0.3159,-0.1231,-0.0234,-0.178,-0.3331,2.09,-0.154,-0.4596,0.4518,-0.8592,0.9935,Jan 08/a,9.19
33,ACCO,RUT,Industrials,Business Equipment & Supplies,USA,496480000.0,-999,4.18,-999,0.27,0.63,7.48,4.32,0.7,0.0574,-999,0.02,-0.0183,0.1682,-999,0.1,-0.004,-0.0216,-4.1684,0.0464,0.0,0.8499,-0.0474,0.0234,-0.0273,-0.0125,1.58,0.97,1.22,1.29,0.3012,-0.0119,-0.0677,-0.0261,-0.1592,0.0255,1.63,-0.1028,-0.21,0.2177,-0.817,7.0462,Feb 22/a,5.23
34,ACDC,RUT,Energy,Oil & Gas Equipment & Services,USA,1430000000.0,-999,5.94,-999,0.54,1.18,56.52,4.99,0.16,-999,-999,0.05,3.3527,0.7332,-999,-0.122,0.7646,-0.3841,-1.8208,0.8855,0.0088,0.107,0.0177,0.3337,-2.4164,-0.0496,0.98,0.62,0.8,0.91,0.1847,-0.0431,0.0718,0.1502,0.1728,-0.3212,0.66,0.147,-0.3743,0.387,-0.6681,0.387,Mar 13/b,8.96
35,ACEL,RUT,Consumer Cyclical,Gambling,USA,978550000.0,22.23,12.91,-999,0.84,4.95,3.74,19.27,3.12,-999,0.0,0.19,-0.1164,0.0719,0.2478,-0.042,0.3757,0.0683,0.2163,0.3323,-0.0241,0.5046,-0.0283,0.037,0.2419,0.0631,2.85,2.78,2.65,2.81,0.2513,0.039,-0.0093,0.041,0.1882,0.2723,1.41,0.0665,-0.0307,0.4106,-0.227,1.2375,Feb 28/a,11.68
36,ACET,RUT,Healthcare,Biotechnology,USA,184840000.0,-999,-999,-999,-999,0.57,1.16,-999,1.94,-999,-999,-0.44,0.4606,0.0059,0.1975,0.291,3.421,-999,0.0448,0.1827,0.7136,0.4306,0.0715,0.0866,-0.6169,-0.7593,8.41,8.41,0.1,0.12,-999,-999,-0.0426,-0.0625,0.0417,-0.5794,1.86,-0.1171,-0.7,1.0455,-0.9848,1.0455,Mar 19/a,2.25
37,ACGL,S&P 500,Financial,Insurance - Diversified,Bermuda,35510000000.0,8.17,11.19,0.41,2.66,2.02,-999,6.23,-999,-999,0.0,2.08,-0.0517,0.0582,0.464,0.197,0.205,0.2776,1.6356,0.0305,-0.0462,0.8917,-0.0011,0.008,0.2842,0.2073,0.54,-999,0.16,0.16,-999,0.3297,0.0266,0.0685,0.225,0.3978,0.58,0.0896,0.0191,0.4107,0.0191,76.6455,Feb 14/a,94.9
38,ACHC,-999,Healthcare,Medical Care Facilities,USA,7010000000.0,-999,18.86,-999,2.39,2.49,70.06,183.49,1.08,-999,-999,0.8,0.0297,0.1374,0.3475,0.1012,0.0129,0.1,-0.0555,0.0294,-0.0647,1.0116,-0.0802,0.0373,-0.0077,-0.0051,0.67,0.67,0.52,0.54,0.2331,-0.0074,-0.041,-0.1033,-0.03,0.0604,1.31,-0.0633,-0.1344,0.1426,-0.1545,12.9908,Feb 27/a,75.97
39,ACHR,RUT,Industrials,Aerospace & Defense,USA,1340000000.0,-999,-999,-999,-999,3.56,2.83,-999,1.52,-999,-999,-0.31,-0.0247,0.1862,-999,-0.1284,0.0,-999,0.0904,0.3871,0.2054,0.3735,-0.0445,0.2585,-1.0644,-1.1817,4.21,4.21,0.06,0.06,-999,-999,-0.0693,0.0118,-0.2389,0.5867,2.43,-0.1177,-0.4259,1.4294,-0.7688,1.6543,Feb 26/a,4.3
40,ACHV,-999,Healthcare,Biotechnology,Canada,152760000.0,-999,-999,-999,-999,-999,9.82,-999,0.45,-999,-999,-0.23,0.2693,0.1186,0.5391,0.15,0.0,-999,0.6882,0.2465,0.0024,0.1981,0.0144,0.0272,-8.6988,-999,0.82,0.82,-999,-999,-999,-999,-0.0187,0.0068,0.0958,-0.3393,1.27,-0.0086,-0.567,0.4719,-1.0,1.23,Mar 28/a,4.46
41,ACI,-999,Consumer Defensive,Grocery Stores,USA,12110000000.0,9.09,8.05,1.14,0.15,4.79,49.01,31.01,0.43,0.0228,0.2118,-999,-999,-999,0.8796,0.08,0.0648,0.0222,2.0696,0.4217,0.0,0.4583,0.0327,0.0462,0.8108,0.0848,0.85,0.19,5.27,5.83,0.2571,0.017,-0.0191,0.0284,-0.067,0.0135,0.5,-0.0037,-0.1193,0.0578,-0.2628,1.1693,Jan 09/b,21.03
42,ACIC,RUT,Financial,Insurance - Property & Casualty,USA,524400000.0,1.61,7.47,0.08,1.75,3.11,-999,-999,-999,-999,0.0,0.25,-0.3812,0.2,3.0021,0.2,-0.1195,-0.487,1.0457,0.5641,0.0003,0.2187,-0.1836,0.0483,-2.2838,0.9537,7.76,-999,0.89,0.89,-999,1.0108,0.0486,0.08,0.1545,2.8259,-0.19,-0.0241,-0.2133,6.5743,-0.6057,37.3773,Feb 29/a,11.21
43,ACIU,-999,Healthcare,Biotechnology,Switzerland,272800000.0,-999,-999,-999,16.35,1.43,2.23,-999,1.23,-999,-999,-0.12,-0.0835,0.6558,0.0328,-999,3.0531,16081.6449,0.7515,0.4245,0.0,0.3059,0.0098,0.0102,-0.322,-0.3097,9.22,9.22,0.02,0.02,-999,-3.6051,-0.0709,-0.2912,-0.3792,0.2304,1.02,-0.1595,-0.465,0.5449,-0.8623,0.6369,Mar 14/b,2.75
44,ACIW,RUT,Technology,Software - Infrastructure,USA,3440000000.0,29.13,19.04,2.43,2.37,2.64,20.97,21.58,1.54,-999,0.0,-0.18,0.2706,0.1943,0.1376,0.12,0.0785,0.0548,0.3864,0.0155,-0.031,1.0265,0.0079,0.0235,0.0965,0.0524,1.35,1.35,0.75,0.82,0.4206,0.0837,-0.0256,0.0355,0.1033,0.2361,1.23,0.0353,-0.0358,0.6544,-0.2514,21.7888,Feb 29/b,32.36
45,ACLS,RUT,Technology,Semiconductor Equipment & Materials,USA,3430000000.0,14.17,12.44,0.71,3.04,3.98,6.78,25.21,15.51,-999,0.0,1.24,-0.0825,0.2406,0.4064,0.2,0.2345,0.1663,0.258,0.0172,0.0001,0.9245,0.0197,0.0629,0.3215,0.2636,3.79,2.71,0.08,0.09,0.4345,0.2178,-0.0563,-0.0704,-0.0938,-0.1825,1.64,-0.1021,-0.4764,0.0147,-0.4764,153.7647,Feb 07/a,105.24
46,ACLX,RUT,Healthcare,Biotechnology,USA,3290000000.0,-999,-999,-999,29.78,6.7,4.67,17.65,13.33,-999,-999,-0.51,-0.2634,-0.027,-0.2989,-999,0.0,-999,1.4294,0.2754,-0.0825,0.748,0.1546,0.0943,-0.2048,-0.1318,6.06,6.06,0.1,0.2,0.9764,-0.6408,-0.1054,-0.1471,0.1448,1.1963,0.08,-0.0581,-0.1715,1.2808,-0.1715,9.3099,Feb 28/a,62.22
47,ACM,-999,Industrials,Engineering & Construction,USA,13250000000.0,218.07,19.15,13.34,0.89,5.89,11.11,22.32,8.77,0.0036,1.8232,1.04,0.2089,0.1339,-0.1403,0.1635,-0.0532,0.153,0.1016,0.0048,-0.0938,0.8693,-0.0086,0.011,0.0514,0.0127,1.05,1.05,1.17,1.28,0.0654,0.0042,-0.007,0.0889,0.0969,0.1912,1.22,0.066,-0.0135,0.309,-0.0135,5.7491,Feb 05/a,97.39
48,ACMR,RUT,Technology,Semiconductor Equipment & Materials,USA,1960000000.0,27.51,17.27,0.64,3.51,2.55,6.87,-999,4.67,0.0055,0.0,0.33,-0.1315,0.3108,0.5693,0.4274,0.4974,0.5692,0.4327,0.2477,-0.0338,0.5425,-0.0287,0.0706,0.1073,0.0937,2.35,1.26,0.08,0.13,0.4953,0.1387,0.0995,0.0519,0.8847,1.8658,1.37,0.3075,-0.0686,2.6617,-0.3362,19.2627,Feb 28/b,32.04
49,ACN,S&P 500,Technology,Information Technology Services,Ireland,209370000000.0,30.18,25.49,3.98,3.24,7.72,40.85,23.8,8.15,0.0153,0.4159,3.17,0.0384,0.0781,0.1118,0.0758,0.0959,-0.0009,0.1008,0.0026,-0.0544,0.7808,0.0115,0.012,0.2764,0.2384,1.26,1.26,0.09,0.12,0.3259,0.1089,-0.0393,-0.1256,-0.0121,0.165,1.18,-0.0907,-0.1407,0.2725,-0.2021,28.469,Mar 21/b,333.0
50,ACNB,RUT,Financial,Banks - Regional,USA,295720000.0,9.35,9.87,-999,2.57,1.07,-999,7.48,-999,0.0348,0.3071,0.8,-0.093,0.0461,0.0373,-999,0.0774,-0.134,-0.5981,0.0443,0.0005,0.3252,-0.0424,0.0093,0.1213,0.0803,0.04,-999,0.42,0.92,-999,0.2753,-0.0758,-0.0071,-0.2273,0.1431,0.6,-0.0619,-0.2842,0.287,-0.2842,3.8298,Jan 25/b,34.75
51,ACNT,-999,Basic Materials,Steel,USA,110210000.0,-999,15.78,-999,0.53,1.02,59.57,5.46,0.18,-999,-999,-0.36,0.9468,5.9286,-999,0.124,-0.0494,-0.8899,88.4667,0.1272,0.0,0.4945,-0.0461,0.0012,-0.3095,-0.1923,3.61,1.5,0.29,0.31,-0.0075,-0.1279,0.0687,0.0352,0.0804,0.1967,0.69,0.0565,-0.0268,0.5125,-0.7705,6.5392,Mar 28/a,10.89
52,ACP,-999,Financial,Closed-End Fund - Debt,USA,350700000.0,6.47,-999,-999,9.3,1.03,-999,-999,-999,0.1783,-999,-999,-999,-999,-999,-999,-999,0.417,-999,-999,-999,0.2415,-999,0.0096,-999,-999,-999,-999,-999,-999,-999,-999,-0.0074,-0.0175,-0.0015,0.0291,0.98,-0.0122,-0.0614,0.2126,-0.6321,0.2967,-999,6.73
53,ACR,-999,Real Estate,REIT - Mortgage,USA,109200000.0,40.64,6.0,8.13,0.5,0.25,1.19,2.39,11.86,0.0284,0.0,0.42,-0.0833,0.0682,-0.1227,0.05,0.3619,0.1256,1.238,0.1163,0.0154,0.3199,-0.0514,0.003,0.0514,0.0014,-999,-999,3.73,3.95,0.9657,0.0135,0.0021,0.3095,0.4247,0.4677,1.98,0.2616,-0.0181,1.1284,-0.9378,3.9439,Feb 28/a,14.09
54,ACRE,RUT,Real Estate,REIT - Mortgage,USA,389650000.0,-999,7.51,-999,2.03,0.62,3.53,8.33,2.03,0.1397,-999,0.22,-0.2566,0.2102,-999,0.0229,0.1057,-0.096,-14.7434,0.0615,-0.0063,0.4348,0.0101,0.0353,-0.0566,-0.0177,-999,-999,2.5,2.58,0.923,-0.2023,-0.0389,-0.0311,-0.2854,-0.2151,1.44,-0.1221,-0.363,0.0127,-0.6002,1.6173,Feb 22/b,7.16
55,ACRS,RUT,Healthcare,Diagnostics & Research,USA,84390000.0,-999,-999,-999,2.7,0.54,0.71,-999,1.68,-999,-999,-0.28,0.1995,0.1725,0.2067,-999,0.7429,1.2662,0.9493,0.0909,0.0013,0.8914,0.004,0.0794,-0.4988,-0.5521,4.16,4.16,0.02,0.02,0.708,-2.8315,-0.0403,-0.1736,0.0818,-0.8627,0.23,-0.0217,-0.893,1.0163,-0.9649,1.0163,Feb 27/b,1.19
56,ACRV,RUT,Healthcare,Biotechnology,USA,143790000.0,-999,-999,-999,-999,1.2,1.13,-999,5.74,-999,-999,-0.89,-0.2686,0.0187,-999,-999,0.0,-999,-1.0164,0.4584,0.0,0.5953,-999,0.0403,-0.4141,-0.4833,9.75,9.75,0.03,0.04,-999,-999,-0.0937,0.3642,0.3935,-0.4447,1.94,0.3388,-0.5469,1.0313,-0.7456,1.0313,Mar 28/b,6.48
57,ACT,RUT,Financial,Insurance - Specialty,USA,4890000000.0,7.47,7.84,-999,4.24,1.06,-999,7.73,-999,0.0433,0.1508,0.96,-0.0788,0.0355,0.0671,-0.015,0.0675,0.0699,0.1118,0.8062,-0.0151,0.1826,-0.0021,0.0319,0.1524,0.1235,2.07,-999,0.16,0.16,-999,0.5769,-0.0148,0.0756,0.0779,0.3849,0.59,0.0743,-0.0173,0.4446,-0.0173,0.8086,Feb 07/b,30.72
