No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,Fundamental Score
1110,DAO,-999,Consumer Defensive,Education & Training Services,China,158470000.0,-999.0,-999.0,-999.0,0.21,-999.0,3.21,-999.0,1.43,-999.0,-999.0,0.05,0.2398,0.753,-0.3785,-999.0,0.6358,0.0376,0.4599,0.1268,0.0,0.4094,-0.006,0.0193,-999.0,-999.0,0.38,0.32,-999.0,-999.0,0.5224,-0.112,0.1705,0.3218,0.1165,-0.4133,-0.1,0.2174,-0.54,0.5646,-0.9036,0.5646,Feb 29/b,4.6,0.0,False,False,3
3075,PARA,S&P 500,Communication Services,Entertainment,USA,7200000000.0,-999.0,8.85,-999.0,0.24,0.33,3.99,-999.0,2.77,0.0198,0.5966,0.35,0.8754,0.2819,0.1283,-0.081,0.0282,0.0314,0.2912,0.1149,0.0,0.7378,0.0201,0.1424,-0.0658,-0.0298,1.26,1.09,0.77,0.79,0.2317,-0.0384,-0.0627,-0.1956,-0.2184,-0.4993,1.8,-0.1915,-0.5392,0.0523,-0.8915,2.6144,Feb 28/a,11.06,0.0,False,True,5
1757,GLT,RUT,Basic Materials,Paper & Paper Products,USA,95590000.0,-999.0,-999.0,-999.0,0.07,0.38,1.9,-999.0,1.11,-999.0,-999.0,-999.0,-999.0,-999.0,0.1544,0.002,0.1093,-0.1431,0.749,0.0403,1.2541,0.7756,-0.0402,0.0668,-0.2717,-0.0712,2.33,1.15,3.32,3.35,0.0925,-0.0571,0.0291,0.2927,0.5474,-0.445,1.68,0.1956,-0.5376,0.696,-0.9338,0.696,Feb 22/b,2.12,1874123.0,True,True,5
2449,LUMN,RUT,Communication Services,Telecom Services,USA,1630000000.0,-999.0,-999.0,-999.0,0.11,3.89,0.73,-999.0,2.22,-999.0,-999.0,0.04,-1.0263,-22.1276,-0.4515,-999.0,-0.0897,-0.0745,0.3421,0.0195,0.0935,0.676,0.0065,0.1442,-1.8975,-0.4837,1.29,1.23,50.05,51.07,0.2993,-0.7074,0.0387,0.1838,0.3089,-0.5265,1.1,0.0288,-0.536,1.0638,-0.9672,1.0638,Feb 06/a,1.61,1792094.0,True,True,2
4339,WPRT,-999,Consumer Cyclical,Auto Parts,Canada,107200000.0,-999.0,-999.0,-999.0,0.33,0.63,2.44,-999.0,2.56,-999.0,-999.0,-0.54,-0.3106,0.5153,0.188,0.3,0.0431,0.0872,0.0299,0.1294,0.0,0.1293,-999.0,0.0228,-0.2746,-0.2468,1.72,1.14,0.25,0.38,0.1278,-0.1632,0.0648,-0.0517,-0.0891,-0.4526,2.45,0.0063,-0.5343,0.2734,-0.9876,0.2734,Nov 07/a,6.24,0.0,False,True,5
522,BHR,RUT,Real Estate,REIT - Hotel & Motel,USA,147160000.0,-999.0,-999.0,-999.0,0.2,0.43,0.71,14.3,3.13,0.0897,-999.0,-0.31,-5.2298,0.0306,-999.0,0.153,0.2704,-0.0086,-1.1379,0.1982,0.0004,0.5793,0.0277,0.0311,-0.0142,-0.0338,-999.0,-999.0,1.01,1.49,0.151,-0.077,-0.0511,-0.0823,0.0569,-0.5449,2.2,-0.0544,-0.534,0.1675,-0.9032,0.9561,Feb 29/a,2.23,10092.0,False,True,3
2128,IQ,-999,Communication Services,Entertainment,China,1920000000.0,13.11,6.54,2.92,0.43,1.24,2.53,-999.0,1.45,-999.0,-999.0,0.08,0.1487,0.2083,-999.0,0.0449,0.0366,-0.0008,0.3462,0.0006,0.0,0.609,0.0425,0.0813,0.2094,0.0927,0.57,0.51,0.73,1.26,0.2753,0.0605,0.0138,0.0607,-0.2175,-0.5228,0.24,-0.0756,-0.5331,0.1993,-0.9206,1.2242,Feb 28/b,3.67,0.0,False,False,1
2186,JD,-999,Consumer Cyclical,Internet Retail,China,31080000000.0,10.73,7.08,0.57,0.2,1.14,0.91,-999.0,25.14,0.0109,0.6191,0.66,0.2115,0.079,-999.0,0.1897,0.2271,-0.0381,0.2628,0.0067,0.0,0.1855,-0.1116,0.0221,0.1099,0.0886,1.36,1.1,0.21,0.3,0.1452,0.0222,-0.0412,-0.0277,-0.1951,-0.4902,0.52,-0.07,-0.5318,0.0956,-0.784,0.2174,Mar 06/b,22.81,0.0,False,True,3
4358,WTI,RUT,Energy,Oil & Gas E&P,USA,436780000.0,7.13,22.35,-999.0,0.74,14.57,2.85,43.99,1.05,0.0067,0.0,0.01,-1.0255,3.6667,0.2346,-999.0,0.2074,-0.4656,-0.9684,0.3384,0.0,0.436,0.0394,0.2069,-999.0,0.1508,1.15,1.15,12.63,13.66,0.2762,0.1045,-0.0325,-0.0802,-0.097,-0.4799,1.56,-0.0193,-0.5285,0.1686,-0.9414,1.785,Mar 05/a,2.98,0.0,False,True,4
2,AA,-999,Basic Materials,Aluminum,USA,4730000000.0,-999.0,12.35,-999.0,0.44,1.11,4.39,-999.0,5.99,0.013,-999.0,0.4,1.0654,13.3497,-999.0,0.123,-0.0277,-0.0385,0.6023,0.0121,0.0,0.8441,-0.0563,0.0633,-0.1396,-0.1069,1.45,0.74,0.43,0.46,0.0225,-0.0608,-0.0587,-0.1485,0.0008,-0.4521,2.45,-0.1097,-0.5278,0.1409,-0.7317,4.1008,Jan 17/a,26.32,0.0,False,True,1
2287,KRMD,RUT,Healthcare,Medical Instruments & Supplies,USA,97730000.0,-999.0,-999.0,-999.0,3.41,3.56,9.07,-999.0,0.24,-999.0,-999.0,-0.04,0.0421,0.1978,-999.0,-999.0,0.1344,-0.0976,-0.1029,0.0405,0.0,0.5762,0.0109,0.0192,-0.2754,-0.2651,5.14,4.03,0.13,0.17,0.5449,-0.2878,0.0338,0.0094,-0.0736,-0.4806,0.52,-0.0214,-0.5223,0.0817,-0.8333,141.6667,Mar 13/a,2.14,0.0,False,False,3
4195,VLN,-999,Technology,Semiconductors,Israel,234350000.0,-999.0,94.8,-999.0,2.73,1.49,1.64,-999.0,1.44,-999.0,-999.0,-0.03,-0.2,1.4167,-999.0,0.224,0.1751,-0.3878,-1.2588,0.3866,0.0,0.1465,-0.0287,0.0033,-0.1809,-0.188,9.3,8.38,0.0,0.0,0.6429,-0.3474,-0.0669,0.0172,0.0773,-0.465,0.33,0.0089,-0.5222,0.2154,-0.8056,0.2154,Feb 28/b,2.37,0.0,False,False,3
504,BGFV,RUT,Consumer Cyclical,Specialty Retail,USA,107150000.0,-999.0,-999.0,-999.0,0.12,0.44,11.65,10.79,0.41,0.1832,0.8452,-999.0,-999.0,-999.0,-0.1412,-0.0654,-0.0172,-0.1761,-6.1523,0.0611,0.0,0.4243,-0.0367,0.1888,-0.0276,-0.0158,1.63,0.18,0.83,1.13,0.3231,-0.008,-0.087,-0.1058,-0.1637,-0.481,2.4,-0.137,-0.522,0.1235,-0.8969,6.8445,Feb 27/a,4.78,0.0,False,True,1
1836,GTN,RUT,Communication Services,Broadcasting,USA,540250000.0,-999.0,-999.0,-999.0,0.16,0.27,25.73,1.8,0.22,0.0565,0.0738,0.07,3.6799,-1.1678,-999.0,0.369,0.3631,-0.194,-1.1258,0.1488,0.0,0.8058,-0.0071,0.0709,-0.0282,-0.0145,1.18,1.14,2.37,2.38,0.1704,-0.039,-0.2817,-0.4183,-0.2725,-0.5376,1.57,-0.344,-0.5189,0.0404,-0.7764,34.375,Feb 23/b,5.66,10276.0,False,True,3
1353,ENZ,-999,Healthcare,Diagnostics & Research,USA,67150000.0,-999.0,-999.0,-999.0,0.95,0.9,0.9,-999.0,1.47,-999.0,-999.0,-999.0,-999.0,-999.0,-0.4199,-999.0,-0.0965,-0.6152,0.2386,0.3016,0.0,0.3247,-0.0286,0.0225,-1.1237,-0.5883,3.05,2.79,0.04,0.09,0.1527,-0.6419,0.0,0.0472,0.064,0.1667,0.75,-0.015,-0.5146,0.33,-0.9884,2.93,-999,1.33,0.0,False,True,3
139,AJX,-999,Real Estate,REIT - Mortgage,USA,112080000.0,-999.0,20.4,-999.0,1.79,0.41,2.12,-999.0,1.92,0.1078,-999.0,0.0,1.3056,0.8182,-999.0,-999.0,-0.1181,-0.3401,-1.87,0.0587,0.0,0.7172,-0.0169,0.0075,-0.1451,-0.0526,-999.0,-999.0,2.01,3.23,0.7595,-0.7824,-0.1707,-0.2766,-0.1188,-0.5305,1.86,-0.2083,-0.5143,0.0225,-0.7334,0.0381,Feb 27/b,4.08,0.0,False,True,1
1909,HL,RUT,Basic Materials,Other Precious Metals & Mining,USA,2140000000.0,-999.0,28.51,-999.0,2.97,1.04,20.1,-999.0,0.17,0.0088,-999.0,-0.0,1.69,16.3845,-0.1747,-999.0,0.058,-0.1848,-8.1688,0.0717,0.0,0.6003,-0.0023,0.024,-0.0427,-0.0322,1.65,1.06,0.34,0.34,0.0904,-0.1177,-0.0447,-0.1659,-0.2948,-0.3243,2.16,-0.1663,-0.5109,0.027,-0.8706,5.8879,Feb 14/a,3.42,0.0,False,True,3
2649,MPLN,RUT,Healthcare,Health Information Services,USA,727430000.0,-999.0,-999.0,-999.0,0.76,0.42,6.76,10.59,0.17,-999.0,-999.0,-0.05,0.8374,-0.3073,-999.0,0.228,0.0141,-0.0305,-2.2143,0.5528,0.0,0.364,-0.0524,0.0467,-0.3394,-0.1123,1.23,1.23,2.62,2.63,0.3272,-0.7412,0.009,0.037,-0.1515,0.12,0.81,-0.0992,-0.5109,0.8349,-0.9134,0.8349,Feb 29/b,1.12,0.0,False,True,3
3043,OSPN,RUT,Technology,Software - Infrastructure,USA,377760000.0,-999.0,10.1,-999.0,1.65,2.13,5.45,-999.0,1.74,-999.0,-999.0,0.03,-2.1,7.0484,0.0857,0.02,0.0151,0.0296,0.4363,0.0602,0.0,0.8192,0.0057,0.0342,-0.1791,-0.1826,1.6,1.43,0.03,0.03,0.6421,-0.1457,-0.0053,-0.1468,-0.0596,-0.2793,0.77,-0.0828,-0.5081,0.2395,-0.786,42.0455,Mar 06/a,9.47,0.0,False,False,4
4420,ZIM,-999,Industrials,Marine Shipping,Israel,1500000000.0,-999.0,-999.0,-999.0,0.24,0.58,0.82,1.07,15.23,0.5141,0.7158,-1.44,-1.5976,0.8815,-999.0,-999.0,0.5211,-0.6056,-2.9571,0.2068,0.0,0.2232,-0.1268,0.2782,-0.5092,-0.381,1.04,0.98,1.18,1.85,0.0762,-0.3471,-0.0008,-0.1384,0.8778,-0.4927,1.84,-0.0014,-0.5044,0.9484,-0.8635,0.9484,Mar 13/b,12.45,0.0,False,True,2
3647,SJT,-999,Energy,Oil & Gas E&P,USA,259140000.0,3.38,-999.0,-999.0,3.3,92.67,74.04,3.39,0.08,0.1371,1.0,-999.0,1.157,-999.0,0.147,-999.0,0.104,-0.799,-0.813,0.01,0.0,0.142,0.1346,0.0085,-999.0,25.866,-999.0,-999.0,0.0,0.0,-999.0,0.979,0.0817,0.1278,-0.1942,-0.4973,0.81,0.0891,-0.5036,0.2723,-0.8919,3.0,-999,5.56,0.0,False,True,4
3169,PGY,-999,Technology,Software - Infrastructure,Israel,1010000000.0,-999.0,5.49,-999.0,1.3,1.88,4.89,-999.0,0.29,-999.0,-999.0,0.02,1.7315,0.9494,-999.0,-999.0,1.5083,0.181,0.6064,0.631,0.0,0.1709,0.0459,0.014,-0.2307,-0.1282,4.05,4.63,0.79,0.87,0.3414,-0.1662,0.0217,0.093,0.1102,0.3429,6.87,0.1062,-0.5018,0.8077,-0.9591,1.4733,Feb 21/b,1.41,0.0,False,True,3
430,BALY,RUT,Consumer Cyclical,Resorts & Casinos,USA,481290000.0,-999.0,-999.0,-999.0,0.2,0.54,1.59,-999.0,6.63,-999.0,-999.0,-0.93,0.1372,0.2201,-999.0,-999.0,0.827,0.0607,0.424,0.1449,0.0125,0.6203,-0.1428,0.0551,-0.3989,-0.0304,0.65,0.64,4.06,4.08,0.4057,-0.0705,0.0243,-0.1149,-0.1105,-0.4576,2.05,-0.108,-0.4942,0.4492,-0.861,0.4612,Feb 21/a,10.55,760257.0,True,False,3
2467,LXU,RUT,Basic Materials,Chemicals,USA,553830000.0,5.89,13.91,-999.0,0.8,1.04,1.74,3.63,4.27,-999.0,0.0,0.04,-0.8283,0.1635,-999.0,-999.0,0.283,-0.3798,-4.8667,0.351,0.0,0.526,-0.4055,0.0309,0.1873,0.0881,4.39,3.72,1.11,1.14,0.2401,0.1427,-0.0412,-0.1056,-0.1141,-0.4498,1.1,-0.0994,-0.4935,0.0333,-0.8032,24.8267,Mar 05/a,7.45,0.0,False,True,3
850,CIO,RUT,Real Estate,REIT - Office,Canada,165420000.0,-999.0,-999.0,-999.0,0.92,0.25,3.81,2.89,1.08,0.1214,3.5842,-0.13,-1.24,0.0179,-999.0,0.09,0.087,-0.0065,0.6853,0.0399,0.0,0.7048,-0.0911,0.0097,-0.0034,-0.0075,-999.0,-999.0,0.75,0.89,0.2575,-0.0564,-0.1178,-0.2682,-0.0985,-0.4807,1.8,-0.247,-0.4908,0.1925,-0.785,0.1925,Feb 22/b,4.12,0.0,False,True,3
825,CHMI,-999,Real Estate,REIT - Mortgage,USA,93350000.0,-999.0,3.84,-999.0,1.11,0.67,1.33,2.51,2.61,0.2081,1.7988,0.2,-0.3482,0.2329,-0.315,-0.028,-0.369,1.0181,-0.7445,0.0059,0.0573,0.2041,-0.0608,0.0123,-0.1351,-0.1025,-999.0,-999.0,0.68,4.53,0.8649,-0.5175,-0.0281,-0.0919,-0.1173,-0.489,1.49,-0.0925,-0.4905,0.2491,-0.8124,0.3422,Nov 02/a,3.46,29949.0,False,True,2
1774,GNSS,-999,Technology,Scientific & Technical Instruments,USA,88060000.0,-999.0,11.94,-999.0,2.17,2.17,6.49,-999.0,0.31,-999.0,-999.0,-0.13,0.1333,1.6442,-0.3399,0.15,0.135,-0.5842,-0.6088,0.1552,0.2784,0.4029,-0.0135,0.0067,-0.4903,-0.4848,2.34,1.74,0.1,0.12,0.4541,-0.5331,-0.0244,0.227,0.227,-0.455,0.45,0.1291,-0.4898,0.3245,-0.8651,5.7433,Feb 13/a,2.0,2967750.0,True,True,4
680,BYND,RUT,Consumer Defensive,Packaged Foods,USA,634430000.0,-999.0,-999.0,-999.0,1.85,-999.0,3.28,-999.0,3.0,-999.0,-999.0,-0.66,0.5489,0.2409,-0.6031,0.1,0.5234,-0.0783,-1.2907,0.0536,0.0,0.4695,-0.3859,0.3787,-999.0,-0.483,5.01,3.26,-999.0,-999.0,-0.2462,-0.9848,0.3411,0.3865,0.5217,-0.4763,2.4,0.2753,-0.4894,0.7616,-0.959,0.7616,Feb 27/a,9.83,0.0,False,False,4
2357,LEE,-999,Communication Services,Publishing,USA,59370000.0,-999.0,-999.0,-999.0,0.09,3.01,3.86,-999.0,2.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.03,0.0606,-0.1591,-0.3782,0.1635,0.002,0.3905,0.0126,0.0174,-0.3184,-0.0112,0.94,0.87,24.75,25.14,0.5407,-0.0086,-0.0222,-0.0886,-0.0799,-0.4856,1.15,0.0331,-0.4889,0.2791,-0.9806,3.0292,Feb 01/b,9.67,19976.0,False,True,2
2162,IVAC,RUT,Industrials,Specialty Industrial Machinery,USA,102600000.0,-999.0,-999.0,-999.0,1.95,0.88,1.49,-999.0,2.59,-999.0,-999.0,-0.17,0.3298,-999.0,-999.0,0.08,-0.0473,0.1463,0.4381,0.0531,0.0,0.7714,-0.0034,0.0253,-0.1055,-0.0995,4.1,2.76,0.06,0.07,0.3841,-0.2315,0.0131,-0.1002,-0.035,-0.472,0.73,-0.0655,-0.4881,0.2573,-0.8751,1.0865,Feb 05/a,3.86,0.0,False,True,3
1866,HCAT,RUT,Healthcare,Health Information Services,USA,477850000.0,-999.0,16.57,-999.0,1.61,1.3,1.5,-999.0,5.43,-999.0,-999.0,0.03,1.0433,0.6065,0.0769,-999.0,0.2179,0.0856,0.1968,0.0505,0.0026,0.8679,-0.0664,0.0257,-0.2984,-0.1929,4.39,4.39,0.67,0.68,0.3129,-0.3992,-0.1053,-0.2416,0.0997,-0.3888,1.31,-0.1495,-0.4858,0.2364,-0.8629,0.275,Feb 22/a,8.16,22826.0,False,False,5
895,CMLS,-999,Communication Services,Broadcasting,USA,63090000.0,-999.0,-999.0,-999.0,0.07,0.2,0.78,9.21,4.33,-999.0,0.0,-1.4,0.7365,-0.0889,-999.0,0.1,-0.0616,-0.1193,-1974.1333,0.3644,0.0,0.4383,-0.1941,0.0199,-0.3392,-0.0921,2.0,2.0,3.47,3.56,0.5304,-0.1396,-0.1195,-0.2923,-0.3179,-0.3903,1.49,-0.2764,-0.4856,0.3191,-0.8696,0.3191,Feb 27/b,3.39,0.0,False,True,2
1764,GME,-999,Consumer Cyclical,Specialty Retail,USA,4350000000.0,-999.0,101.71,-999.0,0.76,3.44,3.58,40.77,3.98,-999.0,-999.0,0.28,1.1078,0.2727,-999.0,-999.0,-0.0663,-0.0911,0.9672,0.1284,0.0001,0.2935,-0.0447,0.226,-0.0065,-0.0049,1.65,0.94,0.33,0.49,0.241,-0.0014,0.0619,-0.0365,0.1956,-0.2545,-0.38,-0.0601,-0.485,0.2042,-0.8821,21.1634,Dec 06/a,14.24,111791.0,True,False,2
2983,OIS,RUT,Energy,Oil & Gas Equipment & Services,USA,343970000.0,26.98,10.21,-999.0,0.44,0.48,7.3,13.27,0.74,-999.0,0.0,0.0,0.4333,0.8488,-999.0,-0.0699,-0.0384,0.0288,1.0174,0.0565,0.0,0.9335,-0.0032,0.0675,0.0181,0.0146,3.1,1.82,0.22,0.23,0.1465,0.0162,-0.0475,-0.1702,-0.226,-0.41,2.57,-0.1336,-0.4833,0.0,-0.9177,2.5592,Feb 20/b,5.41,0.0,False,True,3
3489,RRGB,RUT,Consumer Cyclical,Restaurants,USA,133130000.0,-999.0,-999.0,-999.0,0.1,-999.0,2.19,-999.0,3.93,-999.0,-999.0,-0.01,0.2535,0.9767,-999.0,0.1,0.0177,-0.0325,0.3469,0.0603,0.0761,0.7633,-0.1342,0.1569,-2.4035,-0.0916,0.55,0.42,-999.0,-999.0,0.0947,-0.0401,-0.0058,-0.1894,-0.0753,0.0142,2.88,-0.1966,-0.4788,0.2383,-0.9095,1.1287,Feb 28/a,8.6,516920.0,True,False,4
2726,MXL,RUT,Technology,Semiconductors,USA,1540000000.0,-999.0,17.56,-999.0,2.23,2.25,8.2,133.25,2.3,-999.0,0.0,-0.21,-1.1061,10.193,-0.1883,-999.0,0.2436,-0.5686,-2.2497,0.0933,0.0,0.859,-0.0037,0.0436,-0.1074,-0.0876,2.2,1.75,0.22,0.23,0.5521,-0.1055,-0.0187,-0.1539,0.0572,-0.4535,1.99,-0.103,-0.477,0.4036,-0.758,3.7601,Jan 31/a,18.85,0.0,False,True,3
335,ASUR,RUT,Technology,Software - Application,USA,229000000.0,-999.0,12.57,-999.0,1.92,1.17,7.55,22.81,1.19,-999.0,-999.0,0.2,0.1039,0.0695,0.0503,0.27,0.1418,-0.1034,-1.7761,0.0955,0.0012,0.7194,-0.0455,0.0442,-0.0547,-0.0459,1.11,1.11,0.05,0.05,0.6039,-0.0774,-0.1171,-0.0088,0.15,-0.2034,0.73,-0.0148,-0.4767,0.4227,-0.9482,12.455,Feb 26/a,8.97,23490.0,False,True,5
2734,MYO,-999,Healthcare,Medical Devices,USA,77700000.0,-999.0,-999.0,-999.0,4.19,7.05,6.99,-999.0,0.42,-999.0,-999.0,-0.06,0.8306,0.3689,0.5558,-0.0047,0.624,0.2801,0.8565,0.2422,0.0393,0.3632,-0.0051,0.0274,-0.8336,-0.6966,2.78,2.52,0.02,0.06,0.6858,-0.424,0.0209,-0.1201,-0.1254,3.5146,1.51,-0.2494,-0.4749,6.8976,-0.9958,6.9404,Nov 07/a,2.93,170867.0,True,False,5
1578,FNKO,RUT,Consumer Cyclical,Leisure,USA,355390000.0,-999.0,-999.0,-999.0,0.31,1.48,11.14,-999.0,0.63,-999.0,-999.0,-0.02,-2.685,0.7594,-999.0,0.194,0.2105,-0.144,-2.6058,0.3892,0.0434,0.6689,0.0526,0.1263,-0.5812,-0.4189,0.96,0.58,0.91,1.68,0.2289,-0.1631,-0.0084,-0.0575,0.0277,-0.3399,1.07,-0.0383,-0.4747,0.3378,-0.7735,1.2596,Mar 07/a,7.05,5597941.0,True,True,2
615,BRDG,-999,Financial,Asset Management,USA,253230000.0,-999.0,6.19,-999.0,0.59,0.41,2.91,-999.0,2.55,0.0942,1.132,0.17,0.1569,0.3769,-999.0,0.1804,0.1562,-0.025,-4.3471,0.2291,0.0,0.5724,0.0005,0.0137,-0.0339,-0.0103,-999.0,-999.0,0.89,0.89,0.9165,-0.0248,-0.1514,-0.2644,-0.0549,-0.4506,1.67,-0.1962,-0.4718,0.1045,-0.711,0.1045,Feb 21/a,7.4,0.0,False,True,3
857,CLB,RUT,Energy,Oil & Gas Equipment & Services,USA,694000000.0,17.11,12.14,0.84,1.36,3.08,45.9,49.08,0.32,0.0027,0.0465,0.16,0.1583,0.317,-0.1372,0.204,-0.054,0.005,-0.0291,0.0084,0.0,1.0378,0.0052,0.1266,0.1957,0.0932,2.55,1.73,0.88,0.92,0.1845,0.0803,0.0221,-0.1008,-0.1999,-0.3845,2.4,-0.0771,-0.47,0.0716,-0.933,5.3906,Jan 31/a,14.81,0.0,False,True,2
1849,HAIN,RUT,Consumer Defensive,Packaged Foods,USA,874940000.0,-999.0,20.61,-999.0,0.49,0.88,16.3,11.28,0.6,-999.0,-999.0,0.08,-0.3917,0.5534,-999.0,-999.0,-0.0597,-0.0002,-2.2312,0.0139,0.0714,1.0058,0.0532,0.0395,-0.1505,-0.0841,2.24,1.14,0.89,0.91,0.2112,-0.0888,0.021,-0.1153,-0.0956,-0.4537,0.71,-0.0696,-0.4685,0.081,-0.8621,6.792,Feb 07/b,9.74,872089.0,True,True,4
3545,SATS,RUT,Technology,Communication Equipment,USA,3590000000.0,11.86,-999.0,2.37,1.99,0.31,1.81,17.61,7.33,-999.0,0.0,0.08,-0.7494,-1.5491,-0.1236,0.05,0.0323,-0.1695,-0.8564,0.5559,-0.0,0.1625,-0.0034,0.1311,0.0265,0.0178,6.23,5.81,0.45,0.46,0.3397,0.0514,-0.0207,-0.0413,0.2318,-0.3342,0.69,-0.0631,-0.4665,0.3882,-0.707,0.6677,Mar 01/b,13.23,-37120.0,False,True,4
1914,HLLY,RUT,Consumer Cyclical,Auto Parts,USA,512030000.0,26.49,9.28,-999.0,0.78,1.16,13.9,6.23,0.31,-999.0,0.0,0.07,0.5772,0.4065,-999.0,-999.0,0.6021,0.01,1.0769,0.5812,0.0005,0.3695,-0.0144,0.048,0.0448,0.0188,3.2,1.1,1.31,1.31,0.3661,0.0291,-0.0569,-0.1631,0.0238,0.9156,1.54,-0.0979,-0.4653,1.2332,-0.7064,1.2924,Feb 28/b,4.31,138484.0,True,True,3
856,CLAR,RUT,Consumer Cyclical,Leisure,USA,213260000.0,-999.0,-999.0,-999.0,0.56,0.73,26.59,4.93,0.21,0.0179,-999.0,-0.08,0.9295,0.6038,-1.4265,0.061,0.2301,-0.1279,-1.4849,0.242,0.0,0.7486,0.1973,0.0897,-0.2548,-0.2009,3.61,1.41,0.42,0.48,0.2977,-0.217,-0.0493,-0.1306,0.0508,-0.4237,0.88,-0.0863,-0.4643,0.1719,-0.961,1.2459,Mar 07/a,5.59,0.0,False,True,4
896,CMP,RUT,Basic Materials,Other Industrial Metals & Mining,USA,910470000.0,-999.0,20.8,-999.0,0.76,1.98,23.77,-999.0,0.93,0.0272,1.6099,0.46,-0.4443,2.8125,-0.215,0.2755,-0.0317,-0.0304,-179.9307,0.0101,0.0208,1.0037,-0.0141,0.0749,-0.124,-0.0439,3.07,1.15,1.98,1.99,0.193,-0.0503,0.0204,-0.0712,-0.0993,-0.4312,1.17,-0.0328,-0.4618,0.1674,-0.7753,0.6954,Feb 07/a,22.04,200256.0,True,True,2
2642,MOS,S&P 500,Basic Materials,Agricultural Inputs,USA,9940000000.0,8.85,9.49,-999.0,0.73,0.81,27.8,9.89,1.11,0.0254,0.2288,0.76,-0.1244,0.0412,0.2351,-999.0,0.1182,-0.2972,-0.2675,0.0061,0.0,0.8578,-0.0196,0.0138,0.0957,0.0742,1.22,0.57,0.28,0.33,0.1584,0.0851,0.0218,-0.0383,-0.1419,-0.4142,1.5,-0.0599,-0.4596,0.0562,-0.8047,4.477,Feb 21/a,30.89,0.0,False,True,4
1924,HMST,RUT,Financial,Banks - Regional,USA,259010000.0,-999.0,14.85,-999.0,0.59,0.48,-999.0,13.13,-999.0,0.0097,0.4006,-0.07,1.0873,6.2745,-999.0,0.07,0.0668,0.077,-1.4005,0.0747,0.0,0.7513,-0.0352,0.0375,-0.05,-0.011,0.07,-999.0,3.66,3.66,-999.0,-0.0623,0.0,-0.0814,1.2354,-0.4583,1.31,0.1028,-0.4585,2.2786,-0.7601,2.2786,Jan 29/a,13.77,0.0,False,True,2
888,CMCL,RUT,Basic Materials,Gold,United Kingdom,184030000.0,-999.0,9.62,-999.0,1.37,0.76,17.07,-999.0,0.56,0.0546,0.4013,-999.0,-0.77,0.9703,0.1004,-999.0,0.203,0.145,-0.6265,0.4891,0.0,0.2813,-0.0097,0.018,-0.0427,-0.0364,1.52,1.0,0.03,0.09,0.3129,-0.0674,-0.0333,-0.1498,-0.2152,-0.2623,0.66,-0.1396,-0.4545,0.0116,-0.9793,8.952,Nov 14/b,9.59,0.0,False,True,4
109,AG,-999,Basic Materials,Silver,Canada,1270000000.0,-999.0,25.42,-999.0,2.22,0.94,6.77,-999.0,0.65,0.0045,-999.0,-0.03,0.0066,3.1927,0.1551,0.468,0.1605,-0.0759,1.5642,0.0235,0.0,0.2967,-999.0,0.0662,-0.0976,-0.0846,2.57,2.04,0.18,0.19,0.0276,-0.2355,-0.0045,-0.0349,-0.2336,-0.2702,1.4,-0.1369,-0.4511,0.0624,-0.8352,9.3023,Feb 23/b,4.43,0.0,False,True,5
4275,WBD,"NDX, S&P 500",Communication Services,Entertainment,USA,21250000000.0,-999.0,2366.85,-999.0,0.51,0.47,4.85,3.45,1.79,-999.0,-999.0,-0.23,0.7656,1.0123,-999.0,0.2,0.4308,-0.0654,0.8102,0.0933,0.0,0.6111,-0.0,0.0378,-0.0677,-0.0346,0.93,0.93,1.0,1.05,0.2137,-0.0756,-0.0899,-0.1697,-0.192,-0.4536,1.51,-0.1695,-0.4505,0.0558,-0.8885,0.7016,Feb 23/b,8.71,0.0,False,True,2
4369,WWW,RUT,Consumer Cyclical,Footwear & Accessories,USA,784740000.0,-999.0,8.82,-999.0,0.35,2.81,4.38,7.32,2.24,0.0445,-999.0,0.0,13.8785,0.4997,-999.0,0.05,0.0197,-0.208,0.7496,0.0332,0.0,0.9074,-0.0091,0.0572,-0.1342,-0.0395,1.18,0.75,2.65,3.9,0.3936,-0.0179,0.0547,0.1415,0.1522,-0.4062,1.74,0.1123,-0.4487,0.3648,-0.7801,23.3992,Feb 21/b,9.84,0.0,False,True,1
