No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,Fundamental Score
2812,NINE,-999,Energy,Oil & Gas Equipment & Services,USA,75580000.0,-999.0,-999.0,-999.0,0.12,-999.0,6.22,-999.0,0.34,-999.0,0.0,-0.35,-2.8949,0.4915,-999.0,-999.0,0.0506,-0.1602,-1.8806,0.1889,0.0,0.5777,0.1082,0.1121,-999.0,-0.0426,2.8,1.79,-999.0,-999.0,0.1461,-0.022,0.0142,-0.1925,0.0754,-0.778,3.43,-0.1147,-0.7998,0.1989,-0.947,4.6316,Nov 07/b,2.14,0.0,False,True,4
885,CMBM,RUT,Technology,Communication Equipment,USA,116770000.0,-999.0,9.46,-999.0,0.53,1.24,6.24,-999.0,0.68,-999.0,0.0,-0.23,0.7742,2.796,-1.0953,0.2,0.0023,-0.5242,-4.9797,0.5649,0.0016,0.3632,0.0021,0.0303,-0.5294,-0.5156,1.73,1.02,0.3,0.33,0.2952,-0.2887,0.042,-0.0601,-0.0538,-0.7932,0.94,-0.1145,-0.7987,0.1955,-0.9364,0.1955,Feb 15/a,4.22,101387.0,True,True,4
3985,TPIC,RUT,Industrials,Specialty Industrial Machinery,USA,136050000.0,-999.0,-999.0,-999.0,0.09,-999.0,0.79,-999.0,3.64,-999.0,-999.0,-0.62,0.6834,0.8181,-999.0,-999.0,0.0858,-0.2617,1.2237,0.0382,0.0,0.7182,0.1106,0.1534,-1.6504,-0.4337,1.3,1.28,-999.0,-999.0,-0.0617,-0.1221,0.112,-0.0649,0.2915,-0.8001,2.04,-0.0875,-0.7966,0.7669,-0.9646,0.7669,Feb 22/a,2.88,0.0,False,False,4
4049,TUP,-999,Consumer Cyclical,Packaging & Containers,USA,58760000.0,-999.0,-999.0,-999.0,0.05,-999.0,0.51,-999.0,2.47,-999.0,-999.0,-999.0,-999.0,-999.0,0.0049,0.12,-0.1057,-0.2056,-2.7627,0.1387,0.0,0.2491,-999.0,0.2127,-999.0,-999.0,0.43,0.21,-999.0,-999.0,0.6405,-0.0136,-0.0379,-0.3316,-0.2395,-0.6752,2.79,-0.2821,-0.7851,1.082,-0.9869,1.082,-999,1.27,0.0,False,True,3
2132,IRBT,RUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,314650000.0,-999.0,-999.0,-999.0,0.36,1.61,1.7,-999.0,6.64,-999.0,-999.0,-1.72,0.5879,0.6186,-999.0,0.29,-0.0215,-0.1391,0.2574,0.0347,0.0,0.7822,0.3749,0.332,-0.9066,-0.716,1.62,1.09,1.17,1.19,0.2081,-0.3518,-0.0631,-0.2716,-0.6713,-0.7304,0.94,-0.5172,-0.7807,0.129,-0.9428,0.6129,Feb 26/a,11.29,-765292.0,False,True,1
1450,EXFY,RUT,Technology,Software - Application,USA,174720000.0,-999.0,11.02,-999.0,1.16,1.73,2.32,1027.77,0.88,-999.0,-999.0,0.04,26.2546,0.1508,-999.0,-999.0,0.198,-0.19,-1.1514,0.4917,0.0121,0.3924,-0.0156,0.0439,-0.4216,-0.3893,2.02,2.02,0.06,0.29,0.5394,-0.277,0.3141,0.1714,-0.1202,-0.758,1.49,0.0524,-0.773,0.3487,-0.9599,0.3487,Feb 22/a,2.05,-277741.0,False,False,4
1593,FOSL,RUT,Consumer Cyclical,Luxury Goods,USA,55100000.0,-999.0,-999.0,-999.0,0.04,0.2,0.47,-999.0,2.21,-999.0,-999.0,-999.0,-999.0,-999.0,0.3874,0.149,-0.0853,-0.2112,-11.3541,0.1055,0.0,0.6775,-0.0806,0.1018,-0.4102,-0.2036,2.25,1.31,1.42,1.57,0.4773,-0.0928,-0.0708,-0.125,-0.0625,-0.7541,2.05,-0.1712,-0.7717,0.0294,-0.9925,0.0294,Nov 08/a,1.05,0.0,False,True,3
4114,UP,-999,Industrials,Airports & Air Services,USA,1960000000.0,-999.0,-999.0,-999.0,1.39,3.24,8.02,-999.0,0.35,-999.0,-999.0,-0.26,0.9367,0.384,-999.0,-999.0,0.5206,-0.2386,0.4238,0.5061,-0.0,0.4811,-0.0287,0.0117,-2.1772,-1.4677,0.47,0.44,2.03,2.2,-0.0047,-0.4559,-0.1076,-0.1657,0.3365,-0.7459,2.21,-0.192,-0.7669,1.8776,-0.9812,1.8776,Mar 07/b,2.82,-36051.0,False,False,1
1269,EBS,RUT,Healthcare,Drug Manufacturers - Specialty & Generic,USA,166020000.0,-999.0,5.61,-999.0,0.15,0.24,1.89,-999.0,1.69,-999.0,-999.0,1.67,-1.1435,1.1192,-999.0,-999.0,0.1476,0.1271,-2.3519,0.0412,0.0,0.7936,-0.0191,0.2319,-0.7414,-0.6859,1.07,0.54,0.66,1.26,0.2782,-0.7206,0.1808,0.7486,0.5459,-0.7714,1.18,0.5261,-0.7659,1.2535,-0.9767,1.2535,Nov 08/a,3.2,0.0,False,True,2
946,COMM,RUT,Technology,Communication Equipment,USA,392310000.0,-999.0,2.26,-999.0,0.05,-999.0,0.76,0.71,2.45,-999.0,-999.0,0.05,-0.5615,0.1263,-999.0,-999.0,0.2325,-0.3283,-106.1187,0.0336,0.0642,0.8522,-0.002,0.0547,-18.3838,-0.2569,2.08,1.2,-999.0,-999.0,0.2756,-0.2674,-0.0415,-0.257,0.0756,-0.754,2.05,-0.2259,-0.7658,0.3806,-0.9567,0.3806,Feb 29/b,1.85,702167.0,True,False,5
4334,WOOF,-999,Consumer Cyclical,Specialty Retail,USA,676590000.0,-999.0,20.19,-999.0,0.11,0.57,4.76,10.78,0.53,-999.0,0.0,0.03,-0.8558,0.419,-999.0,0.488,0.0847,-0.0047,-62.8652,0.4759,0.0002,0.5661,-0.0701,0.1534,-0.6958,-0.3127,0.9,0.25,2.28,2.54,0.3857,-0.1989,-0.0195,-0.0118,-0.3298,-0.7591,1.16,-0.0797,-0.7658,0.0769,-0.9189,0.0769,Mar 13/b,2.52,99924.0,False,True,3
3781,SSRM,-999,Basic Materials,Gold,USA,874690000.0,-999.0,22.26,-999.0,0.61,0.26,1.7,4.45,2.52,0.0201,0.3118,-0.01,-0.8849,0.2973,-999.0,-999.0,0.3861,0.3901,-3.4464,0.0075,0.0,0.6865,0.0006,0.0231,-0.0282,-0.0266,7.01,3.99,0.09,0.1,0.2391,-0.0687,-0.0488,-0.5484,-0.6243,-0.6871,0.83,-0.5196,-0.7578,0.141,-0.9109,5.864,Feb 27/a,4.29,0.0,False,True,4
3720,SOND,-999,Consumer Cyclical,Lodging,USA,64920000.0,-999.0,-999.0,-999.0,0.11,-999.0,0.31,-999.0,18.74,-999.0,-999.0,-4.09,0.028,0.0807,-999.0,-999.0,0.4897,0.2921,0.1511,0.2033,0.0045,0.2292,-999.0,0.0816,-14.2854,-0.1946,0.71,0.71,-999.0,-999.0,0.3272,-0.4702,0.5908,1.2405,0.7265,-0.7257,1.71,0.8582,-0.7554,1.5193,-0.9733,1.5193,Nov 14/a,5.87,28900.0,False,False,4
3652,SKIN,RUT,Consumer Defensive,Household & Personal Products,USA,450260000.0,-999.0,226.4,-999.0,1.13,5.05,0.8,26.86,4.26,-999.0,-999.0,-0.07,-1.6163,1.2985,-999.0,-999.0,0.4351,0.0971,-19.2701,0.3495,0.0,0.6547,-0.0109,0.1542,-0.5113,-0.1062,5.86,5.27,8.31,8.36,0.436,-0.2227,0.225,0.0994,0.4,-0.697,0.95,0.1641,-0.7532,1.5407,-0.8863,1.5407,Feb 29/a,3.43,0.0,False,True,2
4169,VERI,RUT,Technology,Software - Infrastructure,USA,75930000.0,-999.0,-999.0,-999.0,0.55,4.05,1.05,-999.0,1.94,-999.0,-999.0,-0.15,-1.0966,0.6274,0.3518,-999.0,0.5736,-0.0555,-3.9141,0.1363,0.0099,0.3725,0.0124,0.1583,-1.4701,-0.4165,0.87,0.87,7.44,7.58,0.602,-0.4792,0.0541,0.1393,-0.0662,-0.7045,2.79,0.0919,-0.7456,0.3818,-0.9727,0.6762,Mar 12/a,2.05,101992.0,True,False,3
1135,DDL,-999,Consumer Defensive,Grocery Stores,China,230350000.0,-999.0,35.44,-999.0,0.08,4.26,0.3,-999.0,4.29,-999.0,-999.0,0.04,-999.0,-999.0,-999.0,0.0327,0.9924,-0.1821,0.9996,0.1792,0.0,0.1219,0.0366,0.0219,-0.1561,-0.0542,0.95,0.86,1.31,12.33,0.2551,-0.0023,0.1228,-0.1233,-0.4101,-0.7277,0.11,-0.052,-0.7393,0.2019,-0.9722,0.2019,Feb 29/b,1.28,0.0,False,False,1
2377,LGO,-999,Basic Materials,Other Industrial Metals & Mining,Canada,115290000.0,-999.0,9.0,-999.0,0.57,0.45,2.86,-999.0,0.63,-999.0,-999.0,-0.06,-11.8333,1.5195,0.3194,-999.0,0.052,-0.1894,-4.4238,0.4408,0.0,0.2431,-999.0,0.0087,-0.1288,-0.1089,2.97,1.62,0.23,0.26,0.0885,-0.1685,-0.0674,-0.1304,-0.1429,-0.7183,2.07,-0.1439,-0.7376,0.0169,-0.9882,1.1429,Jan 23/b,1.8,0.0,False,True,5
274,APYX,-999,Healthcare,Medical Devices,USA,72740000.0,-999.0,-999.0,-999.0,1.45,2.18,3.29,-999.0,0.64,-999.0,-999.0,-0.18,0.3373,-0.1802,-0.3211,0.15,0.3375,0.314,0.1986,0.1293,0.0119,0.4951,-0.0047,0.0521,-0.4023,-0.3197,4.87,3.78,0.42,0.43,0.2709,-0.3013,0.0396,-0.1498,-0.2857,-0.3115,1.13,-0.1102,-0.7365,0.4894,-0.88,4.6,Nov 09/b,2.1,83975.0,False,False,4
2851,NOVA,RUT,Technology,Solar,USA,799790000.0,-999.0,-999.0,-999.0,1.11,0.52,2.91,-999.0,2.25,-999.0,-999.0,-0.76,0.3206,0.1086,-0.1744,-0.14,0.5141,-0.0072,-7.4266,0.1329,0.0095,1.1058,0.071,0.3232,-0.2985,-0.0488,0.85,0.72,4.61,4.93,0.3268,-0.58,-0.4414,-0.397,-0.3585,-0.6241,2.11,-0.4402,-0.7341,0.0054,-0.8868,0.067,Feb 21/a,6.53,1054954.0,True,False,3
3142,PETS,RUT,Healthcare,Pharmaceutical Retailers,USA,106810000.0,-999.0,91.82,-999.0,0.39,0.94,2.0,6.13,2.53,0.1188,104.3478,0.02,-5.5,2.2222,-0.6368,-0.0002,-0.0101,0.0857,-1.0268,0.0473,0.0658,0.7333,-0.0906,0.2073,-0.0483,-0.053,2.1,1.64,0.01,0.02,0.2602,-0.0225,-0.0156,-0.2463,-0.3015,-0.7344,0.7,-0.2268,-0.7315,0.007,-0.9126,57.6506,Feb 08/a,5.05,451683.0,True,True,4
3651,SKIL,RUT,Consumer Defensive,Education & Training Services,USA,96760000.0,-999.0,-999.0,-999.0,0.17,0.22,0.71,-999.0,16.95,-999.0,-999.0,-3.28,0.3398,-0.0239,-999.0,0.1,0.0739,-0.0031,0.0261,0.4922,0.0121,0.3427,-0.4469,0.052,-0.3149,-0.1553,0.94,0.94,1.34,1.45,0.4331,-0.2871,0.0067,-0.2163,-0.3669,-0.623,1.18,-0.1697,-0.7237,0.045,-0.9535,0.045,Dec 05/a,11.99,85539.0,False,False,3
2053,IHS,-999,Communication Services,Telecom Services,United Kingdom,939600000.0,-999.0,5.78,-999.0,0.44,3.68,2.21,8.29,1.28,-999.0,-999.0,0.06,-2.2637,1.1076,-0.3644,-999.0,0.1403,-0.1041,-4.6201,0.5548,0.0,0.1912,-0.0026,0.0057,-2.2901,-0.4555,0.92,0.88,14.05,16.18,0.4554,-0.8181,0.0144,-0.327,-0.4427,-0.622,1.14,-0.2533,-0.7216,0.1463,-0.8474,0.1463,Nov 14/b,2.82,0.0,False,False,1
3264,PRE,-999,Healthcare,Diagnostics & Research,Hong Kong,58950000.0,-999.0,-999.0,-999.0,0.73,0.26,0.69,-999.0,7.0,-999.0,-999.0,-4.8,-3.7345,0.8652,-999.0,-999.0,-0.0003,-0.9389,0.6361,0.3745,0.0,0.1034,-0.155,0.0027,-0.1674,-0.1941,2.4,2.32,0.01,0.02,0.4796,-0.5481,-0.0357,0.034,0.0635,-0.6792,-0.1,-0.0179,-0.7207,0.2656,-0.963,0.2656,Nov 20/b,4.86,0.0,False,False,3
32,ACB,-999,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,50810000.0,0.36,-999.0,-999.0,0.25,0.39,0.32,-999.0,10.09,-999.0,-999.0,-0.13,0.7533,0.7886,-999.0,-999.0,0.6452,0.041,0.7429,0.0029,0.0,0.26,-999.0,0.2307,0.786,0.682,3.79,2.45,0.15,0.2,0.026,1.5092,-0.05,-0.2099,-0.3072,-0.6155,2.33,-0.2319,-0.7191,0.0353,-0.9979,278.3724,Feb 08/b,3.23,0.0,False,False,5
2633,MODV,RUT,Healthcare,Medical Care Facilities,USA,406260000.0,-999.0,4.99,-999.0,0.15,2.6,146.14,-999.0,0.2,-999.0,-999.0,0.19,-0.228,0.3268,-0.4924,0.0699,0.1617,0.0748,0.2474,0.0197,3.1546,1.0227,-0.0513,0.0625,-0.8006,-0.1742,0.77,0.77,6.51,7.3,0.1246,-0.0743,-0.3662,-0.3298,-0.2609,-0.6973,0.47,-0.3053,-0.7132,0.1921,-0.865,40.9871,Feb 22/a,28.61,26782505.0,True,True,2
973,CPSI,RUT,Healthcare,Health Information Services,USA,129490000.0,-999.0,28.19,-999.0,0.43,0.57,88.09,8.62,0.1,0.0449,0.0,-0.05,-1.0988,2.2393,-999.0,-0.0955,0.0115,-0.0014,-2.661,0.0468,0.0,0.8999,-0.0024,0.0332,-0.0033,-0.0021,1.44,1.42,0.62,0.65,0.3483,-0.0025,-0.1082,-0.15,-0.1835,-0.7087,0.63,-0.1267,-0.7125,0.0224,-0.8852,0.0224,Feb 29/a,8.9,0.0,False,True,4
2231,KC,-999,Technology,Software - Application,China,691890000.0,-999.0,-999.0,-999.0,0.65,0.71,1.85,-999.0,1.58,-999.0,-999.0,-0.17,-8.2463,0.3039,-0.1303,-999.0,0.4278,-0.2193,0.0377,0.0006,0.0,0.155,-0.1069,0.0338,-0.2943,-0.3431,1.17,1.17,0.01,0.15,0.1018,-0.3213,0.0616,0.1057,-0.3589,-0.235,2.13,-0.0237,-0.7108,0.1959,-0.9608,0.6554,Nov 21/b,2.93,0.0,False,False,4
1791,GORV,RUT,Consumer Cyclical,Auto & Truck Dealerships,USA,58010000.0,-999.0,-999.0,-999.0,0.05,0.22,1.76,-999.0,2.35,-999.0,0.0,-0.59,-1.232,0.4841,0.2649,0.25,0.2283,-0.159,-2.3533,0.1056,0.3102,0.8245,0.0018,0.073,-0.0124,-0.0155,1.16,0.17,0.92,2.21,0.1973,-0.007,-0.0012,-0.1971,-0.312,-0.6528,1.87,-0.2248,-0.7029,0.1267,-0.8394,1.6677,Mar 08/b,4.14,0.0,False,True,4
928,CNTY,RUT,Consumer Cyclical,Resorts & Casinos,USA,87740000.0,-999.0,-999.0,-999.0,0.17,0.68,0.46,-999.0,6.23,-999.0,0.0,-0.36,-4.7366,0.2879,0.0109,0.25,0.2678,0.432,-5.9808,0.1415,0.0097,0.633,-0.0111,0.0391,-0.1565,-0.0188,2.44,2.39,7.82,7.89,0.3764,-0.042,0.0664,-0.2293,-0.3372,-0.6821,2.62,-0.2467,-0.6986,0.1378,-0.8242,6.7067,Nov 09/b,2.89,236815.0,True,True,5
3889,TCS,-999,Consumer Cyclical,Specialty Retail,USA,70710000.0,-999.0,-999.0,-999.0,0.08,0.3,4.42,4.4,0.31,-999.0,-999.0,-0.1,-1.52,0.8333,-999.0,0.153,0.0421,-0.148,-2.5386,0.3483,0.0033,0.386,-0.0158,0.0206,-0.6856,-0.3213,1.21,0.37,2.2,2.5,0.5287,-0.2564,0.1322,-0.1543,-0.2713,-0.6858,1.17,-0.2116,-0.6982,0.4421,-0.9709,0.4421,Feb 06/a,1.37,30359.0,False,True,3
1487,FCEL,RUT,Industrials,Electrical Equipment & Parts,USA,549840000.0,-999.0,-999.0,-999.0,4.46,0.81,1.53,-999.0,0.8,-999.0,-999.0,-0.08,-0.1489,0.0979,0.5065,0.15,0.1297,-0.427,0.3515,0.0033,0.0,0.4412,0.0419,0.1804,-0.1447,-0.1287,7.23,5.95,0.16,0.17,-0.0854,-0.8977,-0.0317,-0.0317,0.0991,-0.6292,3.76,-0.0919,-0.6965,0.2436,-0.9998,8.1045,Dec 19/b,1.22,0.0,False,False,5
3661,SKYX,RUT,Industrials,Electrical Equipment & Parts,USA,111530000.0,-999.0,-999.0,-999.0,3.05,6.52,5.8,-999.0,0.21,-999.0,-999.0,-999.0,-999.0,-999.0,0.3123,-999.0,-0.6742,2525.5988,-0.1369,0.4584,0.0,0.1188,2.2751,0.0844,-2.1889,-0.6956,0.9,0.72,1.73,2.14,0.2401,-0.883,-0.1295,-0.1597,-0.2924,-0.6207,2.99,-0.223,-0.6944,0.0254,-0.9244,0.0254,Nov 15/a,1.21,0.0,False,False,1
1877,HE,-999,Utilities,Utilities - Regulated Electric,USA,1360000000.0,6.82,5.58,1.62,0.37,0.61,1.99,5.1,6.21,0.1199,0.6373,0.4,0.0294,0.0524,-0.0042,0.042,0.0602,-0.0567,-0.1577,0.0038,0.0,0.6014,0.0037,0.1379,0.0941,0.0322,3.9,3.9,1.74,1.74,0.1514,0.054,-0.0587,-0.0852,-0.012,-0.6946,0.55,-0.0892,-0.6937,0.362,-0.7762,1.0147,Feb 13/a,12.34,0.0,False,True,3
2447,LU,-999,Financial,Credit Services,China,1730000000.0,12.93,4.62,-999.0,0.3,0.14,0.22,-999.0,13.89,0.0434,0.3474,-0.02,-0.7998,0.5511,0.0951,-0.0855,0.1204,-0.4266,-0.9332,0.0004,0.0,0.1667,-0.105,0.0243,0.0104,0.0072,-999.0,-999.0,0.46,0.46,0.8443,0.0235,0.1615,0.2531,-0.1194,-0.6568,0.81,0.1554,-0.6918,0.4313,-0.9626,0.4313,Nov 13/a,3.02,0.0,False,True,4
3428,RILY,RUT,Financial,Financial Conglomerates,USA,582550000.0,-999.0,-999.0,-999.0,0.4,1.41,0.14,-999.0,138.45,0.21,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3389,0.0787,-2.655,0.4595,0.0029,0.504,-0.0418,0.6852,-0.1461,-0.0278,-999.0,-999.0,5.6,5.94,0.5432,-0.0521,0.2533,-0.2141,-0.0063,-0.5117,1.55,-0.062,-0.6862,0.3174,-0.8768,120.945,Feb 29/a,19.05,819908.0,True,True,2
3780,SSP,RUT,Communication Services,Broadcasting,USA,336360000.0,-999.0,-999.0,-999.0,0.15,0.45,9.52,6.47,0.42,-999.0,0.0,-0.24,3.883,-1.25,-999.0,0.1,0.1816,-0.0957,-4.7866,0.2836,0.0,0.6838,0.0165,0.0404,-0.5767,-0.2393,1.41,1.41,2.61,2.64,0.3727,-0.4353,-0.2786,-0.5442,-0.4614,-0.6931,1.96,-0.4462,-0.6853,0.0038,-0.8563,5.1557,Feb 23/b,3.97,4891.0,False,True,3
1452,EXK,-999,Basic Materials,Other Precious Metals & Mining,Canada,289550000.0,25.0,21.35,-999.0,1.22,0.84,6.14,-999.0,0.24,-999.0,0.0,0.01,-0.7482,5.7425,-0.1578,-999.0,0.1069,0.246,-0.519,0.0051,0.0,0.2652,0.0866,0.0414,0.0339,0.0315,2.37,1.87,0.02,0.03,0.143,0.0465,-0.0333,-0.1104,-0.3498,-0.5,1.62,-0.1571,-0.6813,0.0211,-0.8893,13.5,Nov 07/b,1.45,0.0,False,True,4
2943,NYCB,-999,Financial,Banks - Regional,USA,3280000000.0,1.36,5.03,-999.0,0.4,0.32,-999.0,-999.0,-999.0,0.0441,0.2078,0.13,-0.7977,0.3783,0.3289,-0.003,0.5667,0.8,-2.1996,0.0193,0.0145,0.6973,0.002,0.0715,0.239,0.0721,0.57,-999.0,1.97,1.97,-999.0,0.2815,0.0089,-0.5651,-0.5065,-0.491,0.95,-0.4402,-0.6807,0.2611,-0.8724,3.0859,Jan 31/b,4.54,765407.0,True,True,5
