No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price
1,A,S&P 500,Healthcare,Diagnostics & Research,USA,45200000000.0,36.74,25.26,4.56,6.71,7.3,25.86,27.41,5.96,0.0061,0.2148,1.19,0.0115,0.1095,0.3393,0.0805,0.07,-0.0558,-0.0013,0.0042,-0.1135,0.9188,-0.0329,0.0161,0.2095,0.1395,2.68,2.04,0.43,0.44,0.5454,0.1835,0.0298,0.1645,0.1438,0.2071,1.11,0.0749,-0.0039,0.5933,-0.1411,20.8006,May 29/a,154.23
2,AA,-999,Basic Materials,Aluminum,USA,7400000000.0,-999,20.0,-999,0.7,1.85,5.25,-999,7.86,0.0085,-999,0.0,0.9646,26.6533,-999,0.443,-0.0277,-0.0307,-0.0848,0.012,-0.0128,0.8503,-0.0563,0.0688,-0.1548,-0.104,1.61,0.93,0.62,0.64,0.0159,-0.0633,0.1105,0.1621,0.5044,0.1219,2.43,0.1826,0.0093,0.7867,-0.5798,6.9884,Apr 17/a,41.22
3,AACI,-999,Financial,Shell Companies,USA,92480000.0,-999,-999,-999,-999,13.36,840.74,-999,0.01,-999,-999,-999,-999,-999,-999,-999,0.0,-999,-19.875,0.6871,0.0,0.1494,0.2018,0.0061,-0.0914,-0.2685,0.01,0.01,0.0,0.48,-999,-999,0.0044,0.026,0.0523,0.1541,-0.03,0.0137,-0.0854,0.1236,-0.0854,0.3388,-999,11.46
4,AACT,-999,Financial,Shell Companies,USA,663750000.0,39.25,-999,-999,-999,1.3,404.73,-999,0.03,-999,0.0,-999,-999,-999,-999,-999,0.0,-999,-999,0.212,0.0,0.6947,-999,0.0001,-999,0.0329,4.89,4.89,0.01,0.01,-999,-999,0.0,-0.0009,0.009,-999,-999,0.0027,-0.0126,0.052,-0.0126,0.052,-999,10.62
5,AADI,RUT,Healthcare,Biotechnology,USA,46890000.0,-999,-999,-999,1.97,0.52,0.53,-999,3.6,-999,-999,-0.69,-0.041,-0.1244,0.1187,-999,2.2526,-0.0876,-0.196,0.2923,-0.0334,0.4302,0.1361,0.065,-0.5822,-0.7547,5.16,4.86,0.01,0.08,0.877,-2.8872,0.073,0.0611,0.0053,-0.7382,0.66,-0.0538,-0.7779,0.2323,-0.9811,0.2323,May 08/b,1.91
6,AAL,S&P 500,Industrials,Airlines,USA,9660000000.0,24.69,4.58,0.51,0.18,-999,1.05,-999,14.01,-999,0.0,1.27,-0.0629,0.296,-0.1773,0.4795,0.1693,0.0313,-32.2961,0.0138,-0.002,0.5887,0.0145,0.0814,-999,0.0171,0.58,0.48,-999,-999,0.216,0.0094,0.0229,0.0506,0.0061,-0.0121,1.55,0.0345,-0.228,0.3564,-0.7507,0.7855,Apr 25/b,14.73
7,AAMC,-999,Financial,Mortgage Finance,USA,7010000.0,0.07,-999,-999,-999,2.16,0.63,0.86,4.39,-999,-999,-999,-999,-999,-0.2242,-999,1.4379,-0.8739,51.5368,0.7867,0.0,0.0195,-0.753,0.0288,-1.227,26.2303,-999,-999,0.17,3.71,0.824,-7.4778,-0.0317,-0.11,-0.375,-0.9455,-999,-0.1729,-0.9548,0.0537,-0.9961,0.0537,-999,2.75
8,AAME,-999,Financial,Insurance - Life,USA,34880000.0,-999,-999,-999,0.19,0.34,-999,3.94,-999,0.0234,-999,-999,-999,-999,0.125,-999,0.0022,0.0157,-0.358,0.8106,0.0,0.0474,0.013,0.0124,-0.007,-0.0079,0.62,-999,0.38,0.39,-999,-0.006,-0.0394,-0.1276,-0.316,-0.2227,0.42,-0.2424,-0.43,0.1477,-0.8929,3.7071,-999,1.71
9,AAN,RUT,Industrials,Rental & Leasing Services,USA,232480000.0,-999,10.95,-999,0.11,0.35,5.66,40.29,1.34,0.0659,5.5066,0.04,-0.8286,3.9951,-0.4278,-999,0.0401,-0.0773,-2.133,0.0406,-0.0076,0.8709,-0.0738,0.0167,-0.0352,-0.0177,-999,-999,1.04,1.05,0.5185,-0.0115,0.0188,0.0383,-0.2778,-0.4028,1.33,0.0492,-0.5303,0.1462,-0.7975,0.1462,May 06/a,7.59
10,AAOI,-999,Technology,Communication Equipment,USA,456220000.0,-999,14.97,-999,2.22,2.32,26.2,-999,0.45,-999,-999,-0.29,0.0179,2.899,-0.7426,0.13,-0.0251,-0.233,-0.0704,0.0772,0.0027,0.7603,-0.0247,0.2458,-0.3416,-0.2277,1.79,1.06,0.41,0.6,0.2757,-0.3065,0.1473,0.0056,-0.4506,5.7385,2.03,-0.0464,-0.5263,5.8971,-0.8866,6.9223,May 09/a,11.73
11,AAON,RUT,Industrials,Building Products & Equipment,USA,6160000000.0,34.8,27.08,2.9,5.29,7.84,216.99,45.4,0.35,0.0042,0.1501,0.51,-0.0009,0.258,0.3182,0.12,0.2388,-0.0145,0.0448,0.1759,-0.0295,0.7052,-0.002,0.044,0.258,0.2205,3.13,1.57,0.04,0.04,0.3427,0.1544,-0.0312,-0.1215,-0.1117,0.2278,0.79,-0.1172,-0.2228,0.4334,-0.2228,2813.666,May 02/a,74.88
12,AAP,-999,Consumer Cyclical,Specialty Retail,USA,4440000000.0,100.69,16.89,1.59,0.39,1.76,8.83,98.84,8.45,0.0134,4.5108,0.71,6.6808,0.1496,-0.3863,0.633,0.0337,-0.0036,-1.3299,0.0102,0.0166,1.0504,-0.0334,0.0804,0.017,0.0068,1.2,0.29,1.59,1.76,0.4036,0.0039,-0.0064,-0.0343,0.156,-0.3894,1.23,-0.0433,-0.3926,0.5619,-0.6952,5.0462,May 29/b,74.55
13,AAPL,"DJIA, NDX, S&P 500",Technology,Consumer Electronics,USA,2911490000000.0,29.53,26.38,2.68,7.63,39.25,43.36,28.57,4.38,0.0052,0.1532,1.33,0.0747,0.0924,0.1555,0.11,0.0834,-0.0431,0.0025,0.0009,-0.0451,0.6206,-0.0048,0.0062,1.4725,0.6047,1.04,0.99,1.24,1.41,0.4559,0.2631,0.0373,0.1367,0.0415,0.0995,1.25,0.0931,-0.0488,0.1572,-0.0488,3865.4474,May 02/a,189.87
14,AAT,RUT,Real Estate,REIT - Diversified,USA,1400000000.0,25.83,31.44,-999,3.15,1.17,14.18,11.44,1.62,0.0641,1.5763,0.14,-0.1667,0.0429,0.1484,-999,0.0614,0.0273,0.1901,0.243,0.0,0.7675,-0.018,0.0204,0.0449,0.0183,-999,-999,1.44,1.44,0.3566,0.1205,0.0456,0.1162,0.0537,0.2253,1.31,0.0737,-0.0406,0.3382,-0.5341,0.4307,Apr 30/a,22.95
15,AB,-999,Financial,Asset Management,USA,3900000000.0,13.99,10.03,-999,-999,1.87,-999,12.84,0.0,0.0883,1.1201,0.68,0.09,0.1508,-0.0129,-0.0388,0.0,-999,0.1335,0.0325,0.0,0.1648,0.0263,0.0119,0.1331,0.1325,-999,-999,0.0,0.0,-999,-999,0.039,0.0425,0.038,-0.0012,1.26,0.0069,-0.0555,0.3105,-0.6435,13.0675,Apr 25/a,33.85
16,ABAT,-999,Basic Materials,Other Industrial Metals & Mining,USA,88490000.0,-999,-999,-999,-999,1.19,14.6,-999,0.1,-999,-999,-0.12,-999,-999,-0.4601,-999,0.0,-999,-0.4899,0.0325,0.0,0.0887,0.0085,0.0854,-0.5422,-0.4798,0.61,0.57,0.0,0.15,-999,-999,0.1185,0.1103,-0.2488,-0.864,1.83,-0.0743,-0.8929,0.2479,-0.9795,3.1291,-999,1.51
17,ABBV,S&P 500,Healthcare,Drug Manufacturers - General,USA,293880000000.0,49.55,13.82,8.13,5.4,36.7,16.26,13.45,10.23,0.0375,2.2033,3.05,0.0117,0.0711,-0.0577,0.0609,0.1176,0.007,4.9696,0.0011,-0.1921,0.7274,0.001,0.0082,0.5592,0.0829,0.94,0.83,7.97,9.24,0.6899,0.1094,0.0353,0.0107,-0.0624,0.1609,0.58,-0.0216,-0.0901,0.2708,-0.0901,4.119,Apr 26/b,166.42
18,ABCB,RUT,Financial,Banks - Regional,USA,3490000000.0,12.3,10.32,1.54,2.35,1.0,-999,8.22,-999,0.0121,0.1541,1.14,0.145,0.0674,0.0683,0.08,0.2554,0.0773,0.2354,0.056,-0.0019,0.9239,0.0045,0.0149,0.084,0.0715,0.19,-999,0.14,0.22,-999,0.1905,0.012,0.1264,0.0639,0.5815,1.07,0.0637,-0.0656,0.6981,-0.1571,14.0345,Apr 25/a,50.45
19,ABCL,-999,Healthcare,Biotechnology,Canada,1070000000.0,-999,-999,-999,29.91,0.95,1.48,-999,2.46,-999,-999,-0.12,0.0632,-0.0849,-999,0.1,3.8752,-0.1836,0.005,0.2994,0.0,0.3859,0.111,0.1131,-0.1256,-0.1226,7.76,7.75,0.06,0.07,0.1466,-4.1047,-0.0496,-0.0691,-0.3184,-0.3767,0.43,-0.1441,-0.5478,0.0055,-0.9494,0.0055,May 07/a,3.64
20,ABEO,-999,Healthcare,Biotechnology,USA,181240000.0,-999,-999,-999,51.78,-999,2.89,-999,1.52,-999,-999,-0.35,0.3429,0.1955,0.3892,-999,-0.1507,-999,-1.1459,0.054,0.0205,0.4981,0.1503,0.0859,-15.5511,-5.7882,5.61,5.61,-999,-999,0.1331,-21.9026,0.0476,-0.4157,-0.3723,0.4865,1.53,-0.3104,-0.5117,0.5548,-1.0,1.0091,May 15/b,4.4
21,ABEV,-999,Consumer Defensive,Beverages - Brewers,Brazil,38110000000.0,13.04,12.33,1.98,2.37,2.2,13.7,9.48,0.18,0.0601,0.6959,0.03,-0.0332,0.085,-0.0073,0.066,0.0377,0.0355,0.0512,0.0,-999,0.0849,0.0217,0.0004,0.1726,0.1658,0.99,0.69,0.03,0.04,0.4699,0.1825,0.0431,0.0614,-0.051,-0.123,1.11,0.0046,-0.2099,0.0852,-0.6796,13.7653,May 08/b,2.42
22,ABG,RUT,Consumer Cyclical,Auto & Truck Dealerships,USA,4860000000.0,8.79,7.92,-999,0.32,1.45,135.48,-999,1.78,-999,0.0,7.79,-0.0946,0.0308,0.2823,-0.024,0.1891,0.1728,-0.1374,0.0054,-0.1064,1.0879,0.0143,0.0998,0.1777,0.0852,1.06,0.38,0.99,1.53,0.1777,0.0368,0.0725,0.1401,0.1118,0.1724,1.2,0.094,-0.0595,0.3517,-0.0595,149.7063,Apr 25/b,241.13
23,ABIO,-999,Healthcare,Biotechnology,USA,48320000.0,-999,-999,-999,-999,1.37,1.35,-999,2.47,-999,-999,-999,-999,-999,0.4859,-999,0.0,-999,-0.4829,0.0649,0.0,0.7958,0.1133,0.3026,-0.1587,-0.1709,23.19,23.19,0.0,0.0,-999,-999,-0.0403,0.0246,0.994,0.5782,0.98,0.2071,-0.1675,1.1346,-1.0,1.1346,Apr 25/a,3.33
24,ABL,-999,Financial,Insurance - Life,USA,735200000.0,409.25,-999,-999,9.46,4.39,11.24,-999,1.02,-999,0.0,-999,-999,-999,-999,-999,0.0,1.2912,-1.1333,0.9713,0.0002,0.0087,-0.2465,0.1668,-999,0.0002,-999,-999,1.04,1.14,0.8222,0.0011,-0.0401,-0.0287,-0.065,0.1176,0.17,-0.0347,-0.1321,1.1024,-0.1321,1.1024,May 13/b,11.5
25,ABLV,-999,Communication Services,Advertising Agencies,China,75690000.0,13.81,-999,-999,-999,0.23,7568.55,-999,0.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,40.125,0.8735,0.0,0.0015,0.2722,0.007,0.0339,0.0169,0.74,0.74,0.0,0.0,-999,-999,0.1585,0.0725,-0.2941,-0.8223,3.35,-0.1372,-0.8638,0.5289,-0.8638,0.5289,-999,1.81
26,ABM,RUT,Industrials,Specialty Business Services,USA,2980000000.0,12.04,13.0,3.3,0.36,1.64,51.4,11.39,0.92,0.0195,0.2322,0.79,-0.0278,0.0652,0.2081,0.0365,0.0522,0.0393,0.2136,0.0166,-0.0581,0.9324,-0.0324,0.0362,0.1447,0.0801,1.48,1.48,0.76,0.8,0.121,0.0315,0.0259,0.0753,0.1607,0.0563,1.16,0.0679,-0.1122,0.2523,-0.151,26.0754,Mar 07/b,47.1
27,ABNB,"NDX, S&P 500",Consumer Cyclical,Travel Services,USA,92470000000.0,19.51,28.58,1.05,9.03,11.73,8.31,21.88,17.53,-999,0.0,0.9,-0.3772,0.1301,-999,0.186,0.275,0.1782,1.3207,0.3232,-0.0165,0.5306,-0.0119,0.0358,0.7491,0.4878,1.44,1.44,0.28,0.29,0.7125,0.4823,-0.0045,-0.0902,-0.0449,0.3446,1.19,-0.0899,-0.1437,0.4041,-0.3377,0.7783,May 08/a,145.66
28,ABOS,-999,Healthcare,Biotechnology,USA,219290000.0,-999,-999,-999,-999,0.84,0.87,-999,4.2,-999,-999,-0.28,-0.0739,-0.2202,-0.5403,0.2289,-0.2884,-999,0.0976,0.2614,-0.0022,0.6385,0.042,0.0209,-0.2536,-0.1912,30.2,30.2,0.12,0.12,-999,-999,0.0863,0.1551,0.1128,-0.3303,0.26,-0.02,-0.6773,1.0165,-0.8647,1.0165,May 14/b,3.65
29,ABR,RUT,Real Estate,REIT - Mortgage,USA,2620000000.0,8.65,8.4,1.08,1.63,1.07,1.8,4.7,7.72,0.1238,0.9574,0.4,-0.2733,0.0116,0.0318,0.08,0.268,-0.0334,-0.3273,0.0944,0.0057,0.6164,0.0003,0.4249,0.1127,0.0225,-999,-999,3.36,3.7,0.9901,0.1893,0.0603,0.113,-0.0071,0.1821,1.96,0.0701,-0.1704,0.2347,-0.5388,27.3696,May 03/b,13.89
30,ABSI,-999,Healthcare,Biotechnology,USA,521860000.0,-999,-999,-999,97.54,2.17,2.93,-999,1.57,-999,-999,-0.19,0.3194,0.1388,-0.4678,0.233,0.3794,-0.2924,0.134,0.211,0.0094,0.5241,0.0316,0.0905,-0.442,-0.4382,7.19,7.19,0.04,0.06,-1.6016,-20.42,-0.0601,-0.0714,-0.1341,2.8299,2.34,-0.0997,-0.3132,3.1535,-0.8536,3.1535,May 14/b,4.61
31,ABT,S&P 500,Healthcare,Medical Devices,USA,181080000000.0,32.42,20.24,4.0,4.49,4.67,27.23,36.78,3.82,0.0204,0.6381,1.11,0.0429,0.1107,0.1965,0.081,0.061,0.0223,-0.0732,0.0073,-0.0084,0.7716,0.0027,0.0084,0.148,0.1092,1.6,1.11,0.32,0.38,0.5024,0.1391,-0.0062,-0.0112,-0.087,-0.0435,0.74,-0.0546,-0.1443,0.1608,-0.2701,133.2426,Apr 17/b,104.09
32,ABUS,RUT,Healthcare,Biotechnology,USA,562390000.0,-999,-999,-999,43.29,4.68,4.35,-999,0.68,-999,-999,-0.1,0.1136,-0.0051,0.1841,-999,0.5533,-0.7709,-0.0069,0.2335,-0.0008,0.44,0.0432,0.0401,-0.5754,-0.6086,6.69,6.69,0.07,0.07,0.8903,-5.7281,0.0347,0.0916,0.0276,0.1825,1.93,0.0816,-0.0942,0.7633,-0.9053,2.628,May 02/b,2.98
33,ABVC,-999,Healthcare,Biotechnology,USA,11300000.0,-999,-999,-999,75.33,0.96,14.12,-999,0.08,-999,-999,-999,-999,-999,0.1278,-999,20.0375,-0.9963,0.7375,0.1784,0.0,0.0241,-0.812,0.0735,-1.5822,-1.1372,0.28,0.28,0.05,0.28,-1.1228,-68.9868,0.0094,0.019,-0.1575,-0.861,0.76,-0.0943,-0.8679,0.5878,-1.0,0.5878,Nov 15/b,1.07
34,ABVX,-999,Healthcare,Biotechnology,France,858230000.0,-999,-999,-999,-999,3.96,2.98,-999,4.58,-999,-999,-0.79,0.2171,-0.0246,-0.1512,-999,0.0,-999,-0.172,0.1311,0.0,0.4277,-999,0.0012,-1.462,-0.6004,4.08,4.08,0.23,0.28,-999,-999,-0.0319,-0.0973,0.1291,-999,-999,-0.0679,-0.1986,0.7061,-0.1986,0.7061,Apr 02/b,13.64
35,AC,-999,Financial,Asset Management,USA,732650000.0,22.02,-999,-999,13.94,0.8,2.29,-999,14.95,0.0058,0.1163,-999,-999,-999,-999,-999,0.8947,-0.138,-0.2046,0.8874,-0.0,0.0781,-0.001,0.0044,0.0368,0.0366,-999,-999,0.0,0.0,0.8702,0.6379,0.0395,0.052,0.0348,-0.0831,0.88,0.0437,-0.1561,0.0996,-0.4742,0.5646,-999,34.22
36,ACA,RUT,Industrials,Engineering & Construction,USA,4210000000.0,29.7,20.49,7.24,1.78,1.77,23.83,41.76,3.63,0.0023,0.0614,0.82,0.1189,0.1693,0.1604,0.041,0.0972,0.0899,-0.2969,0.0166,-0.0249,0.9018,-0.0105,0.0085,0.0616,0.0474,2.28,1.36,0.26,0.27,0.1895,0.0603,-0.0197,0.1424,0.0441,0.2392,0.77,0.0498,-0.0321,0.3967,-0.0321,3.1224,May 02/a,86.57
37,ACAB,-999,Financial,Shell Companies,USA,93300000.0,114.43,-999,-999,-999,-999,3.11,-999,3.67,-999,0.0,-999,-999,-999,-999,-999,0.0,-999,-1.0231,0.955,0.0,0.0845,0.1689,0.0001,0.0195,-999,0.85,0.85,-999,-999,-999,-999,0.0604,0.0623,0.0774,0.1409,-0.01,0.0625,-0.0281,0.1066,-0.0281,0.1665,-999,11.42
38,ACAC,-999,Financial,Shell Companies,USA,44540000.0,98.42,-999,-999,-999,1.89,494.93,-999,0.02,-999,0.0,-999,-999,-999,-999,-999,0.0,-999,-0.5476,0.5743,0.0,0.9941,-999,0.0005,0.0186,0.0195,0.06,0.06,0.0,0.06,-999,-999,-0.0036,-0.0009,0.0247,-999,0.04,0.0034,-0.0235,0.1356,-0.0235,0.1356,-999,11.22
39,ACAD,RUT,Healthcare,Biotechnology,USA,2440000000.0,-999,13.26,-999,3.0,5.26,5.19,38.39,2.85,-999,-999,0.19,2.7376,0.7352,0.2803,-999,0.2773,0.7375,1.375,0.0068,-0.0879,0.9781,0.0091,0.0733,-0.0041,-0.0033,2.04,1.86,0.11,0.13,0.9227,-0.0021,-0.0302,-0.1336,-0.411,-0.3479,0.4,-0.1662,-0.5649,0.0048,-0.7481,21.7538,May 08/a,14.79
40,ACB,-999,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,116090000.0,0.81,-999,-999,0.57,0.9,0.73,-999,10.09,-999,-999,-0.13,0.7533,0.7886,-999,-999,0.6452,0.041,0.7429,0.015,0.0,0.4412,-999,0.3402,0.786,0.682,3.79,2.45,0.15,0.2,0.026,1.5092,0.1424,0.1293,0.8779,0.22,1.92,0.2918,-0.3583,1.5986,-0.9951,637.3184,Feb 08/b,7.38
41,ACBA,-999,Financial,Shell Companies,Hong Kong,41710000.0,-999,-999,-999,-999,2.54,595.84,-999,0.02,-999,-999,-999,-999,-999,-999,-999,0.0,-999,-1.185,0.4675,0.0,0.3684,-0.0489,0.0021,-0.0367,-0.0138,0.01,0.01,0.0,0.16,-999,-999,-0.0057,-0.0033,0.042,0.1659,0.03,0.0158,-0.0058,0.1034,-0.0058,0.2536,-999,12.16
42,ACCD,RUT,Healthcare,Health Information Services,USA,586130000.0,-999,-999,-999,1.41,1.31,2.47,-999,3.02,-999,-999,-0.48,0.072,0.125,-0.0285,-0.009,0.3631,0.2606,0.7703,0.1308,-0.0137,0.7659,0.015,0.0548,-0.2171,-0.1468,2.6,2.6,0.53,0.54,0.3538,-0.2409,0.0374,-0.1843,-0.3948,-0.3074,2.11,-0.1498,-0.513,0.1817,-0.8854,0.6226,Apr 25/a,7.48
43,ACCO,RUT,Industrials,Business Equipment & Supplies,USA,492550000.0,-999,4.16,-999,0.28,0.69,3.95,2.97,1.3,0.0583,-999,0.31,-0.0275,0.1667,-999,0.1,-0.004,-0.1085,-0.6872,0.039,-0.004,0.834,-0.047,0.0263,-0.0311,-0.0141,1.69,0.95,1.29,1.39,0.3043,-0.0136,0.0019,0.0597,-0.2077,-0.0246,1.61,-0.0056,-0.2221,0.1099,-0.8198,6.9231,May 02/a,5.15
44,ACDC,RUT,Energy,Oil & Gas Equipment & Services,USA,1440000000.0,-999,6.15,-999,0.61,1.18,50.92,9.34,0.18,-999,-999,0.17,3.786,1.1909,-999,-0.122,0.7646,-0.3172,-0.9905,0.8855,0.0,0.1087,0.0177,0.2926,-0.1773,-0.0598,1.07,0.71,0.77,0.89,0.1615,-0.0571,0.1348,0.1362,0.1871,-0.1749,0.87,0.1165,-0.3708,0.3947,-0.6663,0.3947,May 09/b,9.01
45,ACEL,RUT,Consumer Cyclical,Gambling,USA,845880000.0,19.93,12.0,-999,0.72,4.19,3.33,19.96,3.03,-999,0.0,0.21,-0.12,0.001,0.2478,-0.042,0.3757,0.0294,-0.1755,0.3361,-0.0271,0.505,-0.0283,0.0249,0.228,0.061,2.83,2.76,2.55,2.7,0.2509,0.0372,0.009,-0.103,-0.0298,0.0825,1.44,-0.1041,-0.1618,0.131,-0.3316,0.9349,May 08/a,10.1
46,ACET,RUT,Healthcare,Biotechnology,USA,131470000.0,-999,-999,-999,-999,0.51,0.53,-999,3.01,-999,-999,-0.38,0.483,0.0174,0.1975,0.291,3.421,-999,0.5072,0.1749,0.7696,0.7543,0.0702,0.1132,-0.5325,-0.5074,14.34,14.34,0.06,0.08,-999,-999,0.0884,-0.2099,-0.4558,-0.7601,1.97,-0.1956,-0.7676,0.4545,-0.9892,0.4545,May 14/a,1.6
47,ACGL,S&P 500,Financial,Insurance - Diversified,Bermuda,37920000000.0,7.98,11.52,0.4,2.69,2.05,-999,6.02,-999,-999,0.0,2.19,0.003,0.0345,0.464,0.197,0.205,0.2314,0.5624,0.0321,-0.0168,0.8906,-0.0011,0.0115,0.2908,0.2177,0.58,-999,0.14,0.14,-999,0.3415,0.0094,0.105,0.1728,0.3827,0.59,0.0857,0.0013,0.4626,0.0013,81.6283,Apr 29/a,100.99
48,ACHC,-999,Healthcare,Medical Care Facilities,USA,6160000000.0,-999,16.78,-999,2.06,2.12,79.63,-999,0.83,-999,-999,0.91,0.0209,0.1258,0.3475,0.1026,0.0129,0.0906,0.1494,0.029,-0.0174,1.0088,-0.0805,0.0356,-0.004,-0.0024,1.27,1.25,0.66,0.69,0.2352,-0.0038,-0.076,-0.0559,-0.1995,-0.0756,1.31,-0.104,-0.244,0.0249,-0.2615,11.2192,May 01/a,66.35
49,ACHR,RUT,Industrials,Aerospace & Defense,USA,1200000000.0,-999,-999,-999,-999,3.12,2.9,-999,1.27,-999,-999,-0.36,0.1957,0.228,-999,-0.1284,0.0,-999,0.2046,0.3559,0.0759,0.3636,-0.0429,0.2654,-1.1689,-1.1259,6.01,6.01,0.08,0.09,-999,-999,0.0137,-0.0212,-0.2939,0.2628,2.39,-0.1339,-0.506,0.4286,-0.8011,1.284,May 09/a,3.7
50,ACHV,-999,Healthcare,Biotechnology,Canada,171700000.0,-999,-999,-999,-999,3.46,2.59,-999,1.93,-999,-999,-0.24,0.2771,0.1177,0.5391,0.15,0.0,-999,0.4833,0.1537,0.0038,0.4892,0.0144,0.0252,-1.0949,-0.5523,3.29,3.29,0.0,0.35,-999,-999,0.0846,0.0941,0.1574,-0.3464,1.34,0.0963,-0.4026,0.6502,-1.0,1.5,May 09/a,5.0
51,ACI,-999,Consumer Defensive,Grocery Stores,USA,11910000000.0,9.25,8.03,1.16,0.15,4.32,54.99,18.95,0.37,0.0222,0.2154,0.69,-0.1329,0.0277,0.5211,0.08,0.0559,0.0041,-0.1647,0.4212,-0.0005,0.5078,0.0327,0.0407,0.5947,0.0808,0.84,0.18,4.83,5.18,0.2579,0.0163,-0.0058,0.0078,-0.0445,0.0213,0.51,-0.0054,-0.1365,0.0391,-0.2772,1.127,Apr 22/b,20.62
52,ACIC,RUT,Financial,Insurance - Property & Casualty,USA,629440000.0,9.14,7.52,0.46,2.34,3.08,-999,6.8,-999,-999,0.0,0.3,-0.2574,0.1667,3.0021,0.2,-0.1195,-0.2964,-0.9195,0.519,0.0003,0.2076,-0.1836,0.0386,0.5248,0.1877,6.15,-999,0.73,0.73,-999,0.2458,0.0805,0.274,-0.0023,1.4877,-0.21,0.217,-0.0765,2.4257,-0.5371,44.0531,May 09/a,13.16
53,ACIU,-999,Healthcare,Biotechnology,Switzerland,315460000.0,-999,48.54,-999,18.91,1.86,2.71,-999,1.17,-999,-999,0.11,0.2821,1.1287,0.0328,-999,3.0531,-999,0.0919,0.4187,0.0,0.2975,0.0098,0.0088,-0.3758,-0.3768,7.78,7.78,0.02,0.02,-999,-3.695,0.3766,0.3361,0.0392,0.5215,1.19,0.1157,-0.3813,0.6737,-0.8408,0.8929,May 13/b,3.18
54,ACIW,RUT,Technology,Software - Infrastructure,USA,3950000000.0,28.05,20.85,2.34,2.67,3.17,21.56,16.35,1.74,-999,0.0,0.07,0.3248,0.2123,0.1376,0.12,0.0785,0.0909,0.7569,0.0159,-0.0305,1.0046,0.0078,0.0256,0.1205,0.0645,1.37,1.37,0.8,0.85,0.4251,0.0988,0.0437,0.1901,0.2167,0.5369,1.2,0.1289,0.0008,0.9172,-0.1325,25.4085,Apr 30/b,37.5
55,ACLS,RUT,Technology,Semiconductor Equipment & Materials,USA,3680000000.0,14.97,13.99,0.75,3.26,4.09,6.95,25.49,16.3,-999,0.0,1.3,-0.1477,0.2785,0.4064,0.2,0.2345,-0.0065,0.0938,0.0151,0.0011,0.943,0.0198,0.0635,0.312,0.2579,4.0,2.87,0.08,0.08,0.4458,0.2216,-0.0049,0.1525,-0.0304,-0.1776,1.54,0.0499,-0.4367,0.2075,-0.4367,165.5147,May 01/a,113.23
56,ACLX,RUT,Healthcare,Biotechnology,USA,2870000000.0,-999,-999,-999,21.79,5.75,5.0,-999,10.73,-999,-999,-0.54,-0.1504,-0.2003,-0.2989,-999,0.0,1.1916,0.7667,0.2519,-0.0901,0.7572,0.1529,0.0967,-0.1263,-0.0929,5.46,5.46,0.1,0.18,0.9795,-0.3839,0.078,-0.0161,-0.1266,0.3002,0.23,-0.1074,-0.286,0.7443,-0.286,7.8848,May 09/a,53.62
57,ACM,-999,Industrials,Engineering & Construction,USA,12200000000.0,-999,17.86,-999,0.79,5.54,10.29,17.72,8.71,0.0039,1.8232,1.14,0.2059,0.1214,-0.1403,0.1485,-0.0532,0.13,-0.9864,0.0048,-0.1027,0.8667,-0.0086,0.0089,0.0486,-0.0029,1.06,1.06,1.19,1.29,0.0656,-0.0009,-0.0369,-0.0388,0.0048,0.1222,1.21,-0.0474,-0.0922,0.2046,-0.0922,5.2107,May 06/a,89.62
58,ACMR,RUT,Technology,Semiconductor Equipment & Materials,USA,1480000000.0,18.13,12.85,0.42,2.32,1.85,5.29,-999,4.5,0.0074,0.0,0.34,-0.0508,0.1967,0.5693,0.4274,0.4974,1.0495,1.3479,0.2455,-0.0314,0.5432,-0.0283,0.0811,0.1178,0.1027,2.31,1.22,0.07,0.15,0.4961,0.1379,0.0292,-0.1315,0.2155,1.3896,1.46,-0.148,-0.3081,1.5939,-0.5069,14.0516,May 08/b,23.8
59,ACN,S&P 500,Technology,Information Technology Services,Ireland,190880000000.0,27.52,23.24,3.63,2.96,7.04,37.24,21.7,8.15,0.0168,0.4159,3.17,0.0384,0.078,0.1118,0.0758,0.0959,-0.0009,0.1008,0.0024,-0.0512,0.7902,0.0115,0.011,0.2764,0.2384,1.26,1.26,0.09,0.12,0.3259,0.1089,-0.0089,-0.0393,-0.1783,0.0666,1.22,-0.0824,-0.2166,0.0834,-0.2726,25.8664,Mar 21/b,303.59
