No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,Fundamental Score
3693,SMRT,RUT,Technology,Software - Application,USA,581040000.0,-999.0,343.34,-999.0,2.68,1.69,2.75,-999.0,1.04,-999.0,-999.0,-0.01,0.6531,1.049,-999.0,-999.0,0.8114,0.2232,0.7101,0.1812,0.0022,0.5817,-0.1509,0.077,-0.1453,-0.1535,2.68,2.3,0.0,0.0,0.1675,-0.2426,-0.053,-0.0467,-0.0978,-0.0338,2.05,-0.0734,-0.3058,0.3271,-0.8111,0.4089,Mar 05/b,2.86,238435.0,True,False,4
3578,SCWX,-999,Technology,Software - Infrastructure,USA,592470000.0,-999.0,392.57,-999.0,1.51,1.17,10.2,-999.0,0.67,-999.0,-999.0,-0.04,0.4062,1.0526,-0.599,-999.0,-0.0249,-0.1945,0.4976,0.8879,0.0003,0.1131,-0.005,0.0099,-0.2174,-0.2325,0.64,0.64,0.02,0.02,0.5525,-0.3004,-0.02,-0.0283,0.1566,-0.1622,1.0,0.0166,-0.3171,0.2722,-0.7445,0.3011,Dec 07/b,6.87,168075.0,True,False,2
413,AYX,-999,Technology,Software - Application,USA,3460000000.0,-999.0,27.79,-999.0,3.57,18.2,4.77,691.77,10.03,-999.0,-999.0,-0.06,-0.1557,0.3332,-999.0,0.01,0.329,0.1658,3.276,0.153,0.0071,0.801,-0.0176,0.0626,-0.9846,-0.1664,1.45,1.45,4.66,6.87,0.8644,-0.1846,0.0027,0.0095,0.2735,-0.3116,0.49,0.0213,-0.3193,0.7142,-0.7423,2.2758,Feb 06/a,47.86,3696850.0,True,False,3
1891,HHS,-999,Industrials,Conglomerates,USA,56530000.0,2.57,11.11,-999.0,0.29,2.76,3.96,3.93,1.98,-999.0,0.0,0.12,-0.9642,3.1471,-999.0,-999.0,-0.0656,-0.1256,-0.897,0.2952,0.0214,0.3786,0.1782,0.0033,2.7558,0.6759,1.61,1.61,0.66,0.93,0.1514,0.117,-0.0025,0.0316,0.1099,-0.3203,0.5,0.0644,-0.3359,0.566,-0.9751,6.1182,Nov 09/a,7.83,398089.0,True,True,4
680,BYON,RUT,Consumer Cyclical,Internet Retail,USA,1170000000.0,-999.0,-999.0,-999.0,0.74,2.27,3.6,-999.0,7.18,-999.0,-999.0,-0.75,-3.9108,-0.1706,0.2858,-999.0,0.0788,-0.1889,-0.7224,0.019,0.2819,0.77,-0.1173,0.1166,-0.2743,-0.2963,1.79,1.74,0.07,0.08,0.2059,-0.1034,0.0478,0.1017,0.5096,0.1193,3.69,0.0586,-0.3408,0.8884,-0.7985,9.2332,Feb 20/a,25.89,2970954.0,True,True,5
1305,EHTH,RUT,Financial,Insurance Brokers,USA,196530000.0,-999.0,-999.0,-999.0,0.49,0.35,1.22,31.05,5.66,-999.0,-999.0,1.83,0.679,0.5551,-999.0,-999.0,0.2104,0.2125,0.0222,0.1579,0.0034,0.6795,-0.1331,0.0345,-0.0688,-0.1011,-999.0,-999.0,0.11,0.12,0.945,-0.2382,0.0014,0.1846,-0.1172,-0.3132,0.42,-0.0819,-0.3444,0.4407,-0.9545,1.5955,Feb 27/b,6.93,105705.0,True,True,4
1049,CTV,-999,Communication Services,Advertising Agencies,USA,212250000.0,-999.0,-999.0,-999.0,1.57,1.1,4.45,40.2,0.34,-999.0,-999.0,-0.01,-0.5238,0.9687,-999.0,-999.0,0.3601,0.0512,0.7798,0.3675,0.0028,0.2593,0.0711,0.0107,-0.1693,-0.1576,4.37,4.37,0.11,0.11,0.6657,-0.2496,-0.0258,0.1185,0.2479,-0.2844,3.16,0.0167,-0.3463,1.0133,-0.8542,1.0133,Feb 27/b,1.51,141850.0,True,False,4
1882,HFFG,RUT,Consumer Defensive,Food Distribution,USA,207940000.0,-999.0,-999.0,-999.0,0.18,0.72,14.54,5.01,0.26,-999.0,0.0,-999.0,-999.0,-999.0,-0.5542,-999.0,0.4172,-0.064,1.4819,0.2849,0.0092,0.176,-0.0224,0.0094,-0.0282,-0.0196,1.22,0.5,0.45,0.68,0.152,-0.0071,-0.167,-0.2529,-0.176,-0.1253,1.81,-0.2499,-0.3503,0.1229,-0.8903,0.1229,Nov 09/a,3.84,443971.0,True,True,4
1957,HRTG,-999,Financial,Insurance - Property & Casualty,USA,190040000.0,5.99,4.8,-999.0,0.26,1.12,-999.0,-999.0,-999.0,-999.0,-999.0,0.46,1.4122,0.3255,-1.6874,-999.0,0.0847,0.1257,0.848,0.2524,0.0091,0.4771,-0.1262,0.0181,0.1997,0.096,0.87,-999.0,0.85,1.0,-999.0,0.0372,0.0878,0.0032,-0.1607,1.8727,0.82,-0.0326,-0.3544,1.9394,-0.7683,4.6429,Mar 11/a,6.32,499986.0,True,True,2
2966,OFIX,RUT,Healthcare,Medical Devices,USA,506920000.0,-999.0,-999.0,-999.0,0.76,0.82,15.06,-999.0,0.92,-999.0,-999.0,0.06,-1.5964,0.4312,-999.0,0.094,0.0084,0.6141,-0.4524,0.0397,0.0052,0.9792,-0.0056,0.0769,-0.2872,-0.1889,2.58,1.13,0.17,0.18,0.6337,-0.2039,-0.0437,0.0408,0.2864,-0.3595,1.05,0.0252,-0.366,0.4402,-0.8148,1.4516,Nov 08/a,13.79,101025.0,True,True,5
93,AES,S&P 500,Utilities,Utilities - Diversified,USA,11910000000.0,-999.0,8.84,-999.0,0.93,5.79,4.46,-999.0,3.76,0.0406,-999.0,0.67,0.0288,0.1044,0.0038,0.075,0.0456,-0.0532,-0.4521,0.0063,0.0089,0.9317,0.0033,0.0318,-0.1271,-0.0201,0.83,0.74,5.62,6.52,0.2015,-0.0439,0.0188,-0.0351,-0.0141,-0.3717,1.08,-0.063,-0.3691,0.4672,-0.7697,17.2283,Feb 26/a,16.77,178286.0,True,True,3
1681,GCI,RUT,Communication Services,Publishing,USA,334980000.0,16.56,129.46,-999.0,0.12,1.03,3.05,7.96,0.74,-999.0,-999.0,0.06,0.9763,7.3874,-1.0116,-999.0,0.2268,-0.0906,0.9537,0.1518,0.0116,0.6092,0.0045,0.1211,0.0871,0.0182,0.83,0.77,3.69,4.05,0.3065,0.0102,0.0,-0.0088,0.2295,-0.1697,2.37,-0.037,-0.375,0.3889,-0.9127,2.5714,Feb 22/b,2.25,490600.0,True,False,2
2439,LTRX,-999,Technology,Communication Equipment,USA,160040000.0,-999.0,8.9,-999.0,1.16,2.08,7.23,8.08,0.59,-999.0,-999.0,0.1,0.7217,0.2121,-999.0,0.2,0.265,0.1756,0.0334,0.1882,0.0051,0.4292,0.1496,0.0068,-0.1177,-0.0911,2.08,1.19,0.31,0.38,0.3714,-0.0667,0.0893,-0.3157,-0.1321,-0.1943,2.19,-0.2756,-0.3856,0.2131,-0.9425,4.3375,Feb 08/a,4.27,134037.0,True,False,4
211,AMPY,RUT,Energy,Oil & Gas E&P,USA,242030000.0,0.66,5.79,0.04,0.74,0.7,37.88,2.52,0.16,-999.0,0.0,0.14,5.5109,-0.88,-999.0,0.15,0.2776,-0.3922,-1.2933,0.0259,0.0208,0.4355,0.0224,0.0297,2.3235,0.7657,0.72,0.72,0.36,0.37,0.4055,1.102,0.0215,0.0803,0.0049,-0.2811,2.15,0.035,-0.3949,0.1327,-0.7524,11.5685,Nov 06/a,6.19,149064.0,True,True,5
4215,VOXX,RUT,Technology,Consumer Electronics,USA,201370000.0,-999.0,-999.0,-999.0,0.4,0.64,19.38,20.08,0.46,-999.0,-999.0,-999.0,-999.0,-999.0,-1.0406,0.1,0.032,-0.0545,-0.7296,0.5784,0.0028,0.4255,-0.0792,0.0339,-0.114,-0.1058,1.81,0.84,0.15,0.16,0.2052,-0.0787,-0.01,0.0148,-0.1143,-0.1506,1.32,-0.0812,-0.3959,0.2298,-0.8771,7.91,Jan 09/a,8.91,31387500.0,True,True,4
1776,GOCO,RUT,Financial,Insurance Brokers,USA,130830000.0,-999.0,-999.0,-999.0,0.25,0.57,4.96,-999.0,2.76,-999.0,-999.0,2.12,0.775,0.483,-999.0,-999.0,0.4542,-0.0076,0.2312,0.1837,0.0043,0.5584,-0.0809,0.0289,-0.4465,-0.1547,-999.0,-999.0,2.58,2.6,0.5373,-0.2391,0.0547,0.1522,-0.061,-0.2131,1.83,0.0288,-0.4004,0.9433,-0.9652,1.7761,Nov 09/b,13.7,100275.0,True,False,3
3059,PACK,RUT,Consumer Cyclical,Packaging & Containers,USA,385790000.0,-999.0,-999.0,-999.0,1.19,0.67,7.4,-999.0,0.63,-999.0,-999.0,-0.05,0.4879,0.2152,-3.7924,-999.0,0.0626,0.0643,0.6221,0.1232,0.0182,0.8622,-0.0538,0.0174,-0.0422,-0.0253,2.69,2.28,0.72,0.72,0.2435,-0.0772,0.0021,0.0152,0.2795,-0.4013,2.23,-0.0373,-0.4013,0.7757,-0.8913,0.7757,Oct 31/b,4.67,622531.0,True,False,5
4175,VFC,S&P 500,Consumer Cyclical,Apparel Manufacturing,USA,6470000000.0,-999.0,12.31,-999.0,0.6,3.07,6.54,5.78,2.54,0.0468,5.9286,0.02,-0.4832,0.2457,-0.3444,0.002,0.0021,-0.162,-1.0835,0.057,0.0053,0.88,0.0046,0.0791,-0.282,-0.0957,1.23,0.7,2.79,3.48,0.5134,-0.0708,0.0882,0.0868,-0.063,-0.4019,1.52,-0.0424,-0.402,0.2957,-0.8339,36.4253,Feb 06/a,16.65,1802148.0,True,True,2
3487,RRGB,RUT,Consumer Cyclical,Restaurants,USA,152320000.0,-999.0,-999.0,-999.0,0.12,-999.0,2.5,-999.0,3.93,-999.0,-999.0,-0.46,0.6217,0.4568,-999.0,0.1,0.0177,-0.0325,0.3469,0.0603,0.4819,0.7623,-0.1342,0.167,-2.4035,-0.0916,0.55,0.42,-999.0,-999.0,0.0947,-0.0401,-0.0529,-0.0787,-0.002,-0.0493,2.93,-0.1032,-0.4036,0.4168,-0.8964,1.4356,Feb 28/a,9.84,2996123.0,True,False,4
1206,DOMO,RUT,Technology,Software - Application,USA,395130000.0,-999.0,-999.0,-999.0,1.24,-999.0,6.88,-999.0,1.57,-999.0,-999.0,-0.07,0.5913,0.4078,0.1432,-999.0,0.2133,0.0082,0.3444,0.1756,0.026,0.6377,0.0071,0.0367,-999.0,-999.0,0.56,0.56,-999.0,-999.0,0.7516,-0.2409,-0.0933,0.117,0.1346,-0.3928,2.37,0.0539,-0.4068,0.3869,-0.8903,0.416,Nov 30/a,10.79,1749437.0,True,False,5
3675,SLQT,RUT,Financial,Insurance Brokers,USA,294040000.0,-999.0,-999.0,-999.0,0.25,0.87,27.1,72.6,0.06,-999.0,-999.0,0.04,0.4571,0.8421,-999.0,-0.097,0.3806,0.2702,-0.1553,0.21,0.0187,0.3497,0.0169,0.0075,-0.1399,-0.0496,2.11,2.11,2.01,2.15,0.4596,-0.0433,0.2168,0.6893,0.3182,-0.2596,0.58,0.3366,-0.4082,1.035,-0.9473,2.4118,Feb 07/b,1.74,759170.0,True,True,4
2725,MYO,-999,Healthcare,Medical Devices,USA,86460000.0,-999.0,-999.0,-999.0,4.67,7.84,7.77,-999.0,0.42,-999.0,-999.0,-0.06,0.8306,0.3689,0.5558,-0.0047,0.624,0.2801,0.8565,0.2422,0.0393,0.4189,-0.0051,0.0291,-0.8336,-0.6966,2.78,2.52,0.02,0.06,0.6858,-0.424,-0.1141,-0.1891,0.0516,4.3303,1.54,-0.2054,-0.4158,7.7871,-0.9953,7.8347,Nov 07/a,3.26,297497.0,True,False,5
4092,UFI,-999,Consumer Cyclical,Textile Manufacturing,USA,108050000.0,-999.0,9.15,-999.0,0.19,0.37,3.0,-999.0,1.98,-999.0,-999.0,-0.42,0.0917,1.3125,-999.0,0.1,-0.0027,0.0052,-0.0957,0.2212,0.1054,0.55,-0.0849,0.0147,-0.1712,-0.1285,3.74,1.69,0.43,0.48,0.025,-0.0918,-0.0067,-0.048,-0.1159,-0.4161,0.77,-0.0573,-0.4352,0.0241,-0.9545,3.5076,Jan 31/a,5.95,2095403.0,True,True,4
2778,NEWT,RUT,Financial,Banks - Regional,USA,287910000.0,11.63,6.34,3.88,1.37,1.39,1.29,-999.0,9.07,0.0616,2.0595,0.58,-0.2165,0.0994,-0.0991,0.03,0.1434,0.8159,-999.0,0.0676,0.008,0.381,-0.1081,0.0797,0.0851,0.0198,-999.0,-999.0,4.62,4.8,0.8122,0.1202,0.0457,-0.0527,-0.1443,-0.4333,1.32,-0.1055,-0.4393,0.0865,-0.7758,281.9995,Mar 05/a,11.68,197185.0,True,True,3
1574,FNKO,RUT,Consumer Cyclical,Leisure,USA,379080000.0,-999.0,-999.0,-999.0,0.33,1.58,11.89,-999.0,0.63,-999.0,-999.0,-0.02,-2.685,0.8479,-999.0,0.194,0.2105,-0.144,-2.6058,0.3958,0.0886,0.6685,0.0526,0.126,-0.5812,-0.4189,0.96,0.58,0.91,1.68,0.2289,-0.1631,-0.0469,0.0851,0.0204,-0.3363,1.08,0.0373,-0.4396,0.4269,-0.7584,1.4103,Nov 02/a,7.52,7255209.0,True,True,2
893,CMP,RUT,Basic Materials,Other Industrial Metals & Mining,USA,937320000.0,-999.0,21.42,-999.0,0.79,2.03,24.47,-999.0,0.93,0.0264,1.6099,0.46,-0.4443,2.8125,-0.215,0.2755,-0.0317,-0.0304,-179.9307,0.0098,0.0215,1.0039,-0.0141,0.0629,-0.124,-0.0439,3.07,1.15,1.98,1.99,0.193,-0.0503,0.0961,0.0867,-0.1222,-0.435,1.18,-0.0218,-0.4486,0.2018,-0.7687,0.7454,Feb 07/a,22.69,200256.0,True,True,2
2714,MX,-999,Technology,Semiconductors,South Korea,249230000.0,-999.0,-999.0,-999.0,1.01,0.72,1.5,-999.0,4.3,-999.0,-999.0,-0.26,-4.1661,-0.0074,-999.0,0.27,-0.1665,-0.1631,0.6642,0.0459,0.0172,0.7464,-0.0038,0.0172,-0.072,-0.0774,5.86,5.12,0.01,0.01,0.2517,-0.1123,-0.0502,-0.0748,-0.0944,-0.3739,0.82,-0.0827,-0.4495,0.0078,-0.7617,1.0742,Feb 28/a,6.43,136000.0,True,True,4
3971,TNDM,-999,Healthcare,Medical Devices,USA,1590000000.0,-999.0,-999.0,-999.0,2.06,5.07,3.2,-999.0,7.64,-999.0,-999.0,-0.27,-1.1841,0.5793,0.3516,-999.0,0.4741,-0.0925,0.336,0.0085,0.0262,1.0962,0.0194,0.084,-0.5666,-0.2917,4.05,3.28,1.28,1.33,0.5055,-0.2702,0.0481,-0.0197,0.3414,-0.4335,1.06,-0.0439,-0.4555,0.767,-0.9193,10.4112,Feb 21/a,24.42,241507.0,True,True,4
3447,RMBL,-999,Consumer Cyclical,Auto & Truck Dealerships,USA,255310000.0,-999.0,-999.0,-999.0,0.18,0.7,4.29,-999.0,1.7,-999.0,-999.0,-0.56,-1.8863,0.661,0.0085,0.25,1.5075,-0.281,-6.2306,0.3771,0.352,0.4804,0.0446,0.0435,-1.0017,-0.5026,1.25,0.31,2.8,4.67,0.2499,-0.233,0.1235,0.0866,0.2073,-0.1875,2.06,0.0247,-0.4615,0.4275,-0.9668,1.4267,Nov 07/b,7.28,18938090.0,True,False,4
429,BALY,RUT,Consumer Cyclical,Resorts & Casinos,USA,502280000.0,-999.0,-999.0,-999.0,0.21,0.56,1.69,-999.0,6.53,-999.0,-999.0,-0.55,1.1537,-1.2825,-999.0,-999.0,0.7904,0.0938,-111.9038,0.1458,0.0124,0.6202,-0.1428,0.0602,-0.3989,-0.0698,0.65,0.64,5.34,5.42,0.428,-0.1643,-0.0257,0.0348,-0.0143,-0.4684,2.07,-0.0955,-0.4757,0.5124,-0.855,0.5249,Feb 21/a,11.01,760257.0,True,False,3
1760,GME,-999,Consumer Cyclical,Specialty Retail,USA,4310000000.0,-999.0,100.86,-999.0,0.76,3.42,3.55,40.43,3.98,-999.0,-999.0,0.28,1.1078,0.2727,-999.0,-999.0,-0.0663,-0.0911,0.9672,0.1284,0.0001,0.2934,-0.0447,0.2241,-0.0065,-0.0049,1.65,0.94,0.33,0.49,0.241,-0.0014,-0.0368,-0.0119,0.0641,-0.3523,-0.36,-0.0873,-0.4893,0.1941,-0.8831,20.9767,Dec 06/a,14.12,111791.0,True,False,2
1845,HAIN,RUT,Consumer Defensive,Packaged Foods,USA,870900000.0,-999.0,20.48,-999.0,0.49,0.87,16.23,11.22,0.6,-999.0,-999.0,0.09,-0.375,0.5147,-999.0,-999.0,-0.0597,-0.0002,-2.2312,0.0138,0.0719,1.0021,0.0533,0.0339,-0.1505,-0.0841,2.24,1.14,0.89,0.91,0.2112,-0.0888,0.0047,-0.0931,-0.1398,-0.4854,0.72,-0.0869,-0.4939,0.076,-0.8628,6.756,Feb 07/b,9.69,872089.0,True,True,4
1094,CYH,RUT,Healthcare,Medical Care Facilities,USA,554040000.0,2.24,38.39,-999.0,0.04,-999.0,6.09,-999.0,0.67,-999.0,0.0,0.05,0.3817,1.1236,-999.0,-0.0795,-0.0345,0.0202,-1.1411,0.0821,0.0977,0.7217,-0.0765,0.0488,-999.0,0.0214,1.51,1.36,-999.0,-999.0,0.0721,0.0188,0.0411,0.1605,0.5056,-0.2028,1.58,0.1898,-0.4944,1.0149,-0.9243,1.2626,Feb 20/a,4.05,2110000.0,True,True,4
1770,GNSS,-999,Technology,Scientific & Technical Instruments,USA,84980000.0,-999.0,11.77,-999.0,2.1,2.1,6.27,-999.0,0.31,-999.0,-999.0,-0.11,0.2867,1.7664,-0.3399,0.15,0.135,-0.5842,-0.6088,0.1549,0.2791,0.4022,-0.0143,0.0047,-0.4903,-0.4848,2.34,1.74,0.1,0.12,0.4541,-0.5331,0.2412,0.142,0.0843,-0.5026,0.42,0.1229,-0.5076,0.2781,-0.8699,5.5073,Feb 13/a,1.93,2967750.0,True,True,4
1753,GLT,RUT,Basic Materials,Paper & Paper Products,USA,98750000.0,-999.0,-999.0,-999.0,0.07,0.39,1.75,-999.0,1.25,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.002,0.1543,-0.1126,0.5987,0.0398,2.3633,0.7828,-0.0402,0.0385,-0.3614,-0.0949,2.33,1.15,3.34,3.37,0.095,-0.0726,-0.031,0.5985,0.4314,-0.4736,1.69,0.3079,-0.5224,0.752,-0.9316,0.752,Feb 22/b,2.19,1874123.0,True,True,4
521,BHR,RUT,Real Estate,REIT - Hotel & Motel,USA,159040000.0,-999.0,-999.0,-999.0,0.22,0.47,0.77,15.02,3.13,0.083,-999.0,-0.31,-5.2298,0.0306,-999.0,0.153,0.2704,-0.0086,-1.1379,0.2037,0.0037,0.5793,0.0277,0.031,-0.0142,-0.0338,-999.0,-999.0,1.01,1.49,0.151,-0.077,0.1055,0.1106,0.0478,-0.517,2.23,0.0213,-0.5293,0.2618,-0.8954,1.114,Feb 29/a,2.41,201226.0,True,True,3
1131,DDD,RUT,Technology,Computer Hardware,USA,733870000.0,-999.0,90.65,-999.0,1.45,1.05,1.65,-999.0,3.34,-999.0,-999.0,-0.01,0.3233,1.3898,-0.1021,0.3,-0.055,-0.064,0.6927,0.032,0.024,0.6446,-0.0184,0.0726,-0.1335,-0.0783,5.36,4.25,0.75,0.76,0.4093,-0.1892,0.1111,0.1411,0.2115,-0.5283,1.82,-0.0058,-0.5335,0.5714,-0.9435,10.0,Feb 27/a,5.5,493400.0,True,True,3
2625,MODV,RUT,Healthcare,Medical Care Facilities,USA,706520000.0,-999.0,7.62,-999.0,0.26,4.45,82.06,-999.0,0.61,-999.0,-999.0,1.28,-0.2197,0.1443,-999.0,0.0699,0.1775,0.0604,0.8505,0.0154,4.0382,1.0207,-0.0514,0.0595,-0.8037,-0.1755,0.74,0.73,6.4,6.97,0.128,-0.0763,0.0933,0.2786,0.1963,-0.5085,0.58,0.1977,-0.5352,0.9113,-0.7651,72.0702,Feb 22/a,49.79,26782505.0,True,True,2
1357,EP,RUT,Energy,Oil & Gas E&P,USA,142150000.0,-999.0,-999.0,-999.0,3.64,7.55,12.89,-999.0,0.48,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0266,-0.2995,-14.4333,0.2985,0.2258,0.4314,0.5859,0.0288,-0.4623,-0.3366,1.08,1.0,0.57,0.89,0.1718,-0.2552,0.035,-0.0717,-0.2436,-0.5219,1.43,-0.2223,-0.5366,0.0972,-0.9391,193.0625,-999,6.21,10076607.0,True,True,3
3191,PL,RUT,Industrials,Aerospace & Defense,USA,645590000.0,-999.0,-999.0,-999.0,3.01,1.21,2.0,-999.0,1.13,-999.0,-999.0,-0.06,0.1678,0.2062,0.322,0.25,-0.0957,0.1142,0.1099,0.4124,0.0008,0.2814,0.0874,0.0396,-0.2629,-0.2691,2.94,2.94,0.03,0.05,0.5099,-0.6902,-0.0259,0.0918,-0.0504,-0.5331,0.76,-0.0272,-0.548,0.1357,-0.814,0.1357,Dec 07/a,2.26,254640.0,True,False,4
3011,OPK,RUT,Healthcare,Diagnostics & Research,USA,780790000.0,-999.0,-999.0,-999.0,0.9,0.54,5.63,-999.0,0.18,-999.0,-999.0,-0.1,0.4348,0.1462,0.0351,0.12,0.0761,-0.0064,0.0201,0.4722,0.0218,0.2458,-0.0275,0.2379,-0.1351,-0.1215,1.78,1.44,0.18,0.21,0.2806,-0.2394,-0.0381,0.0294,-0.2887,-0.1653,1.81,-0.1751,-0.5491,0.186,-0.9474,3.8095,Nov 06/a,1.01,7595456.0,True,True,6
1814,GRWG,RUT,Consumer Cyclical,Specialty Retail,USA,141630000.0,-999.0,-999.0,-999.0,0.61,0.71,2.13,-999.0,1.09,-999.0,-999.0,-0.13,0.8347,0.1989,-0.7178,0.2,1.0045,-0.2141,-0.0127,0.071,0.2702,0.3687,-0.0188,0.0456,-0.1587,-0.1445,4.05,2.17,0.18,0.22,0.1851,-0.148,0.0,-0.0128,-0.0212,-0.5352,3.01,-0.0575,-0.5532,0.3051,-0.9659,0.54,Nov 08/a,2.31,1976973.0,True,True,5
1947,HQI,RUT,Industrials,Staffing & Employment Services,USA,179730000.0,20.16,15.21,-999.0,4.97,2.86,161.92,24.76,0.08,0.0186,0.2643,-0.06,-0.5934,1.2973,0.2251,-999.0,0.2907,-0.0096,-0.6543,0.6198,0.0056,0.1207,-0.0724,0.0214,0.1449,0.1398,1.51,1.51,0.0,0.24,-999.0,0.2444,0.0078,-0.0415,-0.0804,-0.4063,1.12,-0.107,-0.5599,0.0444,-0.8782,20.55,Nov 08/a,12.93,282538.0,True,True,6
2489,MATV,RUT,Basic Materials,Specialty Chemicals,USA,682920000.0,-999.0,9.77,-999.0,0.27,1.02,8.06,4.07,1.56,0.0794,-999.0,0.14,-0.6241,0.1674,-999.0,0.05,0.2195,-0.2534,-18.3084,0.0291,0.0067,0.9359,0.8559,0.0258,-0.5259,-0.192,2.27,1.36,2.6,2.67,0.1803,-0.1854,0.0439,-0.0063,-0.117,-0.5307,0.64,-0.0537,-0.5654,0.1688,-0.8017,1.1913,Feb 21/a,12.6,143860.0,True,True,3
1322,EMBC,RUT,Healthcare,Medical Instruments & Supplies,USA,833610000.0,15.07,6.54,-999.0,0.74,-999.0,2.79,-999.0,5.19,0.0386,0.4922,0.4,-0.2977,0.0536,-999.0,-999.0,0.0035,0.0058,-0.433,0.0138,0.0105,0.947,-0.021,0.042,-999.0,0.0654,2.2,1.75,-999.0,-999.0,0.6655,0.0493,-0.1092,-0.1492,-0.1176,-0.5581,0.78,-0.1703,-0.5726,0.1384,-0.7045,0.1384,Feb 09/b,14.48,130771.0,True,True,5
9,AAP,-999,Consumer Cyclical,Specialty Retail,USA,3840000000.0,20.67,17.71,-999.0,0.34,1.45,12.08,-999.0,5.34,0.0269,0.7259,0.21,-0.8805,1.3364,0.0518,-999.0,0.0392,0.0294,-1.4449,0.0106,0.0164,1.0171,-0.0336,0.0791,0.0694,0.028,1.23,0.27,1.51,1.51,0.4151,0.0165,0.0188,0.0373,0.1584,-0.5737,1.16,0.0326,-0.5759,0.3511,-0.7363,4.2303,Feb 28/b,64.49,580486.0,True,True,3
329,ASPS,-999,Real Estate,Real Estate Services,Luxembourg,74990000.0,-999.0,-999.0,-999.0,0.49,-999.0,2.05,-999.0,1.38,-999.0,-999.0,-0.38,0.1235,0.4671,-999.0,0.2,-0.3213,-0.0517,0.4284,0.5346,0.0059,0.2557,-0.0305,0.0796,-999.0,-0.5418,-999.0,-999.0,-999.0,-999.0,0.1493,-0.3538,0.0254,0.0969,-0.2799,-0.4788,1.08,-0.1098,-0.5832,0.1866,-0.9835,0.1866,Oct 26/b,2.83,300002.0,True,True,3
3445,RMAX,RUT,Real Estate,Real Estate Services,USA,174740000.0,-999.0,7.15,-999.0,0.53,0.42,1.45,7.55,6.62,0.0655,2.8378,0.29,-0.3814,-0.0016,-0.109,-999.0,0.1453,-0.0868,-443.6486,0.0869,0.2758,0.9376,-0.08,0.0279,-0.1306,-0.0667,-999.0,-999.0,1.14,1.17,0.642,-0.1799,-0.0052,-0.0487,-0.0571,-0.5813,1.45,-0.1489,-0.5835,0.1127,-0.8581,0.1127,Feb 22/a,9.58,4078251.0,True,True,3
1210,DOUG,RUT,Real Estate,Real Estate Services,USA,181790000.0,-999.0,-999.0,-999.0,0.19,0.74,1.38,-999.0,1.48,0.0244,-999.0,-0.08,-3.9583,0.9176,-999.0,-999.0,0.1573,-0.0772,-0.1677,0.1839,0.0093,0.5408,-0.0028,0.0055,-0.174,-0.129,-999.0,-999.0,0.46,0.55,0.1412,-0.0491,0.1141,-0.033,0.0789,-0.582,1.59,-0.1414,-0.5853,0.3057,-0.83,0.3057,Nov 07/a,2.05,190619.0,True,True,4
1636,FTK,-999,Energy,Oil & Gas Equipment & Services,USA,89570000.0,-999.0,11.09,-999.0,0.46,0.9,19.69,-999.0,0.15,-999.0,-999.0,0.1,1.0482,0.8307,-0.0527,0.1,0.269,0.0361,1.028,0.0428,0.0793,0.1091,-0.0069,0.0168,0.0597,0.0334,1.62,1.27,0.08,0.14,0.0605,0.0185,0.01,-0.0258,-0.2011,-0.577,1.05,-0.0848,-0.5908,0.0863,-0.9908,1.5167,Mar 12/a,3.02,336549.0,True,False,5
3752,SPWH,RUT,Consumer Cyclical,Specialty Retail,USA,149640000.0,-999.0,-999.0,-999.0,0.12,0.55,51.25,-999.0,0.08,-999.0,0.0,-0.31,-1.7302,0.8269,0.1883,0.2072,0.1621,-0.0532,-1.1069,0.0417,0.0959,0.8709,-0.0748,0.065,-0.0332,-0.0161,1.19,0.09,1.1,2.01,0.2604,-0.0071,0.0695,0.0444,-0.1968,-0.5964,0.8,-0.042,-0.5978,0.3423,-0.7833,0.3423,Dec 06/a,4.0,571111.0,True,True,4
2442,LUMN,RUT,Communication Services,Telecom Services,USA,1550000000.0,-999.0,-999.0,-999.0,0.11,0.7,0.7,-999.0,2.21,-999.0,-999.0,0.01,-1.1089,-4.4753,-0.4515,-999.0,-0.0897,-0.0745,0.3421,0.0194,0.0911,0.6758,0.0065,0.1482,-1.8975,-0.5086,1.35,1.07,47.56,48.2,0.2993,-0.7074,0.0132,0.0694,0.1159,-0.6061,1.08,-0.014,-0.6121,0.9741,-0.9686,0.9741,Feb 06/a,1.54,1718794.0,True,True,3
