No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,Fundamental Score
1302,EGY,Energy,Oil & Gas E&P,USA,435360000.0,13.08,4.49,6.54,1.08,0.98,0.98,0.3558,0.5859,0.0051,0.5119,-0.0256,2.85,0.1097,1.25,0.2,0.0841,-0.0792,-0.2069,0.1795,-0.7328,32.1269,4.14,36982.0,False,True,6
3799,STXS,Healthcare,Medical Instruments & Supplies,USA,175510000.0,-999.0,-999.0,-999.0,5.95,9.38,0.28,0.042,0.0063,0.0154,0.4775,-0.0202,2.62,-0.6879,2.2,0.23,-0.7174,0.1898,-0.2095,0.6316,-0.9859,3.617,2.17,305084.0,True,False,5
2782,NGD,Basic Materials,Gold,Canada,869310000.0,-999.0,9.32,-999.0,1.15,0.98,0.27,0.1251,0.011,0.0,0.4419,0.0085,0.96,-0.0566,1.0,0.46,-0.0717,-0.0762,-0.2102,0.5488,-0.9102,2.2556,1.27,0.0,False,True,5
755,CCO,Communication Services,Advertising Agencies,USA,816290000.0,-999.0,-999.0,-999.0,0.34,-999.0,0.65,0.3522,-0.0018,0.0,0.8394,0.0309,9.4,-999.0,0.84,-999.0,-0.098,0.024,-0.2103,0.7071,-0.796,3.6621,1.69,0.0,False,False,4
2848,NR,Energy,Oil & Gas Equipment & Services,USA,510540000.0,22.66,18.18,-999.0,0.63,1.24,0.33,-999.0,0.0104,0.0009,0.774,-0.0304,2.2,0.0574,1.53,0.25,0.0297,-0.1081,-0.2131,0.7647,-0.7647,66.2,6.0,49421.0,False,False,4
1630,FSP,Real Estate,REIT - Office,USA,254440000.0,-999.0,-999.0,-999.0,1.63,0.36,0.13,-999.0,-0.115,0.0056,0.6499,-0.0129,0.73,-0.0735,-999.0,0.55,-0.3503,-0.0213,-0.2137,1.2028,-0.8747,1.2028,2.46,202020.0,True,True,3
1563,FLWS,Consumer Cyclical,Specialty Retail,USA,674310000.0,-999.0,24.59,-999.0,0.35,1.52,4.81,-999.0,0.1312,0.0015,0.366,-0.0219,4.35,-0.1163,1.12,0.63,-0.0324,0.0381,-0.2182,0.7389,-0.7377,11.2235,10.39,342450.0,True,True,4
1706,GEG,Financial,Asset Management,USA,58600000.0,1.82,-999.0,0.09,5.8,0.83,3.65,-999.0,1.56,0.1546,0.6023,0.0145,0.67,0.5686,23.46,0.94,3.8646,-0.0314,-0.2199,0.1824,-0.9997,0.4351,1.88,1116586.0,True,True,6
2751,NCLH,Consumer Cyclical,Travel Services,USA,7550000000.0,-999.0,14.6,-999.0,0.93,17.2,1.6,-999.0,1.3117,0.0,0.7268,-0.0126,2.75,-0.5005,0.27,33.04,-0.026,-0.0041,-0.2202,0.4601,-0.724,1.5235,17.74,0.0,False,False,2
2946,OCN,Financial,Mortgage Finance,USA,221340000.0,-999.0,5.2,-999.0,0.22,0.5,34.61,-999.0,-0.041,0.0,0.5276,-0.1617,3.5,-0.1935,-999.0,26.83,-0.0964,0.0071,-0.2204,0.3626,-0.9681,5.8351,28.82,0.0,False,True,2
2292,KRO,Basic Materials,Specialty Chemicals,USA,1070000000.0,-999.0,38.21,-999.0,0.67,1.29,1.36,-0.2162,0.0418,0.0,0.1602,0.0484,5.29,-0.0744,1.96,0.53,-0.0396,0.0119,-0.2231,0.5146,-0.7296,3.0743,9.33,0.0,False,True,4
2708,MVO,Energy,Oil & Gas E&P,USA,130870000.0,6.45,-999.0,0.92,6.03,21.88,0.12,0.253,0.244,0.0,0.133,-999.0,1.46,3.138,-999.0,0.0,0.935,-0.0455,-0.2274,0.358,-0.7566,5.4659,11.38,0.0,False,True,5
2319,LAB,Healthcare,Diagnostics & Research,USA,704240000.0,-999.0,-999.0,-999.0,6.7,-999.0,0.44,-0.057,-0.0221,0.0,0.2639,-0.0202,5.92,-1.1721,2.87,-999.0,-0.72,0.0801,-0.231,0.6644,-0.9509,1.6413,2.43,0.0,False,False,4
972,CPS,Consumer Cyclical,Auto Parts,USA,300140000.0,-999.0,-999.0,-999.0,0.11,-999.0,12.36,-999.0,-0.0783,0.0,0.7278,-0.1101,5.32,-3.5632,1.1,-999.0,-0.0842,-0.0155,-0.2326,0.7689,-0.8811,3.9504,17.45,0.0,False,False,4
3494,RWT,Real Estate,REIT - Mortgage,USA,879740000.0,-999.0,10.73,-999.0,1.17,0.76,1.98,-999.0,0.2685,0.0,0.7132,-0.0175,3.81,-0.0631,-999.0,10.59,-0.1014,-0.0613,-0.2328,0.223,-0.8935,2.1262,6.69,0.0,False,True,3
3677,SMWB,Technology,Software - Application,Israel,464690000.0,-999.0,119.5,-999.0,2.19,39.06,1.01,0.1563,0.3925,0.0,0.1912,-0.005,1.71,-1.8676,0.7,5.39,-0.1927,0.1257,-0.2356,0.3275,-0.7616,0.3913,6.08,0.0,False,False,3
4086,UNIT,Real Estate,REIT - Specialty,USA,1250000000.0,-999.0,12.38,-999.0,0.87,-999.0,0.14,0.21,0.0263,0.0,0.8545,-0.0045,11.92,-999.0,-999.0,-999.0,-0.0303,-0.061,-0.2357,0.7823,-0.8487,0.7823,5.24,0.0,False,True,5
3105,PDS,Energy,Oil & Gas Drilling,Canada,854090000.0,9.02,5.85,-999.0,0.59,0.79,2.53,0.2245,0.071,0.0,0.5778,-0.333,1.95,0.1127,1.48,0.75,0.0752,0.0696,-0.2359,0.4331,-0.9215,9.9485,59.56,0.0,False,False,6
277,ARC,Industrials,Specialty Business Services,USA,126730000.0,11.4,10.17,1.14,0.45,0.81,1.18,-999.0,-0.0745,0.0,0.4765,-0.0218,0.76,0.0725,1.46,0.6,0.04,-0.018,-0.2377,0.126,-0.9244,7.6765,2.95,0.0,False,True,4
1801,GPMT,Real Estate,REIT - Mortgage,USA,277500000.0,-999.0,33.46,-999.0,1.05,0.31,5.5,-999.0,0.0463,0.0272,0.521,-0.0003,1.46,-0.0599,-999.0,2.47,-0.2704,-0.0626,-0.239,0.3552,-0.7198,2.1704,5.38,141951.0,True,True,3
3562,SCWX,Technology,Software - Infrastructure,USA,659740000.0,-999.0,437.14,-999.0,1.68,1.31,0.67,-0.599,-0.0249,0.0002,0.1046,-0.005,2.69,-0.2174,0.64,0.02,-0.3004,0.1702,-0.2395,0.4167,-0.7155,0.4489,7.65,121618.0,True,False,2
328,ASRV,Financial,Banks - Regional,USA,53680000.0,-999.0,-999.0,-999.0,0.69,0.52,-999.0,-999.0,0.0627,0.0027,0.3467,-0.0242,1.27,-0.0321,-999.0,1.1,-0.0433,0.0222,-0.2403,0.2988,-0.7568,2.4778,3.13,25328.0,False,True,3
1378,ERF,Energy,Oil & Gas E&P,Canada,2810000000.0,4.46,6.53,0.11,1.58,2.34,0.22,0.3792,0.4535,0.0,0.5961,0.0273,2.58,0.6271,0.87,0.23,0.3776,-0.0893,-0.2449,0.0639,-0.7702,10.8783,13.66,0.0,False,True,5
3736,SQ,Technology,Software - Infrastructure,USA,41680000000.0,-999.0,21.7,-999.0,2.0,2.34,11.15,-0.4134,0.5741,0.0062,0.605,-0.0012,1.61,-0.0164,1.9,0.25,-0.0136,-0.0046,-0.2455,0.7472,-0.7653,7.4208,67.88,23398497.0,True,True,4
2072,IMMR,Technology,Software - Application,USA,220650000.0,6.02,10.02,0.4,6.75,1.3,4.73,-999.0,-0.1452,0.098,0.6354,-0.0225,3.48,0.2411,6.23,0.0,1.1524,0.0198,-0.2508,0.1667,-0.9111,6.166,6.93,0.0,False,True,4
1888,HFFG,Consumer Defensive,Food Distribution,USA,250170000.0,-999.0,-999.0,-999.0,0.22,0.86,0.26,-0.5542,0.4172,0.0092,0.1648,-0.0224,6.89,-0.0282,0.5,0.68,-0.0071,-0.1119,-0.2536,0.351,-0.868,0.351,4.62,662421.0,True,True,4
668,BWMX,Consumer Cyclical,Specialty Retail,Mexico,513150000.0,14.19,8.16,-999.0,0.73,6.89,0.76,0.3377,0.515,0.0,0.1254,-0.3425,4.11,0.7887,0.54,4.47,0.0668,0.0083,-0.2542,0.6221,-0.7256,1.425,13.75,0.0,False,True,3
2493,MAX,Communication Services,Internet Content & Information,USA,595110000.0,-999.0,-999.0,-999.0,1.51,-999.0,0.32,-999.0,0.1556,0.0,0.4201,0.0182,7.96,-999.0,0.85,-999.0,-0.1646,0.1473,-0.2551,1.4941,-0.8199,1.4941,12.67,0.0,False,True,4
2417,LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,356580000.0,18.06,11.25,0.6,0.52,1.92,2.44,-999.0,0.4104,0.0787,0.9666,-0.0563,10.6,0.1196,0.64,0.87,0.0298,-0.0357,-0.2559,0.6234,-0.759,4.7622,23.02,3795508.0,True,True,3
3934,TLS,Technology,Software - Infrastructure,USA,271520000.0,-999.0,-999.0,-999.0,1.79,1.66,1.44,-999.0,0.1314,0.0137,0.6083,0.0105,1.13,-0.2713,4.57,0.07,-0.305,-0.0461,-0.2571,1.549,-0.9068,1.549,3.9,562941.0,True,True,4
1829,GSM,Basic Materials,Other Industrial Metals & Mining,United Kingdom,942770000.0,8.02,20.53,0.4,0.55,1.1,0.88,-999.0,0.1109,0.0,0.4593,0.0584,2.21,0.1527,1.45,0.35,0.0692,-0.1516,-0.2581,0.2734,-0.7144,13.3714,5.03,0.0,False,True,4
2938,OBE,Energy,Oil & Gas E&P,Canada,517120000.0,1.04,7.86,0.11,1.03,0.43,0.01,-999.0,0.2603,0.0,0.1527,0.4885,15.05,0.5489,0.52,0.14,1.0366,-0.057,-0.2585,0.227,-0.981,49.3077,6.54,0.0,False,True,5
1942,HOUS,Real Estate,Real Estate Services,USA,806580000.0,-999.0,160.12,-999.0,0.14,0.45,1.43,-999.0,0.0558,0.0081,1.0169,-0.0321,6.34,-0.2217,-999.0,1.79,-0.0776,0.0673,-0.2589,0.7848,-0.8679,2.4928,7.3,160125.0,True,True,3
854,CIVI,Energy,Oil & Gas E&P,USA,5810000000.0,6.87,5.15,0.46,1.83,0.96,1.02,-999.0,1.5424,0.0,0.8462,-0.0102,7.54,0.1354,0.47,0.63,0.241,-0.0752,-0.2618,0.1192,-0.9897,7.7312,61.95,0.0,False,True,5
2704,MUX,Basic Materials,Other Precious Metals & Mining,Canada,350000000.0,-999.0,-999.0,-999.0,2.58,1.0,1.89,-0.3822,-0.02,0.0,0.196,-0.0204,2.64,-0.3395,1.84,0.12,-0.8875,0.0311,-0.263,0.3673,-0.9787,6.0131,7.37,0.0,False,False,3
1472,FARO,Technology,Scientific & Technical Instruments,USA,426940000.0,-999.0,37.1,-999.0,1.17,1.65,4.22,-0.1092,-0.0307,0.0438,0.9747,-0.0238,4.47,-0.2163,1.93,0.34,-0.166,0.0863,-0.2632,1.1874,-0.7698,20.2547,22.53,514826.0,True,True,3
2006,IAC,Communication Services,Internet Content & Information,USA,4400000000.0,-999.0,-999.0,-999.0,0.97,0.77,16.71,-999.0,0.1126,0.0,0.8439,-0.0031,3.18,-0.0138,2.16,0.35,-0.017,0.0154,-0.2657,0.2392,-0.7137,423.5053,51.29,0.0,False,True,5
963,CPE,Energy,Oil & Gas E&P,USA,2080000000.0,3.92,4.89,0.65,0.85,0.55,0.05,0.284,0.5601,0.0,0.8271,0.0207,4.54,0.1513,0.4,0.5,0.2063,-0.0311,-0.2669,0.0943,-0.8917,7.2421,31.32,0.0,False,True,6
3238,PPIH,Industrials,Building Products & Equipment,USA,67700000.0,13.54,-999.0,-999.0,0.46,1.17,0.92,-999.0,0.0796,0.0091,0.312,0.0118,0.95,0.0907,1.37,0.65,0.0345,0.0909,-0.2689,0.3614,-0.7341,6.0,8.4,33020.0,False,True,4
3675,SMRT,Technology,Software - Application,USA,611510000.0,-999.0,361.34,-999.0,2.82,1.78,1.04,-999.0,0.8114,0.0022,0.5593,-0.1509,9.73,-0.1453,2.3,0.0,-0.2426,-0.0368,-0.2694,0.3968,-0.8012,0.4828,3.01,238435.0,True,False,4
965,CPG,Energy,Oil & Gas E&P,Canada,3920000000.0,-999.0,6.1,-999.0,1.52,0.78,0.05,-999.0,0.1879,0.0,0.3386,-999.0,2.12,0.0108,1.29,0.54,-0.2534,-0.0761,-0.2709,0.124,-0.8737,11.3939,6.25,0.0,False,True,5
911,CNDT,Technology,Information Technology Services,USA,782240000.0,-999.0,-999.0,-999.0,0.21,1.26,2.09,-999.0,-0.0783,0.0,0.7542,-0.0302,1.75,-0.6028,1.91,2.01,-0.1718,0.0511,-0.272,0.5,-0.8461,1.3377,3.6,0.0,False,False,2
3724,SPR,Industrials,Aerospace & Defense,USA,3250000000.0,-999.0,68.77,-999.0,0.59,-999.0,3.23,-999.0,-0.0112,0.0,0.7759,0.0381,2.6,-5.4353,0.69,-999.0,-0.1683,-0.0138,-0.2726,0.914,-0.7335,2.9272,28.04,0.0,False,False,3
3555,SCOR,Communication Services,Internet Content & Information,USA,92680000.0,-999.0,2.95,-999.0,0.25,1.08,6.36,0.2896,-0.0252,1.8256,0.4425,-0.4369,6.02,-0.1685,0.51,0.18,-0.1781,0.2158,-0.2735,1.0281,-0.985,1.0281,19.47,58564.0,False,False,3
2836,NOV,Energy,Oil & Gas Equipment & Services,USA,6940000000.0,7.03,9.11,0.22,0.81,1.26,2.07,-999.0,0.0249,0.0,0.9637,-0.0279,3.59,0.1752,1.51,0.38,0.1158,-0.1054,-0.2791,0.2541,-0.7964,4.2495,17.62,0.0,False,True,5
4375,YMM,Technology,Software - Application,China,5850000000.0,25.18,14.33,0.7,5.2,1.21,2.86,-999.0,0.4536,0.0,0.3743,0.0331,4.71,0.0538,8.21,0.0,0.2293,-0.1149,-0.2805,0.1331,-0.7311,0.4879,6.13,0.0,False,True,5
4382,YY,Communication Services,Internet Content & Information,Singapore,1380000000.0,-999.0,8.33,-999.0,0.6,0.37,85.96,-0.2382,0.1974,0.0,0.7206,-0.0869,4.05,-0.0229,1.37,0.1,-0.034,-0.1309,-0.2808,0.2881,-0.7913,1.966,31.07,-469781.0,False,True,5
1319,ELUT,Healthcare,Medical Devices,USA,84220000.0,-999.0,-999.0,-999.0,2.0,-999.0,0.63,-0.217,0.0605,0.0,0.3006,-0.0009,1.05,-7.7514,0.73,-999.0,-0.8017,0.375,-0.2858,2.3,-0.8005,2.3,3.63,0.0,False,False,4
3343,RAIL,Industrials,Railroads,USA,50390000.0,-999.0,11.26,-999.0,0.14,-999.0,0.86,0.0316,0.2167,0.007,0.2326,-0.0099,8.78,-999.0,0.42,-999.0,-0.0958,0.1171,-0.2861,0.2511,-0.9641,2.8562,2.82,0.0,False,False,5
1916,HLIT,Technology,Communication Equipment,USA,1470000000.0,18.29,13.18,0.47,2.42,3.38,0.75,-999.0,0.0965,0.0,0.9898,-0.0841,4.87,0.2206,0.91,0.36,0.1382,0.1346,-0.287,0.4932,-0.9166,12.0099,13.14,0.0,False,True,4
840,CIA,Financial,Insurance - Life,USA,141220000.0,8.42,-999.0,-999.0,0.59,0.93,-999.0,0.2966,-0.0112,0.0032,0.1241,-0.0639,68.95,0.2465,-999.0,0.0,0.0708,-0.0434,-0.2875,0.7378,-0.7611,22.0697,2.85,0.0,False,True,4
2432,LSAK,Technology,Software - Infrastructure,South Africa,216460000.0,-999.0,50.93,-999.0,0.4,1.26,0.88,-999.0,0.2239,0.0163,0.2472,0.011,3.79,-0.1062,1.33,0.66,-0.0531,0.0,-0.2904,0.1567,-0.946,0.2852,3.47,1064171.0,True,False,4
3682,SNCR,Technology,Software - Infrastructure,USA,77260000.0,-999.0,-999.0,-999.0,0.33,1.97,1.69,0.4775,-0.0614,1.3778,0.5046,-0.1394,2.3,-0.2961,1.15,1.55,-0.1937,0.3611,-0.2925,1.7593,-0.9847,1.7593,7.45,845266.0,True,False,3
3388,RES,Energy,Oil & Gas Equipment & Services,USA,1520000000.0,7.83,6.49,-999.0,0.94,1.53,1.03,0.0201,0.1014,0.0,0.4078,0.0005,7.33,0.2049,4.06,0.03,0.1191,-0.0107,-0.2936,0.112,-0.7383,79.0957,7.05,0.0,False,True,6
3234,POWW,Industrials,Aerospace & Defense,USA,262980000.0,-999.0,444.0,-999.0,1.74,0.72,0.42,0.2517,1.8871,0.0006,0.2436,-0.086,3.74,-0.0422,2.77,0.04,-0.1241,0.0541,-0.2952,0.414,-0.9889,87.8,2.22,128098.0,True,True,6
1067,CVGW,Consumer Defensive,Food Distribution,USA,487190000.0,-999.0,15.35,-999.0,0.5,2.33,0.16,-999.0,-0.015,0.0011,0.7995,-0.0115,4.53,-0.0387,0.97,0.47,-0.0086,0.0146,-0.2977,0.2778,-0.7466,3.5617,27.37,33776.0,False,False,2
3489,RVSB,Financial,Banks - Regional,USA,111670000.0,11.52,29.39,0.96,1.62,0.7,-999.0,0.1301,0.0407,0.009,0.638,-0.0198,1.62,0.0628,-999.0,1.18,0.1415,-0.1284,-0.2984,0.2686,-0.702,3.9439,5.29,81303.0,False,True,5
1928,HNNA,Financial,Asset Management,USA,53540000.0,11.13,-999.0,-999.0,2.23,0.61,7.89,-0.2482,-0.1479,0.0015,0.1001,-0.0693,12.37,0.0548,-999.0,0.45,0.1986,0.0279,-0.2985,0.1027,-0.7349,7.0538,6.98,-5881.0,False,True,4
1724,GGB,Basic Materials,Steel,Brazil,4960000000.0,4.74,8.01,-999.0,0.35,0.75,1.04,-999.0,0.1124,0.0,0.2578,-0.0226,1.38,0.1669,1.43,0.25,0.1126,-0.0538,-0.2987,0.041,-0.799,14.4215,4.32,0.0,False,True,6
1892,HGBL,Financial,Capital Markets,USA,106250000.0,6.07,8.85,-999.0,1.8,1.87,0.42,-999.0,0.2276,0.0082,0.3624,-0.1037,0.57,0.3709,1.47,0.21,0.2971,0.0271,-0.299,0.2711,-0.9929,-999.0,2.86,155565.0,True,True,5
3480,RSKD,Technology,Software - Application,Israel,752520000.0,-999.0,-999.0,-999.0,2.57,1.72,2.82,-999.0,0.2634,0.0,0.3705,-0.0206,1.59,-0.1381,7.56,0.06,-0.2308,0.0743,-0.3001,0.3534,-0.8836,0.3732,4.71,0.0,False,False,4
3776,STGW,Communication Services,Advertising Agencies,USA,778060000.0,-999.0,7.59,-999.0,0.3,2.26,0.82,-0.4578,0.3533,0.0017,0.7936,0.0093,5.35,-0.0324,0.83,5.55,-0.0039,0.0624,-0.3012,0.6863,-0.7749,8.675,6.45,44054.0,False,True,2
2807,NL,Industrials,Security & Protection Services,USA,254890000.0,-999.0,-999.0,-999.0,1.61,0.7,3.05,-0.2188,0.0963,0.0,0.1038,0.0485,3.18,-0.0439,5.72,0.0,-0.1009,-0.0142,-0.304,0.1704,-0.7816,2.72,5.22,0.0,False,True,5
1949,HPP,Real Estate,REIT - Office,USA,1130000000.0,-999.0,-999.0,-999.0,1.13,0.41,0.67,-999.0,0.0916,0.0,1.2005,-0.0253,7.12,-0.0261,-999.0,1.55,-0.0715,-0.012,-0.3042,1.0098,-0.7808,1.0098,7.99,0.0,False,True,3
1157,DHC,Real Estate,REIT - Healthcare Facilities,USA,661240000.0,-999.0,-999.0,-999.0,0.48,0.27,1.16,-999.0,0.4398,0.0,0.7425,-0.0221,3.43,-0.0996,-999.0,1.15,-0.185,-0.0532,-0.3056,3.2902,-0.904,3.5082,2.75,0.0,False,True,3
804,CGAU,Basic Materials,Gold,Canada,1150000000.0,-999.0,10.93,-999.0,1.21,0.67,2.29,-999.0,0.001,0.0,0.8698,-999.0,1.23,-0.0994,2.56,0.0,-0.1908,-0.061,-0.3061,0.1863,-0.7706,-999.0,5.35,0.0,False,True,5
2099,INNV,Healthcare,Medical Care Facilities,USA,766360000.0,-999.0,159.1,-999.0,1.1,2.67,1.0,-999.0,0.1057,0.0,0.1202,-0.1718,13.81,-0.1247,1.41,0.37,-0.0542,-0.0168,-0.308,0.119,-0.7925,0.6637,5.64,0.0,False,True,4
1471,FARM,Consumer Defensive,Packaged Foods,USA,77190000.0,-999.0,-999.0,-999.0,0.18,2.03,0.2,-0.2945,-0.1023,0.0251,0.4488,0.0142,2.47,-0.6415,0.66,1.27,-0.1723,0.1771,-0.3098,1.1257,-0.9056,1.1257,3.72,257766.0,True,False,1
1577,FNCB,Financial,Banks - Regional,USA,122700000.0,9.42,-999.0,-999.0,1.39,0.91,-999.0,-0.0362,0.0963,0.0,0.1175,-0.016,1.26,0.1024,-999.0,1.49,0.1468,-0.0534,-0.3111,0.1376,-0.7558,2.1,6.2,0.0,False,True,4
3838,TAC,Utilities,Utilities - Independent Power Producers,Canada,2220000000.0,4.5,19.54,0.36,0.83,2.68,3.09,-999.0,0.0907,0.0,0.5964,0.0113,6.9,0.3642,1.43,2.27,0.1583,-0.0958,-0.3115,-0.0083,-0.8108,1.8189,7.16,0.0,False,True,4
1307,EHTH,Financial,Insurance Brokers,USA,206180000.0,-999.0,-999.0,-999.0,0.51,0.37,5.66,-999.0,0.2104,0.0033,0.6648,-0.1331,1.36,-0.0688,-999.0,0.12,-0.2382,-0.062,-0.3122,0.5114,-0.9522,1.7228,7.27,105705.0,True,True,4
1657,FUTU,Financial,Capital Markets,Hong Kong,4250000000.0,11.64,10.13,7.41,3.36,2.15,11.28,-999.0,0.9165,0.0,0.2729,0.0037,2.66,0.1998,-999.0,0.22,0.4399,-0.1061,-0.3155,0.2865,-0.7738,4.6618,46.2,0.0,False,True,4
2936,OB,Communication Services,Internet Content & Information,USA,204150000.0,-999.0,51.47,-999.0,0.22,0.94,3.36,-999.0,0.1389,0.0,0.3527,0.0421,2.35,-0.0071,1.45,0.6,-0.0017,-0.001,-0.316,0.2204,-0.8061,0.2222,4.07,0.0,False,True,5
2602,MMLP,Energy,Oil & Gas Midstream,USA,87550000.0,-999.0,28.12,-999.0,0.1,-999.0,0.0,-999.0,0.0228,0.0381,0.352,0.0113,2.78,-999.0,0.87,-999.0,-0.0062,-0.0735,-0.3182,0.1538,-0.954,1.4862,2.25,1019215.0,True,False,4
1095,CYD,Consumer Cyclical,Auto Parts,Singapore,347310000.0,7.96,-999.0,0.8,0.15,0.27,18.92,-0.2444,0.0081,0.0,0.1652,-0.022,0.33,0.0336,1.83,0.33,0.0182,-0.0152,-0.32,0.2283,-0.732,53.5811,8.5,0.0,False,True,5
3150,PGRE,Real Estate,REIT - Office,USA,991120000.0,-999.0,-999.0,-999.0,1.35,0.29,2.16,-999.0,-0.006,0.0022,0.675,-0.0365,4.98,-0.0259,-999.0,1.12,-0.1255,-0.093,-0.3211,0.1733,-0.7736,0.1733,4.56,326490.0,True,False,2
3013,ORC,Real Estate,REIT - Mortgage,USA,448990000.0,-999.0,42.9,-999.0,2.12,0.94,3.83,0.2705,0.143,0.3524,0.2774,0.2352,2.3,-0.0863,-999.0,7.89,-0.1854,0.0459,-0.3223,0.4542,-0.8695,0.4542,8.58,346751.0,True,True,4
412,AYX,Technology,Software - Application,USA,3440000000.0,-999.0,40.69,-999.0,3.74,50.96,8.79,-0.6612,0.3778,0.0,0.8344,-0.0157,1.49,-2.6053,1.33,19.19,-0.3159,0.0532,-0.3261,0.7049,-0.7437,2.258,47.6,0.0,False,False,3
1200,DNOW,Industrials,Specialty Industrial Machinery,USA,1060000000.0,8.48,10.12,-999.0,0.46,1.18,1.82,-999.0,-0.0477,0.0,0.9589,-0.0001,1.67,0.1511,1.46,0.04,0.0558,-0.048,-0.3277,0.1314,-0.7347,1.4789,9.99,0.0,False,True,3
3685,SNDA,Healthcare,Medical Care Facilities,USA,75990000.0,-999.0,-999.0,-999.0,0.31,-999.0,2.68,0.1513,-0.1356,0.0017,0.7425,0.0082,3.02,-999.0,-999.0,-999.0,-0.1248,-0.018,-0.3278,0.5483,-0.9778,0.5483,9.29,10025455.0,True,True,4
1321,ELVA,Industrials,Electrical Equipment & Parts,Canada,124830000.0,-999.0,11.9,-999.0,2.83,17.47,0.03,0.4799,0.7496,0.0,0.1094,-999.0,1.88,-5.8647,0.66,2.66,-0.0817,0.143,-0.3291,0.5769,-0.8005,9.5429,3.69,0.0,False,True,3
311,ASAN,Technology,Software - Application,USA,3920000000.0,-999.0,-999.0,-999.0,6.2,11.79,2.38,-0.5876,0.6406,0.05,0.2428,0.0614,4.51,-0.7967,1.82,0.85,-0.4586,-0.0903,-0.3297,0.2315,-0.8792,0.5557,17.61,120807123.0,True,False,4
93,AEYE,Technology,Software - Application,USA,62660000.0,-999.0,47.91,-999.0,2.01,8.06,0.28,0.504,0.5553,0.0232,0.1486,-0.0273,2.1,-0.7528,0.75,0.11,-0.2329,0.138,-0.3321,0.4046,-0.9297,6.8074,5.27,508376.0,True,False,4
3808,SVC,Real Estate,REIT - Hotel & Motel,USA,1280000000.0,-999.0,-999.0,-999.0,0.68,0.98,2.63,-999.0,-0.0041,0.0,0.7703,0.0005,9.16,-0.0152,-999.0,4.39,-0.0111,-0.029,-0.3325,0.1295,-0.8363,1.2169,7.72,0.0,False,False,2
562,BLFS,Healthcare,Medical Instruments & Supplies,USA,808200000.0,-999.0,-999.0,-999.0,5.22,2.37,0.91,-0.7411,0.7447,0.9739,0.9809,0.052,7.82,-0.2762,1.72,0.13,-0.6604,0.1611,-0.3328,1.0112,-0.987,127.1429,17.94,9329481.0,True,True,4
2091,INFN,Technology,Communication Equipment,USA,1180000000.0,-999.0,15.58,-999.0,0.71,7.02,0.73,0.2326,0.1439,0.0033,0.9954,0.0668,16.21,-0.0504,1.0,4.45,-0.0043,0.1178,-0.3359,0.8369,-0.8273,0.85,5.18,41350.0,False,False,3
3244,PRA,Financial,Insurance - Property & Casualty,USA,678920000.0,-999.0,27.55,-999.0,0.6,0.67,-999.0,-999.0,0.0685,0.0,0.8539,-0.0635,2.9,-0.0299,-999.0,0.44,-0.0273,0.0066,-0.336,0.1222,-0.7699,6.6327,13.32,0.0,False,True,4
1688,GCI,Communication Services,Publishing,USA,355820000.0,17.59,137.51,-999.0,0.13,1.09,0.74,-1.0116,0.2268,0.0153,0.6394,0.0045,17.93,0.0871,0.77,4.05,0.0102,0.0533,-0.3361,0.4753,-0.9073,2.7937,2.39,753800.0,True,False,2
483,BEKE,Real Estate,Real Estate Services,China,16630000000.0,20.99,12.26,0.37,1.58,1.76,6.88,-0.1842,0.2543,0.0,0.3903,0.0627,3.84,0.0818,1.82,0.23,0.0759,-0.0853,-0.3369,0.0738,-0.8239,0.9123,13.83,0.0,False,True,4
2929,NYMT,Real Estate,REIT - Mortgage,USA,699140000.0,-999.0,15.22,-999.0,1.68,0.67,3.92,-999.0,0.2968,0.0,0.5475,-0.1093,3.0,-0.0734,-999.0,2.82,-0.408,-0.1021,-0.34,0.0664,-0.9791,1.3797,7.71,0.0,False,True,3
3325,QIPT,Healthcare,Medical Devices,USA,201660000.0,-999.0,49.55,-999.0,0.91,1.81,0.41,0.0876,0.3325,0.0,0.4738,-999.0,2.9,-0.0292,0.78,0.89,-0.0126,0.0021,-0.3402,0.1114,-0.854,3.79,4.79,0.0,False,True,4
4053,UA,Consumer Cyclical,Apparel Manufacturing,USA,3290000000.0,8.35,12.43,0.38,0.56,1.58,1.54,-999.0,0.0412,0.0,0.2713,-999.0,2.99,0.2101,1.35,0.7,0.0703,-0.039,-0.3412,0.2833,-0.8372,0.3101,7.52,0.0,False,True,4
596,BORR,Energy,Oil & Gas Drilling,Bermuda,1490000000.0,-999.0,8.45,-999.0,2.13,1.58,0.37,0.0183,0.3883,0.0,0.5911,-999.0,4.65,-0.0301,0.75,1.78,-0.0395,-0.1164,-0.3418,0.0533,-0.8892,11.2224,5.89,0.0,False,False,3
