No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price
11,AAPL,"DJIA, NDX, S&P 500",Technology,Consumer Electronics,USA,2626980000000.0,26.47,23.81,2.41,6.81,35.49,35.94,24.58,4.73,0.0059,0.1532,1.51,0.0708,0.0885,0.1555,0.11,0.0834,0.0207,0.1581,0.0009,-0.0505,0.6175,-0.0048,0.0063,1.5427,0.5965,1.07,1.02,1.28,1.46,0.4503,0.2616,-0.0685,-0.0846,-0.1104,0.1264,1.29,-0.0901,-0.1478,0.1525,-0.1478,3463.2652,Feb 01/a,170.12
12,AAT,RUT,Real Estate,REIT - Diversified,USA,1320000000.0,25.83,26.38,-999,2.99,1.1,15.89,12.45,1.36,0.0677,1.5763,0.14,-0.131,0.1233,0.1484,-999,0.0614,0.0612,0.3785,0.2217,0.0,0.7682,-0.018,0.027,0.0423,0.0178,-999,-999,1.36,1.44,0.3575,0.1142,0.0179,-0.0292,0.0251,-0.1289,1.27,-0.0369,-0.1325,0.3484,-0.5609,0.3484,Feb 06/a,21.63
13,AB,-999,Financial,Asset Management,USA,3760000000.0,14.36,9.76,-999,-999,1.85,-999,12.78,0.0,0.0905,1.1201,0.72,0.11,0.1527,-0.0129,-0.0388,0.0,-999,0.2073,0.0326,0.0,0.1798,0.0264,0.01,0.1274,0.1273,-999,-999,0.0,0.0,-999,-999,-0.0041,0.006,0.1554,-0.1406,1.26,0.0273,-0.1437,0.3012,-0.646,12.9678,Feb 06/a,33.61
14,ABBV,S&P 500,Healthcare,Drug Manufacturers - General,USA,316480000000.0,65.86,14.66,20.1,5.83,30.54,24.69,14.37,7.26,0.0348,2.2033,2.34,0.0064,0.0933,-0.0577,0.0328,0.1176,-0.0542,-0.6709,0.0014,-0.1338,0.7199,0.001,0.0084,0.349,0.0761,0.87,0.76,5.11,5.8,0.704,0.0887,0.0009,0.0622,0.2493,0.148,0.55,0.0713,-0.0046,0.3681,-0.0046,4.5109,Feb 02/b,179.16
15,ABCB,RUT,Financial,Banks - Regional,USA,3270000000.0,12.17,9.83,1.52,2.26,0.95,-999,7.15,-999,0.0129,0.1541,1.04,0.1104,0.0849,0.0683,0.08,0.2554,0.1537,-0.1936,0.0558,0.0,0.928,0.0045,0.0201,0.0812,0.0654,0.12,-999,0.2,0.2,-999,0.1863,0.0431,-0.0372,0.048,0.0059,1.06,-0.0444,-0.1222,0.6728,-0.2082,13.1226,Jan 25/a,47.39
16,ABCL,-999,Healthcare,Biotechnology,Canada,1410000000.0,-999,-999,-999,37.03,1.21,1.79,-999,2.69,-999,0.0,-0.12,0.0579,0.0248,-999,0.1,4.7763,-0.574,-0.5605,0.3019,0.0,0.3838,0.1115,0.1116,-0.1227,-0.1197,7.33,7.32,0.06,0.07,-999,-3.8499,-0.0605,-0.0399,-0.0041,-0.426,0.38,-0.0981,-0.4281,0.2429,-0.9331,0.2429,Feb 20/a,4.81
17,ABEO,-999,Healthcare,Biotechnology,USA,209550000.0,-999,-999,-999,58.7,9.49,3.87,-999,2.18,-999,-999,-0.47,0.5967,0.2108,0.1964,-999,-0.5572,-999,0.6768,0.0585,0.0034,0.6672,0.2573,0.067,-2.0679,-1.4847,6.81,6.81,0.18,0.26,0.023,-10.8529,0.151,0.914,0.8155,2.3439,1.45,0.5081,0.0267,2.7768,-1.0,2.863,Nov 13/b,8.46
18,ABG,RUT,Consumer Cyclical,Auto & Truck Dealerships,USA,4190000000.0,7.18,6.37,-999,0.28,1.3,91.63,34.1,2.24,-999,0.0,7.82,-0.0352,0.0241,0.2827,-0.027,0.1891,0.0284,-0.8311,0.0071,-0.0457,1.08,0.014,0.0999,0.196,0.0934,1.06,0.42,0.99,1.54,0.1817,0.0407,-0.0317,-0.0375,-0.0567,-0.1376,1.17,-0.0356,-0.1994,0.1506,-0.1994,127.2938,Feb 08/b,205.27
19,ABM,RUT,Industrials,Specialty Business Services,USA,2580000000.0,10.75,11.24,2.95,0.32,1.42,37.1,13.52,1.1,0.0226,0.2322,0.71,-0.0558,0.0972,0.2081,0.0365,0.0522,0.0407,0.3158,0.017,-0.0422,0.9272,-0.0326,0.032,0.1429,0.0788,1.4,1.4,0.77,0.81,0.1213,0.031,-0.0075,-0.0133,-0.0332,-0.1653,1.14,-0.0307,-0.2319,0.0835,-0.2655,24.0769,Mar 07/b,40.75
20,ABNB,"NDX, S&P 500",Consumer Cyclical,Travel Services,USA,101670000000.0,22.03,32.35,0.92,10.25,12.45,10.07,26.18,15.82,-999,0.0,0.24,-0.4027,0.1391,-999,0.239,0.275,0.1661,-2.1523,0.3492,-0.0194,0.5072,-0.0117,0.0461,0.6983,0.4604,1.66,1.66,0.27,0.28,0.7087,0.4832,0.0478,0.0872,0.18,0.2672,1.25,0.0999,-0.0226,0.5387,-0.2756,0.9452,Feb 13/a,159.33
21,ABOS,-999,Healthcare,Biotechnology,USA,251910000.0,-999,-999,-999,-999,0.9,1.17,-999,3.72,-999,-999,-0.17,0.1049,-0.4681,-999,0.2289,-0.3846,-999,0.0964,0.2835,-0.0021,0.5773,0.0436,0.0164,-0.2044,-0.1739,35.85,35.85,0.0,0.0,-999,-999,0.0688,0.4646,0.6415,-0.1683,0.1,0.212,-0.6154,1.4032,-0.8388,1.4032,Nov 13/b,4.35
22,ABR,RUT,Real Estate,REIT - Mortgage,USA,2400000000.0,7.27,6.9,0.91,1.49,0.97,1.56,9.56,8.15,0.1362,0.9574,0.41,-0.2504,0.0954,0.0318,0.08,0.268,0.0465,-0.0278,0.0906,0.0015,0.595,0.0003,0.4047,0.1227,0.0243,-999,-999,3.36,3.87,0.9903,0.2041,-0.037,-0.0078,-0.0513,-0.0463,1.97,-0.0835,-0.2385,0.3827,-0.5767,25.0412,Feb 16/b,12.75
23,ABSI,-999,Healthcare,Biotechnology,USA,488860000.0,-999,-999,-999,70.44,2.49,3.77,-999,1.39,-999,-999,-0.21,0.08,0.3289,-999,0.233,0.5075,-0.6859,0.2029,0.2694,0.009,0.3636,0.0326,0.1382,-0.4352,-0.5117,4.82,4.82,0.06,0.09,-1.0327,-15.3513,0.0691,0.1874,2.023,1.4128,2.35,0.2473,-0.1781,3.734,-0.8332,3.734,Nov 14/a,5.26
24,ABT,S&P 500,Healthcare,Medical Devices,USA,205580000000.0,36.28,23.02,4.65,5.13,5.32,28.24,40.64,4.19,0.0179,0.6381,0.96,0.0404,0.1139,0.1965,0.078,0.061,0.0149,0.5485,0.0074,-0.0096,0.7711,0.0027,0.0083,0.1515,0.1073,1.64,1.16,0.38,0.41,0.4997,0.1422,-0.0077,0.0568,0.1297,0.1343,0.74,0.044,-0.0163,0.3212,-0.1691,155.3551,Jan 24/b,118.48
25,ABUS,RUT,Healthcare,Biotechnology,USA,447730000.0,-999,-999,-999,24.68,4.28,3.55,-999,0.75,-999,-999,-0.11,-0.0182,-0.183,0.1841,-999,0.3504,-0.6565,0.1923,0.2534,-0.0008,0.4692,0.0483,0.0295,-0.5999,-0.6373,5.87,6.34,0.08,0.08,0.9392,-4.0157,-0.0856,0.1218,0.3153,-0.0664,2.05,0.0448,-0.151,0.5799,-0.9152,2.2505,Feb 29/b,2.67
26,ABVX,-999,Healthcare,Biotechnology,France,940830000.0,-999,-999,-999,-999,166.11,32.71,-999,0.46,-999,-999,-999,0.3822,-0.1959,-0.2075,-999,0.0,-999,0.3103,0.0469,0.0,0.3129,-999,0.0022,-2.2293,-2.3638,1.72,1.28,0.44,0.57,-999,-999,-0.0013,0.192,0.4856,-999,-999,0.235,-0.0132,0.8712,-0.0132,0.8712,Sep 21/a,14.96
27,ACA,RUT,Industrials,Engineering & Construction,USA,4040000000.0,25.57,21.19,6.24,1.75,1.73,38.53,70.23,2.16,0.0024,0.0614,0.55,0.0285,0.1812,0.1604,0.041,0.0972,0.1637,-0.8258,0.0163,0.0,0.9134,-0.0105,0.0115,0.0702,0.0542,2.12,1.18,0.25,0.26,0.1923,0.0687,0.0132,0.03,0.1035,0.3513,0.65,0.0289,-0.0664,0.4992,-0.0664,2.96,Feb 22/a,83.16
28,ACAB,-999,Financial,Shell Companies,USA,117390000.0,76.86,-999,-999,-999,5.45,123.56,-999,0.09,-999,0.0,-999,-999,-999,-999,-999,0.0,-999,-1.2356,0.7133,0.0,0.2009,0.1331,0.0001,0.027,0.1992,0.19,0.19,0.0,0.0,-999,-999,-0.0621,0.0085,0.019,0.0762,-0.01,0.0049,-0.0621,0.096,-0.0588,0.096,-999,10.73
29,ACAC,-999,Financial,Shell Companies,USA,60510000.0,86.51,-999,-999,-999,1.93,1210.23,-999,0.01,-999,0.0,-999,-999,-999,-999,-999,-999,-999,2.7313,0.4675,0.0,0.7008,-999,0.0004,0.0163,0.0306,0.04,0.04,0.0,0.04,-999,-999,0.0005,0.004,0.0262,-999,0.04,0.0128,-0.0265,0.1321,-0.0265,0.1321,-999,11.19
30,ACAD,RUT,Healthcare,Biotechnology,USA,3920000000.0,-999,17.14,-999,5.4,9.08,8.94,235.63,2.66,-999,-999,0.06,2.7135,1.1916,0.2803,-999,0.2773,0.6927,2.0675,0.0076,-0.0715,0.9715,0.0091,0.0576,-0.1473,-0.1278,2.42,2.28,0.11,0.13,0.9427,-0.0844,-0.0967,-0.0585,0.0535,0.1706,0.39,-0.1293,-0.2995,0.3444,-0.5945,35.6308,Feb 27/a,23.81
31,ACCD,RUT,Healthcare,Health Information Services,USA,713720000.0,-999,-999,-999,1.84,1.63,3.1,-999,2.97,-999,-999,-999,-999,-999,-0.3843,-0.009,0.4186,0.0926,0.5059,0.1092,-0.0167,0.7717,0.0152,0.0379,-0.2666,-0.1833,2.31,2.31,0.54,0.56,0.3334,-0.3159,-0.1367,-0.2317,0.0177,-0.3068,2.09,-0.236,-0.4578,0.4566,-0.8587,1.0,Jan 08/a,9.22
32,ACCO,RUT,Industrials,Business Equipment & Supplies,USA,509770000.0,-999,4.3,-999,0.28,0.65,7.68,4.44,0.7,0.0559,-999,0.02,-0.0183,0.1682,-999,0.1,-0.004,-0.0216,-4.1684,0.0394,0.0,0.8499,-0.0474,0.0228,-0.0273,-0.0125,1.58,0.97,1.22,1.29,0.3012,-0.0119,-0.0693,-0.1476,-0.0183,-0.0595,1.64,-0.1213,-0.1888,0.2503,-0.8121,7.2615,Feb 22/a,5.37
33,ACDC,RUT,Energy,Oil & Gas Equipment & Services,USA,1320000000.0,8.93,7.98,-999,0.45,1.06,51.34,4.16,0.16,-999,0.0,0.04,-0.8852,3.4074,-999,-0.122,1.1048,-0.1759,-1.6578,0.8855,0.0088,0.1068,0.0178,0.2829,0.1611,0.0116,0.96,0.58,0.77,0.88,0.2254,0.0092,0.0297,0.1838,-0.0107,-0.6102,0.69,0.0841,-0.6185,0.2864,-0.6922,0.2864,Mar 13/b,8.31
34,ACEL,RUT,Consumer Cyclical,Gambling,USA,936880000.0,21.28,12.21,-999,0.8,4.74,3.58,18.45,3.12,-999,0.0,0.19,-0.1164,0.0843,0.2478,-0.042,0.3757,0.0683,0.2163,0.3289,-0.025,0.5072,-0.0283,0.0406,0.2419,0.0631,2.85,2.78,2.65,2.81,0.2513,0.039,0.0648,0.1091,0.0961,0.1906,1.4,0.0858,-0.0722,0.3502,-0.2601,1.1418,Feb 28/a,11.18
35,ACET,RUT,Healthcare,Biotechnology,USA,190360000.0,-999,-999,-999,-999,0.51,1.04,-999,2.23,-999,-999,-0.7,-0.9464,0.2401,0.5081,0.291,4.5262,-999,-1.1973,0.2055,0.589,0.4311,0.0715,0.0729,-0.5584,-0.6705,9.4,9.4,0.1,0.11,0.7996,-999,-0.0293,-0.2267,0.8862,-0.7018,1.89,-0.1023,-0.7155,1.1091,-0.9843,1.1091,Nov 08/a,2.32
36,ACGL,S&P 500,Financial,Insurance - Diversified,Bermuda,32700000000.0,7.53,10.36,0.38,2.45,1.86,-999,5.74,-999,-999,0.0,2.05,-0.0579,0.0595,0.464,0.197,0.205,0.2776,1.6356,0.0311,-0.0346,0.8923,-0.0011,0.0094,0.2842,0.2073,0.54,-999,0.16,0.16,-999,0.3297,0.0019,0.0491,0.0576,0.2257,0.57,0.0801,-0.036,0.4072,-0.036,70.501,Feb 14/a,87.39
37,ACHC,-999,Healthcare,Medical Care Facilities,USA,7820000000.0,-999,21.03,-999,2.67,2.78,78.14,204.65,1.08,-999,0.0,0.8,0.0297,0.1374,0.3475,0.1012,0.02,0.1,-0.0555,0.0277,-0.0668,1.0113,-0.0802,0.0365,-0.0077,-0.0051,0.67,0.67,0.52,0.54,0.2331,-0.0074,-0.0303,0.0552,0.1472,0.1384,1.32,0.0321,-0.0346,0.2743,-0.057,14.6041,Feb 27/a,84.73
38,ACHL,-999,Healthcare,Biotechnology,United Kingdom,53010000.0,-999,-999,-999,-999,0.35,0.38,-999,3.44,-999,-999,0.22,0.4725,0.8333,-999,0.052,0.0,-999,-0.316,0.0435,0.0,0.457,0.0049,0.0009,-0.4234,-0.4826,8.55,8.55,0.02,0.05,-999,-999,-0.1275,0.3211,0.5834,0.2147,1.09,0.3051,-0.2614,0.7563,-0.9314,0.7563,Nov 13/a,1.3
39,ACHR,RUT,Industrials,Aerospace & Defense,USA,1310000000.0,-999,-999,-999,-999,3.48,2.77,-999,1.52,-999,-999,-0.31,-0.0022,0.1679,-999,-999,0.0,-999,0.0904,0.3832,0.1134,0.3614,-0.0445,0.1996,-1.0644,-1.1817,4.21,4.21,0.06,0.06,-999,-999,-0.1229,-0.1478,-0.3317,0.3625,2.47,-0.2041,-0.4379,1.3785,-0.7737,1.5988,Feb 26/a,4.21
40,ACHV,-999,Healthcare,Biotechnology,Canada,92940000.0,-999,-999,-999,-999,23.01,4.67,-999,0.94,-999,-999,-0.31,0.6096,0.1889,0.6098,0.15,0.0,-999,0.7506,0.2456,0.0,0.2175,0.0144,0.0418,-13.9988,-1.7562,5.36,5.36,4.01,4.03,-999,-999,-0.0244,-0.0948,-0.2483,-0.1426,1.3,0.0136,-0.5738,0.4488,-1.0,1.195,Nov 09/a,4.39
41,ACI,-999,Consumer Defensive,Grocery Stores,USA,11670000000.0,8.75,7.75,1.09,0.15,4.62,47.21,29.87,0.43,0.0237,0.2118,-999,-999,-999,0.8796,0.08,0.0648,0.0222,2.0696,0.426,0.0,0.4537,0.0327,0.0374,0.8108,0.0848,0.85,0.19,5.27,5.83,0.2571,0.017,-0.026,-0.0511,-0.0783,0.009,0.49,-0.0722,-0.1516,0.0585,-0.2898,1.0899,Jan 09/b,20.26
42,ACIC,RUT,Financial,Insurance - Property & Casualty,USA,454150000.0,1.49,6.09,0.07,1.51,2.87,-999,-999,-999,-999,0.0,0.25,-0.3812,0.36,3.0021,0.2,-0.1476,-0.487,1.0457,0.5641,0.0004,0.2221,-0.1868,0.0555,-2.2838,0.9537,7.51,-999,0.89,0.89,-999,1.0108,-0.2482,-0.0933,0.2426,2.9485,-0.15,-0.0876,-0.274,5.9899,-0.6361,34.416,Feb 29/a,10.35
43,ACIU,-999,Healthcare,Biotechnology,Switzerland,390060000.0,-999,-999,-999,-999,2.25,4.46,-999,0.88,-999,-999,-0.11,0.1327,0.2785,-0.1366,-999,3.0671,-1.0,-0.2099,0.4241,0.0,0.3073,0.0099,0.0117,-0.4493,-0.5327,7.36,7.36,0.01,0.02,-999,-71573.1953,0.0422,0.2825,0.1618,0.6458,1.01,0.0405,-0.2315,1.2191,-0.8022,1.3512,Nov 03/b,3.95
44,ACIW,RUT,Technology,Software - Infrastructure,USA,3310000000.0,28.0,18.4,2.33,2.28,2.54,20.15,20.74,1.54,-999,0.0,-0.18,0.2693,0.1887,0.1376,0.12,0.0785,0.0548,0.3864,0.0129,-0.0371,1.0265,0.0079,0.0261,0.0965,0.0524,1.35,1.35,0.75,0.82,0.4206,0.0837,-0.0038,0.055,0.1342,0.2022,1.25,0.0226,-0.0697,0.59,-0.2805,20.9014,Feb 29/b,31.1
45,ACLS,RUT,Technology,Semiconductor Equipment & Materials,USA,3640000000.0,15.0,13.17,0.75,3.22,4.21,7.18,26.69,15.51,-999,0.0,1.24,-0.0825,0.2406,0.4064,0.2,0.2345,0.1663,0.258,0.0173,-0.0248,0.9167,0.0197,0.0487,0.3215,0.2636,3.79,2.71,0.08,0.09,0.4345,0.2178,0.0152,-0.1535,-0.1148,-0.1424,1.64,-0.1,-0.4457,0.0582,-0.4457,162.8382,Feb 07/a,111.41
46,ACLX,RUT,Healthcare,Biotechnology,USA,3640000000.0,-999,-999,-999,33.0,7.5,5.17,19.56,13.46,-999,-999,-0.51,-0.3172,-0.014,-0.2989,-999,0.0,-999,1.4294,0.2924,-0.0448,0.7553,0.1546,0.0962,-0.2048,-0.1318,6.06,6.06,0.1,0.2,0.9764,-0.6408,0.0299,0.096,0.2666,1.4678,0.02,0.1676,-0.0059,1.6459,-0.0059,10.5394,Feb 28/a,69.64
47,ACM,-999,Industrials,Engineering & Construction,USA,12050000000.0,198.32,17.45,12.13,0.81,5.36,10.1,20.3,8.77,0.004,1.8232,1.03,0.21,0.131,-0.1403,0.1635,-0.0532,0.153,0.1016,0.0046,-0.0975,0.8712,-0.0086,0.0094,0.0514,0.0127,1.05,1.05,1.17,1.28,0.0654,0.0042,-0.0093,-0.0185,-0.0108,-0.0127,1.23,-0.0109,-0.0579,0.1905,-0.0579,5.1379,Feb 05/a,88.57
48,ACMR,RUT,Technology,Semiconductor Equipment & Materials,USA,1790000000.0,25.09,16.11,0.59,3.2,2.32,6.26,-999,4.67,0.006,0.0,0.33,-0.1315,0.2809,0.5693,0.4274,0.4974,0.5692,0.4327,0.2479,-0.0309,0.542,-0.0287,0.0785,0.1073,0.0937,2.35,1.26,0.08,0.13,0.4953,0.1387,0.341,0.7993,0.7331,1.7334,1.41,0.4537,-0.1506,2.3394,-0.3946,17.4793,Feb 28/b,29.22
49,ACN,S&P 500,Technology,Information Technology Services,Ireland,236300000000.0,34.93,28.18,4.54,3.66,8.86,33.07,26.17,11.4,0.013,0.4159,2.68,0.0491,0.0925,0.1118,0.077,0.0959,0.0303,0.0064,0.0026,-0.0501,0.7834,0.0115,0.0116,0.2771,0.2375,1.33,1.33,0.09,0.12,0.3248,0.1065,-0.0027,0.0105,0.1148,0.4,1.19,0.0407,-0.0261,0.5522,-0.097,32.3522,Mar 21/b,376.88
50,ACNB,RUT,Financial,Banks - Regional,USA,301250000.0,9.53,10.06,-999,2.62,1.09,-999,7.37,-999,0.0342,0.3073,0.8,-0.093,0.0461,0.0372,-999,0.0774,-0.134,-0.5993,0.0449,0.0018,0.325,-0.0423,0.0087,0.1213,0.0667,0.12,-999,0.71,0.92,-999,0.2753,-0.0253,-0.0188,-0.1268,-0.0156,0.59,-0.1405,-0.2709,0.3111,-0.2709,3.9201,Jan 25/b,35.4
51,ACNT,-999,Basic Materials,Steel,USA,106570000.0,-999,12.09,-999,0.38,1.11,145.98,4.88,0.07,-999,0.0,-0.08,-2.0423,1.3919,0.6984,0.124,0.1176,-0.4398,-30.6862,0.1269,0.0,0.4943,-0.0461,0.0013,-0.1871,-0.2111,3.66,1.41,0.85,0.9,0.0396,-0.1341,0.052,0.0324,0.2845,0.0221,0.74,0.0631,-0.0599,0.4611,-0.7783,6.2831,Nov 08/a,10.52
52,ACP,-999,Financial,Closed-End Fund - Debt,USA,355910000.0,6.57,-999,-999,9.44,1.05,-999,-999,-999,0.1757,-999,-999,-999,-999,-999,-999,-999,0.417,-999,-999,-999,0.2405,-999,0.0084,-999,-999,-999,-999,-999,-999,-999,-999,0.0111,0.0104,0.0824,-0.0893,0.99,0.0025,-0.1047,0.2306,-0.6266,0.316,-999,6.83
53,ACR,-999,Real Estate,REIT - Mortgage,USA,92810000.0,-999,-999,-999,0.43,0.21,0.93,1.88,11.86,-999,-999,0.46,-0.0905,-999,-999,0.05,0.3434,0.3152,3.1032,0.1163,0.0274,0.306,-0.0473,0.0021,0.0301,-0.0031,-999,-999,3.5,4.07,0.9632,-0.0288,0.0398,0.084,0.4228,0.1708,1.96,0.0946,-0.024,0.6571,-0.9516,2.8491,Feb 28/a,10.97
54,ACRE,RUT,Real Estate,REIT - Mortgage,USA,401620000.0,-999,7.35,-999,2.09,0.64,3.64,8.58,2.03,0.1443,2.4501,0.22,-0.2226,0.2185,-999,0.0229,0.1359,-0.096,-14.7434,0.0618,-0.0073,0.4348,0.0101,0.0447,-0.0566,-0.0177,-999,-999,2.5,2.58,0.923,-0.2023,0.0151,-0.2039,-0.2863,-0.3584,1.44,-0.2156,-0.3715,0.0322,-0.5879,1.6978,Feb 22/b,7.38
55,ACRS,RUT,Healthcare,Diagnostics & Research,USA,90070000.0,-999,-999,-999,2.88,0.57,0.76,-999,1.68,-999,-999,-0.28,0.1995,0.1725,0.2067,-999,0.7429,1.2662,0.9493,0.0899,0.0028,0.8922,0.004,0.0904,-0.4988,-0.5521,4.16,4.16,0.02,0.02,0.708,-2.8315,0.0583,0.0496,0.4055,-0.9006,0.23,0.0996,-0.8858,1.1518,-0.9625,1.1518,Feb 27/b,1.27
56,ACRV,RUT,Healthcare,Biotechnology,USA,109170000.0,-999,-999,-999,-999,0.79,0.77,-999,6.43,-999,-999,-0.73,0.653,-0.1761,-999,-999,0.0,-999,-0.4875,0.4584,0.0,0.5978,-999,0.0311,-0.4656,-0.3531,15.54,15.54,0.03,0.03,-999,-999,-0.05,0.2932,0.1202,-0.7648,1.65,0.1472,-0.7867,0.5486,-0.806,0.5486,Nov 09/b,4.94
57,ACT,RUT,Financial,Insurance - Specialty,USA,4460000000.0,6.83,7.26,-999,3.87,0.97,-999,7.06,-999,0.0472,0.1508,0.95,-0.0845,0.0274,0.0671,-0.015,0.0675,0.0699,0.1118,0.8146,-0.013,0.1823,-0.0021,0.0316,0.1524,0.1235,2.07,-999,0.16,0.16,-999,0.5769,0.0462,0.0021,0.0057,0.177,0.55,0.0022,-0.0485,0.3809,-0.0485,0.652,Feb 07/b,28.06
