No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,Fundamental Score
4315,WPRT,Consumer Cyclical,Auto Parts,Canada,102730000.0,-999.0,-999.0,-999.0,0.32,0.6,2.56,0.188,0.0431,0.0,0.134,-999.0,7.78,-0.2746,1.14,0.38,-0.1632,-0.0861,-0.5537,0.2204,-0.9881,0.2204,5.98,0.0,False,True,6
4333,WTI,Energy,Oil & Gas E&P,USA,418460000.0,6.83,17.13,-999.0,0.71,13.95,1.05,0.2346,0.2074,0.0,0.4365,0.0394,6.21,-999.0,1.15,13.66,0.1045,-0.0784,-0.5483,0.1196,-0.9438,1.6682,2.86,0.0,False,True,5
2638,MP,Basic Materials,Other Industrial Metals & Mining,USA,2950000000.0,29.75,41.85,1.09,9.65,2.14,6.11,-999.0,1.0303,0.0,0.5261,-0.0175,5.39,0.0822,11.45,0.5,0.3521,-0.0414,-0.5479,0.1458,-0.7245,0.6953,16.58,0.0,False,True,5
1817,GRWG,Consumer Cyclical,Specialty Retail,USA,143470000.0,-999.0,-999.0,-999.0,0.62,0.72,1.09,-0.7178,1.0045,0.2702,0.3564,-0.0188,3.01,-0.1587,2.17,0.22,-0.148,-0.0668,-0.5474,0.322,-0.9655,0.56,2.34,1976973.0,True,True,5
3182,PL,Industrials,Aerospace & Defense,USA,647020000.0,-999.0,-999.0,-999.0,3.01,1.21,1.13,0.322,-0.0957,0.0008,0.2668,0.0874,5.14,-0.2629,2.94,0.05,-0.6902,-0.0335,-0.547,0.1382,-0.8136,0.1382,2.27,254640.0,True,False,4
230,ANGO,Healthcare,Medical Instruments & Supplies,USA,243230000.0,-999.0,-999.0,-999.0,0.74,0.61,1.53,-999.0,0.054,0.0,0.8824,-0.0027,3.24,-0.0349,1.55,0.01,-0.0428,-0.0912,-0.5412,0.0762,-0.8093,0.0762,6.1,0.0,False,False,5
3006,OPK,Healthcare,Diagnostics & Research,USA,800120000.0,-999.0,-999.0,-999.0,0.92,0.55,0.18,0.0351,0.0761,0.0224,0.2417,-0.0275,9.41,-0.1351,1.44,0.21,-0.2394,-0.1887,-0.5379,0.2154,-0.9461,3.9286,1.03,7902520.0,True,True,6
1356,EP,Energy,Oil & Gas E&P,USA,142260000.0,-999.0,-999.0,-999.0,3.64,7.56,0.48,-999.0,5.0266,0.2258,0.4248,0.5859,7.3,-0.4623,1.0,0.89,-0.2552,-0.2466,-0.5362,0.0981,-0.9391,193.2187,6.22,10076607.0,True,True,3
1458,EYE,Consumer Cyclical,Specialty Retail,USA,1530000000.0,-999.0,35.74,-999.0,0.73,1.82,3.4,-0.0548,0.0735,0.0,1.0284,-0.0173,6.94,-0.0677,1.02,1.21,-0.0283,-0.013,-0.5344,0.4252,-0.7036,0.6701,19.54,0.0,False,True,3
2840,NOVA,Technology,Solar,USA,1400000000.0,-999.0,-999.0,-999.0,1.94,0.9,4.07,0.0,0.5696,0.0,1.0697,0.0715,6.41,-0.1792,0.99,4.62,-0.3479,-0.0581,-0.5342,0.5023,-0.8017,0.8693,11.44,0.0,False,False,3
2718,MXL,Technology,Semiconductors,USA,1550000000.0,-999.0,17.64,-999.0,2.24,2.26,2.3,-0.1883,0.2436,0.0,0.8374,-0.0037,3.66,-0.1074,1.75,0.23,-0.1055,-0.1029,-0.5285,0.4095,-0.757,3.7803,18.93,0.0,False,True,4
4344,WWW,Consumer Cyclical,Footwear & Accessories,USA,675610000.0,-999.0,9.88,-999.0,0.28,1.97,2.02,-999.0,0.0658,0.0028,0.8921,-0.0094,3.46,-0.617,0.63,3.73,-0.1295,-0.0317,-0.5241,0.1782,-0.8101,20.0641,8.49,60347.0,False,True,2
2289,KRMD,Healthcare,Medical Instruments & Supplies,USA,97960000.0,-999.0,-999.0,-999.0,3.42,3.57,0.24,-999.0,0.1344,0.0245,0.5605,0.0109,8.99,-0.2754,4.03,0.17,-0.2878,-0.0411,-0.5212,0.0843,-0.8329,142.0,2.14,114742.0,True,False,4
133,AJX,Real Estate,REIT - Mortgage,USA,120040000.0,-999.0,39.73,-999.0,1.78,0.39,2.33,-999.0,-0.0786,0.0,0.7395,-0.0169,1.68,-0.0904,-999.0,3.21,-0.4802,-0.158,-0.5208,0.0711,-0.7145,0.1119,4.37,0.0,False,True,2
3434,RMBL,Consumer Cyclical,Auto & Truck Dealerships,USA,227600000.0,-999.0,-999.0,-999.0,0.16,0.62,1.7,0.0085,1.5075,0.352,0.3821,0.0446,4.19,-1.0017,0.31,4.67,-0.233,-0.0748,-0.52,0.2725,-0.9704,1.1633,6.49,18938090.0,True,False,4
944,CONN,Consumer Cyclical,Specialty Retail,USA,121520000.0,-999.0,-999.0,-999.0,0.1,0.31,1.91,-999.0,-0.0286,0.0,0.2952,-0.0919,13.6,-0.3492,2.41,2.93,-0.1351,0.1929,-0.5171,0.9412,-0.9384,0.9412,4.95,0.0,False,True,3
822,CHMI,Real Estate,REIT - Mortgage,USA,93870000.0,-999.0,3.87,-999.0,1.11,0.68,2.61,-0.315,-0.369,0.0573,0.1429,-0.0608,1.24,-0.1351,-999.0,4.53,-0.5175,-0.115,-0.5167,0.2561,-0.8114,0.3497,3.48,29949.0,False,True,2
1093,CYH,Healthcare,Medical Care Facilities,USA,530100000.0,2.15,36.73,-999.0,0.04,-999.0,0.67,-999.0,-0.0345,0.0977,0.7968,-0.0765,2.86,-999.0,1.36,-999.0,0.0188,0.1853,-0.5162,0.9279,-0.9276,1.1648,3.88,2110000.0,True,True,4
2,AA,Basic Materials,Aluminum,USA,4820000000.0,-999.0,11.06,-999.0,0.45,1.07,5.63,-999.0,-0.0301,0.0,0.8294,-0.0566,1.81,-0.1396,0.74,0.43,-0.0608,-0.0791,-0.515,0.1719,-0.7244,4.2393,27.03,0.0,False,True,2
4394,ZIM,Industrials,Marine Shipping,Israel,1470000000.0,-999.0,-999.0,-999.0,0.24,0.57,15.23,-999.0,0.5211,0.0,0.1697,-0.1268,3.23,-0.5092,0.98,1.85,-0.3471,0.0967,-0.5117,0.9194,-0.8656,0.9194,12.27,0.0,False,True,3
2643,MPLN,Healthcare,Health Information Services,USA,727430000.0,-999.0,-999.0,-999.0,0.76,0.42,0.17,-999.0,0.0141,0.0,0.3642,-0.0524,13.86,-0.3394,1.23,2.63,-0.7412,-0.1298,-0.5109,0.8349,-0.9134,0.8349,1.12,0.0,False,True,4
1348,ENZ,Healthcare,Diagnostics & Research,USA,67660000.0,-999.0,-999.0,-999.0,0.95,0.91,1.47,-0.4199,-0.0965,0.0,0.3272,-0.0286,9.79,-1.1237,2.79,0.09,-0.6419,0.0115,-0.5109,0.34,-0.9883,2.9596,1.34,0.0,False,True,4
867,CLNE,Energy,Oil & Gas Refining & Marketing,USA,655680000.0,-999.0,-999.0,-999.0,1.53,0.96,0.79,0.13,0.0881,0.0,0.487,0.0179,6.55,-0.1325,2.42,0.33,-0.2168,-0.1421,-0.5084,0.073,-0.8812,1.8,2.94,0.0,False,False,6
3459,ROOT,Financial,Insurance - Property & Casualty,USA,106330000.0,-999.0,-999.0,-999.0,0.32,0.6,-999.0,-0.4402,1.4482,0.0021,0.221,0.0457,8.21,-0.5213,-999.0,1.0,-0.5756,-0.2568,-0.5079,1.2003,-0.9863,1.2003,7.28,57338.0,False,False,3
1274,EDAP,Healthcare,Medical Distribution,France,232900000.0,-999.0,-999.0,-999.0,3.98,3.05,1.37,-0.3172,0.0602,0.0,0.4429,0.3021,0.38,-0.0455,2.5,0.09,-0.0519,0.1269,-0.5012,0.7528,-0.7084,11.62,6.31,0.0,False,True,4
609,BRCC,Consumer Defensive,Packaged Foods,USA,253390000.0,-999.0,333.74,-999.0,0.69,12.25,0.13,-999.0,0.3574,0.1367,0.5479,0.0587,13.01,-0.6735,0.63,5.12,-0.0472,0.0372,-0.5,0.6474,-0.8784,0.6474,4.14,76415.0,False,True,2
3564,SCYX,Healthcare,Drug Manufacturers - Specialty & Generic,USA,72190000.0,1.53,43.11,-999.0,0.53,0.78,2.38,0.3097,-0.5356,0.0,0.4499,-0.0019,6.41,1.3223,6.88,0.16,0.5314,0.0355,-0.4987,0.687,-0.9871,0.687,1.94,0.0,False,False,6
1910,HL,Basic Materials,Other Precious Metals & Mining,USA,2170000000.0,-999.0,42.79,-999.0,2.86,1.08,0.16,0.0146,0.07,0.0002,0.5896,-0.0023,2.24,-0.0233,1.04,0.32,-0.0612,-0.2107,-0.4987,-0.0043,-0.8674,6.0591,3.51,34585.0,False,True,5
1848,HAIN,Consumer Defensive,Packaged Foods,USA,873780000.0,-999.0,20.58,-999.0,0.49,0.88,0.6,-999.0,-0.0597,0.0674,0.9494,0.0563,2.52,-0.1505,1.14,0.91,-0.0888,-0.0921,-0.4982,0.081,-0.8621,6.792,9.74,824794.0,True,True,4
181,ALYA,Technology,Information Technology Services,Canada,108070000.0,-999.0,-999.0,-999.0,0.28,0.84,0.06,0.0159,0.2718,0.0,0.1803,-999.0,5.42,-0.221,0.69,0.85,-0.081,-0.0932,-0.4978,0.1531,-0.9593,0.1752,1.13,0.0,False,False,5
1173,DLA,Consumer Cyclical,Apparel Manufacturing,USA,51030000.0,-999.0,-999.0,-999.0,0.12,0.34,0.03,-999.0,0.0174,0.0,0.6027,-0.0377,8.31,-0.1987,0.44,1.47,-0.08,-0.0419,-0.4976,0.1302,-0.7933,2.488,7.29,0.0,False,True,3
4029,TV,Communication Services,Telecom Services,Mexico,1640000000.0,-999.0,15.1,-999.0,0.4,0.23,3.56,-999.0,-0.0762,0.0,0.4048,-0.0253,2.76,-0.1134,1.65,0.78,-0.1966,-0.0131,-0.4967,0.4595,-0.9235,0.4595,3.07,0.0,False,True,4
1757,GLT,Basic Materials,Paper & Paper Products,USA,104120000.0,-999.0,-999.0,-999.0,0.07,0.41,1.25,-999.0,0.1543,2.3633,0.7959,-0.0402,1.1,-0.3614,1.15,3.37,-0.0726,0.4475,-0.4964,0.8473,-0.9278,0.8473,2.31,2374207.0,True,True,4
893,CMP,Basic Materials,Other Industrial Metals & Mining,USA,861930000.0,-999.0,18.68,-999.0,0.72,1.87,0.93,-0.215,-0.0317,0.0215,0.9784,-0.0141,4.17,-0.124,1.15,1.99,-0.0503,-0.1122,-0.493,0.1051,-0.7873,0.605,20.86,200256.0,True,True,2
3947,TNDM,Healthcare,Medical Devices,USA,1490000000.0,-999.0,-999.0,-999.0,1.93,4.74,7.64,0.3516,0.4741,0.0262,1.0748,0.0197,3.67,-0.5666,3.28,1.33,-0.2702,-0.0932,-0.4913,0.6509,-0.9246,9.6612,22.82,241507.0,True,True,4
2657,MRCY,Industrials,Aerospace & Defense,USA,1670000000.0,-999.0,51.1,-999.0,1.86,1.07,2.84,-999.0,0.1518,0.4103,1.0417,0.0143,6.86,-0.056,2.79,0.46,-0.0954,-0.1639,-0.49,0.1098,-0.7083,11.7104,28.09,20836988.0,True,True,4
1990,HUYA,Communication Services,Entertainment,China,257830000.0,-999.0,198.85,-999.0,0.24,0.46,13.3,-0.3253,0.2289,0.0,0.527,-0.0092,1.81,-0.0395,5.13,0.0,-0.0583,-0.1226,-0.4896,0.3666,-0.9421,0.7957,2.94,0.0,False,True,5
2459,LX,Financial,Credit Services,China,242140000.0,1.64,1.38,0.69,0.14,0.19,4.77,0.5728,0.0792,0.0,0.2533,-0.075,1.79,0.153,-999.0,0.68,0.1077,-0.0476,-0.4883,0.0772,-0.9127,0.3849,1.75,0.0,False,True,6
2357,LEE,Communication Services,Publishing,USA,61460000.0,-999.0,-999.0,-999.0,0.09,3.12,2.5,-999.0,0.0606,0.0037,0.3877,0.0127,2.56,-0.3184,0.87,25.14,-0.0086,0.0609,-0.4846,0.3241,-0.9799,3.1708,10.01,39129.0,False,True,2
1587,FORA,Healthcare,Health Information Services,USA,87360000.0,-999.0,112.8,-999.0,3.8,3.44,1.58,-999.0,10.2128,0.0001,0.1346,-0.0508,10.16,-0.0704,7.84,0.93,-0.2333,0.0628,-0.4821,0.5276,-0.9996,20.6923,2.82,4046.0,False,False,4
2464,LXU,Basic Materials,Chemicals,USA,567210000.0,6.03,14.25,-999.0,0.82,1.07,4.27,-999.0,0.283,0.0,0.5267,-0.4055,3.64,0.1873,3.72,1.14,0.1427,-0.1102,-0.4813,0.0452,-0.7984,25.4507,7.63,0.0,False,True,4
846,CIO,Real Estate,REIT - Office,Canada,188520000.0,-999.0,-999.0,-999.0,1.05,0.28,1.31,-999.0,0.0891,0.0,0.6945,-0.0916,1.45,-0.0155,-999.0,0.88,-0.1107,-0.1713,-0.4811,0.3661,-0.7537,0.3661,4.72,0.0,False,True,4
853,CLB,Energy,Oil & Gas Equipment & Services,USA,678630000.0,16.78,11.8,0.82,1.33,3.02,0.32,-0.1372,-0.054,0.0,1.0452,0.0051,12.75,0.1957,1.73,0.92,0.0803,-0.1403,-0.4802,0.0179,-0.9343,5.2678,14.53,0.0,False,True,3
2075,IMPP,Energy,Oil & Gas Midstream,Greece,51010000.0,0.08,-999.0,-999.0,0.27,0.14,7.37,-999.0,1.6554,0.0,0.1552,0.6839,5.9,0.2527,9.83,0.03,0.3842,0.1182,-0.4776,1.5297,-0.9795,1.5297,2.98,0.0,False,True,6
3062,PARA,Communication Services,Entertainment,USA,8440000000.0,-999.0,12.47,-999.0,0.28,0.39,2.77,0.1283,0.0282,0.0,0.7473,0.0204,4.79,-0.0658,1.09,0.79,-0.0384,-0.1097,-0.4745,0.2331,-0.8729,3.2352,12.96,0.0,False,True,6
2636,MOS,Basic Materials,Agricultural Inputs,USA,9820000000.0,7.71,9.24,-999.0,0.65,0.82,1.81,-999.0,0.2187,0.0,0.8497,-0.0193,0.7,0.112,0.58,0.32,0.088,-0.1228,-0.4744,0.01,-0.8101,4.3263,30.04,0.0,False,True,4
2164,IVAC,Industrials,Specialty Industrial Machinery,USA,104690000.0,-999.0,-999.0,-999.0,1.99,0.9,2.61,-999.0,-0.0676,0.0,0.7688,-0.0034,9.12,-0.1055,2.76,0.07,-0.2315,-0.0486,-0.4735,0.2932,-0.8715,1.1459,3.97,0.0,False,True,4
4150,VFC,Consumer Cyclical,Apparel Manufacturing,USA,5950000000.0,-999.0,10.94,-999.0,0.55,2.82,2.54,-0.3444,0.0021,0.0036,0.8873,0.0046,3.41,-0.282,0.7,3.48,-0.0708,-0.1243,-0.473,0.1907,-0.8474,33.3908,15.3,597804.0,True,True,2
427,BALY,Consumer Cyclical,Resorts & Casinos,USA,505010000.0,-999.0,-999.0,-999.0,0.21,0.56,6.53,-999.0,0.7904,0.0124,0.6462,-0.1428,5.64,-0.3989,0.64,5.42,-0.1643,-0.0959,-0.4729,0.5206,-0.8542,0.5332,11.07,760257.0,True,False,3
3501,RYAM,Basic Materials,Chemicals,USA,298930000.0,-999.0,-999.0,-999.0,0.17,0.38,0.42,-999.0,-0.0171,0.0,0.7763,-0.0456,3.16,-0.0467,0.82,0.98,-0.0212,0.1431,-0.4711,0.7199,-0.8964,4.0828,4.57,0.0,False,True,3
3759,SSRM,Basic Materials,Gold,USA,1910000000.0,9.27,14.58,-999.0,1.46,0.53,2.29,0.0906,0.3388,0.0,0.6583,0.0006,1.87,0.0601,3.76,0.09,0.1635,-0.1047,-0.4702,0.0146,-0.8051,14.016,9.39,0.0,False,True,7
2097,INMD,Healthcare,Medical Devices,Israel,2130000000.0,12.17,10.44,1.93,4.27,2.94,8.12,0.7078,0.4711,0.0,0.7554,-0.0001,5.78,0.293,11.87,0.0,0.3618,0.1257,-0.4697,0.3778,-0.7423,2.9181,25.58,0.0,False,True,6
2776,NEWT,Financial,Banks - Regional,USA,272380000.0,11.01,5.99,3.67,1.29,1.31,9.07,-0.0991,0.1434,0.0118,0.3661,-0.1081,12.32,0.0851,-999.0,4.8,0.1202,-0.1679,-0.4695,0.0279,-0.7879,266.735,11.05,232323.0,True,True,3
3031,OSPN,Technology,Software - Infrastructure,USA,411660000.0,-999.0,11.01,-999.0,1.8,2.32,1.74,0.0857,0.0151,0.0013,0.8896,0.0057,2.55,-0.1791,1.43,0.03,-0.1457,-0.0048,-0.4639,0.3508,-0.7668,45.9091,10.32,57334.0,False,False,5
2453,LVLU,Consumer Cyclical,Apparel Retail,USA,82540000.0,-999.0,-999.0,-999.0,0.22,1.28,0.32,-999.0,0.1179,0.0004,0.3195,0.024,7.53,-0.2636,0.35,0.67,-0.0467,-0.0334,-0.4617,0.4167,-0.9042,0.4167,2.04,21000.0,False,True,3
163,ALLT,Technology,Software - Infrastructure,Israel,76520000.0,-999.0,-999.0,-999.0,0.75,1.17,1.58,-0.0991,0.0744,0.0,0.5405,0.029,1.3,-0.6036,2.06,0.65,-0.5027,0.2687,-0.4595,0.6807,-0.9312,0.6807,2.0,0.0,False,False,4
1764,GME,Consumer Cyclical,Specialty Retail,USA,4570000000.0,-999.0,106.93,-999.0,0.8,3.62,3.98,-999.0,-0.0663,0.0001,0.2865,-0.0447,9.8,-0.0065,0.94,0.49,-0.0014,-0.0374,-0.4586,0.266,-0.876,22.3007,14.97,111791.0,True,False,2
2832,NOAH,Financial,Asset Management,China,742340000.0,0.78,4.68,-999.0,1.55,0.52,11.8,0.0121,0.0026,0.0,0.389,-0.0077,6.03,0.0968,-999.0,0.01,0.2761,-0.0862,-0.4564,0.0657,-0.8334,1.8268,11.59,0.0,False,True,6
1780,GOCO,Financial,Insurance Brokers,USA,118990000.0,-999.0,-999.0,-999.0,0.23,0.52,2.76,-999.0,0.4542,0.0043,0.5519,-0.0809,13.9,-0.4465,-999.0,2.6,-0.2391,-0.0644,-0.4547,0.7674,-0.9684,1.5248,12.46,100275.0,True,False,3
993,CRK,Energy,Oil & Gas E&P,USA,2050000000.0,3.27,9.3,0.16,0.99,0.9,0.07,-999.0,0.8008,0.0,0.3501,0.0343,5.3,0.3183,0.42,1.16,0.2976,-0.1506,-0.4542,0.0068,-0.9838,1.7879,7.36,0.0,False,True,4
2994,ONL,Real Estate,REIT - Office,USA,271090000.0,-999.0,-999.0,-999.0,1.34,0.3,0.58,-999.0,1.6103,0.0,0.8346,-0.0318,2.09,-0.063,-999.0,0.59,-0.2979,-0.1095,-0.454,0.102,-0.8396,0.102,4.86,0.0,False,False,4
2278,KODK,Industrials,Specialty Business Services,USA,276440000.0,5.49,-999.0,-999.0,0.24,0.29,3.21,-0.3797,-0.0172,0.0003,0.4562,-0.0261,7.45,0.0679,1.75,0.42,0.0506,-0.0552,-0.4521,0.0962,-0.9421,1.3167,3.47,22200.0,False,True,4
1361,EPM,Energy,Oil & Gas E&P,USA,185230000.0,11.24,9.23,-999.0,1.92,2.12,0.25,0.1205,0.4721,0.0,0.6266,-0.029,2.87,0.185,1.46,0.0,0.1689,-0.0425,-0.452,0.1081,-0.9998,33.6294,5.54,0.0,False,True,6
3846,TASK,Technology,Information Technology Services,USA,1080000000.0,26.5,9.22,3.01,1.16,2.56,1.28,-999.0,0.3943,0.0,0.1827,0.0151,4.75,0.1046,2.93,0.73,0.0484,-0.037,-0.4498,0.5236,-0.8584,0.5236,12.1,0.0,False,True,4
2632,MOMO,Communication Services,Internet Content & Information,China,918780000.0,4.62,4.32,3.14,0.53,0.73,6.58,-0.0848,-0.0069,0.0,0.8032,-0.024,1.95,0.1739,3.72,0.2,0.1557,-0.0571,-0.4483,0.0679,-0.8465,0.6978,6.14,0.0,False,True,5
3052,PACK,Consumer Cyclical,Packaging & Containers,USA,368030000.0,-999.0,-999.0,-999.0,1.13,0.64,0.63,-3.7924,0.0626,0.0182,0.8685,-0.0538,2.85,-0.0422,2.28,0.72,-0.0772,-0.0739,-0.4462,0.6939,-0.8963,0.6939,4.45,550472.0,True,False,5
3197,PLTK,Communication Services,Electronic Gaming & Multimedia,Israel,2650000000.0,9.27,8.31,1.04,1.03,-999.0,2.4,0.0178,0.1561,0.0,0.1429,-0.0347,5.06,-999.0,2.92,-999.0,0.1114,-0.102,-0.4405,0.0292,-0.7999,0.0292,7.22,0.0,False,True,7
2291,KRNT,Industrials,Specialty Industrial Machinery,Israel,893500000.0,-999.0,160.03,-999.0,4.15,1.09,6.93,-0.9255,0.1662,0.0,0.9026,0.0214,1.08,-0.0895,8.5,0.03,-0.3564,0.0054,-0.4405,0.3446,-0.9015,1.2061,17.87,0.0,False,True,4
4069,UFI,Consumer Cyclical,Textile Manufacturing,USA,106820000.0,-999.0,9.07,-999.0,0.18,0.37,1.99,-999.0,-0.0027,0.1063,0.5506,-0.085,2.33,-0.1712,1.69,0.48,-0.0918,-0.074,-0.4404,0.0146,-0.955,3.4659,5.89,2095403.0,True,True,4
888,CMCT,Real Estate,REIT - Office,USA,74070000.0,-999.0,-999.0,-999.0,0.64,-999.0,1.9,-999.0,-0.1678,0.0,0.2791,-0.003,3.09,-0.1012,-999.0,1.26,-0.5914,-0.1097,-0.4397,-0.0091,-0.9042,-0.0091,3.25,0.0,False,True,2
3277,PSFE,Technology,Software - Infrastructure,United Kingdom,833580000.0,-999.0,5.17,-999.0,0.53,0.95,3.7,-999.0,0.0243,0.0,0.234,-0.0091,2.21,-0.0511,1.12,2.9,-0.0266,0.0681,-0.439,0.4708,-0.9421,0.4708,13.6,0.0,False,False,4
3998,TRVG,Communication Services,Internet Content & Information,Germany,54560000.0,-999.0,63.81,-999.0,0.1,5.15,6.35,-0.4814,-0.0147,0.0,0.1112,0.007,1.43,-0.4279,1.64,0.19,-0.3412,-0.0028,-0.4362,0.1203,-0.957,0.1215,2.46,0.0,False,True,3
212,AMRN,Healthcare,Drug Manufacturers - General,Ireland,500470000.0,-999.0,-999.0,-999.0,1.55,0.9,0.79,-0.0085,0.2237,0.1709,0.2811,-0.0729,5.49,-0.0921,1.74,0.02,-0.1623,0.2417,-0.4355,0.8817,-0.9991,1.663,1.23,301076.0,True,True,5
3809,SVM,Basic Materials,Silver,Canada,419060000.0,13.12,9.67,2.62,2.03,0.86,1.07,-0.1609,0.0466,0.0,0.2928,-0.0939,2.14,0.0681,3.93,0.0,0.1501,-0.0706,-0.435,0.1394,-0.8548,23.1017,2.37,0.0,False,True,6
103,AG,Basic Materials,Silver,Canada,1310000000.0,-999.0,-999.0,-999.0,2.24,0.98,0.67,-0.063,0.2208,0.0,0.2972,-999.0,2.61,-0.1208,2.37,0.19,-0.2772,-0.1702,-0.4337,0.0434,-0.83,9.6279,4.57,0.0,False,True,5
3125,PESI,Industrials,Waste Management,USA,106970000.0,-999.0,23.12,-999.0,1.28,2.75,0.15,0.015,0.1452,0.0023,0.2496,-0.0005,4.22,-0.0278,1.14,0.15,-0.0154,-0.0069,-0.4333,0.3331,-0.8095,3.3667,7.86,52270.0,False,True,5
3682,SNCR,Technology,Software - Infrastructure,USA,62220000.0,-999.0,-999.0,-999.0,0.27,1.59,1.69,0.4775,-0.0614,1.3778,0.5059,-0.1394,2.32,-0.2961,1.15,1.55,-0.1937,0.0656,-0.4302,1.2222,-0.9877,1.2222,6.0,845266.0,True,False,3
3885,TELA,Healthcare,Medical Devices,USA,169960000.0,-999.0,-999.0,-999.0,3.2,5.56,2.38,-0.0237,0.5174,0.0032,0.6167,0.1728,4.96,-1.6249,4.43,1.33,-0.8243,0.0878,-0.4282,0.6388,-0.7052,0.6388,6.94,109602.0,True,False,3
333,ASUR,Technology,Software - Application,USA,244030000.0,-999.0,14.8,-999.0,2.0,1.27,1.32,-0.0648,0.1165,0.0013,0.7103,-0.0455,2.9,-0.0398,1.16,0.05,-0.0548,0.1463,-0.4271,0.5575,-0.9433,13.73,9.82,23490.0,False,True,4
505,BGS,Consumer Defensive,Packaged Foods,USA,752000000.0,-999.0,11.3,-999.0,0.36,0.89,4.58,-999.0,0.0646,0.0,0.6552,-0.0314,5.31,-0.0529,0.76,3.04,-0.0211,-0.0683,-0.4266,0.3285,-0.8043,3.0721,9.56,0.0,False,True,3
2023,ICL,Basic Materials,Agricultural Inputs,Israel,5820000000.0,6.4,10.55,-999.0,0.74,1.03,0.36,0.4205,0.1811,0.0,0.3249,-999.0,1.27,0.166,0.97,0.45,0.1155,-0.0673,-0.4248,0.05,-0.8184,0.7489,4.51,0.0,False,True,5
2168,IVR,Real Estate,REIT - Mortgage,USA,407310000.0,-999.0,1.91,-999.0,1.54,0.83,7.76,-999.0,-3.4551,0.0,0.4483,-0.0019,1.46,-0.0085,-999.0,6.35,-0.1103,-0.0468,-0.4235,0.3257,-0.9608,0.3257,8.4,0.0,False,False,2
2715,MX,Technology,Semiconductors,South Korea,261240000.0,-999.0,-999.0,-999.0,1.06,0.76,4.3,-999.0,-0.1665,0.0235,0.7475,-0.0038,1.87,-0.072,5.12,0.01,-0.1123,-0.0384,-0.4229,0.0564,-0.7502,1.1742,6.74,310924.0,True,True,4
3104,PDM,Real Estate,REIT - Office,USA,814010000.0,-999.0,-999.0,-999.0,1.29,0.47,0.03,-999.0,0.0883,0.0,0.8599,0.0095,2.48,-0.0271,-999.0,1.22,-0.0769,-0.0562,-0.4213,0.3401,-0.7345,0.3401,6.58,0.0,False,True,3
885,CMCL,Basic Materials,Gold,United Kingdom,195350000.0,-999.0,10.22,-999.0,1.45,0.8,0.56,0.1004,0.203,0.0,0.3009,-0.0095,4.74,-0.0427,1.0,0.09,-0.0674,-0.1304,-0.4209,0.0738,-0.978,9.5643,10.18,0.0,False,True,5
760,CDE,Basic Materials,Gold,USA,1010000000.0,-999.0,21.74,-999.0,1.33,0.96,0.16,-1.0851,0.0537,0.0006,0.7158,0.0173,3.7,-0.031,0.41,0.5,-0.0382,-0.1157,-0.4198,0.32,-0.9927,0.6296,2.64,-3892.0,False,True,4
1872,HCSG,Healthcare,Medical Care Facilities,USA,686810000.0,21.68,13.44,2.41,0.41,1.55,1.64,-0.171,-0.0406,0.0,1.0397,-0.0602,4.37,0.074,2.74,0.13,0.0191,-0.0605,-0.4177,0.0629,-0.8345,31.8757,9.3,0.0,False,True,3
4190,VOXX,Technology,Consumer Electronics,USA,194130000.0,-999.0,-999.0,-999.0,0.39,0.61,0.46,-1.0406,0.032,0.0028,0.4288,-0.0792,9.08,-0.114,0.84,0.16,-0.0787,-0.1353,-0.4176,0.1856,-0.8815,7.59,8.59,31672250.0,True,True,4
852,CLAR,Consumer Cyclical,Leisure,USA,231950000.0,-999.0,-999.0,-999.0,0.6,0.79,0.21,-1.4265,0.2301,0.0,0.8115,0.185,7.14,-0.2548,1.41,0.48,-0.217,-0.005,-0.4174,0.2746,-0.9576,1.4428,6.08,0.0,False,True,5
789,CEVA,Technology,Semiconductors,USA,498290000.0,-999.0,69.92,-999.0,4.43,1.94,5.59,-999.0,0.1477,0.0,0.8597,0.0121,4.92,-0.0452,6.67,0.03,-0.122,-0.0149,-0.4172,0.2912,-0.7481,6.2931,21.15,0.0,False,True,4
2640,MPAA,Consumer Cyclical,Auto Parts,USA,170610000.0,-999.0,7.02,-999.0,0.24,0.52,0.63,-999.0,0.0996,0.197,0.8208,0.0097,9.54,-0.0028,0.52,0.78,-0.0013,-0.0684,-0.4168,1.0423,-0.788,20.4154,8.7,1073777.0,True,True,4
2249,KGEI,Energy,Oil & Gas E&P,USA,104860000.0,6.17,3.29,-999.0,2.24,0.63,0.01,-999.0,0.338,0.0,0.3599,-999.0,0.6,0.1105,0.35,0.15,0.3685,-0.1744,-0.4161,0.0363,-0.9591,14.1706,2.94,0.0,False,True,5
