No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price
13,ABBV,S&P 500,Healthcare,Drug Manufacturers - General,USA,319590000000.0,66.5,14.82,20.29,5.88,30.84,24.94,14.51,7.26,0.0344,2.2033,2.34,0.006,0.0925,-0.0577,0.0328,0.1176,-0.0542,-0.6709,0.0011,-0.1643,0.7198,0.001,0.0081,0.349,0.0761,0.87,0.76,5.11,5.8,0.704,0.0887,0.0098,0.0393,0.212,0.2085,0.56,0.0652,-0.0082,0.3815,-0.0108,4.5651,Feb 02/b,180.92
14,ABCB,RUT,Financial,Banks - Regional,USA,3210000000.0,11.93,9.65,1.49,2.22,0.94,-999,7.02,-999,0.0132,0.1541,1.04,0.1104,0.0849,0.0683,0.08,0.2554,0.1537,-0.1936,0.0558,-0.0019,0.928,0.0045,0.0212,0.0812,0.0654,0.12,-999,0.2,0.2,-999,0.1863,-0.0192,-0.0323,-0.0111,0.0949,1.06,-0.0529,-0.1391,0.6407,-0.2234,12.8514,Jan 25/a,46.48
15,ABCL,-999,Healthcare,Biotechnology,Canada,1430000000.0,-999,-999,-999,37.57,1.23,1.82,-999,2.69,-999,0.0,-0.12,0.0579,0.0248,-999,0.1,4.7763,-0.574,-0.5605,0.2992,0.0,0.3838,0.1115,0.1111,-0.1227,-0.1197,7.33,7.32,0.06,0.07,-999,-3.8499,0.0146,-0.045,0.0021,-0.3536,0.38,-0.0708,-0.3938,0.261,-0.9321,0.261,Feb 20/a,4.88
16,ABEO,-999,Healthcare,Biotechnology,USA,202620000.0,-999,-999,-999,56.76,9.17,3.75,-999,2.18,-999,-999,-0.47,0.5967,0.2108,0.1964,-999,-0.5572,-999,0.6768,0.0585,0.0034,0.6672,0.2573,0.0704,-2.0679,-1.4847,6.81,6.81,0.18,0.26,0.023,-10.8529,-0.0331,0.3194,0.7113,2.0409,1.48,0.3773,-0.0921,2.6518,-1.0,2.7352,Nov 13/b,8.18
17,ABG,RUT,Consumer Cyclical,Auto & Truck Dealerships,USA,4300000000.0,7.37,6.6,-999,0.29,1.32,82.89,161.72,2.54,-999,0.0,7.82,-0.036,0.016,0.2823,-0.027,0.1891,0.0283,-0.8306,0.0073,-0.0611,1.08,0.014,0.1005,0.196,0.0915,1.06,0.45,1.03,1.62,0.1816,0.0407,0.0273,-0.0234,-0.0202,-0.0638,1.17,-0.002,-0.1775,0.182,-0.1775,130.7937,Feb 08/b,210.87
18,ABM,RUT,Industrials,Specialty Business Services,USA,2640000000.0,10.68,11.53,2.93,0.32,1.45,45.6,10.11,0.92,0.0219,0.2322,0.79,-0.0278,0.0652,0.2081,0.0365,0.0522,0.0393,0.2136,0.017,-0.0422,0.927,-0.0326,0.0433,0.1447,0.0801,1.48,1.48,0.76,0.8,0.121,0.0315,0.0255,0.0393,-0.0431,-0.0661,1.14,0.0029,-0.2123,0.1111,-0.2468,24.7169,Mar 07/b,41.79
19,ABNB,"NDX, S&P 500",Consumer Cyclical,Travel Services,USA,106350000000.0,23.04,33.74,0.96,10.72,13.02,10.53,27.38,15.82,-999,0.0,0.24,-0.4011,0.1392,-999,0.239,0.275,0.1661,-2.1523,0.3494,-0.0197,0.5073,-0.0117,0.0474,0.6983,0.4604,1.66,1.66,0.27,0.28,0.7087,0.4832,0.0461,0.1292,0.1847,0.4089,1.25,0.1325,-0.009,0.6096,-0.2422,1.0348,Feb 13/a,166.67
20,ABOS,-999,Healthcare,Biotechnology,USA,238590000.0,-999,-999,-999,-999,0.85,1.11,-999,3.72,-999,-999,-0.27,-0.0116,-0.2997,-999,0.2289,-0.3846,-999,0.0964,0.2835,-0.0021,0.5773,0.0436,0.0186,-0.2044,-0.1739,35.85,35.85,0.0,0.0,-999,-999,-0.0529,0.2716,0.4874,-0.0965,0.09,0.12,-0.6357,1.2761,-0.8473,1.2761,Nov 13/b,4.12
21,ABR,RUT,Real Estate,REIT - Mortgage,USA,2450000000.0,7.42,7.05,0.93,1.52,0.99,1.6,9.76,8.15,0.1334,0.9574,0.41,-0.2504,0.0954,0.0318,0.08,0.268,0.0465,-0.0278,0.0906,0.0015,0.5953,0.0003,0.4055,0.1227,0.0243,-999,-999,3.36,3.87,0.9903,0.2041,0.0212,0.056,-0.0462,0.0845,1.96,-0.0431,-0.2224,0.4119,-0.5677,25.5927,Feb 16/b,13.02
22,ABSI,-999,Healthcare,Biotechnology,USA,553970000.0,-999,-999,-999,79.82,2.34,4.28,-999,1.15,-999,-999,-0.21,0.08,0.3289,-999,0.233,0.5075,-0.6859,0.2029,0.2694,0.0074,0.3033,0.0326,0.1296,-0.4352,-0.5117,4.82,4.82,0.06,0.09,-1.0327,-15.3513,-0.0608,0.1488,1.1478,1.6559,2.35,0.1335,-0.2281,3.446,-0.8433,3.446,Nov 14/a,4.94
23,ABT,S&P 500,Healthcare,Medical Devices,USA,209540000000.0,36.98,23.47,4.74,5.22,5.42,28.79,41.42,4.19,0.0175,0.6381,0.96,0.0404,0.1139,0.1965,0.078,0.061,0.0149,0.5485,0.0073,-0.0097,0.7711,0.0027,0.0087,0.1515,0.1073,1.64,1.16,0.38,0.41,0.4997,0.1422,0.0192,0.08,0.1555,0.2455,0.74,0.0537,-0.0072,0.3467,-0.1532,158.3639,Jan 24/b,120.76
24,ABUS,RUT,Healthcare,Biotechnology,USA,482830000.0,-999,-999,-999,26.62,4.31,3.83,-999,0.7,-999,-999,-0.11,-0.0182,-0.183,0.1841,-999,0.5533,-0.6565,0.1923,0.2534,-0.0007,0.4384,0.0456,0.0303,-0.5999,-0.6373,5.87,5.87,0.08,0.08,0.9226,-4.0157,0.0075,-0.0254,0.2995,-0.0393,2.05,0.0377,-0.1447,0.5917,-0.9145,2.2749,Feb 29/b,2.69
25,ABVX,-999,Healthcare,Biotechnology,France,849640000.0,-999,-999,-999,-999,150.01,29.54,-999,0.46,-999,-999,-999,0.3822,-0.1959,-0.2075,-999,0.0,-999,0.3103,0.0469,0.0,0.3129,-999,0.0017,-2.2293,-2.3638,1.72,1.28,0.44,0.57,-999,-999,-0.0969,0.081,0.2879,-999,-999,0.0846,-0.1384,0.6898,-0.1384,0.6898,Sep 21/a,13.51
26,ACA,RUT,Industrials,Engineering & Construction,USA,4020000000.0,25.48,21.12,6.21,1.74,1.73,38.4,69.99,2.16,0.0024,0.0614,0.52,0.0285,0.1812,0.1604,0.041,0.0972,0.1637,-0.8258,0.0164,0.0,0.913,-0.0105,0.0109,0.0702,0.0542,2.12,1.18,0.25,0.26,0.1923,0.0687,-0.0034,-0.0077,0.0657,0.4287,0.65,0.0238,-0.0695,0.4941,-0.0695,2.9467,Feb 22/a,82.88
27,ACAB,-999,Financial,Shell Companies,USA,124100000.0,81.26,-999,-999,-999,5.77,130.64,-999,0.09,-999,0.0,-999,-999,-999,-999,-999,0.0,-999,-1.2356,0.7133,0.0,0.2009,0.1255,0.0001,0.027,0.1992,0.19,0.19,0.0,0.0,-999,-999,0.0732,0.0652,0.0773,0.1367,0.0,0.0646,-0.0049,0.1587,-0.0049,0.1587,-999,11.34
28,ACAC,-999,Financial,Shell Companies,USA,60590000.0,86.62,-999,-999,-999,1.93,1211.84,-999,0.01,-999,0.0,-999,-999,-999,-999,-999,-999,-999,2.7313,0.4675,0.0,0.7008,-999,0.0003,0.0163,0.0306,0.04,0.04,0.0,0.04,-999,-999,0.0045,0.0072,0.0228,-999,0.04,0.0131,-0.0252,0.1336,-0.0252,0.1336,-999,11.2
29,ACAD,RUT,Healthcare,Biotechnology,USA,3290000000.0,-999,15.67,-999,4.53,7.62,7.5,197.72,2.66,-999,-999,0.06,2.8036,0.9111,0.2803,-999,0.2773,0.6927,2.0675,0.0076,-0.0715,0.9715,0.0091,0.0661,-0.1473,-0.1278,2.42,2.28,0.11,0.13,0.9427,-0.0844,-0.1609,-0.242,-0.0477,-0.0191,0.39,-0.2503,-0.4122,0.1282,-0.6597,29.7385,Feb 27/a,19.98
30,ACCD,RUT,Healthcare,Health Information Services,USA,728430000.0,-999,-999,-999,1.88,1.67,3.17,-999,2.97,-999,-999,-999,-999,-999,-0.3843,-0.009,0.4186,0.0926,0.5059,0.1093,-0.0166,0.7717,0.0152,0.0349,-0.2666,-0.1833,2.31,2.31,0.54,0.56,0.3334,-0.3159,0.0206,-0.3009,0.0075,-0.1839,2.08,-0.2055,-0.4466,0.4866,-0.8558,1.0412,Jan 08/a,9.41
31,ACCO,RUT,Industrials,Business Equipment & Supplies,USA,511670000.0,-999,4.31,-999,0.28,0.65,7.71,4.45,0.7,0.0557,-999,0.02,-0.0183,0.1682,-999,0.1,-0.004,-0.0216,-4.1684,0.0409,0.0,0.8499,-0.0474,0.0256,-0.0273,-0.0125,1.58,0.97,1.22,1.29,0.3012,-0.0119,0.0037,-0.1525,-0.011,0.0151,1.63,-0.1124,-0.1858,0.2549,-0.8114,7.2923,Feb 22/a,5.39
32,ACDC,RUT,Energy,Oil & Gas Equipment & Services,USA,1260000000.0,8.52,7.61,-999,0.43,1.01,48.99,3.97,0.16,-999,0.0,0.04,-0.8852,3.4074,-999,-0.122,1.1048,-0.1759,-1.6578,0.8855,0.0088,0.1068,0.0178,0.2945,0.1611,0.0116,0.96,0.58,0.77,0.88,0.2254,0.0092,-0.0457,0.0848,-0.005,-0.558,0.7,0.0413,-0.5443,0.2276,-0.7063,0.2276,Mar 13/b,7.93
33,ACEL,RUT,Consumer Cyclical,Gambling,USA,956160000.0,21.72,12.61,-999,0.82,4.84,3.65,18.83,3.12,-999,0.0,0.19,-0.1164,0.0719,0.2478,-0.042,0.3757,0.0683,0.2163,0.3285,-0.025,0.5072,-0.0283,0.0405,0.2419,0.0631,2.85,2.78,2.65,2.81,0.2513,0.039,0.0206,0.1035,0.1241,0.2893,1.4,0.0967,-0.0531,0.378,-0.2449,1.1858,Feb 28/a,11.41
34,ACET,RUT,Healthcare,Biotechnology,USA,193640000.0,-999,-999,-999,-999,0.52,1.06,-999,2.23,-999,-999,-0.69,-0.9397,0.2665,0.5081,0.291,4.5262,-999,-1.1973,0.2031,0.6001,0.4311,0.0715,0.0865,-0.5584,-0.6705,9.4,9.4,0.1,0.11,0.7996,-999,0.0172,-0.2783,0.7101,-0.6695,1.89,-0.1142,-0.7106,1.1455,-0.984,1.1455,Nov 08/a,2.36
35,ACGL,S&P 500,Financial,Insurance - Diversified,Bermuda,34020000000.0,7.83,10.75,0.4,2.55,1.94,-999,5.97,-999,-999,0.0,2.05,-0.054,0.0579,0.464,0.197,0.205,0.2776,1.6356,0.0308,-0.0458,0.8921,-0.0011,0.0083,0.2842,0.2073,0.54,-999,0.16,0.16,-999,0.3297,0.0404,0.0894,0.1465,0.365,0.57,0.1037,0.003,0.4641,-0.0005,73.3892,Feb 14/a,90.92
36,ACHC,-999,Healthcare,Medical Care Facilities,USA,7410000000.0,-999,19.93,-999,2.53,2.63,74.07,193.98,1.08,-999,0.0,0.8,0.0297,0.1374,0.3475,0.1012,0.02,0.1,-0.0555,0.0294,-0.0647,1.0114,-0.0802,0.031,-0.0077,-0.0051,0.67,0.67,0.52,0.54,0.2331,-0.0074,-0.0522,-0.0213,0.0962,0.1643,1.32,-0.0283,-0.085,0.2079,-0.1062,13.7901,Feb 27/a,80.31
37,ACHL,-999,Healthcare,Biotechnology,United Kingdom,50160000.0,-999,-999,-999,-999,0.33,0.36,-999,3.44,-999,-999,0.22,0.4725,0.8333,-999,0.052,0.0,-999,-0.316,0.0588,0.0,0.457,0.0049,0.004,-0.4234,-0.4826,8.55,8.55,0.02,0.05,-999,-999,-0.0538,0.3085,0.3085,0.2947,1.09,0.186,-0.3011,0.6617,-0.9351,0.6617,Nov 13/a,1.23
38,ACHR,RUT,Industrials,Aerospace & Defense,USA,1580000000.0,-999,-999,-999,-999,4.22,3.36,-999,1.52,-999,-999,-0.31,-0.0247,0.1862,-999,-0.1284,0.0,-999,0.0904,0.3839,0.17,0.3741,-0.0445,0.2451,-1.0644,-1.1817,4.21,4.21,0.06,0.06,-999,-999,0.2114,-0.0556,-0.2422,0.6612,2.45,0.0013,-0.3191,1.8814,-0.7258,2.1481,Feb 26/a,5.1
39,ACHV,-999,Healthcare,Biotechnology,Canada,148990000.0,-999,-999,-999,-999,22.8,7.48,-999,0.58,-999,-999,-0.31,0.6096,0.1889,0.6098,0.15,0.0,-999,0.7506,0.2465,0.0024,0.1344,0.0144,0.0249,-13.9988,-1.7562,5.36,5.36,4.01,4.03,-999,-999,-0.0091,-0.0333,-0.2105,-0.0203,1.32,-0.0106,-0.5777,0.4356,-1.0,1.175,Nov 09/a,4.35
40,ACI,-999,Consumer Defensive,Grocery Stores,USA,12060000000.0,9.05,8.01,1.13,0.15,4.77,48.8,30.87,0.43,0.0229,0.2118,-999,-999,-999,0.8796,0.08,0.0648,0.0222,2.0696,0.4217,0.0,0.4581,0.0327,0.0432,0.8108,0.0848,0.85,0.19,5.27,5.83,0.2571,0.017,0.0336,-0.0123,-0.0563,0.0517,0.49,-0.0319,-0.1231,0.094,-0.266,1.16,Jan 09/b,20.94
41,ACIC,RUT,Financial,Insurance - Property & Casualty,USA,468410000.0,1.54,6.28,0.08,1.56,2.96,-999,-999,-999,-999,0.0,0.25,-0.3812,0.36,3.0021,0.2,-0.1476,-0.487,1.0457,0.5641,0.0004,0.2221,-0.1868,0.0602,-2.2838,0.9537,7.51,-999,0.89,0.89,-999,1.0108,0.0314,-0.0861,0.2278,3.373,-0.18,-0.0671,-0.2512,6.2095,-0.6247,35.5286,Feb 29/a,10.67
42,ACIU,-999,Healthcare,Biotechnology,Switzerland,345620000.0,-999,-999,-999,-999,2.0,3.96,-999,0.88,-999,-999,-0.11,0.1399,0.2785,-0.1366,-999,3.0671,-1.0,-0.2099,0.4241,0.0,0.3073,0.0099,0.011,-0.4493,-0.5327,7.36,7.36,0.01,0.02,-999,-71573.1953,-0.1139,0.2915,-0.0515,0.5625,1.02,-0.0612,-0.3191,0.9663,-0.8247,1.0833,Nov 03/b,3.5
43,ACIW,RUT,Technology,Software - Infrastructure,USA,3430000000.0,28.99,19.05,2.42,2.36,2.63,20.86,21.47,1.54,-999,0.0,-0.19,0.264,0.1937,0.1376,0.12,0.0785,0.0548,0.3864,0.0154,-0.0312,1.0265,0.0079,0.0228,0.0965,0.0524,1.35,1.35,0.75,0.82,0.4206,0.0837,0.0354,0.0537,0.157,0.3552,1.24,0.054,-0.0368,0.6462,-0.2551,21.6761,Feb 29/b,32.2
44,ACLS,RUT,Technology,Semiconductor Equipment & Materials,USA,3650000000.0,15.06,13.23,0.75,3.23,4.23,7.21,26.8,15.51,-999,0.0,1.24,-0.0825,0.2406,0.4064,0.2,0.2345,0.1663,0.258,0.017,-0.001,0.9168,0.0197,0.0516,0.3215,0.2636,3.79,2.71,0.08,0.09,0.4345,0.2178,0.0043,-0.1072,-0.088,-0.0954,1.64,-0.0816,-0.4433,0.0628,-0.4433,163.5441,Feb 07/a,111.89
45,ACLX,RUT,Healthcare,Biotechnology,USA,3570000000.0,-999,-999,-999,32.38,7.36,5.07,19.19,13.46,-999,-999,-0.48,-0.253,-0.0235,-0.2989,-999,0.0,-999,1.4294,0.2924,-0.0448,0.7553,0.1546,0.0927,-0.2048,-0.1318,6.06,6.06,0.1,0.2,0.9764,-0.6408,-0.0188,0.053,0.2154,1.5383,0.02,0.1148,-0.0901,1.564,-0.0901,10.3223,Feb 28/a,68.33
46,ACM,-999,Industrials,Engineering & Construction,USA,12500000000.0,205.75,18.1,12.58,0.84,5.56,10.48,21.06,8.77,0.0038,1.8232,1.03,0.2099,0.1311,-0.1403,0.1635,-0.0532,0.153,0.1016,0.0046,-0.0975,0.8712,-0.0086,0.0095,0.0514,0.0127,1.05,1.05,1.17,1.28,0.0654,0.0042,0.0375,0.0262,0.0072,0.0906,1.23,0.0282,-0.0226,0.2351,-0.0226,5.368,Feb 05/a,91.89
47,ACMR,RUT,Technology,Semiconductor Equipment & Materials,USA,1790000000.0,25.2,15.82,0.59,3.21,2.34,6.29,-999,4.67,0.006,0.0,0.33,-0.1315,0.3108,0.5693,0.4274,0.4974,0.5692,0.4327,0.2514,-0.0369,0.5436,-0.0287,0.105,0.1073,0.0937,2.35,1.26,0.08,0.13,0.4953,0.1387,0.0044,0.6012,0.8344,1.5,1.4,0.3857,-0.1468,2.3543,-0.3919,17.5615,Feb 28/b,29.35
48,ACN,S&P 500,Technology,Information Technology Services,Ireland,238560000000.0,35.26,28.45,4.58,3.69,8.94,33.39,26.42,11.4,0.0129,0.4159,2.66,0.0488,0.0926,0.1118,0.077,0.0959,0.0303,0.0064,0.0026,-0.0501,0.7831,0.0115,0.0119,0.2771,0.2375,1.33,1.33,0.09,0.12,0.3248,0.1065,0.0096,0.0237,0.1283,0.5042,1.19,0.0423,-0.0181,0.5671,-0.0884,32.6708,Mar 21/b,380.48
49,ACNB,RUT,Financial,Banks - Regional,USA,290020000.0,9.18,9.68,-999,2.52,1.05,-999,7.09,-999,0.0355,0.3073,0.8,-0.093,0.0461,0.0372,-999,0.0774,-0.134,-0.5993,0.0449,0.0005,0.325,-0.0423,0.0101,0.1213,0.0667,0.12,-999,0.71,0.92,-999,0.2753,-0.0373,-0.0804,-0.1437,-0.0201,0.59,-0.1504,-0.298,0.2622,-0.298,3.7366,Jan 25/b,34.08
50,ACNT,-999,Basic Materials,Steel,USA,104440000.0,-999,11.85,-999,0.37,1.08,143.07,4.78,0.07,-999,0.0,-0.08,-2.0423,1.3919,0.6984,0.124,0.1176,-0.4398,-30.6862,0.1269,0.0,0.4943,-0.0461,0.0012,-0.1871,-0.2111,3.66,1.41,0.85,0.9,0.0396,-0.1341,-0.02,0.0673,0.2776,0.1443,0.74,0.0155,-0.0786,0.4319,-0.7827,6.1377,Nov 08/a,10.31
51,ACP,-999,Financial,Closed-End Fund - Debt,USA,361120000.0,6.66,-999,-999,9.58,1.06,-999,-999,-999,0.1732,-999,-999,-999,-999,-999,-999,-999,0.417,-999,-999,-999,0.2405,-999,0.0084,-999,-999,-999,-999,-999,-999,-999,-999,0.0146,0.0267,0.0645,-0.0402,1.0,0.0178,-0.0375,0.2486,-0.6211,0.3353,-999,6.93
52,ACR,-999,Real Estate,REIT - Mortgage,USA,85950000.0,31.99,4.72,6.4,0.39,0.2,0.94,1.88,11.86,0.0361,0.0,0.42,-0.0833,0.0682,-0.1227,0.05,0.3619,0.1256,1.238,0.1163,0.0291,0.3339,-0.0514,0.0021,0.0514,0.0014,-999,-999,3.73,3.95,0.9657,0.0135,0.0109,0.1282,0.3062,0.2674,1.96,0.0953,-0.0133,0.6752,-0.951,2.8912,Feb 28/a,11.09
53,ACRE,RUT,Real Estate,REIT - Mortgage,USA,420120000.0,-999,7.69,-999,2.19,0.67,3.8,8.98,2.03,0.1355,2.4501,0.22,-0.2226,0.2185,-999,0.0229,0.1359,-0.096,-14.7434,0.0615,-0.0073,0.4348,0.0101,0.0445,-0.0566,-0.0177,-999,-999,2.5,2.58,0.923,-0.2023,0.0461,-0.1137,-0.2372,-0.209,1.44,-0.1472,-0.3132,0.0797,-0.5689,1.8221,Feb 22/b,7.72
54,ACRS,RUT,Healthcare,Diagnostics & Research,USA,86520000.0,-999,-999,-999,2.77,0.55,0.73,-999,1.68,-999,-999,-0.28,0.1995,0.1725,0.2067,-999,0.7429,1.2662,0.9493,0.0909,0.0013,0.8922,0.004,0.0946,-0.4988,-0.5521,4.16,4.16,0.02,0.02,0.708,-2.8315,-0.0394,-0.0081,0.2079,-0.8454,0.23,0.0272,-0.8903,1.0671,-0.964,1.0671,Feb 27/b,1.22
55,ACRV,RUT,Healthcare,Biotechnology,USA,110280000.0,-999,-999,-999,-999,0.8,0.78,-999,6.43,-999,-999,-0.73,0.653,-0.1761,-999,-999,0.0,-999,-0.4875,0.4584,0.0,0.5978,-999,0.033,-0.4656,-0.3531,15.54,15.54,0.03,0.03,-999,-999,0.0101,0.3747,-0.008,-0.751,1.7,0.1584,-0.7845,0.5643,-0.8041,0.5643,Nov 09/b,4.99
56,ACT,RUT,Financial,Insurance - Specialty,USA,4750000000.0,7.27,7.73,-999,4.12,1.03,-999,7.52,-999,0.0443,0.1508,0.95,-0.0845,0.0274,0.0671,-0.015,0.0675,0.0699,0.1118,0.8079,-0.0131,0.1823,-0.0021,0.0273,0.1524,0.1235,2.07,-999,0.16,0.16,-999,0.5769,0.0645,0.0998,0.0846,0.3519,0.56,0.0687,0.0119,0.47,0.0,0.7586,Feb 07/b,29.87
57,ACTG,RUT,Industrials,Business Equipment & Supplies,USA,401560000.0,-999,14.36,-999,8.75,0.68,0.97,-999,4.16,-999,-999,0.07,0.9641,3.5455,-999,0.2,0.5907,-0.3649,-2.4837,0.0211,0.0,0.8671,-0.0381,0.0069,-0.0711,-0.0758,22.6,22.03,0.0,0.01,0.1675,-0.816,0.0203,-0.078,0.0635,-0.1204,0.43,0.0092,-0.1364,0.172,-0.9149,3.1875,Mar 14/a,4.02
