No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price
59,AHT,Real Estate,REIT - Hotel & Motel,USA,50730000.0,-,-,-,0.04,-,10.32,0.4813,0.1285,0.0,0.3605,0.0559,5.05,-,-,-,-0.163,-0.2748,-0.8045,0.1855,-0.9986,0.1855,1.47
60,TSE,Basic Materials,Specialty Chemicals,USA,211550000.0,-,-,-,0.06,-,7.91,-,0.0828,0.1289,0.8586,-0.059,1.88,-2.3662,1.24,-,-0.2102,-0.1172,-0.8032,0.1536,-0.9296,0.1536,6.01
61,TPIC,Industrials,Specialty Industrial Machinery,USA,124300000.0,-,-,-,0.08,-,3.99,-,0.1184,0.0181,0.987,0.1126,3.16,-0.5478,1.44,1.59,-0.1594,0.0061,-0.801,0.7914,-0.9641,0.7914,2.92
62,OPI,Real Estate,REIT - Office,USA,176020000.0,-,-,-,0.33,0.13,0.81,-,0.1003,0.0,0.7045,-0.0016,3.71,-0.0193,-,1.9,-0.0495,-0.3748,-0.8006,0.068,-0.9681,0.068,3.61
63,ARQT,Healthcare,Biotechnology,USA,342640000.0,-,-,-,92.86,4.69,2.36,-1.1036,0.0,0.0043,0.6812,0.1223,4.09,-1.228,6.39,4.39,-84.4976,0.3353,-0.7985,1.0114,-0.9134,1.0114,3.54
64,NKGN,Healthcare,Biotechnology,USA,56910000.0,-,-,-,-,0.5,0.0,-,0.0,0.0001,0.2456,0.1471,2.35,-0.0324,0.01,0.01,-,-0.1378,-0.7981,0.0317,-0.7981,0.0317,2.6
65,SKIN,Consumer Defensive,Household & Personal Products,USA,368870000.0,-,56.26,-,0.92,4.14,4.26,-,0.4351,0.0049,0.8121,-0.0093,2.13,-0.5113,5.27,8.36,-0.2227,-0.0142,-0.7978,1.0815,-0.9069,1.0815,2.81
66,VTGN,Healthcare,Biotechnology,USA,135100000.0,-,-,-,166.79,1.68,1.39,0.2401,-0.2374,0.3961,0.4038,-0.9136,2.92,-1.0875,13.4,0.07,-43.7742,0.1373,-0.7977,2.0864,-0.9974,2.0864,5.0
67,IKNA,Healthcare,Biotechnology,USA,75770000.0,-,-,-,5.43,0.45,4.08,-0.1363,3.6087,0.0,0.4505,-0.0122,2.23,-0.3629,10.41,0.06,-4.4993,-0.157,-0.7945,0.5392,-0.9583,0.5392,1.57
68,TSVT,Healthcare,Biotechnology,USA,159450000.0,-,-,-,1.09,0.52,4.95,-,1.0777,0.3486,1.0166,-0.0154,3.46,-0.5841,4.08,0.85,-1.2606,0.0507,-0.7934,1.0521,-0.9508,1.0521,3.15
69,SEDG,Technology,Solar,Israel,4080000000.0,19.68,70.88,1.52,1.15,1.64,18.1,-0.0272,0.3686,0.0422,0.9065,0.0173,2.3,0.0958,2.49,0.29,0.0613,-0.1228,-0.7922,0.136,-0.8156,5.3304,71.85
70,AERT,Industrials,Consulting Services,Singapore,54510000.0,-,-,-,-,0.63,0.0,-,0.0,0.0,0.2585,0.4993,0.13,-0.0066,0.01,0.01,-,-0.011,-0.7921,0.58,-0.7921,0.58,2.37
71,RDZN,Technology,Software - Application,USA,89290000.0,65.99,-,-,-,0.45,0.0,-,0.0,0.0016,0.1651,0.0129,2.18,0.0068,0.03,0.01,-,-0.1591,-0.79,0.3222,-0.79,0.3222,3.57
72,FOSL,Consumer Cyclical,Luxury Goods,USA,67170000.0,-,-,-,0.05,0.24,2.21,0.3874,-0.0853,0.0,0.6566,-0.0806,6.52,-0.4102,1.31,1.57,-0.0928,-0.0314,-0.7895,0.1961,-0.9908,0.1961,1.28
73,INGN,Healthcare,Medical Devices,USA,129840000.0,-,-,-,0.4,0.56,5.92,-,0.0193,0.0,0.9139,-0.0004,3.27,-0.4558,3.33,0.1,-0.4042,-0.0205,-0.7867,0.3487,-0.9806,0.3487,5.57
74,PIII,Healthcare,Medical Care Facilities,USA,137140000.0,-,-,-,0.12,0.72,0.5,-,0.4723,0.0195,0.1958,0.0014,7.92,-0.9498,0.67,0.65,-0.1073,-0.0421,-0.786,0.6993,-0.9289,0.6993,1.19
75,WOOF,Consumer Cyclical,Specialty Retail,USA,727610000.0,-,19.55,-,0.12,0.61,0.53,-,0.0847,0.0003,0.5623,-0.0701,3.16,-0.6958,0.25,2.54,-0.1989,-0.1721,-0.7845,0.0627,-0.9128,0.0711,2.71
76,GDS,Technology,Information Technology Services,China,1070000000.0,-,-,-,0.77,0.37,5.63,-0.1995,0.352,0.0,0.2203,-0.119,10.56,-0.0567,1.52,2.08,-0.1389,-0.366,-0.782,0.0974,-0.9499,0.1059,5.85
77,SLRN,Healthcare,Biotechnology,USA,642760000.0,-,-,-,-,0.88,8.11,-,0.0,-0.0003,0.6891,-,5.65,-,11.88,0.0,-,-0.1181,-0.7788,0.1596,-0.7788,0.1596,6.61
78,LAZR,Consumer Cyclical,Auto Parts,USA,944580000.0,-,-,-,16.07,-,0.81,-6.4793,0.4177,-0.0004,0.314,0.0142,9.37,-24.2467,4.32,-,-9.656,-0.1891,-0.7773,0.1244,-0.9508,0.1244,2.35
79,NGM,Healthcare,Biotechnology,USA,105880000.0,-,-,-,4.72,0.62,2.04,-0.1132,-0.1504,0.0023,0.3299,0.1113,1.68,-0.6633,7.92,0.01,-6.7375,0.3992,-0.7746,1.1326,-0.9601,1.1326,1.28
80,IFRX,Healthcare,Biotechnology,Germany,97150000.0,-,-,-,-,0.78,2.04,0.2489,0.0,0.0,0.3246,-0.1847,1.09,-0.2883,11.78,0.01,-,0.0801,-0.7724,0.4474,-0.9689,1.1257,1.65
81,AGL,Healthcare,Medical Care Facilities,USA,2730000000.0,-,-,-,0.65,3.13,1.41,-,0.5052,-0.0007,0.8693,0.0182,9.77,-0.0905,1.5,0.06,-0.0211,-0.3978,-0.7717,0.0566,-0.8501,0.0761,6.72
82,EAF,Industrials,Electrical Equipment & Parts,USA,395490000.0,31.62,-,-,0.54,1.37,0.67,1.2373,-0.0801,-0.4739,0.6975,0.0119,3.13,0.0446,1.98,3.2,0.0171,-0.3168,-0.7715,0.0405,-0.9336,0.0405,1.54
83,MPW,Real Estate,REIT - Healthcare Facilities,USA,1940000000.0,-,4.38,-,1.41,0.23,0.57,0.1291,0.1966,0.0,0.7675,0.0048,7.54,-0.0041,-,1.23,-0.0254,-0.2867,-0.7686,0.1096,-0.8666,0.1739,3.24
84,IMAB,Healthcare,Biotechnology,China,136770000.0,-,-,-,-,0.41,5.0,-0.4298,11.4159,0.0,0.3124,-0.1703,2.51,-,4.64,0.03,-,-0.0121,-0.7671,0.4397,-0.9804,0.4397,1.67
85,PLL,Basic Materials,Other Industrial Metals & Mining,USA,345010000.0,-,7.36,-,7.32,0.99,4.94,-1.5864,-,-0.0005,0.503,-0.0301,5.71,-0.0457,2.85,0.03,-0.1547,-0.3214,-0.7661,0.0659,-0.7981,3.49,17.96
86,MYTE,Consumer Cyclical,Luxury Goods,Germany,251270000.0,-,10.49,-,0.3,0.54,0.09,-,0.1823,-,0.1547,-0.0602,2.77,-0.0562,0.26,0.16,-0.0301,-0.0569,-0.764,0.4439,-0.9183,0.4439,2.96
87,VIGL,Healthcare,Biotechnology,USA,109040000.0,-,-,-,-,0.8,3.73,-,0.0,0.0002,0.3533,0.2991,5.55,-0.4619,13.79,0.1,-,-0.2096,-0.7638,0.1386,-0.8336,0.3945,3.04
88,BRBS,Financial,Banks - Regional,USA,59140000.0,-,-,-,0.3,0.32,-,0.0402,0.5375,0.0,0.4078,0.0158,10.29,-0.2443,-,1.45,-0.2722,0.037,-0.7631,0.5031,-0.8398,0.5031,3.08
89,LUMN,Communication Services,Telecom Services,USA,1390000000.0,-,-,-,0.09,0.63,0.31,-,-0.0703,0.0872,0.6766,0.0065,8.1,-1.5372,1.07,9.1,-0.7663,-0.0915,-0.7612,0.769,-0.9719,0.769,1.38
90,CTCX,Healthcare,Biotechnology,USA,73390000.0,31.86,-,-,-,0.4,0.0,-,0.0,0.0107,0.1004,0.0426,2.5,0.0129,0.02,0.0,-,0.0136,-0.7611,0.8706,-0.7611,0.8706,3.18
91,BZUN,Consumer Cyclical,Internet Retail,China,115860000.0,-,10.22,-,0.1,0.22,7.17,-,0.1256,0.0,0.307,-0.0746,5.28,-0.1223,1.63,0.59,-0.0595,-0.2477,-0.7599,0.0895,-0.9693,0.0895,2.07
92,UP,Industrials,Airports & Air Services,USA,2450000000.0,-,-,-,1.73,4.04,0.35,-,0.5206,-0.0,0.153,-0.0287,3.26,-2.1772,0.44,2.2,-0.4559,0.3219,-0.7589,2.5918,-0.9765,2.5918,3.52
93,SCWO,Industrials,Pollution & Treatment Controls,USA,165840000.0,-,-,-,100.51,9.49,0.1,-,15.7454,0.0,0.1084,0.3885,21.47,-0.4934,26.43,0.0,-4.0616,-0.0072,-0.7582,0.2887,-0.9883,-,1.25
94,GBIO,Healthcare,Biotechnology,USA,117620000.0,-,-,-,38.82,0.51,4.4,-0.3199,-0.25,0.0313,0.7428,0.0086,1.28,-0.4581,9.07,0.34,-40.9223,0.1135,-0.7578,1.0698,-0.9681,1.0698,1.78
95,GSIT,Technology,Semiconductors,USA,60020000.0,-,-,-,2.6,1.32,1.0,-0.2534,-0.0435,-0.0071,0.179,-0.0155,1.06,-0.3448,4.63,0.02,-0.7758,-0.065,-0.7571,0.6414,-0.7667,0.6414,2.38
96,NNOX,Healthcare,Medical Devices,Israel,316810000.0,-,-,-,32.86,1.58,1.66,-1.6836,1.3946,0.0,0.2261,0.0921,9.67,-0.424,4.87,0.03,-9.8926,-0.1188,-0.7563,0.1309,-0.9417,0.1309,5.53
97,QURE,Healthcare,Biotechnology,Netherlands,272520000.0,-,-,-,2.44,1.01,13.78,0.0159,3.9922,-0.0011,0.7173,-0.0486,2.32,-0.6623,9.88,1.94,-2.0417,-0.1542,-0.7521,0.042,-0.9309,0.2076,5.7
98,CARM,Healthcare,Biotechnology,USA,98880000.0,-,-,-,9.3,2.13,2.33,0.3831,0.4673,0.0,0.1912,-0.3296,11.92,-0.6956,7.53,0.06,-6.9139,-0.0757,-0.7491,0.1557,-0.9851,0.1557,2.45
99,COMM,Technology,Communication Equipment,USA,486680000.0,-,3.0,-,0.06,-,2.45,-,0.2325,0.0688,0.904,-0.002,2.26,-18.3838,1.2,-,-0.2674,0.0552,-0.7441,0.7127,-0.9463,0.7127,2.3
100,ARBE,Technology,Software - Infrastructure,Israel,150970000.0,-,-,-,118.87,3.17,0.64,-,0.2819,0.0,0.1788,-0.0095,4.31,-0.8638,10.09,0.0,-35.6336,-0.0275,-0.7438,0.1371,-0.8871,0.1371,1.95
101,SKLZ,Communication Services,Electronic Gaming & Multimedia,USA,112610000.0,-,-,-,0.67,0.48,15.62,-,0.1807,0.0017,0.2944,-0.6199,7.38,-0.7109,5.41,0.6,-1.3977,-0.1197,-0.7426,0.3258,-0.9943,0.3258,5.25
102,IHRT,Communication Services,Broadcasting,USA,335610000.0,-,22.91,-,0.09,-,1.48,0.1753,0.0317,0.0052,0.7644,-0.0056,6.57,-12.3276,1.82,-,-0.2719,-0.0567,-0.7425,0.307,-0.9178,0.307,2.32
103,ALDX,Healthcare,Biotechnology,USA,181750000.0,-,-,-,-,1.49,2.44,0.0538,0.0,-0.5433,0.592,-0.0108,0.89,-0.3204,6.67,0.13,-,0.0238,-0.7419,1.1761,-0.815,1.1761,3.09
104,SILK,Healthcare,Medical Devices,USA,583080000.0,-,-,-,3.43,3.8,4.95,-0.195,0.434,-0.005,1.0263,-0.0057,2.79,-0.5263,9.11,0.55,-0.3257,0.4525,-0.7417,1.4622,-0.8025,1.4622,14.97
105,ACET,Healthcare,Biotechnology,USA,107040000.0,-,-,-,-,0.55,4.25,0.5081,4.5262,0.0,0.5643,0.1172,3.41,-0.5584,9.4,0.11,-,0.4631,-0.7396,1.2545,-0.9832,1.2545,2.48
106,KC,Technology,Software - Application,China,623410000.0,-,-,-,0.59,0.64,1.58,-0.1303,0.4278,0.0,0.1946,-0.1069,6.03,-0.2943,1.17,0.15,-0.3213,-0.3461,-0.7394,0.0476,-0.9646,0.4915,2.64
107,HYLN,Consumer Cyclical,Auto Parts,USA,186450000.0,-,-,-,105.34,0.56,1.0,-,2.3825,0.01,0.2047,0.1091,5.56,-0.3151,14.71,0.02,-70.0436,0.4064,-0.7371,0.9689,-0.9826,0.9689,1.02
108,DSGN,Healthcare,Biotechnology,USA,133840000.0,-,-,-,-,0.47,5.2,-,0.0,0.1071,0.471,0.0313,6.36,-0.2312,23.77,0.01,-,-0.0068,-0.7356,0.232,-0.9527,0.232,2.39
109,APYX,Healthcare,Medical Devices,USA,73090000.0,-,-,-,1.45,2.19,0.64,-0.3211,0.3375,0.0119,0.5483,-0.0047,11.05,-0.4023,3.78,0.43,-0.3013,-0.0765,-0.7353,0.4965,-0.8794,4.6267,2.11
110,SEER,Healthcare,Biotechnology,USA,104680000.0,-,-,-,6.51,0.26,5.19,-0.9475,3.6747,0.0015,0.5361,-0.0196,3.56,-0.2108,27.31,0.07,-5.6584,-0.0524,-0.7346,0.1271,-0.9811,0.1271,1.64
