No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price
1257,EAF,RUT,Industrials,Electrical Equipment & Parts,USA,356990000.0,-,87.64,-,0.58,4.56,2.02,24.84,0.69,0.0144,0.027,-0.13,0.6441,1.045,-,-0.0587,-0.2029,-0.4459,-5.315,0.0927,-0.4739,0.7416,0.0119,0.041,-1.2273,-0.2537,3.54,1.73,11.86,11.89,0.0372,-0.4114,0.0692,-0.0608,-0.444,-0.7518,1.1,-0.2465,-0.7612,0.178,-0.9401,0.178,Feb 14/b,1.39
1258,EARN,-,Real Estate,REIT - Mortgage,USA,96670000.0,15.38,6.06,-,15.03,0.84,2.42,-,2.45,0.1622,-,0.23,-0.1825,0.1265,-,-0.0582,0.3221,0.5636,0.2775,0.0179,0.0,0.2411,0.0729,0.0156,0.0354,0.0341,-,-,0.0,7.28,0.7333,0.5909,0.0404,-0.0279,-0.01,-0.243,1.88,-0.0271,-0.2618,0.1631,-0.7018,1.1926,Nov 13/b,5.92
1259,EAT,RUT,Consumer Cyclical,Restaurants,USA,1990000000.0,13.13,11.1,0.8,0.47,-,87.45,12.45,0.51,-,0.0,1.14,0.2935,0.1049,-0.0347,0.1645,0.0587,0.0541,0.5055,0.0161,-0.0718,1.0396,0.0037,0.127,-,0.0829,0.36,0.21,-,-,0.0951,0.0363,0.0131,0.1414,0.2182,0.093,2.47,0.0769,-0.0269,0.5898,-0.427,59.1425,Jan 31/b,44.88
1260,EB,RUT,Technology,Software - Application,USA,889480000.0,-,-,-,2.87,4.96,1.18,24.19,7.48,-,-,-0.04,0.5149,0.8552,0.222,0.464,0.1448,0.2086,0.5392,0.2128,-0.0009,0.7921,0.0035,0.1285,-0.1307,-0.04,1.8,1.8,2.0,2.01,0.6488,-0.0695,0.0114,0.1586,0.185,0.0138,2.62,0.0852,-0.2575,0.4247,-0.7804,0.6679,Feb 27/a,8.84
1261,EBAY,S&P 500,Consumer Cyclical,Internet Retail,USA,22550000000.0,8.6,9.74,1.18,2.27,3.83,2.59,9.0,16.8,0.023,-,1.03,0.0211,0.0626,-0.1893,0.0729,-0.0162,0.0657,20.4837,0.0028,-0.0089,0.9095,-0.0108,0.0487,0.5056,0.2053,2.16,2.16,1.24,1.39,0.7158,0.2735,0.024,0.0652,0.0697,-0.1249,1.29,0.0293,-0.1218,0.169,-0.4648,97.1259,Feb 27/a,43.45
1262,EBC,RUT,Financial,Banks - Regional,USA,2420000000.0,9.65,9.12,-,3.93,0.81,-,11.26,-,0.0325,0.2868,0.2,0.2115,0.2412,0.196,-,0.0041,0.0516,6.5107,0.0984,-0.0055,0.635,0.0015,0.0271,-0.0185,0.0768,0.09,-,0.02,0.02,-,0.3769,-0.0136,0.0208,0.1037,-0.1376,0.88,-0.0139,-0.1451,0.3827,-0.4038,0.3827,Jan 25/a,13.73
1263,EBF,RUT,Industrials,Business Equipment & Supplies,USA,524900000.0,11.82,12.52,2.36,1.23,1.51,5.13,8.84,3.96,0.0493,0.5486,0.37,-0.1154,0.0062,0.0718,0.05,0.038,-0.051,-0.1287,0.0438,0.0006,0.7544,-0.0002,0.0201,0.1335,0.1262,5.81,4.58,0.02,0.03,0.2963,0.105,0.0055,-0.0034,-0.0558,-0.0554,0.43,-0.0419,-0.1243,0.0713,-0.2264,17.2841,Dec 18/b,20.29
1264,EBMT,-,Financial,Banks - Regional,USA,105470000.0,10.23,7.34,1.02,0.99,0.63,-,-,-,0.0424,0.4304,0.29,0.0829,0.287,0.0728,0.1,0.2413,0.1811,-0.4054,0.0919,-0.0148,0.3588,-,0.0009,0.0614,0.0249,0.09,-,1.39,1.39,-,0.0941,0.0099,-0.1576,0.1018,-0.2479,0.54,-0.0848,-0.2537,0.1723,-0.4948,5.27,Jan 23/b,13.2
1265,EBS,RUT,Healthcare,Drug Manufacturers - Specialty & Generic,USA,80930000.0,-,1.01,-,0.07,0.12,0.92,-,1.69,-,-,-0.19,-1.1708,1.3178,-,-,0.1476,0.1271,-2.3519,0.0412,0.0,0.7932,-0.0191,0.2098,-0.7414,-0.6859,1.07,0.54,0.66,1.26,0.2782,-0.7206,-0.0127,-0.1522,-0.2941,-0.8954,0.99,-0.2429,-0.9064,0.0986,-0.9887,0.0986,Nov 08/a,1.56
1266,EBTC,RUT,Financial,Banks - Regional,USA,337890000.0,8.88,-,-,1.55,1.03,-,5.61,-,0.0337,0.2958,-,-,-,0.0482,-,0.1023,0.1745,-0.3672,0.2459,0.0011,0.3037,-0.1479,0.0026,0.1245,0.0867,0.03,-,0.33,0.33,-,0.174,0.0018,-0.0227,-0.0033,-0.209,0.62,-0.0753,-0.2332,0.1024,-0.4071,2.25,Oct 24/a,27.56
1267,ECAT,-,Financial,Closed-End Fund - Equity,USA,1710000000.0,7.46,-,-,31.35,0.98,3417.52,-,0.0,0.0873,-,-,-4.846,-,-,-,-,-,-,0.0018,-,0.205,0.2568,0.001,-,0.011,-,-,0.0,0.0,0.591,-,-0.0165,0.0309,0.0873,0.1274,0.94,0.0204,-0.0234,0.1904,-0.1686,0.3176,-,16.69
1268,ECBK,-,Financial,Banks - Regional,USA,120900000.0,25.23,-,-,2.17,0.73,-,18.49,-,-,0.0,-,-,-,-,-,0.3862,0.5287,-0.1541,0.1478,0.0,0.2296,-,0.001,0.0272,0.0112,1.57,-,1.42,1.42,-,0.0798,0.0233,0.0139,0.1452,-0.1622,0.75,0.0233,-0.1712,0.3411,-0.2212,0.3411,-,13.17
1269,ECC,-,Financial,Closed-End Fund - Debt,USA,717030000.0,9.14,7.06,-,5.42,1.07,-,-,-,0.1669,-,0.37,0.02,-0.096,0.0305,-,-,0.193,5.53,0.0091,0.0,0.1504,-,0.0038,-,-,-,-,-,-,-,-,0.002,0.0152,0.0438,-0.0675,0.78,0.0217,-0.1386,0.1676,-0.4778,1.9879,Feb 22/b,9.96
1270,ECF,-,Financial,Closed-End Fund - Equity,USA,112160000.0,17.7,-,-,20.41,0.9,-,-,-,0.0639,1.9062,-,-,-,-,-,-,0.77,-,-,-,0.3787,-,0.0001,-,-,-,-,-,-,-,-,0.0137,0.0356,0.081,-0.0854,1.07,0.0208,-0.0864,0.1595,-0.5306,2.2585,-,8.14
1271,ECL,S&P 500,Basic Materials,Specialty Chemicals,USA,61410000000.0,45.0,29.61,3.0,4.01,7.88,66.79,36.05,3.22,0.0107,0.4509,1.33,0.2288,0.1362,-0.0037,0.1501,0.0138,0.0728,0.5242,0.1109,-0.0008,0.7998,0.0112,0.0076,0.1796,0.0857,1.3,0.95,0.99,1.07,0.4485,0.0896,0.0625,0.0744,0.1751,0.3137,1.09,0.083,-0.0278,0.3998,-0.0986,214.38,Feb 13/b,215.38
1272,ECO,-,Industrials,Marine Shipping,Greece,950360000.0,5.65,5.37,-,2.31,2.23,11.58,5.42,2.61,0.1451,0.0,0.63,1.2819,0.2489,-,-,1.1972,1.4022,5.6652,0.6054,0.0,0.1818,-,0.0013,0.4246,0.1605,1.57,1.38,1.46,1.64,0.5774,0.4174,0.0806,0.0564,0.1662,-,-,0.086,-0.0705,0.5085,-0.0705,4.3773,Nov 09/b,30.17
1273,ECPG,RUT,Financial,Mortgage Finance,USA,1240000000.0,-,8.0,-,1.05,1.03,8.57,10.91,6.15,-,0.0,1.23,-0.4839,0.7117,0.1874,0.13,0.0043,-0.0206,-0.3472,0.0304,0.0,1.12,-0.0301,0.0983,-0.0074,-0.0021,-,-,2.6,2.6,0.6479,-0.0075,0.0477,0.0508,0.1995,-0.0697,1.38,0.061,-0.098,0.5178,-0.275,420.84,Feb 21/a,52.73
1274,ECVT,RUT,Basic Materials,Specialty Chemicals,USA,1150000000.0,19.2,9.84,1.12,1.64,1.7,30.0,14.8,0.33,-,0.0,0.23,-0.0759,0.2965,0.0003,0.1721,-0.0666,-0.2546,-0.1119,0.1172,0.0006,0.8817,-0.0737,0.0182,0.0885,0.0403,2.03,1.55,1.3,1.32,0.2742,0.0895,0.0465,0.1161,0.0388,-0.0799,1.0,0.048,-0.1984,0.1985,-0.3536,0.6392,Feb 28/b,9.9
1275,ED,S&P 500,Utilities,Utilities - Regulated Electric,USA,30140000000.0,12.16,15.64,2.15,2.06,1.42,25.33,-,3.45,0.0386,0.4493,1.81,0.043,0.056,0.103,0.0566,0.0383,-0.1409,0.8105,0.0014,0.0027,0.6777,0.0087,0.0189,0.1204,0.0579,1.01,0.94,1.06,1.18,0.6118,0.1722,-0.0195,-0.0233,-0.0357,-0.0425,0.36,-0.0372,-0.1348,0.0853,-0.1457,9.915,Feb 15/a,87.32
1276,EDAP,-,Healthcare,Medical Distribution,France,224530000.0,-,-,-,3.7,3.26,4.44,-,1.37,-,-,-0.06,-4.4895,0.456,-0.3172,0.03,0.0602,0.0359,-291.0,0.0054,0.0,0.4332,0.3012,0.003,-0.3349,-0.3377,3.09,2.5,0.06,0.09,0.4076,-0.3762,-0.0303,0.015,0.2333,-0.4671,0.74,0.0667,-0.5194,0.6889,-0.719,11.16,Nov 09/b,6.08
1277,EDD,-,Financial,Closed-End Fund - Debt,USA,310320000.0,13.49,-,-,-,-,-,-,-,0.072,0.5592,-,-,-,-,-,-,-,-,-,-,0.5275,-,0.0017,-,-,-,-,-,-,-,-,-0.0063,0.0064,0.0172,0.0374,0.65,0.0068,-0.0465,0.1185,-0.7776,0.2603,-,4.72
1278,EDF,-,Financial,Closed-End Fund - Foreign,USA,77020000.0,-,-,-,-,-,-,-,-,0.1618,0.8901,-,-,-,-,-,-,-,-,0.0001,-,0.1853,-,0.0007,-,-,-,-,-,-,-,-,-0.0326,-0.0022,0.1042,-0.0937,1.22,0.0104,-0.1442,0.2678,-0.8323,0.3088,-,4.45
1279,EDIT,RUT,Healthcare,Biotechnology,USA,665610000.0,-,-,-,27.05,1.85,1.9,-,4.28,-,-,-0.59,0.2536,0.0205,-0.015,0.017,0.5288,126.0476,0.3198,0.0076,-0.0017,0.7328,0.0235,0.1506,-0.5033,-0.5062,6.12,6.12,0.07,0.1,0.7491,-7.927,0.094,-0.0024,-0.0781,-0.2133,1.99,-0.0974,-0.3157,0.3405,-0.9185,0.3405,Nov 03/b,8.15
1280,EDR,-,Communication Services,Entertainment,USA,7260000000.0,-,20.07,-,1.29,1.52,4.41,43.31,5.49,0.0038,0.0,0.22,-0.5588,0.2778,-,0.262,0.1308,0.1007,-6.2108,0.3656,-0.0097,0.6543,0.0097,0.0407,0.0402,0.0135,1.09,1.09,1.11,1.14,0.5493,0.0241,0.0004,0.049,-0.0143,0.0976,0.83,0.0051,-0.0796,0.3694,-0.315,0.3875,Feb 28/b,24.17
1281,EDU,-,Consumer Defensive,Education & Training Services,China,14880000000.0,49.07,24.21,169.22,4.15,3.89,3.25,-,27.66,-,0.0,0.76,0.7885,0.3755,-0.1125,0.0029,0.0615,0.3626,40.8837,0.0003,0.0,0.4139,0.0247,0.0298,0.0823,0.0733,1.87,1.84,0.09,0.13,0.5467,0.0854,0.0219,0.2138,0.3268,1.2213,0.48,0.1584,-0.0245,1.6463,-0.5498,17.6252,Jan 24/b,89.92
1282,EE,RUT,Energy,Oil & Gas Midstream,USA,1470000000.0,15.73,14.22,1.77,1.07,0.71,2.43,19.3,5.6,0.0063,0.0986,0.19,1.3492,-0.2018,-,0.089,0.879,-0.6571,-0.6184,0.7622,0.0,0.2181,-0.0065,0.0212,0.0609,0.026,4.15,4.05,1.54,1.69,0.2288,0.0242,-0.0244,-0.0742,-0.2552,-0.4011,1.37,-0.1037,-0.4333,0.0164,-0.5631,0.0164,Feb 28/a,13.6
1283,EEA,-,Financial,Closed-End Fund - Foreign,USA,59080000.0,4.68,-,-,29.85,0.85,-,-,-,0.0201,-,-,-,-,-,-,-,-0.043,-,0.0012,-0.053,0.5472,-,0.0003,-,-,-,-,-,-,-,-,0.0106,0.0251,0.0754,-0.005,1.12,0.0039,-0.0756,0.1485,-0.1549,4.6226,-,8.56
1284,EEFT,-,Technology,Software - Infrastructure,USA,5000000000.0,19.76,11.32,1.32,1.36,4.38,2.79,7.01,38.91,-,0.0,1.06,0.1327,0.1338,0.0524,0.15,0.0826,0.1063,0.0942,0.0595,0.0,0.9143,0.0116,0.0159,0.2251,0.0916,1.54,1.38,1.45,1.61,0.1978,0.0761,0.0436,0.0979,0.2935,-0.0345,1.4,0.0897,-0.1079,0.4684,-0.3668,60.96,Feb 07/b,108.43
1285,EEX,RUT,Communication Services,Advertising Agencies,USA,422620000.0,-,18.93,-,1.13,-,2.11,-,3.18,-,0.0,0.14,-0.8625,0.2909,-0.1646,0.05,0.1707,0.1619,-1.0,0.7691,0.0,0.1502,-0.1503,0.0185,0.0565,-0.0208,1.42,1.42,0.95,0.97,0.5017,-0.0464,0.0419,0.1181,0.2514,0.7731,1.4,0.1342,-0.0261,1.0613,-0.7264,3.48,Nov 06/b,6.72
1286,EFC,RUT,Real Estate,REIT - Mortgage,USA,957700000.0,11.18,6.65,2.61,2.5,0.83,5.43,59.12,2.22,0.149,-,0.4,-0.0638,0.1617,-,0.0428,0.2091,1.08,1.176,0.0519,-0.0051,0.576,0.0015,0.0401,0.0746,0.0065,-,-,7.38,9.63,0.8498,0.1856,0.0067,-0.0481,-0.0814,-0.1182,1.95,-0.0421,-0.1499,0.117,-0.5289,2.8797,Nov 07/a,12.08
1287,EFR,-,Financial,Closed-End Fund - Debt,USA,386270000.0,15.38,-,-,7.62,4.11,2.29,-,5.78,0.0992,0.0,-,-,-,0.006,-,-0.166,2.793,2.136,-,-,0.2815,-,0.0049,0.308,-0.187,26.9,22.5,0.0,0.0,0.517,-,0.0177,0.0352,0.0799,0.0951,0.58,0.0311,-0.0034,0.2091,-0.3377,1.0286,-,13.24
1288,EFSC,RUT,Financial,Banks - Regional,USA,1530000000.0,7.47,8.75,0.83,1.84,1.0,-,7.19,-,0.0252,0.1972,1.11,-0.1108,0.0395,0.0576,0.09,0.2555,0.3394,-,0.0391,-0.0014,0.7283,-0.0011,0.0126,0.1199,0.0877,0.06,-,0.26,0.26,-,0.2287,0.0278,-0.0323,0.0304,-0.2617,1.01,-0.0397,-0.268,0.2442,-0.2946,4.86,Jan 22/a,41.02
1289,EFT,-,Financial,Closed-End Fund - Debt,USA,350830000.0,7.79,-,-,6.19,1.02,-,-,-,0.1006,-,-,-,-,-,-,-,0.334,-,-,-,0.2991,-,0.0072,-,-,-,-,-,-,-,-,0.0075,0.0576,0.1027,0.1063,0.59,0.0439,-0.003,0.2121,-0.4115,1.0629,-,13.4
1290,EFX,S&P 500,Industrials,Consulting Services,USA,31800000000.0,58.7,26.33,3.12,6.04,7.02,146.68,61.69,1.76,0.0062,0.3545,1.42,0.1347,0.2876,0.1225,0.1883,0.0932,0.1073,0.208,0.0052,-0.1706,0.9795,0.0033,0.0245,0.1284,0.0587,0.67,1.01,1.05,1.26,0.4405,0.1036,0.0357,0.052,0.2995,0.181,1.51,0.0586,-0.0108,0.6135,-0.14,422.373,Feb 07/a,258.08
1291,EFXT,-,Energy,Oil & Gas Equipment & Services,Canada,644440000.0,-,-,-,0.28,0.56,5.0,-,1.04,0.0141,-,-,-,-,-,-,0.0972,0.9292,1.1225,0.0079,0.0,0.5587,-,0.0016,-0.0437,-0.0216,1.31,0.93,0.93,0.98,0.1777,-0.0209,0.0058,0.0256,0.1479,-0.2145,1.66,0.0906,-0.378,0.3198,-0.7301,0.7333,Feb 28/a,5.2
1292,EG,S&P 500,Financial,Insurance - Reinsurance,Bermuda,15960000000.0,6.16,5.42,0.23,1.09,1.21,-,3.35,-,0.0195,0.113,16.62,-0.0838,0.1152,0.9429,0.268,0.1493,0.1241,0.457,0.2379,0.0004,0.9419,0.0021,0.0122,0.2307,0.1505,0.41,-,0.26,0.26,-,0.1712,0.0399,-0.0028,-0.0568,-0.0432,0.56,-0.0091,-0.1198,0.1111,-0.1198,18.8849,Feb 07/a,367.87
1293,EGAN,RUT,Technology,Software - Application,USA,185640000.0,27.31,18.59,2.73,1.94,2.78,2.14,15.29,2.78,-,0.0,0.07,0.22,0.0492,-,0.1,0.0991,-0.0697,22.4375,0.3191,0.0,0.5634,0.0084,0.0069,0.1093,0.1027,1.96,1.96,0.02,0.03,0.6893,0.0733,0.0294,-0.2192,-0.1439,-0.242,0.55,-0.2255,-0.3016,0.0818,-0.992,38.6667,Feb 08/a,5.95
1294,EGBN,RUT,Financial,Banks - Regional,USA,731790000.0,7.4,8.65,1.01,1.14,0.57,-,4.0,-,0.0736,0.5455,0.6,-0.2712,0.1746,-0.0568,0.073,0.107,0.286,-0.4935,0.0282,-0.0091,0.7857,-0.0185,0.0724,0.0803,0.0377,0.22,-,1.09,1.12,-,0.1563,0.0418,-0.0856,0.0112,-0.4764,1.03,-0.1049,-0.4718,0.4623,-0.6497,10.1995,Jan 24/a,24.45
1295,EGHT,RUT,Technology,Software - Application,USA,322130000.0,-,5.79,-,0.44,2.93,1.9,4.17,1.38,-,-,0.07,0.3965,-0.0218,0.1116,-,0.2025,-0.0184,0.2466,0.0405,-0.0358,0.9419,0.0391,0.1481,-0.5351,-0.0925,1.15,1.15,4.27,4.95,0.6913,-0.0728,-0.0842,-0.2209,-0.1767,-0.5935,1.49,-0.2319,-0.5777,0.214,-0.9334,14.3529,Feb 01/b,2.61
1296,EGLE,RUT,Industrials,Marine Shipping,USA,559360000.0,25.2,10.89,-,1.27,0.88,4.91,-,11.47,0.0202,0.4341,0.74,-0.9416,4.5068,-,-,0.3139,-0.5542,-1.1161,0.3221,0.0,0.7096,-0.0828,0.1161,0.0555,0.0417,0.86,0.73,0.58,0.85,0.1796,0.0893,-0.0254,0.0212,0.3021,-0.0256,1.48,0.0449,-0.1604,0.4388,-1.0,5.3363,Nov 02/a,56.33
1297,EGO,-,Basic Materials,Gold,Canada,2220000000.0,-,14.39,-,2.35,0.65,4.66,-,2.35,-,-,0.2,9.7899,0.4094,-1.0389,-,0.2136,0.1266,0.8562,0.0092,0.0,0.7601,0.0322,0.0199,0.1087,-0.0059,4.0,2.89,0.18,0.18,0.1821,-0.0252,-0.0799,-0.1331,0.0263,0.2306,1.1,-0.118,-0.202,0.3473,-0.9011,3.3413,Feb 22/a,10.94
1298,EGP,-,Real Estate,REIT - Industrial,USA,8760000000.0,41.43,36.74,5.38,15.32,3.34,217.65,30.52,0.84,0.0282,1.1395,1.05,0.019,0.1277,0.1215,0.077,0.1386,0.1488,0.5226,0.0139,-0.0052,0.9302,-0.0305,0.0115,0.0879,0.0484,-,-,0.59,0.65,0.4317,0.3504,-0.0183,0.0337,0.0683,0.0818,0.95,0.0099,-0.0325,0.1985,-0.2051,28.2336,Feb 07/a,182.71
1299,EGRX,RUT,Healthcare,Drug Manufacturers - Specialty & Generic,USA,77550000.0,6.56,-,2.43,0.3,0.31,5.05,-,1.18,-,0.0,-,-,-,-0.0356,0.027,0.159,-0.128,1.5333,0.1263,-0.0249,0.859,-0.0144,0.0701,0.0488,0.038,2.16,1.61,0.25,0.29,0.6974,0.0464,0.1222,0.3179,-0.3239,-0.8063,0.43,0.1514,-0.816,0.4561,-0.9427,0.4561,Nov 16/b,5.97
1300,EGY,RUT,Energy,Oil & Gas E&P,USA,459550000.0,13.8,4.8,6.9,1.14,1.04,4.44,12.41,0.98,0.0644,0.1774,0.16,-0.7081,1.092,0.3558,0.02,0.5859,0.4888,-0.5013,0.0169,0.0051,0.5309,-0.0256,0.0217,0.1097,0.0648,1.31,1.25,0.18,0.2,0.3183,0.0841,0.0455,0.0186,0.0455,-0.0934,1.24,-0.0107,-0.1628,0.245,-0.718,33.9673,Nov 07/a,4.37
1301,EH,-,Industrials,Aerospace & Defense,China,431280000.0,-,-,-,39.86,13.09,10.66,-,0.99,-,-,-0.1,-0.5866,0.834,-0.2611,-,0.0798,2.2897,0.2087,0.0154,0.0,0.2692,-0.1083,0.1718,-1.6086,-1.0738,2.15,1.82,0.36,0.57,0.6411,-4.4487,-0.0122,-0.1712,-0.2628,-0.2565,0.93,-0.2436,-0.5908,0.2225,-0.9187,2.1769,Nov 22/b,10.55
1302,EHAB,RUT,Healthcare,Medical Care Facilities,USA,485470000.0,-,43.34,-,0.46,0.72,13.79,11.13,0.7,-,-,0.03,-0.8792,0.2174,-,-,-0.0061,-0.0279,-1.2776,0.1187,0.0,1.0209,-,0.0995,-0.0878,-0.0527,1.52,1.52,0.86,0.91,0.4656,-0.0626,0.0851,-0.0415,-0.0092,-0.394,1.41,-0.0554,-0.4017,0.361,-0.6162,0.361,Mar 06/a,9.69
1303,EHC,-,Healthcare,Medical Care Facilities,USA,7370000000.0,21.17,16.75,1.38,1.54,4.72,70.75,27.54,1.04,0.0082,0.1729,0.93,0.0901,0.1066,0.0345,0.1536,0.0274,0.0963,-0.0248,0.0138,-0.0314,0.9845,0.032,0.0264,0.2453,0.0774,1.28,1.27,1.75,1.78,0.1944,0.0731,0.0085,0.038,0.151,0.1834,0.95,0.0631,-0.0428,0.4379,-0.3996,1849.0965,Feb 07/a,73.55
1304,EHI,-,Financial,Closed-End Fund - Debt,USA,160600000.0,35.35,-,-,7.23,0.99,-,-,-,0.1118,-,-,-,-,-,-,-,-0.02,-,-,-,0.2076,-,0.0023,-,-,-,-,-,-,-,-,-0.0167,-0.0084,0.0844,-0.0649,0.9,-0.0126,-0.0942,0.1783,-0.5178,0.3916,-,7.07
1305,EHTH,RUT,Financial,Insurance Brokers,USA,196530000.0,-,-,-,0.49,0.35,1.22,31.05,5.66,-,-,1.83,0.679,0.5551,-,-,0.2104,0.2125,0.0222,0.1579,0.0034,0.6795,-0.1331,0.0345,-0.0688,-0.1011,-,-,0.11,0.12,0.945,-0.2382,0.0014,0.1846,-0.1172,-0.3132,0.42,-0.0819,-0.3444,0.4407,-0.9545,1.5955,Feb 27/b,6.93
1306,EIG,RUT,Financial,Insurance - Specialty,USA,1160000000.0,10.08,12.39,1.01,1.36,1.13,-,22.18,-,0.0262,0.247,0.67,-0.047,-0.0046,0.0097,0.1,0.0182,0.0176,0.0273,0.0186,0.0,0.8031,-0.014,0.0171,0.1206,0.1225,0.42,-,0.04,0.0,-,0.1388,0.0807,0.1168,0.1973,0.04,0.23,0.1208,-0.0239,0.2707,-0.0605,4.9247,Feb 15/a,45.02
1307,EIM,-,Financial,Closed-End Fund - Debt,USA,740970000.0,115.33,-,-,13.83,0.98,-,-,-,0.0408,-,-,-,-,-,-,-,-0.043,-,-,-,0.4582,-,0.0007,-,-,-,-,-,-,-,-,0.0039,0.0495,0.1025,0.0068,0.35,0.0313,-0.0124,0.2056,-0.3501,0.8211,-,10.38
1308,EIX,S&P 500,Utilities,Utilities - Regulated Electric,USA,25430000000.0,20.66,13.14,3.76,1.53,1.86,56.65,-,1.17,0.0444,1.7758,1.16,0.0038,0.0856,-0.0149,0.055,0.0821,-0.1006,2.2014,0.001,-0.0284,0.9085,0.0069,0.0136,0.0862,0.0266,0.8,0.75,1.96,2.22,0.2362,0.0741,0.0249,-0.0334,0.0159,-0.0205,0.97,-0.0345,-0.1149,0.1273,-0.2047,9.6096,Feb 22/a,66.31
1309,EL,S&P 500,Consumer Defensive,Household & Personal Products,USA,52470000000.0,113.01,34.4,5.61,3.47,9.18,13.32,65.1,10.99,0.0181,0.9256,0.5,-0.3526,0.8998,-0.0112,0.2013,0.0343,-0.072,-0.2047,0.353,-0.0001,0.5947,-0.0056,0.0232,0.0804,0.0332,1.36,0.96,1.46,1.79,0.6993,0.0309,0.0211,0.1466,0.161,-0.4252,1.06,0.0585,-0.438,0.4319,-0.6088,17.4403,Feb 05/b,146.37
1310,ELAN,-,Healthcare,Drug Manufacturers - Specialty & Generic,USA,8010000000.0,-,18.34,-,1.83,1.31,21.7,-,0.75,-,-,0.1,-0.1715,-0.0363,0.2842,-0.018,0.1121,0.0389,-21.1785,0.0138,0.0,0.9848,-0.0302,0.0201,-0.1777,-0.0953,2.82,1.48,0.96,0.96,0.4501,-0.2618,0.0175,0.098,0.4242,0.2127,1.3,0.1035,-0.0184,1.0622,-0.5679,1.0622,Feb 26/b,16.25
1311,ELEV,-,Healthcare,Biotechnology,USA,125110000.0,-,-,-,-,2.0,1.32,-,2.24,-,-,-0.22,0.6534,0.1746,-,-,0.0,-,0.8496,0.1815,0.0,0.6767,-0.0341,0.1015,-0.8777,-0.6154,12.99,12.99,0.48,0.48,-,-,-0.0167,0.0766,5.3853,2.0102,1.07,0.6937,-0.4992,7.1267,-0.8181,7.1267,Nov 02/b,2.95
1312,ELF,RUT,Consumer Defensive,Household & Personal Products,USA,9660000000.0,77.12,49.34,2.43,10.85,15.7,128.77,158.43,1.35,-,0.0,0.31,0.7804,0.1931,0.1033,0.318,0.2228,0.849,0.3546,0.0448,-0.1894,0.9898,0.0179,0.0561,0.2589,0.1617,1.5,0.83,0.3,0.48,0.6697,0.1453,-0.0031,0.1125,0.5368,1.3312,1.55,0.1449,-0.0312,1.574,-0.0312,24.9478,Feb 06/a,173.98
1313,ELLO,-,Utilities,Utilities - Renewable,Israel,168420000.0,31.0,-,-,3.01,1.62,2.49,-,6.34,-,-,-,-,-,0.4612,-,0.8661,-0.0828,2.1234,0.5372,0.0,0.258,0.0014,0.0,0.0595,0.0121,1.04,1.04,3.38,3.82,0.2396,0.1183,0.0057,0.0584,0.2832,-0.384,1.3,0.0747,-0.2216,0.577,-0.9249,7.7611,Sep 28/a,15.77
1314,ELMD,-,Healthcare,Medical Devices,USA,118300000.0,30.55,-,2.04,2.29,2.93,11.34,31.72,1.21,-,0.0,0.13,0.3056,-,0.1137,0.15,0.1126,0.1671,0.6907,0.2512,0.014,0.3333,-0.0573,0.0051,0.104,0.0976,5.97,5.25,0.0,0.0,0.7651,0.0762,0.3237,0.3024,0.3212,0.1198,0.36,0.3068,-0.0072,0.5614,-0.3036,14.2667,Feb 13/a,13.74
1315,ELME,RUT,Real Estate,REIT - Residential,USA,1240000000.0,-,288.02,-,5.44,1.07,145.11,26.92,0.1,0.052,-,-,1.0974,-0.1752,-,0.039,-0.0156,0.0586,0.1201,0.0142,0.0,0.8914,-0.0295,0.0093,-0.0438,-0.029,-,-,0.59,0.59,0.2239,-0.2336,-0.0242,0.0107,0.0375,-0.2432,0.95,-0.0193,-0.2591,0.1342,-0.6575,3.4566,Feb 15/a,14.11
1316,ELS,-,Real Estate,REIT - Residential,USA,12340000000.0,39.31,35.49,4.29,8.21,8.64,412.0,46.93,0.16,0.0288,1.1134,0.48,0.0291,0.0721,0.0619,0.0916,0.0877,0.0503,0.2481,0.046,0.0,0.9921,0.0065,0.0221,0.2186,0.0635,-,-,2.46,2.46,0.3622,0.2091,-0.0094,-0.0213,-0.0461,-0.0797,0.71,-0.0447,-0.1062,0.0944,-0.2522,23.5931,Jan 30/b,66.18
1317,ELUT,-,Healthcare,Medical Devices,USA,91410000.0,-,-,-,2.17,-,6.3,-,0.63,-,-,-0.28,0.2059,0.3042,-0.217,-,0.0605,-0.5054,0.2104,0.5091,0.0,0.297,-0.0009,0.0044,-7.7514,-26.4749,0.87,0.73,-,-,0.3594,-0.8017,0.0451,0.1161,1.4024,-0.0592,0.56,0.3026,-0.167,2.5818,-0.7835,2.5818,Nov 13/a,3.94
