No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price
11,AAT,RUT,Real Estate,REIT - Diversified,USA,1330000000.0,26.01,26.56,-,3.01,1.11,16.0,12.54,1.36,0.0669,1.5763,0.14,-0.131,0.1233,0.1484,-,0.0614,0.0612,0.3785,0.2217,0.0,0.7665,-0.018,0.027,0.0423,0.0178,-,-,1.36,1.44,0.2821,0.1142,-0.0216,-0.0229,0.0939,-0.1794,1.29,-0.0354,-0.18,0.3577,-0.5579,0.3577,Feb 06/a,21.78
12,AB,-,Financial,Asset Management,USA,3650000000.0,13.93,9.49,-,-,1.8,-,12.4,0.0,0.0932,1.1201,0.72,0.11,0.1514,-0.0129,-0.0388,0.0,-,0.2073,0.0257,0.0,0.1797,0.0264,0.0091,0.1274,0.1273,-,-,0.0,0.0,-,-,-0.0181,-0.0076,0.1901,-0.2223,1.29,0.0133,-0.2232,0.2625,-0.6565,12.5522,Feb 06/a,32.61
13,ABBV,S&P 500,Healthcare,Drug Manufacturers - General,USA,313370000000.0,65.1,14.55,19.86,5.77,25.91,23.58,12.67,7.53,0.0351,2.1839,2.37,0.0092,0.0876,-0.0561,0.0328,0.1176,-0.0542,-0.6665,0.0013,-0.0013,0.7196,0.001,0.0078,0.4615,0.0713,0.96,0.84,4.6,5.02,0.8603,0.0889,0.0196,0.0869,0.2899,0.175,0.55,0.0992,0.0043,0.3553,0.0043,4.4596,Feb 02/b,177.49
14,ABCB,RUT,Financial,Banks - Regional,USA,3270000000.0,12.17,9.84,1.52,2.24,0.96,-,6.18,-,0.0129,0.1542,1.04,0.1104,0.0849,0.0681,0.08,0.2693,0.2005,-0.1936,0.0571,0.0,0.9264,0.0045,0.0179,0.0812,0.0662,0.18,-,0.19,0.19,-,0.1844,-0.0127,-0.0497,0.0894,-0.0397,1.07,-0.056,-0.1217,0.6738,-0.2077,13.1315,Jan 25/a,47.42
15,ABCL,-,Healthcare,Biotechnology,Canada,1550000000.0,-,-,-,30.75,1.3,1.91,-,2.79,-,0.0,-0.11,-1.9196,-0.1527,3.0835,0.1,5.0744,-0.9349,-2.172,0.3161,0.0,0.3865,0.1126,0.1234,-0.1062,-0.1027,8.34,8.33,0.06,0.07,-,-2.5627,0.045,0.0289,0.1788,-0.4649,0.39,0.0007,-0.4692,0.3798,-0.9257,0.3798,Feb 20/a,5.34
16,ABEO,-,Healthcare,Biotechnology,USA,173640000.0,-,-,-,48.64,7.86,3.21,-,2.18,-,-,-0.47,0.5967,0.2108,0.1964,-,-0.5572,-,0.6768,0.0585,0.0034,0.5713,0.2573,0.0334,-2.0679,-1.4847,6.81,6.81,0.18,0.26,0.023,-10.8529,0.1306,0.4105,0.6892,1.9454,1.41,0.3812,-0.0028,2.2009,-1.0,2.2009,Nov 13/b,7.01
17,ABG,RUT,Consumer Cyclical,Auto & Truck Dealerships,USA,4460000000.0,7.59,6.84,-,0.3,1.37,97.67,36.35,2.22,-,0.0,7.77,-0.0356,0.0085,0.2827,-0.027,0.1891,0.0284,-0.8311,0.0057,-0.0558,1.0955,0.0141,0.0996,0.196,0.0934,1.06,0.42,0.99,1.54,0.1817,0.0407,0.0045,0.0663,-0.0263,-0.0736,1.19,0.0084,-0.1541,0.2158,-0.1541,134.5562,Feb 08/b,216.89
18,ABM,RUT,Industrials,Specialty Business Services,USA,2550000000.0,10.71,11.19,2.93,0.32,1.42,36.7,13.38,1.11,0.0227,0.2322,0.71,-0.0558,0.0972,0.2081,0.0365,0.0522,0.0407,0.3158,0.017,-0.0425,0.9333,-0.0326,0.0271,0.1429,0.0788,1.4,1.4,0.77,0.81,0.1213,0.031,0.0092,-0.0317,-0.02,-0.1684,1.15,-0.0569,-0.2351,0.079,-0.2686,23.9723,Dec 13/b,40.58
19,ABNB,"NDX, S&P 500",Consumer Cyclical,Travel Services,USA,97610000000.0,21.08,30.84,0.88,9.84,11.92,9.67,25.13,15.77,-,0.0,0.23,-0.4014,0.141,-,0.239,0.2986,0.1661,-2.1523,0.3551,-0.0189,0.5045,-0.0118,0.0453,0.6983,0.4604,1.66,1.66,0.27,0.28,0.7087,0.4832,0.0333,0.1129,0.1882,0.1131,1.25,0.0709,-0.0364,0.4728,-0.3066,0.8619,Feb 13/a,152.51
20,ABOS,-,Healthcare,Biotechnology,USA,189940000.0,-,-,-,-,0.68,0.88,-,3.72,-,-,-0.17,0.1049,-0.4681,-,0.097,-0.3846,-,0.0964,0.3216,-0.0041,0.5686,0.0436,0.0186,-0.2044,-0.1739,35.85,35.85,0.0,0.0,-,-,0.0123,-0.1087,0.384,-0.4164,-0.09,-0.028,-0.71,0.8121,-0.8784,0.8121,Nov 13/b,3.28
21,ABR,RUT,Real Estate,REIT - Mortgage,USA,2640000000.0,7.96,6.98,0.99,1.63,1.06,1.72,5.68,8.15,0.1239,0.96,0.46,-0.1968,0.1086,0.0313,0.08,0.2333,0.0465,-0.0204,0.0352,0.0037,0.5926,0.0003,0.3514,0.1227,0.0218,-,-,3.87,3.87,0.9903,0.2041,0.1346,-0.023,0.0433,0.0513,1.97,-0.016,-0.1644,0.5171,-0.5355,27.5738,Feb 16/b,13.99
22,ABSI,-,Healthcare,Biotechnology,USA,495370000.0,-,-,-,71.38,2.52,3.82,-,1.39,-,-,-0.22,0.047,0.3266,-,0.233,0.5075,-0.6859,0.2029,0.2706,0.0,0.3636,0.0387,0.0898,-0.4352,-0.5117,4.82,4.82,0.06,0.09,-1.0327,-15.3513,0.2395,0.4724,2.8071,0.9242,2.33,0.4537,-0.0256,3.797,-0.831,3.797,Nov 14/a,5.33
23,ABT,S&P 500,Healthcare,Medical Devices,USA,197930000000.0,34.91,22.15,4.48,4.93,5.12,27.19,39.12,4.19,0.0186,0.6381,0.96,0.0406,0.1142,0.1965,0.078,0.061,0.0149,0.5485,0.0074,-0.0083,0.7682,0.0027,0.0074,0.1515,0.1073,1.64,1.16,0.38,0.41,0.4997,0.1422,0.0197,-0.0001,0.1634,0.0627,0.74,0.0286,-0.0157,0.2714,-0.2005,149.4561,Jan 24/b,114.01
24,ABUS,RUT,Healthcare,Biotechnology,USA,486300000.0,-,-,-,21.87,4.08,3.62,-,0.8,-,-,-0.12,0.0522,0.0367,0.2166,-,0.8254,-0.2174,-0.0318,0.2534,-0.0008,0.469,0.0489,0.0489,-0.5699,-0.5853,6.34,6.34,0.08,0.08,0.9392,-3.3932,0.0507,0.25,0.5761,0.0662,2.04,0.2127,-0.0779,0.716,-0.9079,2.5306,Feb 29/b,2.9
25,ABVX,-,Healthcare,Biotechnology,France,759710000.0,-,-,-,-,134.13,26.42,-,0.46,-,-,-,0.3654,-0.0949,-0.2075,-,0.0,-,0.3103,-,-,0.3086,-,-,-2.2293,-2.3638,1.72,1.28,0.44,0.57,-,-,-0.0334,0.07,0.0766,-,-,0.0569,-0.139,0.5109,-0.139,0.5109,Sep 21/a,12.08
26,ACA,RUT,Industrials,Engineering & Construction,USA,4040000000.0,14.1,25.28,3.44,1.82,1.75,26.03,-,3.18,0.0024,0.0396,0.49,0.3881,0.0789,0.2237,0.041,0.1143,-0.0202,0.1029,0.0163,-0.0105,0.9095,-0.0105,0.0119,0.1314,0.1003,2.35,1.46,0.23,0.24,0.1896,0.1283,-0.0073,0.0564,0.1415,0.3916,0.65,0.0361,-0.0234,0.4947,-0.0234,2.9481,Feb 22/a,82.91
27,ACAB,-,Financial,Shell Companies,USA,117280000.0,76.79,-,-,-,5.45,123.45,-,0.09,-,0.0,-,-,-,-,-,0.0,-,-1.2356,0.7133,0.0,0.204,0.1252,0.0001,0.027,0.1992,0.19,0.19,0.0,0.0,-,-,0.0142,0.0066,0.0185,0.0768,-0.0,0.0062,-0.0596,0.095,-0.0596,0.095,-,10.72
28,ACAC,-,Financial,Shell Companies,USA,60210000.0,86.08,-,-,-,1.92,1204.28,-,0.01,-,0.0,-,-,-,-,-,-,-,2.7313,0.4675,0.0,0.7033,-,0.0004,0.0163,0.0306,0.04,0.04,0.0,0.04,-,-,0.0014,0.0164,0.0211,-,0.04,0.0111,-0.0313,0.1265,-0.0313,0.1265,-,11.13
29,ACAD,RUT,Healthcare,Biotechnology,USA,4120000000.0,-,24.48,-,6.52,11.37,11.92,-,2.11,-,-,0.29,0.7332,3.8681,0.1076,-,0.2455,0.6196,-1.3633,0.0069,-0.0804,0.975,0.0092,0.0471,-0.3778,-0.3627,2.38,2.28,0.13,0.16,0.9586,-0.2355,-0.0474,-0.0899,0.1125,0.3237,0.42,-0.0827,-0.2613,0.4178,-0.5724,37.6308,Feb 27/a,25.11
30,ACAH,-,Financial,Shell Companies,Ireland,128900000.0,39.85,-,-,-,8.44,86.51,-,0.12,-,0.0,-,-,-,-,-,0.0,-,-0.7345,0.6802,0.0,0.2655,-0.0723,0.0002,0.0648,0.7153,0.16,0.16,0.0,0.0,-,-,0.0,0.0038,0.0112,0.0794,0.01,0.0025,-0.0893,0.0558,-0.0893,0.103,-,10.6
31,ACCD,RUT,Healthcare,Health Information Services,USA,956790000.0,-,-,-,2.46,2.19,4.16,-,2.97,-,-,-0.11,0.7878,0.0838,-0.3843,-0.009,0.3817,0.0926,0.5059,0.1109,-0.0163,0.7713,0.0152,0.0332,-0.2666,-0.1833,2.31,2.31,0.54,0.56,0.3334,-0.3159,-0.0817,0.0404,0.5705,-0.0104,2.17,0.0391,-0.2732,0.9526,-0.8106,1.6811,Jan 08/a,12.36
32,ACCO,RUT,Industrials,Business Equipment & Supplies,USA,617050000.0,11.1,5.4,1.11,0.33,0.77,8.37,4.3,0.78,0.0462,-,0.33,-0.0064,0.1645,-,0.1,0.0098,-0.0774,1.212,0.0394,-0.0031,0.8511,-0.0474,0.0227,0.0697,0.0313,1.61,0.9,1.15,1.26,0.2851,0.0306,0.022,0.1017,0.2524,0.1484,1.67,0.0792,-0.0152,0.5134,-0.7726,9.0,Feb 22/a,6.5
33,ACDC,RUT,Energy,Oil & Gas Equipment & Services,USA,1210000000.0,8.15,7.28,-,0.41,0.97,46.89,3.8,0.16,-,0.0,0.04,-0.8852,3.4074,-,-0.122,1.1048,-0.1759,-1.6578,0.8855,0.0088,0.1005,0.0178,0.2793,0.1611,0.0116,0.96,0.58,0.77,0.88,0.2254,0.0092,0.0383,0.066,-0.1306,-0.6368,0.65,-0.0175,-0.6584,0.1749,-0.7189,0.1749,Nov 09/b,7.59
34,ACEL,RUT,Consumer Cyclical,Gambling,USA,882770000.0,21.14,12.54,-,0.77,4.47,3.83,18.73,2.72,-,0.0,0.18,-0.0309,-0.0193,-,-0.042,0.4179,0.0769,-0.5159,0.3265,-0.0269,0.5011,-0.028,0.0409,0.2266,0.0626,3.07,2.99,2.46,2.61,0.2503,0.0374,0.0068,0.0327,-0.0397,0.0832,1.39,0.0247,-0.1361,0.2572,-0.3111,0.9943,Feb 28/a,10.41
35,ACET,RUT,Healthcare,Biotechnology,USA,241230000.0,-,-,-,-,0.65,1.32,-,2.23,-,-,-0.7,-0.9464,0.2401,0.5081,0.291,4.5262,-,-1.1973,0.3916,0.2415,0.4006,0.0835,0.078,-0.5584,-0.6705,9.4,9.4,0.1,0.11,0.7996,-,-0.1009,0.2025,1.4298,-0.6388,1.94,0.2531,-0.6533,1.6727,-0.9801,1.6727,Nov 08/a,2.94
36,ACGL,S&P 500,Financial,Insurance - Diversified,Bermuda,32130000000.0,7.42,10.22,0.38,2.41,2.23,-,6.41,-,-,0.0,2.04,-0.0613,0.062,0.4638,0.197,0.205,0.2776,1.6356,0.0308,-0.035,0.8873,-0.0011,0.0087,0.2196,0.2451,0.54,-,0.18,0.18,-,0.3297,0.0318,0.0906,0.0417,0.2667,0.57,0.0909,-0.0501,0.3866,-0.0501,69.4537,Feb 14/a,86.11
37,ACHC,-,Healthcare,Medical Care Facilities,USA,7640000000.0,-,22.42,-,2.67,2.79,76.76,88.06,1.08,-,0.0,0.79,0.1234,0.0934,0.0534,0.111,-0.0144,0.1254,-4.0805,0.0277,-0.0668,1.0116,-0.0802,0.0359,-0.0067,-0.0044,0.81,0.81,0.54,0.56,0.2307,-0.0064,0.0101,-0.0255,0.1064,0.0208,1.33,0.0357,-0.0515,0.2467,-0.0775,14.2652,Feb 27/a,82.89
38,ACHR,RUT,Industrials,Aerospace & Defense,USA,1580000000.0,-,-,-,-,4.1,3.36,-,1.56,-,-,-0.31,-0.0099,0.1193,-,-,0.0,-,0.5095,0.4055,0.1094,0.3731,-0.0458,0.2131,-0.9639,-1.1751,4.07,4.07,0.04,0.05,-,-,-0.0296,0.0438,-0.1876,0.8069,2.52,-0.0733,-0.3004,1.9605,-0.7183,2.2346,Feb 26/a,5.24
39,ACHV,-,Healthcare,Biotechnology,Canada,91450000.0,-,-,-,-,22.64,4.59,-,0.94,-,-,-0.31,0.6096,0.1942,0.6098,0.15,0.0,-,0.7506,0.1734,0.0,0.2175,0.0236,0.0384,-13.9988,-1.7562,5.36,5.36,4.01,4.03,-,-,-0.04,0.0047,-0.1111,-0.1184,1.36,-0.0078,-0.5806,0.4257,-1.0,1.16,Nov 09/a,4.32
40,ACI,-,Consumer Defensive,Grocery Stores,USA,12430000000.0,9.33,8.2,1.17,0.16,4.92,50.29,31.82,0.43,0.0214,0.2118,0.53,-0.1497,-0.0818,0.8796,0.08,0.0539,0.0222,2.0696,0.4253,0.0,0.4529,0.0327,0.0348,0.8108,0.0848,0.85,0.19,5.27,5.83,0.2571,0.017,0.0179,-0.0164,0.0075,0.0262,0.51,-0.0253,-0.0963,0.1275,-0.2435,1.2261,Jan 09/b,21.58
41,ACIC,RUT,Financial,Insurance - Property & Casualty,USA,579040000.0,-,10.55,-,1.63,4.75,-,-,-,-,-,0.21,1.1878,-0.3243,-,0.2,-0.0917,-0.5257,1.1455,0.5642,0.0011,0.2251,-0.1967,0.0488,-2.2838,-0.0211,8.27,-,1.24,1.24,-,-0.016,0.1298,0.0964,0.4688,6.3278,-0.21,0.2771,0.0225,8.6985,-0.5361,44.1558,Nov 13/a,13.19
42,ACIU,-,Healthcare,Biotechnology,Switzerland,302170000.0,-,-,-,-,1.74,3.46,-,0.88,-,-,-0.11,0.1352,0.2785,-0.1366,-,3.0671,-1.0,-0.2099,0.4256,0.0,0.3072,0.0099,0.0085,-0.4493,-0.5327,7.36,7.36,0.01,0.02,-,-71573.1953,0.1292,-0.2627,0.02,0.3247,0.99,-0.2016,-0.4047,0.7191,-0.8468,0.8214,Nov 03/b,3.06
43,ACIW,RUT,Technology,Software - Infrastructure,USA,3350000000.0,38.64,24.0,3.22,2.35,2.77,24.02,30.12,1.28,-,0.0,0.97,-0.2242,0.3347,0.9888,0.12,0.0928,0.184,0.7211,0.013,-0.036,1.0045,0.0079,0.0214,0.074,0.04,1.3,1.3,0.84,0.92,0.4109,0.0624,0.0085,0.0409,0.1831,0.1432,1.24,0.0328,-0.0331,0.5757,-0.287,20.7042,Feb 29/b,30.82
44,ACLS,RUT,Technology,Semiconductor Equipment & Materials,USA,3820000000.0,15.72,13.81,0.79,3.38,4.41,7.56,19.78,15.45,-,0.0,1.24,-0.0825,0.2406,0.4066,0.2,0.2345,0.1663,0.2573,0.0173,-0.0258,0.9131,0.0197,0.0466,0.3215,0.271,3.79,2.71,0.05,0.05,0.4429,0.2178,-0.0681,-0.0707,-0.152,-0.0937,1.67,-0.0846,-0.419,0.1092,-0.419,170.7353,Feb 07/a,116.78
45,ACLX,RUT,Healthcare,Biotechnology,USA,2990000000.0,-,-,-,63.34,11.23,6.79,28.62,9.03,-,-,-0.53,0.5237,0.1104,-,-,0.0,-,0.6166,0.3167,-0.0445,0.812,0.1698,0.1193,-0.5156,-0.4048,2.84,2.84,0.2,0.41,0.9446,-2.7459,-0.0539,0.1544,0.228,1.0422,0.01,0.0737,-0.0908,1.3324,-0.0908,9.1723,Nov 13/a,61.39
46,ACM,-,Industrials,Engineering & Construction,USA,12130000000.0,199.71,17.57,12.21,0.81,5.4,10.18,20.44,8.77,0.0039,1.8232,1.03,0.2099,0.1311,-0.1403,0.1635,-0.0532,0.153,0.1016,0.0046,-0.1889,0.8692,-0.0086,0.0092,0.0514,0.0127,1.05,1.05,1.17,1.28,0.0654,0.0042,-0.0039,0.0084,0.0239,-0.0143,1.24,-0.0112,-0.0513,0.1988,-0.0513,5.1809,Feb 05/a,89.19
47,ACMR,RUT,Technology,Semiconductor Equipment & Materials,USA,1190000000.0,18.03,15.04,0.42,2.39,1.63,3.89,-,5.03,-,0.0,0.16,0.5833,-0.0091,-,0.4274,0.5131,0.2607,0.2037,0.2485,-0.0402,0.5472,-0.029,0.0814,0.1042,0.0924,2.32,1.26,0.06,0.12,0.506,0.1441,0.0682,-0.0161,0.0735,0.3808,1.25,0.0587,-0.1286,1.2377,-0.5944,11.3828,Feb 28/b,19.58
48,ACN,S&P 500,Technology,Information Technology Services,Ireland,231660000000.0,34.24,27.62,4.45,3.59,8.68,32.42,25.66,11.4,0.0133,0.4159,2.68,0.0491,0.0925,0.1118,0.077,0.0959,0.0303,0.0064,0.0026,-0.0501,0.781,0.0115,0.0115,0.2771,0.2375,1.33,1.33,0.09,0.12,0.3248,0.1065,-0.0059,0.0276,0.1351,0.2845,1.2,0.0417,-0.0166,0.5217,-0.1147,31.6973,Dec 19/b,369.48
49,ACNB,RUT,Financial,Banks - Regional,USA,321930000.0,10.19,10.75,-,2.8,1.16,-,7.87,-,0.032,0.3073,0.8,-0.093,0.0461,0.0372,-,0.0774,-0.134,-0.5993,0.0449,0.0032,0.3248,-0.0423,0.0106,0.1213,0.0667,0.12,-,0.71,0.92,-,0.2753,0.0208,-0.1398,-0.0179,-0.025,0.62,-0.1106,-0.2208,0.4011,-0.2208,4.2578,Jan 25/b,37.83
50,ACNT,-,Basic Materials,Steel,USA,102820000.0,-,11.67,-,0.37,1.07,140.85,4.71,0.07,-,0.0,-0.08,-2.0423,1.3919,0.6984,0.124,0.1176,-0.4398,-30.6862,0.1247,0.0,0.4743,-0.0461,0.001,-0.1871,-0.2111,3.66,1.41,0.85,0.9,0.0396,-0.1341,0.0181,-0.0231,0.2127,-0.0905,0.72,0.0813,-0.1104,0.4097,-0.7861,6.0269,Nov 08/a,10.15
51,ACP,-,Financial,Closed-End Fund - Debt,USA,355390000.0,6.56,-,-,9.43,1.05,-,-,-,0.176,-,-,-,-,-,-,-,0.417,-,-,-,0.2405,-,0.0042,-,-,-,-,-,-,-,-,0.0104,-0.0073,0.1089,-0.1948,1.0,0.0056,-0.2005,0.2288,-0.6272,0.3141,-,6.82
52,ACR,-,Real Estate,REIT - Mortgage,USA,85190000.0,-,4.56,-,0.4,0.19,0.85,1.72,11.86,-,-,0.47,0.6795,0.1247,-,0.05,0.3434,0.3152,3.1032,0.11,0.0391,0.3059,-0.0473,0.0024,0.0301,-0.0031,-,-,3.5,4.07,0.9632,-0.0288,0.0244,0.0349,0.3044,0.044,1.94,0.0448,-0.0176,0.5211,-0.9555,2.5333,Feb 28/a,10.07
53,ACRE,RUT,Real Estate,REIT - Mortgage,USA,458020000.0,136.01,8.61,59.39,2.32,0.67,7.51,8.84,1.13,0.1608,2.4501,-0.43,-0.7166,1.2377,-0.1171,0.0229,0.1043,0.0681,13.3248,0.0618,-0.0073,0.4342,0.0102,0.0414,0.0048,0.0024,-,-,1.07,2.41,0.9285,0.0175,-0.0287,-0.1463,-0.1746,-0.2968,1.49,-0.1549,-0.2882,0.1272,-0.5276,2.0926,Nov 03/b,8.46
54,ACRS,RUT,Healthcare,Diagnostics & Research,USA,84300000.0,-,-,-,3.93,0.54,0.82,-,1.45,-,-,-0.34,-0.2122,0.3425,0.1139,-,0.9161,-0.5119,-0.381,0.1608,0.0011,0.8719,0.004,0.1065,-0.6094,-0.7247,4.5,4.5,0.01,0.01,0.8035,-5.3483,-0.0325,0.0085,0.4843,-0.9091,0.23,0.0704,-0.9109,1.0163,-0.9649,1.0163,Nov 06/b,1.19
55,ACRV,RUT,Healthcare,Biotechnology,USA,87070000.0,-,-,-,-,0.63,0.61,-,6.43,-,-,-0.73,0.6531,-0.1597,-,-,0.0,-,-0.4875,0.4609,0.0,0.5978,-,0.0275,-0.4656,-0.3531,15.54,15.54,0.03,0.03,-,-,0.0854,-0.0943,-0.2408,-0.8249,1.35,-0.1119,-0.8358,0.2351,-0.8453,0.2351,Nov 09/b,3.94
56,ACT,RUT,Financial,Insurance - Specialty,USA,4340000000.0,6.61,7.04,-,3.76,0.98,-,7.23,-,0.0499,0.1509,0.94,-0.0899,0.0329,0.067,-0.015,0.0675,0.0699,0.1144,0.8141,-0.0049,0.1815,-0.0021,0.0324,0.1524,0.1238,1.39,-,0.16,0.16,-,0.5769,0.0011,-0.0314,-0.0289,0.1392,0.56,-0.035,-0.078,0.3381,-0.078,0.6008,Feb 07/b,27.19
57,ACTG,RUT,Industrials,Business Equipment & Supplies,USA,418540000.0,-,14.96,-,9.12,0.71,1.01,-,4.16,-,-,0.07,0.9641,3.5455,-,0.2,0.5907,-0.3649,-2.4837,0.0211,0.0,0.8671,-0.0381,0.0077,-0.0711,-0.0758,22.6,22.03,0.0,0.01,0.1675,-0.816,-0.039,0.1173,0.1294,-0.0368,0.45,0.0647,-0.0999,0.2216,-0.9113,3.3646,Nov 13/a,4.19
58,ACU,-,Consumer Defensive,Household & Personal Products,USA,178060000.0,30.1,19.15,3.01,0.92,2.07,28.17,6.36,1.76,0.0115,0.674,0.55,1.8902,0.0928,-0.0559,0.1,0.091,0.0129,32.4277,0.1276,-0.071,0.634,-0.0053,0.0095,0.0726,0.0459,3.87,1.73,0.52,0.54,0.3609,0.0309,-0.0048,0.0567,0.3091,1.0658,0.76,0.1062,-0.0273,1.2044,-0.0273,60.0462,Oct 23/b,49.6
59,ACV,-,Financial,Closed-End Fund - Equity,USA,234050000.0,-,-,-,-,-,-,-,-,0.0635,-,-,-,-,-0.0305,0.032,-,-,-,0.0004,0.0,0.2163,-,0.0024,-,-,-,-,-,-,-,-,-0.0191,0.0601,0.1736,0.0363,1.42,0.062,-0.0404,0.3424,-0.3539,1.4744,-,22.58
