No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price
35,ACHC,Healthcare,Medical Care Facilities,USA,7460000000.0,-,21.87,-,2.61,2.72,1.08,0.0534,-0.0144,-0.0668,1.0078,-0.0804,6.57,-0.0067,0.81,0.56,-0.0064,0.0225,-0.0748,0.216,-0.1002,13.8895,80.85
36,ACHR,Industrials,Aerospace & Defense,USA,1610000000.0,-,-,-,-,4.19,1.56,-,0.0,0.1094,0.3997,-0.0458,8.08,-0.9639,4.07,0.05,-,-0.0656,-0.285,2.0254,-0.7121,2.3056,5.36
37,ACHV,Healthcare,Biotechnology,Canada,93680000.0,-,-,-,-,23.19,0.94,0.6098,0.0,0.0,0.2314,0.0236,7.4,-13.9988,5.36,4.03,-,-0.0132,-0.5704,0.4604,-1.0,1.2125,4.43
38,ACI,Consumer Defensive,Grocery Stores,USA,12200000000.0,9.15,8.05,1.14,0.15,4.82,0.43,0.8796,0.0539,0.0,0.4421,0.0327,4.3,0.8108,0.19,5.83,0.017,-0.0456,-0.1135,0.1061,-0.2579,1.1838,21.17
39,ACIC,Financial,Insurance - Property & Casualty,USA,499140000.0,-,9.1,-,1.4,4.09,-,-,-0.0917,0.0011,0.2056,-0.1967,1.74,-2.2838,-,1.24,-0.016,0.1422,-0.094,11.3574,-0.6001,37.925,11.37
40,ACIU,Healthcare,Biotechnology,Switzerland,279880000.0,-,-,-,-,1.62,0.88,-0.1366,3.0671,0.0,0.2412,0.0099,4.28,-0.4493,7.36,0.02,-71573.1953,-0.2689,-0.4486,0.5922,-0.8581,0.687,2.83
41,ACIW,Technology,Software - Infrastructure,USA,3280000000.0,37.78,23.47,3.15,2.29,2.71,1.28,0.9888,0.0928,-0.0383,0.9433,0.0084,2.03,0.074,1.3,0.92,0.0624,0.0229,-0.0429,0.5409,-0.3027,20.2254,30.14
42,ACLS,Technology,Semiconductor Equipment & Materials,USA,4120000000.0,16.93,14.84,0.85,3.64,4.75,15.45,0.4066,0.2345,-0.0258,0.8941,0.0197,2.37,0.3215,2.71,0.05,0.2178,-0.0175,-0.3745,0.1942,-0.3745,183.8971,125.73
43,ACLX,Healthcare,Biotechnology,USA,3040000000.0,-,-,-,64.4,11.42,9.03,-,0.0,-0.0404,0.7861,0.1698,6.09,-0.5156,2.84,0.41,-2.7459,0.1129,-0.0755,1.3716,-0.0755,9.343,62.42
44,ACM,Industrials,Engineering & Construction,USA,12120000000.0,199.51,17.55,13.39,0.81,5.39,8.77,-0.1403,-0.0532,-0.1889,0.8813,-0.0086,1.51,0.0514,1.05,1.28,0.0042,-0.0112,-0.0522,0.1976,-0.0522,5.1746,89.1
45,ACMR,Technology,Semiconductor Equipment & Materials,USA,1070000000.0,16.23,13.53,0.38,2.15,1.46,5.03,-,0.5131,-0.0402,0.5614,-0.029,3.57,0.1042,1.26,0.12,0.1441,-0.0351,-0.2158,1.0137,-0.635,10.1432,17.62
46,ACN,Technology,Information Technology Services,Ireland,232280000000.0,34.33,27.7,4.46,3.6,8.71,11.4,0.1118,0.0959,-0.0501,0.7809,0.0115,3.4,0.2771,1.33,0.12,0.1065,0.0547,-0.014,0.5258,-0.1124,31.7848,370.47
47,ACNB,Financial,Banks - Regional,USA,309850000.0,9.8,10.34,-,2.69,1.12,-,0.0372,0.0774,0.0032,0.2951,-0.0423,3.79,0.1213,-,0.92,0.2753,-0.1482,-0.2501,0.3485,-0.2501,4.0605,36.41
48,ACNT,Basic Materials,Steel,USA,97860000.0,-,11.1,-,0.35,1.02,0.07,0.6984,0.1176,0.0,0.4788,-0.0461,0.83,-0.1871,1.41,0.9,-0.1341,0.0498,-0.1556,0.3417,-0.7964,5.6877,9.66
49,ACP,Financial,Closed-End Fund - Debt,USA,351210000.0,6.48,-,-,9.32,1.03,-,-,-,-,0.2647,-,0.93,-,-,-,-,0.0022,-0.219,0.2144,-0.6315,0.2986,6.74
50,ACR,Real Estate,REIT - Mortgage,USA,83530000.0,-,4.47,-,0.39,0.19,11.86,-,0.3434,0.0391,0.3611,-0.0473,0.48,0.0301,-,4.07,-0.0288,0.0482,-0.0367,0.4915,-0.9564,2.4646,9.87
51,ACRE,Real Estate,REIT - Mortgage,USA,463710000.0,137.7,8.71,60.13,2.35,0.68,1.13,-0.1171,0.1043,-0.0073,0.4088,0.0102,3.92,0.0048,-,2.41,0.0175,-0.1583,-0.291,0.1412,-0.5218,2.1309,8.56
52,ACRS,Healthcare,Diagnostics & Research,USA,85720000.0,-,-,-,4.0,0.55,1.45,0.1139,0.9161,0.001,0.898,0.004,1.24,-0.6094,4.5,0.01,-5.3483,0.1196,-0.9167,1.0502,-0.9643,1.0502,1.21
53,ACRV,Healthcare,Biotechnology,USA,81330000.0,-,-,-,-,0.59,6.43,-,0.0,0.0,0.5887,-,7.4,-0.4656,15.54,0.03,-,-0.1832,-0.8467,0.0952,-0.8555,0.0952,3.68
54,ACT,Financial,Insurance - Specialty,USA,4320000000.0,6.57,7.0,32.87,3.74,0.97,-,0.067,0.0675,-0.0049,0.1928,-0.0021,3.23,0.1524,-,0.16,0.5769,-0.042,-0.0831,0.3307,-0.0831,0.5919,27.04
55,ACTG,Industrials,Business Equipment & Supplies,USA,428030000.0,-,15.3,-,9.32,0.73,4.16,-,0.5907,0.0,0.8577,-0.0381,2.9,-0.0711,22.03,0.01,-0.816,0.1053,-0.0795,0.2493,-0.9093,3.4635,4.28
56,ACU,Consumer Defensive,Household & Personal Products,USA,178240000.0,30.13,19.17,3.01,0.92,2.07,1.76,-0.0559,0.091,-0.071,0.6095,-0.0053,1.25,0.0726,1.73,0.54,0.0309,0.1387,-0.0263,1.2067,-0.0263,60.1077,49.65
57,ACV,Financial,Closed-End Fund - Equity,USA,238980000.0,-,-,-,-,-,-,-0.0305,-,0.0,0.2163,-,0.61,-,-,-,-,0.1001,-0.0201,0.3707,-0.3403,1.5266,23.06
58,ACVA,Consumer Cyclical,Auto & Truck Dealerships,USA,2310000000.0,-,150.69,-,5.02,4.94,2.79,-0.2941,0.9633,-0.0466,0.7917,0.0412,8.04,-0.1585,2.02,0.22,-0.1661,-0.0029,-0.2331,0.5,-0.6207,1.3484,14.32
59,ADAP,Healthcare,Biotechnology,United Kingdom,292740000.0,-,-,-,4.09,3.32,0.71,-0.054,1.3784,-0.0056,0.601,-0.0056,4.49,-0.9453,2.92,0.29,-1.3305,0.7914,-0.3027,2.0714,-0.9402,2.0714,1.29
60,ADBE,Technology,Software - Infrastructure,USA,281190000000.0,52.63,30.67,3.68,14.52,17.14,17.35,0.1786,0.1675,-0.0158,0.8307,-0.0072,1.92,0.3551,1.34,0.25,0.2802,0.0297,-0.0253,0.9526,-0.1107,3043.1909,622.1
61,ADC,Real Estate,REIT - Retail,USA,5790000000.0,33.87,32.04,16.85,11.36,1.14,0.06,-0.0273,0.3312,0.0589,0.9746,0.072,4.18,0.0336,-,0.44,0.3081,-0.0558,-0.2327,0.0935,-0.2844,5.9001,57.61
62,ADCT,Healthcare,Biotechnology,Switzerland,340300000.0,-,-,-,2.78,-,3.85,0.8526,1.3104,0.0,0.4828,0.056,3.95,-7.0553,4.51,-,-1.4564,1.1559,-0.0766,10.7252,-0.9254,10.7252,4.22
63,ADEA,Technology,Software - Application,USA,1340000000.0,10.88,8.96,0.73,3.31,4.01,0.79,-0.1982,0.3397,-0.007,1.0,0.0063,5.51,0.1922,2.68,1.8,0.3169,0.1245,-0.0167,0.8092,-0.0167,5.0741,12.88
64,ADI,Technology,Semiconductors,USA,96640000000.0,29.8,22.45,-,7.85,2.72,1.93,0.1035,0.1739,-0.0457,0.8974,0.0022,2.01,0.092,0.86,0.21,0.2694,0.0172,-0.0388,0.2575,-0.0388,258.8634,194.9
65,ADM,Consumer Defensive,Farm Products,USA,28080000000.0,7.33,8.97,-,0.29,1.12,9.45,0.2255,0.1293,0.0,0.7995,-0.0108,1.17,0.16,1.07,0.38,0.0405,-0.2156,-0.397,0.0379,-0.4676,37.4804,52.64
66,ADMA,Healthcare,Biotechnology,USA,1180000000.0,-,22.75,-,5.05,7.81,0.33,0.2948,0.7468,-0.2061,0.7752,0.0749,3.69,-0.1813,2.64,1.01,-0.0974,0.1477,-0.0327,0.777,-0.6262,4.1814,5.23
67,ADNT,Consumer Cyclical,Auto Parts,USA,3100000000.0,15.1,8.01,0.42,0.2,1.36,10.85,-,-0.0167,-0.0147,0.9025,-0.0431,3.63,0.0952,0.91,1.22,0.0139,-0.0124,-0.2696,0.1284,-0.6069,4.7575,33.97
68,ADP,Industrials,Staffing & Employment Services,USA,102260000000.0,28.97,24.89,2.65,5.5,23.67,4.05,0.1407,0.0625,-0.1149,0.8261,0.0081,2.14,0.9738,1.01,0.8,0.1914,0.0536,-0.0308,0.2357,-0.0945,244.0367,248.94
69,ADPT,Healthcare,Biotechnology,USA,536370000.0,-,-,-,2.98,1.48,2.56,-0.323,0.3636,-0.0001,0.9978,-0.031,5.89,-0.4613,4.46,0.64,-1.0904,-0.1673,-0.6431,0.4223,-0.948,0.4223,3.7
70,ADSE,Industrials,Electrical Equipment & Parts,Ireland,459360000.0,-,-,-,7.84,8.02,0.31,-,-0.1443,0.0,0.1133,0.0213,1.21,-0.5633,0.73,0.28,-0.7317,0.347,0.048,3.9291,-0.1369,3.9291,9.39
71,ADSK,Technology,Software - Application,USA,57050000000.0,62.84,32.79,5.05,10.82,38.51,9.13,-,0.1779,-0.1106,0.9039,0.0206,2.27,0.768,0.75,1.79,0.174,0.1138,0.0144,0.4158,-0.2256,554.938,266.7
72,ADT,Industrials,Security & Protection Services,USA,6150000000.0,204.75,14.51,52.5,1.01,1.9,0.39,-0.1904,0.0898,0.0,0.3354,-0.0067,4.77,0.0324,0.63,3.01,0.0063,0.0316,-0.2156,0.365,-0.6121,0.9604,6.68
73,ADTH,Communication Services,Advertising Agencies,USA,236480000.0,42.95,55.83,-,1.45,1.47,0.84,-,0.1854,0.0,0.1487,0.004,2.67,0.0409,5.79,0.04,0.0383,0.4111,-0.1126,1.4144,-0.7748,1.4144,2.68
74,ADTN,Technology,Communication Equipment,USA,481640000.0,-,51.0,-,0.38,0.7,1.48,-,0.2225,0.0,0.7968,0.4331,2.44,-0.1307,1.42,0.34,-0.0793,-0.0935,-0.6598,0.2464,-0.8717,0.275,6.12
75,ADUS,Healthcare,Medical Care Facilities,USA,1470000000.0,25.61,19.09,1.71,1.43,2.15,4.92,0.193,0.1663,-0.0467,0.9505,0.0251,4.56,0.0888,1.51,0.32,0.0561,-0.003,-0.2108,0.1741,-0.2965,31.4125,90.75
76,ADV,Communication Services,Advertising Agencies,USA,1280000000.0,-,7.98,-,0.3,1.18,0.57,-,0.0886,0.0018,0.187,-0.0731,8.55,-0.8332,1.76,1.78,-0.3542,0.0711,-0.1093,2.4602,-0.7191,2.4602,3.91
77,ADVM,Healthcare,Biotechnology,USA,178920000.0,-,-,-,49.7,1.74,1.16,-0.039,-0.7112,-0.0005,0.5375,0.0058,1.25,-0.8114,4.32,0.74,-35.0519,0.7875,-0.4037,1.9033,-0.9717,2.3352,1.77
78,ADX,Financial,Closed-End Fund - Equity,USA,2260000000.0,5.95,-,-,64.4,0.94,-,-,-,0.0,0.287,-,3.39,-,-,-,-,0.0626,-0.0037,0.369,-0.0037,39.8329,18.73
79,AE,Energy,Oil & Gas Refining & Marketing,USA,61050000.0,-,38.0,-,0.02,0.65,9.76,-,0.3107,0.0041,0.6079,-0.0295,1.23,-0.047,0.98,0.62,-0.0022,-0.0592,-0.6129,0.0318,-0.7348,12.68,23.94
80,AEAE,Financial,Shell Companies,USA,80700000.0,70.49,-,-,-,17.52,0.04,-,0.0,0.0,0.1648,0.7737,0.03,0.0454,0.11,0.15,-,0.0189,-0.0717,0.0837,-0.0717,1.8597,11.01
81,AEE,Utilities,Utilities - Regulated Electric,USA,17850000000.0,15.42,14.84,3.21,2.25,1.62,0.08,0.1408,0.067,-0.0065,0.7867,-0.0165,1.41,0.1089,0.33,1.45,0.1459,-0.0692,-0.2556,0.0082,-0.3158,5.314,67.88
82,AEF,Financial,Closed-End Fund - Equity,USA,251730000.0,26.11,-,-,21.89,0.83,-,-,-,-,0.645,-,0.22,-,-,-,-,0.0075,-0.1329,0.1273,-0.7413,4.6425,4.96
83,AEG,Financial,Insurance - Diversified,Netherlands,9560000000.0,-,7.09,-,0.47,1.08,-,-,-0.1064,-,0.11,-0.0079,0.8,-0.0525,-,0.53,-0.0367,-0.0002,-0.0621,0.4279,-0.9082,3.9496,5.74
84,AEHR,Technology,Semiconductor Equipment & Materials,USA,498530000.0,24.35,12.62,1.22,6.11,5.72,1.75,0.9024,0.3712,-0.02,0.6517,0.3565,4.2,0.2921,7.28,0.07,0.2576,-0.2049,-0.6806,0.1884,-0.6806,42.1997,17.28
85,AEIS,Industrials,Electrical Equipment & Parts,USA,3870000000.0,30.49,17.99,6.49,2.34,3.51,28.02,-0.0187,0.217,-0.0229,1.0707,0.0026,13.85,0.1183,4.1,0.82,0.0775,-0.0023,-0.1793,0.267,-0.1793,35.0765,103.72
86,AEL,Financial,Insurance - Life,USA,4380000000.0,7.08,7.74,0.26,2.28,2.13,-,0.4607,0.1379,-0.3177,0.9274,-0.0499,3.66,0.2498,-,0.42,0.3184,0.0003,-0.0108,0.7574,-0.0108,17.7432,55.48
87,AEM,Basic Materials,Gold,Canada,22890000000.0,8.7,18.6,-,3.66,1.15,0.74,0.0793,0.2783,0.0,0.6717,0.0207,2.73,0.1402,0.71,0.11,0.404,-0.107,-0.2429,0.0712,-0.4812,16.6367,46.3
88,AEO,Consumer Cyclical,Apparel Retail,USA,4330000000.0,19.81,14.05,1.12,0.85,2.49,1.22,-0.1085,0.0672,-0.0115,0.9295,-0.0255,4.05,0.1364,0.7,0.7,0.043,0.0723,0.0118,1.2045,-0.4374,88.1356,21.93
89,AEP,Utilities,Utilities - Regulated Electric,USA,39840000000.0,17.41,13.52,4.15,2.03,1.57,1.18,0.0296,0.0494,0.0,0.7616,0.0033,2.45,0.091,0.44,1.69,0.1149,-0.0553,-0.2113,0.0919,-0.2826,4.0322,75.75
90,AER,Industrials,Rental & Leasing Services,Ireland,16160000000.0,7.12,7.49,1.32,2.21,1.0,12.41,-,0.1148,-,0.843,-0.0088,1.18,0.1585,1.2,2.92,0.3446,0.0431,-0.0238,0.5515,-0.0238,41.0301,76.92
91,AES,Utilities,Utilities - Diversified,USA,10860000000.0,-,8.55,-,0.85,5.6,3.98,0.0038,0.0456,0.0164,0.9443,0.0033,3.31,-0.1271,0.74,6.52,-0.0439,-0.0989,-0.3939,0.4195,-0.7772,16.6358,16.22
92,AESI,Energy,Oil & Gas Equipment & Services,USA,1020000000.0,10.92,6.85,-,1.65,-,4.58,-,1.1712,-0.0166,0.4639,-,7.53,-,3.81,-,0.2124,0.0426,-0.2795,0.1945,-0.2795,0.1945,17.74
93,AEYE,Technology,Software - Application,USA,60640000.0,-,46.36,-,1.94,7.8,0.28,0.504,0.5553,0.0232,0.14,-0.0273,2.09,-0.7528,0.75,0.11,-0.2329,0.0803,-0.3536,0.3593,-0.932,6.5556,5.1
94,AFAR,Financial,Shell Companies,Singapore,63640000.0,48.5,-,-,-,2.55,0.01,-,-,0.0,0.4631,3.0022,0.17,0.0435,0.12,0.0,-,0.0147,-0.0541,0.0689,-0.0541,0.12,11.01
95,AFB,Financial,Closed-End Fund - Debt,USA,312210000.0,-,-,-,12.64,1.0,-,-0.0184,-,-,0.5916,-,0.1,-,-,-,-,0.0114,-0.016,0.2136,-0.3622,0.5408,10.86
96,AFBI,Financial,Banks - Regional,USA,110160000.0,17.58,-,-,2.44,0.91,-,0.622,0.2265,0.0035,0.17,0.0294,1.06,0.0541,-,0.33,0.1428,0.0956,0.0091,0.527,-0.0422,1.9168,17.24
97,AFCG,Real Estate,REIT - Specialty,USA,233410000.0,7.08,5.49,-,3.19,0.69,3.58,-,3.5104,0.0,0.2639,-0.0704,4.11,0.0964,-,0.26,0.4492,-0.0472,-0.2936,0.1512,-0.5526,0.1512,11.41
98,AFG,Financial,Insurance - Property & Casualty,USA,10150000000.0,12.05,10.08,4.6,1.31,2.56,-,0.1142,0.0402,-0.0005,0.6628,-0.0082,1.28,0.2186,-,0.37,0.1102,0.022,-0.1006,0.1678,-0.15,36.811,121.17
99,AFL,Financial,Insurance - Life,USA,45540000000.0,10.06,11.3,1.36,2.44,2.02,-,0.156,-0.0285,-0.0041,0.5991,-0.0094,4.36,0.1955,-,0.32,0.2492,-0.0513,-0.0959,0.2946,-0.0959,850.3727,77.93
100,AFRM,Technology,Software - Infrastructure,USA,13540000000.0,-,-,-,7.07,5.2,6.95,-0.5894,0.5907,-0.038,0.6784,0.05,1.92,-0.2917,12.22,2.32,-0.3919,0.0486,-0.145,4.0987,-0.746,4.2052,44.87
101,AFT,Financial,Closed-End Fund - Debt,USA,213670000.0,8.27,-,-,6.29,0.93,-,-,-,0.0,0.3951,-,0.38,-,-,-,-,0.0199,-0.008,0.1246,-0.3228,0.7247,13.72
102,AFYA,Consumer Defensive,Education & Training Services,Brazil,1880000000.0,27.06,13.44,4.49,3.47,2.68,1.83,0.3827,0.5227,0.0,0.1411,-0.0663,2.9,0.1099,1.18,0.81,0.1299,-0.0041,-0.0712,1.1615,-0.4012,1.3918,20.88
103,AG,Basic Materials,Silver,Canada,1310000000.0,-,-,-,2.24,0.98,0.67,-0.063,0.2208,0.0,0.2972,-,2.61,-0.1208,2.37,0.19,-0.2772,-0.1702,-0.4337,0.0434,-0.83,9.6279,4.57
104,AGCO,Industrials,Farm & Heavy Construction Machinery,USA,8630000000.0,7.38,9.0,9.37,0.6,1.98,7.95,0.3426,0.0942,0.0,0.7744,0.0042,3.09,0.2744,0.67,0.33,0.0813,-0.0339,-0.1792,0.0499,-0.1996,75.8149,115.29
105,AGI,Basic Materials,Gold,Canada,4720000000.0,23.19,21.48,-,4.71,1.64,0.58,0.0167,0.0603,0.0,0.5794,-,0.82,0.0733,1.27,0.0,0.2034,-0.0977,-0.205,0.2152,-0.205,4.2357,11.89
106,AGIO,Healthcare,Biotechnology,USA,1390000000.0,-,-,-,57.83,1.57,11.59,0.0892,-0.1877,-0.0783,1.0198,-0.0306,12.32,-0.2268,11.76,0.09,-9.1395,0.0868,-0.1645,0.2562,-0.8209,0.5768,24.87
107,AGL,Healthcare,Medical Care Facilities,USA,2910000000.0,-,-,-,0.7,3.34,1.41,-,0.5052,-0.0007,0.8706,0.0182,9.14,-0.0905,1.5,0.06,-0.0211,-0.2488,-0.7563,0.2744,-0.84,0.2744,7.18
