No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price
30,EXFY,Technology,Software - Application,USA,146470000.0,-,32.13,-,0.92,1.54,1.34,-,0.301,-0.1691,0.3746,-0.0156,2.15,-0.3945,2.43,0.69,-0.2369,-0.2196,-0.8498,0.1513,-0.9657,0.1513,1.75
31,ACRV,Healthcare,Biotechnology,USA,85080000.0,-,-,-,-,0.62,6.43,-,0.0,0.0,0.5887,-,8.5,-0.4656,15.54,0.03,-,-0.1604,-0.8488,0.1286,-0.8488,0.1286,3.85
32,PRPL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,108720000.0,-,-,-,0.21,0.82,0.25,-0.0085,0.2313,0.0015,0.895,-0.0809,4.0,-0.8785,0.69,1.15,-0.3239,0.1493,-0.8476,0.8896,-0.9749,0.8896,1.03
33,RVNC,Healthcare,Biotechnology,USA,530370000.0,-,-,-,2.48,-,3.42,-0.041,9.9994,-0.0064,0.9375,0.168,8.94,-20.9678,4.17,-,-1.9342,-0.1724,-0.841,0.1052,-0.8576,0.1269,6.04
34,EGRX,Healthcare,Drug Manufacturers - Specialty & Generic,USA,71570000.0,6.05,-,2.24,0.28,0.29,1.18,-0.0356,0.159,-0.0249,0.7905,-0.0144,2.73,0.0488,1.61,0.29,0.0464,-0.0622,-0.8406,0.3439,-0.9471,0.3439,5.51
35,NVCR,Healthcare,Medical Devices,United Kingdom,1660000000.0,-,-,-,3.28,4.2,8.64,-0.0489,0.2277,-0.0003,0.8193,0.0297,4.88,-0.4702,6.43,1.5,-0.3914,0.1665,-0.8385,0.425,-0.9335,1.6034,15.49
36,VERI,Technology,Software - Infrastructure,USA,66650000.0,-,-,-,0.49,3.56,1.94,0.3518,0.5736,0.0099,0.3576,0.0124,13.27,-1.4701,0.87,7.58,-0.4792,-0.0806,-0.8367,0.2128,-0.976,0.4713,1.79
37,BLUE,Healthcare,Biotechnology,USA,217800000.0,-,-,-,10.02,0.54,0.95,0.1514,-0.2998,-0.0056,0.4636,0.075,2.25,-0.4781,1.42,1.36,-4.1962,-0.5432,-0.8343,0.0971,-0.9926,0.0971,1.13
38,LPSN,Technology,Software - Application,USA,249800000.0,-,41.66,-,0.58,5.38,2.65,-0.5677,0.2004,0.1242,0.6929,-0.0137,3.05,-1.5103,1.15,13.06,-0.2369,-0.0548,-0.8299,0.3262,-0.9572,43.1429,3.09
39,ENGN,Healthcare,Biotechnology,Canada,187320000.0,-,-,-,-,2.58,3.52,-,0.0,0.0,0.5225,0.0257,0.14,-1.0302,16.25,0.13,-,0.015,-0.8288,0.2069,-0.8288,0.2069,8.07
40,BLNK,Industrials,Engineering & Construction,USA,178640000.0,-,-,-,1.48,0.81,0.99,0.404,1.3988,-0.0972,0.434,0.0727,2.9,-0.8674,1.71,0.07,-1.7607,-0.1575,-0.8279,0.2156,-0.9993,1.12,2.65
41,MOND,Consumer Cyclical,Travel Services,USA,214680000.0,-,-,-,1.07,-,0.56,-,0.3557,0.0013,0.2241,-0.4973,17.37,-0.9989,1.1,4.18,-0.3468,-0.0959,-0.8246,0.3021,-0.8528,0.3021,2.5
42,IKNA,Healthcare,Biotechnology,USA,65150000.0,-,-,-,4.67,0.38,4.08,-0.1363,3.6087,0.0,0.4503,-0.0122,1.78,-0.3629,10.41,0.06,-4.4993,-0.2294,-0.8233,0.3235,-0.9641,0.3235,1.35
43,DOMA,Financial,Insurance - Property & Casualty,USA,56850000.0,-,-,-,0.17,-,-,-4.602,-0.0457,-0.0011,0.166,-0.1429,24.52,-2.3974,-,-,-0.6345,-0.1465,-0.8208,0.0959,-0.9841,0.0959,4.23
44,LU,Financial,Credit Services,China,1380000000.0,10.32,3.11,-,0.24,0.11,13.89,0.0951,0.1204,0.0,0.1716,-0.105,1.27,0.0104,-,0.46,0.0235,-0.2125,-0.8185,0.1422,-0.9701,0.1422,2.41
45,MCRB,Healthcare,Biotechnology,USA,161570000.0,-,-,-,1.27,-,1.31,-0.0093,0.6489,-0.0011,0.652,0.1533,3.27,-5.3857,2.47,-,-1.1103,0.0483,-0.818,0.3736,-0.976,0.3736,1.25
46,NINE,Energy,Oil & Gas Equipment & Services,USA,93600000.0,-,-,-,0.15,-,0.34,-,0.0506,-0.0435,0.57,0.1082,3.49,-,1.79,-,-0.022,0.1236,-0.8153,0.4846,-0.9344,5.9737,2.65
47,ALLK,Healthcare,Biotechnology,USA,125100000.0,-,-,-,-,0.57,2.22,-0.5532,0.0,0.0,0.7661,0.6521,2.96,-0.5879,9.31,0.19,-,-0.3866,-0.815,0.43,-0.9909,0.43,1.43
48,SPWR,Technology,Solar,USA,603240000.0,-,-,-,0.33,1.43,0.61,-,0.0524,0.0,0.5103,1.2859,3.77,-0.2296,0.47,0.86,-0.0705,-0.1954,-0.815,0.2546,-0.9681,0.4162,3.44
49,LCID,Consumer Cyclical,Auto Manufacturers,USA,7720000000.0,-,-,-,11.09,1.43,1.93,-,13.6258,-0.0,0.1373,0.0064,6.73,-0.613,4.42,0.45,-3.8045,-0.1495,-0.8108,0.3268,-0.948,0.3268,3.37
50,PMVP,Healthcare,Biotechnology,USA,95160000.0,-,-,-,-,0.4,3.96,-0.4091,0.0,-0.0068,0.8305,-0.049,2.99,-0.2909,19.16,0.05,-,-0.2121,-0.8086,0.583,-0.9706,0.583,1.86
51,TSBX,Healthcare,Biotechnology,USA,58880000.0,-,-,-,-,0.52,4.73,-,-0.2764,0.0,0.3452,-,3.03,-,9.08,0.03,-,0.0245,-0.8068,0.5692,-0.8068,0.5692,2.55
52,AERT,Industrials,Consulting Services,Singapore,51060000.0,-,-,-,-,0.59,0.0,-,0.0,0.0,0.2585,0.5059,0.15,-0.0066,0.01,0.01,-,-0.0808,-0.8053,0.48,-0.8053,0.48,2.22
53,BEEP,Industrials,Infrastructure Operations,USA,59100000.0,27.81,-,-,-,27.44,0.0,-,0.0,0.0075,0.8323,0.0129,0.17,0.0298,0.04,0.0,-,-0.0531,-0.8042,0.271,-0.8042,0.271,3.94
54,CMBM,Technology,Communication Equipment,USA,124240000.0,-,-,-,0.47,0.95,0.99,0.1589,0.0594,0.0023,0.3434,0.0021,1.17,-0.1119,1.36,0.23,-0.055,-0.072,-0.8037,0.272,-0.9324,0.272,4.49
55,FOSL,Consumer Cyclical,Luxury Goods,USA,62980000.0,-,-,-,0.04,0.22,2.21,0.3874,-0.0853,0.0,0.6564,-0.0806,7.9,-0.4102,1.31,1.57,-0.0928,-0.081,-0.8026,0.1214,-0.9914,0.1214,1.2
56,PLUG,Industrials,Electrical Equipment & Parts,USA,2290000000.0,-,-,-,2.58,0.65,0.94,-0.1573,0.4213,-0.0005,0.5354,0.0869,3.63,-0.2457,1.31,0.28,-1.0674,-0.05,-0.7993,0.6751,-0.9976,31.8139,3.79
57,EOSE,Industrials,Electrical Equipment & Parts,USA,219510000.0,-,-,-,17.66,-,0.32,-,7.4451,0.0042,0.4515,-0.0259,7.51,-,1.47,-,-19.6958,0.047,-0.7988,0.5722,-0.9643,0.5722,1.14
58,ENTA,Healthcare,Biotechnology,USA,263670000.0,-,-,-,3.33,1.22,17.56,-,-0.1621,-0.0228,0.9754,-0.0268,5.53,-0.4974,6.73,1.03,-1.6895,0.2284,-0.7983,0.5495,-0.902,0.5495,12.52
59,NOTE,Technology,Information Technology Services,USA,139070000.0,-,-,-,1.07,1.65,0.19,-,0.1861,-0.027,0.3823,1.8566,5.46,-0.8108,0.69,2.91,-0.8261,0.0085,-0.7979,0.6462,-0.913,0.6462,1.07
60,AGL,Healthcare,Medical Care Facilities,USA,2420000000.0,-,-,-,0.58,2.77,1.41,-,0.5052,-0.0007,0.87,0.0182,9.25,-0.0905,1.5,0.06,-0.0211,-0.4364,-0.7976,0.0438,-0.8671,0.0535,5.96
61,WOOF,Consumer Cyclical,Specialty Retail,USA,684650000.0,-,18.19,-,0.11,0.57,0.53,-,0.0847,0.0003,0.5627,-0.0701,3.04,-0.6958,0.25,2.54,-0.1989,-0.1966,-0.7972,0.0324,-0.918,0.0625,2.55
62,XAIR,Healthcare,Medical Devices,USA,50190000.0,-,-,-,167.31,1.95,1.37,0.0916,-0.548,0.2582,0.2931,0.155,6.3,-0.9256,3.66,0.65,-212.1779,-0.0416,-0.7972,0.3419,-0.9651,0.3419,1.57
63,OPI,Real Estate,REIT - Office,USA,179440000.0,-,-,-,0.34,0.14,0.81,-,0.1003,0.0,0.7197,-0.0016,4.27,-0.0193,-,1.9,-0.0495,-0.3482,-0.7967,0.0888,-0.9675,0.0888,3.68
64,SEDG,Technology,Solar,Israel,4050000000.0,19.52,139.98,1.84,1.14,1.63,18.1,-0.0272,0.3686,0.0422,0.901,0.0173,2.34,0.0958,2.49,0.29,0.0613,-0.1293,-0.794,0.1265,-0.8172,5.2775,71.25
65,BW,Industrials,Specialty Industrial Machinery,USA,126910000.0,-,56.8,-,0.12,-,0.61,0.6496,-0.0059,0.0945,0.8128,0.0589,1.03,-6.5727,1.09,-,-0.1365,-0.0377,-0.7921,0.4868,-0.9941,0.8442,1.42
66,TPIC,Industrials,Specialty Industrial Machinery,USA,131120000.0,-,-,-,0.08,-,3.99,-,0.1184,0.0181,0.9865,0.1126,3.2,-0.5478,1.44,1.59,-0.1594,0.0314,-0.79,0.8896,-0.9621,0.8896,3.08
67,VCSA,Technology,Software - Application,USA,104210000.0,-,-,-,0.09,0.56,25.19,-,0.572,-0.1947,0.1801,2.0314,9.93,-1.4563,0.79,0.14,-0.361,0.0895,-0.7897,0.24,-0.962,0.24,8.37
68,VTGN,Healthcare,Biotechnology,USA,142130000.0,-,-,-,175.46,1.77,1.39,0.2401,-0.2374,0.3961,0.4038,-0.9136,2.12,-1.0875,13.4,0.07,-43.7742,0.146,-0.7871,2.2469,-0.9972,2.2469,5.26
69,GDS,Technology,Information Technology Services,China,1060000000.0,-,-,-,0.76,0.37,5.63,-0.1995,0.352,0.0,0.2206,-0.1181,10.51,-0.0567,1.52,2.08,-0.1389,-0.3397,-0.7849,0.0907,-0.9506,0.0907,5.77
70,PIII,Healthcare,Medical Care Facilities,USA,139440000.0,-,-,-,0.12,0.74,0.5,-,0.4723,0.019,0.1958,0.0014,7.87,-0.9498,0.67,0.65,-0.1073,-0.0087,-0.7824,0.7278,-0.9277,0.7278,1.21
71,DDL,Consumer Defensive,Grocery Stores,China,262740000.0,-,21.63,-,0.09,4.86,4.29,-,0.9924,0.0,0.119,0.0366,9.63,-0.1561,0.86,12.33,-0.0023,-0.1222,-0.7795,0.3709,-0.9683,0.3709,1.46
72,CTSO,Healthcare,Medical Devices,USA,53250000.0,-,-,-,1.44,2.42,0.16,-0.1877,0.1521,0.0391,0.31,-0.0291,5.9,-0.8131,1.36,0.97,-0.6323,-0.1789,-0.7778,0.2143,-0.9897,0.36,1.02
73,SKIN,Consumer Defensive,Household & Personal Products,USA,409560000.0,-,62.81,-,1.03,4.6,4.26,-,0.4351,0.0049,0.8125,-0.0093,2.04,-0.5113,5.27,8.36,-0.2227,0.1337,-0.7755,1.3111,-0.8966,1.3111,3.12
74,PLL,Basic Materials,Other Industrial Metals & Mining,USA,332530000.0,-,11.75,-,7.06,0.96,4.94,-1.5864,-,-0.0005,0.5227,-0.0301,5.85,-0.0457,2.85,0.03,-0.1547,-0.322,-0.7745,0.0523,-0.8054,3.3275,17.31
75,WGS,Healthcare,Health Information Services,USA,105070000.0,-,-,-,0.51,0.41,4.42,-,0.1447,-0.0709,0.422,-0.1197,2.35,-1.125,2.38,0.29,-2.2216,0.6492,-0.7733,2.5,-0.9955,2.5,4.06
76,EAF,Industrials,Electrical Equipment & Parts,USA,392920000.0,31.42,-,-,0.54,1.36,0.67,1.2373,-0.0801,-0.4739,0.6967,0.0119,3.05,0.0446,1.98,3.2,0.0171,-0.2935,-0.773,0.0338,-0.9341,0.0408,1.53
77,TSE,Basic Materials,Specialty Chemicals,USA,244640000.0,-,-,-,0.06,-,7.91,-,0.0828,0.1289,0.8578,-0.059,1.8,-2.3662,1.24,-,-0.2102,0.0174,-0.7724,0.334,-0.9186,0.334,6.95
78,TSVT,Healthcare,Biotechnology,USA,176660000.0,-,-,-,1.21,0.58,4.95,-,1.0777,0.3486,1.012,-0.0154,3.69,-0.5841,4.08,0.85,-1.2606,0.1322,-0.7711,1.2736,-0.9455,1.2736,3.49
79,INGN,Healthcare,Medical Devices,USA,139860000.0,-,-,-,0.43,0.61,5.92,-,0.0193,0.0,0.9139,-0.0004,3.59,-0.4558,3.33,0.1,-0.4042,0.0451,-0.7702,0.4528,-0.9792,0.4528,6.0
80,UP,Industrials,Airports & Air Services,USA,2360000000.0,-,-,-,1.66,3.88,0.35,-,0.5206,-0.0,0.1532,-0.0287,2.43,-2.1772,0.44,2.2,-0.4559,0.178,-0.7685,2.449,-0.9775,2.449,3.38
81,BRBS,Financial,Banks - Regional,USA,58180000.0,-,-,-,0.3,0.32,-,0.0402,0.5375,0.0,0.4084,0.0158,11.22,-0.2443,-,1.45,-0.2722,0.0071,-0.7669,0.4787,-0.8424,0.4787,3.03
82,LUMN,Communication Services,Telecom Services,USA,1370000000.0,-,-,-,0.09,0.62,0.31,-,-0.0703,0.0872,0.6754,0.0065,7.37,-1.5372,1.07,9.1,-0.7663,-0.1135,-0.7647,0.7434,-0.9723,0.7434,1.36
83,MPW,Real Estate,REIT - Healthcare Facilities,USA,1930000000.0,-,4.61,-,1.41,0.23,0.57,0.1291,0.1966,0.0,0.7668,0.0048,8.01,-0.0041,-,1.23,-0.0254,-0.2689,-0.7641,0.1062,-0.867,0.1703,3.23
84,VIGL,Healthcare,Biotechnology,USA,108690000.0,-,-,-,-,0.8,3.73,-,0.0,0.0002,0.3533,0.2991,5.01,-0.4619,13.79,0.1,-,-0.1508,-0.7629,0.1348,-0.8342,0.3899,3.03
85,IFRX,Healthcare,Biotechnology,Germany,101270000.0,-,-,-,-,0.81,2.04,0.2489,0.0,0.0,0.3246,-0.1847,0.92,-0.2883,11.78,0.01,-,0.1084,-0.7628,0.5088,-0.9676,1.2159,1.72
86,MYTE,Consumer Cyclical,Luxury Goods,Germany,252120000.0,-,10.53,-,0.3,0.54,0.09,-,0.1823,-,0.1545,-0.0602,2.47,-0.0562,0.26,0.16,-0.0301,-0.0425,-0.7609,0.4488,-0.9181,0.4488,2.97
87,CARM,Healthcare,Biotechnology,USA,94440000.0,-,-,-,8.88,2.04,2.33,0.3831,0.4673,0.0,0.1908,-0.3296,13.48,-0.6956,7.53,0.06,-6.9139,-0.102,-0.7604,0.1584,-0.9858,0.1584,2.34
88,SCWO,Industrials,Pollution & Treatment Controls,USA,168490000.0,-,-,-,102.12,9.65,0.1,-,15.7454,0.0,0.1084,0.3885,21.65,-0.4934,26.43,0.0,-4.0616,0.022,-0.7544,0.3093,-0.9882,-,1.27
89,ARBE,Technology,Software - Infrastructure,Israel,147100000.0,-,-,-,115.83,3.09,0.64,-,0.2819,0.0,0.1779,-0.0095,4.02,-0.8638,10.09,0.0,-35.6336,-0.0514,-0.7503,0.1079,-0.89,0.1079,1.9
90,PNST,Consumer Cyclical,Restaurants,USA,203000000.0,-,-,-,-,1.6,0.01,-,0.0,0.0,0.1521,0.0414,0.28,-0.021,0.06,0.02,-,-0.5353,-0.75,0.3289,-0.75,0.3289,4.0
91,SLRN,Healthcare,Biotechnology,USA,729300000.0,-,-,-,-,1.0,8.11,-,0.0,-0.0003,0.6892,-,4.98,-,11.88,0.0,-,0.0211,-0.749,0.3158,-0.749,0.3158,7.5
92,CHRS,Healthcare,Biotechnology,USA,256130000.0,-,-,-,1.21,-,1.18,0.0345,-0.0828,-0.0414,0.7994,-0.0138,3.73,-,1.58,-,-1.0286,-0.0244,-0.7479,0.6083,-0.9396,0.6083,2.3
93,GBIO,Healthcare,Biotechnology,USA,125550000.0,-,-,-,41.44,0.54,4.4,-0.3199,-0.25,0.0313,0.7425,0.0086,1.81,-0.4581,9.07,0.34,-40.9223,0.1418,-0.7415,1.2093,-0.9659,1.2093,1.9
94,NNOX,Healthcare,Medical Devices,Israel,338010000.0,-,-,-,35.06,1.69,1.66,-1.6836,1.3946,0.0,0.2261,0.0921,10.03,-0.424,4.87,0.03,-9.8926,-0.0591,-0.74,0.2065,-0.9378,0.2065,5.9
95,QURE,Healthcare,Biotechnology,Netherlands,286380000.0,-,-,-,2.56,1.07,13.78,0.0159,3.9922,-0.0011,0.7151,-0.0486,2.34,-0.6623,9.88,1.94,-2.0417,-0.1035,-0.7395,0.0951,-0.9274,0.2691,5.99
96,KC,Technology,Software - Application,China,625770000.0,-,-,-,0.59,0.64,1.58,-0.1303,0.4278,0.0,0.1944,-0.1069,6.24,-0.2943,1.17,0.15,-0.3213,-0.3021,-0.7384,0.06,-0.9645,0.4972,2.65
97,LPTX,Healthcare,Biotechnology,USA,68530000.0,-,-,-,-,0.95,3.16,0.3198,-0.25,0.0,0.2783,-0.0507,2.13,-1.1409,7.41,0.01,-,-0.1153,-0.7373,1.17,-0.9739,1.17,2.68
98,SMR,Industrials,Specialty Industrial Machinery,USA,228800000.0,-,-,-,10.55,2.15,1.53,-,1.5622,-0.003,0.3802,0.0449,6.86,-0.5005,1.95,0.0,-2.4078,0.0606,-0.7337,0.6464,-0.812,0.6464,2.98
99,INO,Healthcare,Biotechnology,USA,141960000.0,-,-,-,167.01,1.02,7.36,-0.0147,0.9898,0.0,0.2034,-,6.28,-0.813,4.0,0.22,-192.7071,0.0232,-0.7333,0.6049,-0.9973,0.6049,6.24
100,GNLX,Healthcare,Biotechnology,USA,293260000.0,-,-,-,1221.92,12.2,1.12,-,0.0,-0.0836,0.1567,-,8.98,-,3.56,0.08,-105.1471,-0.1413,-0.7316,1.0561,-0.7316,1.0561,11.0
101,AMWL,Healthcare,Health Information Services,USA,330710000.0,-,-,-,1.24,0.66,1.45,-0.4404,0.2703,-0.0091,0.4641,0.0239,1.75,-0.8669,4.85,0.02,-2.57,-0.0999,-0.731,0.2431,-0.9737,0.2431,1.15
102,NGM,Healthcare,Biotechnology,USA,127390000.0,-,-,-,5.68,0.75,2.04,-0.1132,-0.1504,0.0023,0.3297,0.1113,1.54,-0.6633,7.92,0.01,-6.7375,0.5854,-0.7289,1.5658,-0.9521,1.5658,1.54
103,SILK,Healthcare,Medical Devices,USA,612680000.0,-,-,-,3.61,4.0,4.95,-0.195,0.434,-0.005,1.0153,-0.0057,3.47,-0.5263,9.11,0.55,-0.3257,0.4232,-0.7286,1.5872,-0.7925,1.5872,15.73
104,BZUN,Consumer Cyclical,Internet Retail,China,130970000.0,-,11.56,-,0.11,0.25,7.17,-,0.1256,0.0,0.307,-0.0746,4.52,-0.1223,1.63,0.59,-0.0595,-0.1309,-0.7285,0.2316,-0.9653,0.2316,2.34
105,CTCX,Healthcare,Biotechnology,USA,83660000.0,36.32,-,-,-,0.46,0.0,-,0.0,0.0107,0.1004,0.0382,2.26,0.0129,0.02,0.0,-,0.1214,-0.7276,1.1324,-0.7276,1.1324,3.62
106,THRX,Healthcare,Biotechnology,USA,175750000.0,-,-,-,-,0.78,4.7,-,0.0,0.0,0.2985,-0.0012,0.68,-0.2555,29.93,0.02,-,0.0529,-0.7271,0.9659,-0.8358,0.9659,4.03
107,REPL,Healthcare,Biotechnology,USA,478980000.0,-,-,-,-,1.03,8.41,-0.3707,0.0,-0.0024,0.9966,-0.0082,4.58,-0.4675,12.76,0.13,-,-0.082,-0.7253,0.3769,-0.8521,0.3769,8.11
108,VNET,Technology,Information Technology Services,China,262280000.0,-,-,-,0.25,0.31,2.89,0.0838,0.2019,0.0,0.4215,0.0679,4.04,-0.0409,0.71,2.61,-0.0354,-0.3215,-0.7252,0.0167,-0.9588,0.0368,1.83
109,FBYD,Industrials,Conglomerates,USA,86750000.0,-,-,-,-,2.94,0.05,-,0.0,0.0,0.4754,0.0099,1.38,-0.0367,0.06,0.04,-,0.0016,-0.7239,0.6946,-0.7239,0.6946,12.15
110,SKLZ,Communication Services,Electronic Gaming & Multimedia,USA,121840000.0,-,-,-,0.73,0.52,15.62,-,0.1807,0.0017,0.2945,-0.6199,7.94,-0.7109,5.41,0.6,-1.3977,-0.0461,-0.7216,0.4343,-0.9939,0.4343,5.68
